English Word	Emotion	Emotion-Intensity-Score	Croatian Word
patient	anticipation	0.328	pacijent
secular	anticipation	0.328	svjetovni
digress	anticipation	0.328	odstupiti
chastity	anticipation	0.328	čednost
council	anticipation	0.328	vijeće
olfactory	anticipation	0.328	mirisni
ribbon	anticipation	0.328	vrpca
possess	anticipation	0.328	posjedovati
disposed	anticipation	0.320	raspolagao
scrutinize	anticipation	0.320	proučavati
immature	anticipation	0.320	nezreo
mediator	anticipation	0.320	posrednik
regularity	anticipation	0.320	pravilnost
cove	anticipation	0.320	uvala
infanticide	anticipation	0.320	čedomorstvo
paddle	anticipation	0.320	veslo
heft	anticipation	0.320	teret
fancy	anticipation	0.320	fensi
preservative	anticipation	0.320	konzervans
unpublished	anticipation	0.312	neobjavljeno
church	anticipation	0.312	crkva
bugle	anticipation	0.312	truba
grim	anticipation	0.312	mrgodan
denying	anticipation	0.312	niječući
analyst	anticipation	0.312	analitičar
judicial	anticipation	0.305	sudski
priesthood	anticipation	0.305	svećenstvo
broadside	anticipation	0.305	široka strana
mill	anticipation	0.305	mlin
dismay	anticipation	0.297	užasnutost
cap	anticipation	0.297	kapa
thermocouple	anticipation	0.297	termopar
tributary	anticipation	0.297	pritoka
instructor	anticipation	0.297	instruktor
exhaustion	anticipation	0.297	iscrpljenost
saliva	anticipation	0.297	slina
cataract	anticipation	0.289	katarakta
network	anticipation	0.289	mreža
visor	anticipation	0.289	vizir
shackle	anticipation	0.289	okov
wont	anticipation	0.289	navika
addresses	anticipation	0.289	adrese
discreet	anticipation	0.289	diskretan
noncompliance	anticipation	0.289	neusklađenost
bruise	anticipation	0.289	modrica
homeless	anticipation	0.289	beskućnik
astronomer	anticipation	0.281	astronom
skewed	anticipation	0.281	iskošeno
neighbor	anticipation	0.281	susjed
holiness	anticipation	0.273	svetost
devil	anticipation	0.273	vrag
picket	anticipation	0.273	kolac
sentence	anticipation	0.273	rečenica
latent	anticipation	0.273	latentan
cream	anticipation	0.273	krema
immaturity	anticipation	0.273	nezrelost
habitual	anticipation	0.266	uobičajena
morals	anticipation	0.266	moral
neighborhood	anticipation	0.266	susjedstvo
lull	anticipation	0.266	zatišje
bye	anticipation	0.258	Pozdrav
weight	anticipation	0.258	težina
organ	anticipation	0.250	orgulje
clown	anticipation	0.250	klaun
forearm	anticipation	0.250	podlaktica
commonplace	anticipation	0.242	uobičajena
quote	anticipation	0.242	citat
rail	anticipation	0.234	željeznicom
dictatorship	anticipation	0.234	diktatura
treadmill	anticipation	0.234	ergometar
board	anticipation	0.234	odbor
tree	anticipation	0.227	drvo
sundial	anticipation	0.227	sunčani sat
paralysis	anticipation	0.211	paraliza
cement	anticipation	0.203	cement
worm	anticipation	0.203	crv
organization	anticipation	0.203	organizacija
lagging	anticipation	0.180	oklijevanje
neutral	anticipation	0.148	neutralan
cannibalism	disgust	0.953	kanibalizam
mutilation	disgust	0.930	sakaćenje
molestation	disgust	0.914	zlostavljanje
incest	disgust	0.914	incest
rape	disgust	0.906	silovanje
gonorrhea	disgust	0.906	gonoreja
cannibal	disgust	0.898	kanibal
rot	disgust	0.891	istrunuti
corpse	disgust	0.883	leš
massacre	disgust	0.883	masakr
excrement	disgust	0.883	izmet
barf	disgust	0.875	barf
slaughter	disgust	0.875	pokolj
slaughterhouse	disgust	0.867	klaonica
incestuous	disgust	0.859	incestuozan
sewerage	disgust	0.859	kanalizacija
filth	disgust	0.859	prljavština
bigot	disgust	0.859	fanatik
rancid	disgust	0.859	upaljen
infestation	disgust	0.852	zaraza
plague	disgust	0.852	kuga
holocaust	disgust	0.852	holokaust
bloodthirsty	disgust	0.852	krvoločan
rotting	disgust	0.844	truljenje
fecal	disgust	0.844	fekalni
maggot	disgust	0.844	crv
feces	disgust	0.844	izmet
murder	disgust	0.839	ubiti
asshole	disgust	0.836	šupak
homicide	disgust	0.836	umorstvo
enslaved	disgust	0.836	porobljeni
infanticide	disgust	0.836	čedomorstvo
perverted	disgust	0.828	izopačen
excretion	disgust	0.828	izlučivanje
gore	disgust	0.828	gore
slaughtering	disgust	0.828	klanje
torture	disgust	0.828	mučenje
contaminate	disgust	0.821	kontaminirati
revolting	disgust	0.820	revoltiran
gory	disgust	0.820	krvav
shit	disgust	0.820	sranje
terrorist	disgust	0.820	terorista
murderer	disgust	0.820	ubojica
repugnant	disgust	0.820	odvratan
manure	disgust	0.820	stajnjak
pervert	disgust	0.820	razvratnik
diarrhoea	disgust	0.820	proljev
grotesque	disgust	0.820	groteskno
desecration	disgust	0.820	skrnavljenje
faeces	disgust	0.812	izmet
slavery	disgust	0.812	ropstvo
sewer	disgust	0.812	odvodni kanal
cadaver	disgust	0.812	kadaver
manslaughter	disgust	0.812	ubojstvo iz nehata
dismemberment	disgust	0.812	komadanje
vomit	disgust	0.812	povraćanje
perverse	disgust	0.805	perverzan
repulsive	disgust	0.805	odbojan
hemorrhage	disgust	0.805	hemoragija
sewage	disgust	0.797	kanalizacija
filthy	disgust	0.797	prljava
diseased	disgust	0.797	oboljeli
depravity	disgust	0.797	izopačenost
carcass	disgust	0.795	lešina
decompose	disgust	0.789	razgraditi se
gruesome	disgust	0.789	jezivo
mutilated	disgust	0.789	osakaćen
puke	disgust	0.789	povraćati
herpes	disgust	0.789	herpes
decayed	disgust	0.789	raspadnut
dung	disgust	0.789	balega
vermin	disgust	0.789	štetočina
murderous	disgust	0.789	ubilački
parasite	disgust	0.789	parazit
horrific	disgust	0.789	užasan
carnage	disgust	0.781	pokolj
malaria	disgust	0.781	malarija
slime	disgust	0.781	sluz
flatulence	disgust	0.781	nadutost
pestilence	disgust	0.781	kuga
crap	disgust	0.781	sranje
monstrosity	disgust	0.781	monstruoznost
loathsome	disgust	0.773	odvratan
toxic	disgust	0.773	otrovan
morgue	disgust	0.773	mrtvačnica
pus	disgust	0.773	gnoj
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	guba
insidious	disgust	0.773	podmukao
cruel	disgust	0.766	okrutan
regurgitation	disgust	0.766	regurgitacija
anthrax	disgust	0.766	antraks
xenophobia	disgust	0.766	ksenofobija
repugnance	disgust	0.766	odvratnost
lynch	disgust	0.766	linčovati
revulsion	disgust	0.766	odbojnost
whore	disgust	0.766	kurva
dissection	disgust	0.759	disekcija
mucous	disgust	0.758	sluzav
canker	disgust	0.758	rak
slum	disgust	0.758	straćara
infectious	disgust	0.758	zarazna
evil	disgust	0.758	zlo
phlegm	disgust	0.758	flegma
cruelty	disgust	0.758	okrutnost
perversion	disgust	0.758	izopačenost
sinister	disgust	0.750	zlokoban
leeches	disgust	0.750	pijavice
corrupting	disgust	0.750	kvareći
decomposition	disgust	0.750	raspad
abomination	disgust	0.742	odvratnost
stinking	disgust	0.742	smrdljiv
bile	disgust	0.742	žuč
demonic	disgust	0.742	demonski
deranged	disgust	0.742	poremećen
abhorrence	disgust	0.742	odvratnost
soiled	disgust	0.742	zamazan
mucus	disgust	0.742	sluz
septic	disgust	0.742	septički
sickening	disgust	0.742	odvratan
demon	disgust	0.742	demon
cancer	disgust	0.734	Rak
obese	disgust	0.734	pretilo
degeneracy	disgust	0.734	izrođenost
despicable	disgust	0.734	vrijedan prezira
atrocity	disgust	0.734	grozota
foul	disgust	0.734	prekršaj
sicken	disgust	0.734	razboljeti se
crucifixion	disgust	0.734	raspeće
terrorism	disgust	0.734	terorizam
repulsion	disgust	0.727	odbijanje
morbidity	disgust	0.727	morbiditet
dysentery	disgust	0.727	dizenterija
enema	disgust	0.727	klistir
bacterium	disgust	0.727	bakterija
dirty	disgust	0.727	prljavi
adultery	disgust	0.727	preljuba
contamination	disgust	0.727	kontaminacija
grisly	disgust	0.727	jezivo
diabolical	disgust	0.727	dijaboličan
autopsy	disgust	0.719	obdukcija
barbaric	disgust	0.719	barbarski
vulgar	disgust	0.719	vulgaran
entrails	disgust	0.719	utroba
disgust	disgust	0.719	gađenje
lewd	disgust	0.719	nepristojan
muck	disgust	0.719	blato
bowels	disgust	0.719	crijeva
garbage	disgust	0.719	smeće
deterioration	disgust	0.719	pogoršanje
contagion	disgust	0.719	zaraza
vicious	disgust	0.719	pakostan
disfigured	disgust	0.719	unakažena
pungent	disgust	0.719	opor
gross	disgust	0.719	bruto
bloodshed	disgust	0.714	krvoproliće
gag	disgust	0.711	geg
pollute	disgust	0.711	onečišćuju
nausea	disgust	0.711	mučnina
tyrant	disgust	0.711	tiranin
wretched	disgust	0.711	jadan
mortification	disgust	0.711	mrtvljenje
violent	disgust	0.711	nasilan
poisoned	disgust	0.711	otrovana
nauseate	disgust	0.703	izazivati mučninu
slimy	disgust	0.703	ljigav
grope	disgust	0.703	pipati
slut	disgust	0.703	djevojčura
nasty	disgust	0.703	gadan
disgusting	disgust	0.703	odvratan
depraved	disgust	0.703	razvratan
porn	disgust	0.703	pornografija
hateful	disgust	0.703	mrski
vulgarity	disgust	0.703	vulgarnost
noxious	disgust	0.703	štetna
grime	disgust	0.703	prljavština
constipation	disgust	0.703	zatvor
secretion	disgust	0.703	lučenje
poisoning	disgust	0.703	trovanje
despotism	disgust	0.703	despotizam
measles	disgust	0.696	ospice
contagious	disgust	0.695	zarazan
obesity	disgust	0.695	pretilost
wart	disgust	0.695	bradavica
hate	disgust	0.695	mrziti
hellish	disgust	0.695	pakleni
scum	disgust	0.695	bagra
suicidal	disgust	0.695	samoubilački
wretch	disgust	0.695	jadnik
abuse	disgust	0.695	zlostavljanje
waste	disgust	0.695	gubljenje
intestinal	disgust	0.695	crijevni
heartworm	disgust	0.688	srčani crv
ooze	disgust	0.688	mulj
treason	disgust	0.688	izdaja
contaminated	disgust	0.688	kontaminirano
smut	disgust	0.688	smućkati
disease	disgust	0.688	bolest
rabid	disgust	0.688	bijesan
deformed	disgust	0.680	deformiran
hell	disgust	0.680	pakao
soulless	disgust	0.680	bez duše
cholera	disgust	0.680	kolera
bestial	disgust	0.680	zvjerski
antichrist	disgust	0.680	antikrist
freakish	disgust	0.680	nakazan
germ	disgust	0.680	klica
detest	disgust	0.680	mrziti
pollution	disgust	0.680	zagađenje
grimy	disgust	0.680	prljav
abhorrent	disgust	0.680	odvratan
hatred	disgust	0.680	mržnja
abominate	disgust	0.680	gnušati se
sickness	disgust	0.680	bolest
hideous	disgust	0.672	odvratan
dictatorship	disgust	0.672	diktatura
loathful	disgust	0.672	gadan
greasy	disgust	0.672	masna
dilapidated	disgust	0.672	oronuo
inhuman	disgust	0.672	neljudski
loathing	disgust	0.672	gađenje
obscene	disgust	0.672	opsceno
cess	disgust	0.670	ces
devil	disgust	0.664	vrag
deformity	disgust	0.664	deformacija
nauseous	disgust	0.664	gadan
deadly	disgust	0.664	smrtonosan
swine	disgust	0.664	svinja
discrimination	disgust	0.664	diskriminacija
abominable	disgust	0.664	odvratan
masochism	disgust	0.664	mazohizam
heretic	disgust	0.664	heretik
latrines	disgust	0.656	zahodi
corruption	disgust	0.656	korupcija
poisonous	disgust	0.656	otrovan
horror	disgust	0.656	užas
nefarious	disgust	0.656	opak
bacteria	disgust	0.656	bakterije
horrible	disgust	0.656	užasno
trash	disgust	0.656	otpad
abortion	disgust	0.656	abortus
death	disgust	0.656	smrt
prejudiced	disgust	0.656	predrasudama
poison	disgust	0.656	Otrov
oppression	disgust	0.656	ugnjetavanje
goo	disgust	0.656	goo
victimized	disgust	0.656	viktimiziran
mange	disgust	0.656	šuga
sludge	disgust	0.648	mulj
trashy	disgust	0.648	nikakav
vindictive	disgust	0.648	osvetoljubiv
horrid	disgust	0.648	užasan
ugly	disgust	0.648	ružan
immoral	disgust	0.648	nemoralan
bitch	disgust	0.648	kuja
outhouse	disgust	0.648	vanjska zgrada
detestation	disgust	0.648	odvratnost
horrifying	disgust	0.641	užasavajuće
laxative	disgust	0.641	laksativ
unsightly	disgust	0.641	ružan
derogatory	disgust	0.641	pogrdno
slop	disgust	0.641	polije
malfeasance	disgust	0.641	malverzacije
spew	disgust	0.641	bljuvati
pimple	disgust	0.641	bubuljica
criminality	disgust	0.641	kriminalitet
indecency	disgust	0.641	nepristojnost
cystic	disgust	0.641	cistična
villainous	disgust	0.641	zlotvorski
queasy	disgust	0.633	mučnina
mildew	disgust	0.633	plijesan
oppressive	disgust	0.633	ugnjetavački
prostitution	disgust	0.633	prostitucija
secrete	disgust	0.633	lučiti
ulcer	disgust	0.633	čir
rat	disgust	0.633	štakor
bigoted	disgust	0.633	netrpeljiv
perpetrator	disgust	0.633	počinitelj
doomsday	disgust	0.633	Sudnji dan
sinful	disgust	0.633	grješna
degrading	disgust	0.625	degradirajući
ghastly	disgust	0.625	mrtvački
suffering	disgust	0.625	pati
obscenity	disgust	0.625	opscenost
devilish	disgust	0.625	đavolski
disgraceful	disgust	0.625	sramotan
persecution	disgust	0.625	progon
contemptible	disgust	0.625	prezrivog
cuckold	disgust	0.625	rogonja
stools	disgust	0.625	stolice
dastardly	disgust	0.625	kukavički
sin	disgust	0.625	grijeh
gluttony	disgust	0.625	proždrljivost
bloated	disgust	0.625	otečen
fungus	disgust	0.625	gljiva
aghast	disgust	0.625	zgrožen
diaper	disgust	0.617	pelena
malicious	disgust	0.617	zlonamjeran
polygamy	disgust	0.617	poligamija
dying	disgust	0.617	umiranje
termite	disgust	0.617	termit
fat	disgust	0.617	mast
deceit	disgust	0.617	prijevara
atrocious	disgust	0.617	okrutan
guillotine	disgust	0.617	giljotina
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	plijen
crusty	disgust	0.617	skoren
sickly	disgust	0.617	boležljivo
louse	disgust	0.617	uš
strangle	disgust	0.617	zadaviti
betrayal	disgust	0.617	izdaja
loathe	disgust	0.617	mrziti
wench	disgust	0.617	djevojka
infect	disgust	0.617	zaraziti
violently	disgust	0.609	žestoko
brothel	disgust	0.609	bordel
drool	disgust	0.609	balaviti
bleeding	disgust	0.609	krvarenje
deform	disgust	0.609	deformirati
ghetto	disgust	0.609	geto
sabotage	disgust	0.609	sabotaža
venomous	disgust	0.609	otrovna
abhor	disgust	0.609	gnušati se
slander	disgust	0.609	klevetati
hostile	disgust	0.609	neprijateljski
musty	disgust	0.602	pljesniv
illicit	disgust	0.602	nedopušteno
ugliness	disgust	0.602	ružnoća
unwashed	disgust	0.602	neopran
swampy	disgust	0.602	močvarna
deprivation	disgust	0.602	uskraćivanje
poaching	disgust	0.602	krivolov
hag	disgust	0.602	vještica
infidel	disgust	0.602	nevjernik
imprisonment	disgust	0.602	zatvorska kazna
traitor	disgust	0.602	izdajnik
lunacy	disgust	0.602	ludilo
queasiness	disgust	0.594	osjetljivost
hostility	disgust	0.594	neprijateljstvo
repelling	disgust	0.594	odbijajući
intoxicated	disgust	0.594	opijen
thug	disgust	0.594	razbojnik
catastrophe	disgust	0.594	katastrofa
lunatic	disgust	0.594	luđak
misery	disgust	0.594	bijeda
venom	disgust	0.594	otrov
butcher	disgust	0.594	mesar
toilet	disgust	0.594	WC
blister	disgust	0.594	žulj
lurid	disgust	0.594	jeziv
slug	disgust	0.594	puž
gut	disgust	0.594	crijevo
sinner	disgust	0.594	grešnik
deceitful	disgust	0.594	lažljiv
epidemic	disgust	0.594	epidemija
deteriorated	disgust	0.586	pogoršalo se
lavatory	disgust	0.586	zahod
unclean	disgust	0.586	nečisti
prostitute	disgust	0.586	prostitutka
incubus	disgust	0.586	inkub
appalling	disgust	0.586	užasavajuće
dreadful	disgust	0.586	užasan
pornography	disgust	0.586	pornografija
harass	disgust	0.586	uznemiravati
squeamish	disgust	0.578	gadljiv
expulsion	disgust	0.578	protjerivanje
unfaithful	disgust	0.578	nevjeran
offensive	disgust	0.578	uvredljiv
hypocrite	disgust	0.578	licemjer
humiliating	disgust	0.578	ponižavajući
larceny	disgust	0.578	krađa
ruinous	disgust	0.578	ruševna
retard	disgust	0.578	usporiti
rash	disgust	0.578	osip
flea	disgust	0.578	buha
debauchery	disgust	0.578	razvrat
fiend	disgust	0.578	zlovolja
quagmire	disgust	0.578	močvara
conspirator	disgust	0.578	zavjerenik
sick	disgust	0.578	bolestan
mangle	disgust	0.578	komadati
dogsick	disgust	0.570	pseća bolest
egregious	disgust	0.570	nečuven
flog	disgust	0.570	bičevati
despise	disgust	0.570	prezirati
treacherous	disgust	0.570	podmukao
oppress	disgust	0.570	tlačiti
swamp	disgust	0.570	Močvara
messy	disgust	0.570	neuredan
spit	disgust	0.570	pljunuti
dank	disgust	0.570	vlažan
bastard	disgust	0.570	kopile
devastating	disgust	0.570	razoran
serpent	disgust	0.570	zmija
loo	disgust	0.562	WC
indecent	disgust	0.562	nepristojan
insanity	disgust	0.562	ludilo
stealing	disgust	0.562	krađa
terrible	disgust	0.562	strašno
tyrannical	disgust	0.562	tiranski
humiliation	disgust	0.562	poniženje
snake	disgust	0.562	zmija
sloppy	disgust	0.562	neuredan
sinning	disgust	0.562	griješenje
harmful	disgust	0.562	štetan
harlot	disgust	0.562	bludnica
sordid	disgust	0.562	užasan
enemy	disgust	0.562	neprijatelj
alcoholism	disgust	0.562	alkoholizam
awful	disgust	0.562	grozno
ruthless	disgust	0.562	nemilosrdan
scoundrel	disgust	0.562	hulja
bloody	disgust	0.555	krvavi
flabby	disgust	0.555	mlitav
odious	disgust	0.555	odvratan
beastly	disgust	0.555	životinjski
collusion	disgust	0.555	tajni dogovor
ridicule	disgust	0.555	ismijavanje
discriminating	disgust	0.555	diskriminirajući
unattractive	disgust	0.555	neprivlačan
insufferable	disgust	0.555	nepodnošljiv
segregate	disgust	0.555	odvojiti
arsenic	disgust	0.555	arsen
threatening	disgust	0.555	prijeteći
atrophy	disgust	0.555	atrofija
varicella	disgust	0.555	varičela
slayer	disgust	0.555	ubojica
