English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
aftermath	disgust	0.281	etterspill
remiss	disgust	0.281	etterlate
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	misfarget
wrangling	disgust	0.273	krangling
uneasy	disgust	0.273	urolig
huff	disgust	0.273	huff
weird	disgust	0.266	merkelig
impolite	disgust	0.266	uhøflig
swig	disgust	0.266	slurk
crawl	disgust	0.266	krype
unsatisfied	disgust	0.266	misfornøyd
inefficiency	disgust	0.266	ineffektivitet
frantic	disgust	0.266	panisk
bureaucrat	disgust	0.266	byråkrat
politic	disgust	0.266	politisk
coldness	disgust	0.266	kulde
gruff	disgust	0.258	gruff
octopus	disgust	0.258	blekksprut
chagrin	disgust	0.258	ærgrelse
barrow	disgust	0.258	barrow
copycat	disgust	0.258	copycat
incase	disgust	0.258	i tilfelle
rascal	disgust	0.258	rakker
sarcasm	disgust	0.258	sarkasme
instinctive	disgust	0.258	instinktiv
misconception	disgust	0.250	misforståelse
disinclined	disgust	0.250	motvillig
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	bavian
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	kopping
lose	disgust	0.250	å tape
rook	disgust	0.242	tårn
entangled	disgust	0.242	viklet inn
gratuitous	disgust	0.242	gratis
scrub	disgust	0.242	skrubbe
opponent	disgust	0.242	motstander
tariff	disgust	0.242	tariff
questionable	disgust	0.234	tvilsom
prolong	disgust	0.234	forlenge
reluctance	disgust	0.234	motvilje
lagging	disgust	0.234	henger etter
misstatement	disgust	0.234	feilinformasjon
resign	disgust	0.234	si opp
unlucky	disgust	0.234	uheldig
backwardness	disgust	0.234	tilbakestående
ineffectual	disgust	0.227	ineffektiv
disqualified	disgust	0.227	diskvalifisert
subsidy	disgust	0.227	subsidie
reversal	disgust	0.227	reversering
default	disgust	0.227	misligholde
fussy	disgust	0.227	masete
unpopular	disgust	0.227	upopulær
petroleum	disgust	0.219	petroleum
intense	disgust	0.219	intens
evade	disgust	0.219	unngå
frowning	disgust	0.219	rynker pannen
weight	disgust	0.219	vekt
dame	disgust	0.219	dame
donkey	disgust	0.211	esel
actionable	disgust	0.211	handlingsdyktig
tawny	disgust	0.211	gulbrun
unhappy	disgust	0.211	ulykkelig
dandy	disgust	0.203	dandy
birch	disgust	0.203	bjørk
speck	disgust	0.203	flekk
hood	disgust	0.203	hette
owing	disgust	0.203	på grunn
desert	disgust	0.203	ørken
indifference	disgust	0.203	likegyldighet
awkwardness	disgust	0.203	klossethet
rave	disgust	0.203	rave
gnome	disgust	0.203	nisse
inconvenient	disgust	0.203	ubeleilig
howl	disgust	0.195	hyle
dabbling	disgust	0.195	dabling
morals	disgust	0.195	moral
misguided	disgust	0.195	villedet
airs	disgust	0.195	luftes
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	monokrom
lush	disgust	0.188	frodig
celebrity	disgust	0.188	kjendis
avoid	disgust	0.188	unngå
gent	disgust	0.188	herre
stalemate	disgust	0.188	fastlåst situasjon
lesser	disgust	0.188	mindre
sunk	disgust	0.180	senket
nose	disgust	0.180	nese
laughable	disgust	0.180	latterlig
claimant	disgust	0.180	fordringshaver
possession	disgust	0.180	besittelse
larger	disgust	0.164	større
pregnancy	disgust	0.164	svangerskap
thrift	disgust	0.164	sparsommelighet
undoubted	disgust	0.164	utvilsomt
mouthful	disgust	0.164	munnfull
hoot	disgust	0.164	tute
sentence	disgust	0.156	setning
misplace	disgust	0.156	feilplassert
clamor	disgust	0.156	rop
parrot	disgust	0.156	papegøye
obliging	disgust	0.156	forpliktende
nameless	disgust	0.148	navnløs
bummer	disgust	0.148	nedtur
elf	disgust	0.141	Alv
feeling	disgust	0.141	følelse
excellence	disgust	0.141	fortreffelighet
gray	disgust	0.133	grå
asymmetry	disgust	0.133	asymmetri
turn	disgust	0.133	sving
clumsy	disgust	0.133	klønete
stall	disgust	0.133	stall
bran	disgust	0.125	kli
finally	disgust	0.125	til slutt
lord	disgust	0.125	lord
nurture	disgust	0.117	pleie
savor	disgust	0.117	nyt
cove	disgust	0.117	vik
winning	disgust	0.109	vinne
lemon	disgust	0.109	sitron
powerful	disgust	0.102	kraftig
glitter	disgust	0.094	glitter
interior	disgust	0.086	interiør
mind	disgust	0.086	sinn
interested	disgust	0.078	interessert
treat	disgust	0.078	behandle
abundance	disgust	0.078	overflod
honest	disgust	0.055	ærlig
kite	disgust	0.055	Drage
humble	disgust	0.047	ydmyk
tree	disgust	0.039	tre
torture	fear	0.984	tortur
terrorist	fear	0.972	terrorist
terrorists	fear	0.969	terrorister
horrific	fear	0.969	forferdelig
terrorism	fear	0.969	terrorisme
suicidebombing	fear	0.967	selvmordsbombing
kill	fear	0.962	drepe
homicidal	fear	0.959	morderisk
catastrophe	fear	0.953	katastrofe
annihilate	fear	0.953	utslette
murderer	fear	0.953	morder
terror	fear	0.953	skrekk
dying	fear	0.948	døende
war	fear	0.942	krig
bombing	fear	0.938	bombing
bomb	fear	0.935	bombe
missiles	fear	0.934	missiler
horror	fear	0.923	skrekk
brutality	fear	0.922	brutalitet
terrorize	fear	0.922	terrorisere
horrified	fear	0.922	forferdet
bloodthirsty	fear	0.922	blodtørstig
murderous	fear	0.920	morderisk
massacre	fear	0.911	massakre
terrifying	fear	0.906	skremmende
fatality	fear	0.906	dødsulykke
horrifying	fear	0.906	skremmende
demon	fear	0.906	demon
mutilation	fear	0.906	lemlestelse
killing	fear	0.906	drap
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	myrde
terrified	fear	0.906	vettskremt
devastation	fear	0.906	ødeleggelse
murder	fear	0.906	mord
horrors	fear	0.906	grusomheter
suicidal	fear	0.898	suicidal
assault	fear	0.891	overfall
kidnap	fear	0.891	kidnappe
slaughter	fear	0.891	slakte
crucifixion	fear	0.891	korsfestelse
doomed	fear	0.888	dømt
poisoned	fear	0.886	forgiftet
suicide	fear	0.879	selvmord
explosion	fear	0.879	eksplosjon
deadly	fear	0.875	dødelig
assassin	fear	0.875	leiemorder
annihilation	fear	0.875	utslettelse
savagery	fear	0.875	villskap
disaster	fear	0.875	katastrofe
threatening	fear	0.875	truende
slaughtering	fear	0.875	slakting
disastrous	fear	0.875	katastrofal
dismemberment	fear	0.875	opphugging
suffocation	fear	0.875	kvelning
rape	fear	0.870	voldtekt
hell	fear	0.860	helvete
homicide	fear	0.859	drap
molestation	fear	0.859	overgrep
bloodshed	fear	0.859	blodsutgytelse
barbaric	fear	0.859	barbarisk
explosive	fear	0.859	eksplosiv
warfare	fear	0.859	krigføring
ihatespiders	fear	0.859	hater edderkopper
tragedy	fear	0.859	tragedie
anthrax	fear	0.859	miltbrann
demonic	fear	0.859	demonisk
executioner	fear	0.859	bøddel
dread	fear	0.859	Grue seg
guillotine	fear	0.859	giljotin
attacking	fear	0.859	angripende
peril	fear	0.859	fare
slaughterhouse	fear	0.859	slakteri
annihilated	fear	0.859	utslettet
suffocating	fear	0.858	kveles
treachery	fear	0.856	forræderi
fright	fear	0.853	frykt
monster	fear	0.844	monster
traumatic	fear	0.844	traumatisk
abomination	fear	0.844	vederstyggelighet
apocalypse	fear	0.844	verdens undergang
slayer	fear	0.844	slakter
scare	fear	0.844	skremme
morgue	fear	0.844	likhus
painful	fear	0.844	smertefullt
frightened	fear	0.844	skremt
vengeance	fear	0.844	hevn
scariest	fear	0.844	skumleste
destroying	fear	0.844	ødelegger
execution	fear	0.844	henrettelse
panicked	fear	0.844	fikk panikk
petrified	fear	0.844	forsteinet
afraid	fear	0.844	redd
frightening	fear	0.844	skremmende
drown	fear	0.844	drukne
bombardment	fear	0.844	bombardement
death	fear	0.843	død
chaos	fear	0.839	kaos
ghastly	fear	0.836	forferdelig
evil	fear	0.833	ond
intruder	fear	0.828	inntrenger
hellish	fear	0.828	helvetes
brutal	fear	0.828	brutal
cancer	fear	0.828	kreft
devil	fear	0.828	djevel
grenade	fear	0.828	granat
eradication	fear	0.828	utryddelse
frighten	fear	0.828	skremme
explode	fear	0.828	eksplodere
assassination	fear	0.828	attentat
fatal	fear	0.828	fatal
paralyze	fear	0.828	lamme
gunmen	fear	0.828	bevæpnede menn
violently	fear	0.828	voldelig
nightmare	fear	0.828	mareritt
doomsday	fear	0.828	dommedag
doom	fear	0.828	undergang
manslaughter	fear	0.828	drap
fear	fear	0.828	frykt
kidnapped	fear	0.828	kidnappet
trauma	fear	0.828	traume
morbidity	fear	0.820	dødelighet
crippling	fear	0.817	krøplende
savage	fear	0.814	villmann
shooting	fear	0.812	skyting
quake	fear	0.812	skjelv
poisonous	fear	0.812	giftig
damnation	fear	0.812	fordømmelse
violence	fear	0.812	vold
destructive	fear	0.812	ødeleggende
aggressor	fear	0.812	angriper
suffering	fear	0.812	lidelse
violent	fear	0.812	voldelig
frightful	fear	0.812	skremmende
crushed	fear	0.812	knust
earthquake	fear	0.812	jordskjelv
heartattack	fear	0.812	hjerteinfarkt
hurricane	fear	0.811	orkan
imprisoned	fear	0.811	fengslet
exterminate	fear	0.810	utrydde
fearing	fear	0.808	frykter
hemorrhage	fear	0.807	blødning
torment	fear	0.806	pine
lethal	fear	0.806	dødelig
venom	fear	0.804	gift
claustrophobia	fear	0.803	klaustrofobi
snakes	fear	0.802	slanger
danger	fear	0.802	fare
exorcism	fear	0.800	eksorsisme
obliterated	fear	0.800	utslettet
robbery	fear	0.800	ran
terrifies	fear	0.798	skremmer
cyanide	fear	0.797	cyanid
incurable	fear	0.797	uhelbredelig
anxietyattack	fear	0.797	angstanfall
mortality	fear	0.797	dødelighet
attack	fear	0.797	angrep
monstrosity	fear	0.797	monstrøsitet
extermination	fear	0.797	utryddelse
bombers	fear	0.797	bombefly
harmful	fear	0.797	skadelig
persecution	fear	0.797	forfølgelse
biggestfear	fear	0.797	største frykt
poison	fear	0.797	gift
cruelty	fear	0.797	grusomhet
hysteria	fear	0.797	hysteri
destruction	fear	0.797	ødeleggelse
dreadfully	fear	0.796	fryktelig
arson	fear	0.794	mordbrann
devastate	fear	0.792	ødelegge
tyrant	fear	0.788	tyrann
warcrimes	fear	0.785	krigsforbrytelser
perish	fear	0.784	gå til grunne
feared	fear	0.782	fryktet
maniac	fear	0.781	galning
bloody	fear	0.781	blodig
freakingout	fear	0.781	freaker ut
warlike	fear	0.781	krigersk
rampage	fear	0.781	raseri
screaming	fear	0.781	skriking
lifeless	fear	0.781	livløs
enslaved	fear	0.781	slavebundet
venomous	fear	0.781	giftig
snake	fear	0.776	slange
epidemic	fear	0.776	epidemi
panicattack	fear	0.774	panikkanfall
crisis	fear	0.766	krise
hazardous	fear	0.766	farlig
fearful	fear	0.766	engstelig
dangerously	fear	0.766	farlig
shipwreck	fear	0.766	skipsvrak
scary	fear	0.766	skummelt
tumor	fear	0.766	svulst
invader	fear	0.766	inntrenger
invade	fear	0.766	invadere
die	fear	0.766	dø
detonate	fear	0.766	detonere
violation	fear	0.766	brudd
reprisal	fear	0.766	represalier
criminal	fear	0.766	forbryter
riot	fear	0.766	opptøyer
obliterate	fear	0.766	utslette
inferno	fear	0.766	Helvete
leprosy	fear	0.766	spedalskhet
jihad	fear	0.766	jihad
ohshit	fear	0.766	oh shit
claustrophobic	fear	0.765	klaustrofobisk
hyperventilating	fear	0.762	hyperventilerende
nightmares	fear	0.759	mareritt
destroyed	fear	0.754	ødelagt
ghostly	fear	0.754	spøkelsesaktig
treacherous	fear	0.750	forrædersk
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedier
slavery	fear	0.750	slaveri
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkist
panic	fear	0.750	panikk
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	orkaner
wrenching	fear	0.750	skiftende
tyranny	fear	0.750	tyranni
imprisonment	fear	0.750	fengsling
dreadful	fear	0.750	fryktelig
agony	fear	0.750	smerte
dangerous	fear	0.750	farlig
obliteration	fear	0.750	utslettelse
projectiles	fear	0.750	prosjektiler
destroyer	fear	0.750	ødelegger
strangle	fear	0.750	kvele
hazard	fear	0.750	fare
riotous	fear	0.750	opprørsk
accident	fear	0.750	ulykke
mortuary	fear	0.750	likhus
anarchy	fear	0.750	anarki
fears	fear	0.750	frykter
malignancy	fear	0.742	malignitet
bombard	fear	0.740	bombardere
cannibal	fear	0.740	kannibal
abominable	fear	0.738	avskyelig
depraved	fear	0.734	fordervet
bomber	fear	0.734	bomber
crash	fear	0.734	brak
tornado	fear	0.734	tornado
victimized	fear	0.734	utsatt
hyperventilate	fear	0.734	hyperventilere
melee	fear	0.734	nærkamp
cursed	fear	0.734	forbannet
mutiny	fear	0.734	mytteri
dictatorship	fear	0.734	diktatur
shoot	fear	0.734	skyte
horrible	fear	0.734	fryktelig
misery	fear	0.734	elendighet
gore	fear	0.734	gore
paralysis	fear	0.734	lammelse
tyrannical	fear	0.734	tyrannisk
missile	fear	0.734	rakett
gun	fear	0.734	våpen
devilish	fear	0.734	djevelsk
diseased	fear	0.734	død
shot	fear	0.734	skudd
mafia	fear	0.734	mafia
beast	fear	0.734	beist
malignant	fear	0.734	ondartet
scared	fear	0.734	redd
hostage	fear	0.734	gissel
threaten	fear	0.734	true
turmoil	fear	0.733	kaos
combat	fear	0.728	kamp
alligator	fear	0.727	alligator
ruin	fear	0.725	ruin
shooter	fear	0.722	skytter
contagious	fear	0.720	smittsom
crime	fear	0.719	forbrytelse
scream	fear	0.719	hyle
injured	fear	0.719	skadet
desperation	fear	0.719	desperasjon
struggle	fear	0.719	streve
shock	fear	0.719	sjokk
seizure	fear	0.719	anfall
lynch	fear	0.719	lynsj
mortification	fear	0.719	mortifikasjon
fight	fear	0.719	slåss
harm	fear	0.719	skade
emergency	fear	0.719	nødsituasjon
phobia	fear	0.719	fobi
havoc	fear	0.719	kaos
devastating	fear	0.719	ødeleggende
excruciating	fear	0.719	uutholdelig
casualty	fear	0.719	havari
miscarriage	fear	0.719	spontanabort
starvation	fear	0.719	sult
frantically	fear	0.717	febrilsk
carnage	fear	0.717	blodbad
standoff	fear	0.716	standoff
infestation	fear	0.716	angrep
soscary	fear	0.712	så skummelt
panicking	fear	0.708	får panikk
rupture	fear	0.706	ruptur
horrid	fear	0.705	grusomt
frantic	fear	0.705	panisk
sabotage	fear	0.703	sabotasje
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenikk
freaked	fear	0.703	freaked
burial	fear	0.703	begravelse
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	fryktet
harrowing	fear	0.703	opprivende
aggressive	fear	0.703	aggressiv
prey	fear	0.703	bytte
gash	fear	0.703	flekker
hatred	fear	0.703	hat
schizophrenia	fear	0.703	schizofreni
upheaval	fear	0.703	omveltning
armed	fear	0.703	bevæpnet
collapse	fear	0.703	kollapse
deranged	fear	0.703	forvirret
assailant	fear	0.703	overfallsmann
terminal	fear	0.703	terminal
plague	fear	0.703	pest
malevolent	fear	0.703	ondsinnet
psychosis	fear	0.703	psykose
carcinoma	fear	0.703	karsinom
diabolical	fear	0.703	diabolisk
wrecked	fear	0.703	ødelagt
grisly	fear	0.703	grusomt
hysterical	fear	0.703	hysterisk
fugitive	fear	0.703	rømling
neurotic	fear	0.703	nevrotisk
witchcraft	fear	0.703	hekseri
avalanche	fear	0.703	snøskred
anguish	fear	0.703	kvaler
cripple	fear	0.703	krøpling
agonizing	fear	0.703	pinefull
infectious	fear	0.703	smittsomt
crocodile	fear	0.700	krokodille
forcibly	fear	0.700	med makt
abduction	fear	0.700	bortføring
offender	fear	0.698	lovbryteren
mayhem	fear	0.690	kaos
hurt	fear	0.688	skade
shrapnel	fear	0.688	splitter
beastly	fear	0.688	dyrisk
rabid	fear	0.688	rabiat
guerilla	fear	0.688	gerilja
ambush	fear	0.688	bakhold
endanger	fear	0.688	sette i fare
leukemia	fear	0.688	leukemi
contagion	fear	0.688	smitte
anarchism	fear	0.688	anarkisme
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	kadaver
agoraphobia	fear	0.688	agorafobi
alarm	fear	0.688	alarm
trepidation	fear	0.688	frykt
blast	fear	0.688	sprengning
gory	fear	0.688	blodig
cyclone	fear	0.688	syklon
brawl	fear	0.688	slåsskamp
hopeless	fear	0.688	håpløs
banish	fear	0.688	forvise
disease	fear	0.688	sykdom
hostile	fear	0.688	fiendtlig
oppression	fear	0.688	undertrykkelse
wounding	fear	0.688	sår
socialanxiety	fear	0.688	sosial angst
radiation	fear	0.688	stråling
gallows	fear	0.686	galgen
coffin	fear	0.684	kiste
madness	fear	0.675	galskap
spook	fear	0.673	skrekk
fury	fear	0.672	raseri
menace	fear	0.672	trussel
perishing	fear	0.672	går til grunne
victim	fear	0.672	offer
sinister	fear	0.672	uhyggelig
thug	fear	0.672	bølle
carcass	fear	0.672	skrott
shatter	fear	0.672	knuse
grim	fear	0.672	uhyggelig
felon	fear	0.672	forbryter
stab	fear	0.672	stikke
trembling	fear	0.672	skjelvende
revolver	fear	0.672	revolver
militants	fear	0.672	militante
dungeon	fear	0.672	fangehull
outbreak	fear	0.672	utbrudd
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	hoggorm
combatant	fear	0.672	stridende
vermin	fear	0.672	skadedyr
nervouswreck	fear	0.672	nervevrak
menacing	fear	0.672	truende
hurting	fear	0.672	vondt
persecute	fear	0.672	forfølge
fangs	fear	0.672	hoggtenner
militia	fear	0.672	milits
injury	fear	0.672	skade
scarier	fear	0.672	skumlere
mangle	fear	0.672	mangle
gang	fear	0.672	gjeng
crushing	fear	0.672	knusende
eruption	fear	0.672	utbrudd
soscared	fear	0.672	så redd
ghost	fear	0.672	spøkelse
awful	fear	0.672	fryktelig
abhorrent	fear	0.672	avskyelig
abuse	fear	0.672	misbruke
freakedout	fear	0.672	forskrekket
atrocity	fear	0.672	grusomhet
tarantula	fear	0.672	tarantell
ferocious	fear	0.667	glupsk
battered	fear	0.667	mørbanket
desolation	fear	0.667	øde
pandemic	fear	0.664	pandemi
cutthroat	fear	0.664	skjærende
volcano	fear	0.663	vulkan
scares	fear	0.660	skremmer
cruelly	fear	0.658	grusomt
smash	fear	0.656	knuse
xenophobia	fear	0.656	fremmedfrykt
typhoon	fear	0.656	tyfon
spider	fear	0.656	edderkopp
alarming	fear	0.656	foruroligende
nefarious	fear	0.656	forbrytersk
oppressive	fear	0.656	undertrykkende
treason	fear	0.656	forræderi
neurosis	fear	0.656	nevrose
cruel	fear	0.656	grusom
crazed	fear	0.656	gal
coma	fear	0.656	koma
stroke	fear	0.656	slag
tumult	fear	0.656	tumult
fearfully	fear	0.656	fryktelig
battlefield	fear	0.656	slagmarken
emetophobia	fear	0.656	emetofobi
dictator	fear	0.656	diktator
armament	fear	0.656	bevæpning
blizzard	fear	0.656	snøstorm
purgatory	fear	0.656	skjærsilden
lunatic	fear	0.656	galning
bully	fear	0.656	bølle
endangered	fear	0.656	truet
insane	fear	0.656	sinnsyk
malicious	fear	0.656	ondsinnet
selfharm	fear	0.656	selvskading
despotic	fear	0.656	despotisk
revenge	fear	0.656	hevn
encroachment	fear	0.656	inngrep
shitless	fear	0.656	skitfri
ruthless	fear	0.656	hensynsløs
debauchery	fear	0.656	utskeielser
distress	fear	0.656	nød
traitor	fear	0.656	forræder
punishment	fear	0.656	avstraffelse
radioactive	fear	0.656	radioaktive
projectile	fear	0.654	prosjektil
flog	fear	0.653	piske
bang	fear	0.652	bang
ransom	fear	0.644	løsepenger
criminality	fear	0.642	kriminalitet
rattlesnake	fear	0.641	klapperslange
quivering	fear	0.641	dirrende
perturbation	fear	0.641	forstyrrelse
tumour	fear	0.641	svulst
conflict	fear	0.641	konflikt
injurious	fear	0.641	skadelig
vehement	fear	0.641	heftig
antichrist	fear	0.641	antikrist
isolated	fear	0.641	isolert
raging	fear	0.641	rasende
aghast	fear	0.641	forferdet
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	kan ikke puste
demented	fear	0.641	dement
dastardly	fear	0.641	elendig
abortion	fear	0.641	abort
deteriorate	fear	0.641	forverres
warlock	fear	0.641	trollmann
hanging	fear	0.641	hengende
wreck	fear	0.641	vrak
demise	fear	0.641	død
perilous	fear	0.641	farefull
duress	fear	0.641	tvang
dreading	fear	0.641	gruer seg
raptors	fear	0.641	rovfugler
haunt	fear	0.641	hjemsøke
punished	fear	0.641	straffet
hideous	fear	0.641	skrekkelig
wildfire	fear	0.641	skogbrann
scoundrel	fear	0.641	kjeltring
intimidate	fear	0.641	skremme
targeted	fear	0.641	målrettet
dementia	fear	0.641	demens
despair	fear	0.641	fortvilelse
retaliation	fear	0.641	hevn
bestial	fear	0.639	bestialsk
serpent	fear	0.638	slange
condemnation	fear	0.637	fordømmelse
fire	fear	0.636	Brann
exclusion	fear	0.636	utelukkelse
armaments	fear	0.636	våpen
corrosive	fear	0.636	etsende
nervousness	fear	0.627	nervøsitet
vengeful	fear	0.625	hevngjerrig
pneumonia	fear	0.625	lungebetennelse
mercenary	fear	0.625	leiesoldat
smuggler	fear	0.625	smugler
repression	fear	0.625	undertrykkelse
prison	fear	0.625	fengsel
malice	fear	0.625	ondskapsfullhet
incarceration	fear	0.625	fengsling
wicked	fear	0.625	ond
disfigured	fear	0.625	vansiret
inhuman	fear	0.625	umenneskelig
vampire	fear	0.625	vampyr
sickening	fear	0.625	kvalmende
seize	fear	0.625	gripe
landslide	fear	0.625	jordskred
incendiary	fear	0.625	brennende
thundering	fear	0.625	dundrende
ruinous	fear	0.625	ødeleggende
spiders	fear	0.625	edderkopper
madman	fear	0.625	galning
pestilence	fear	0.625	pest
stunned	fear	0.625	lamslått
