English Word	Emotion	Emotion-Intensity-Score	Czech Word
rotting	disgust	0.844	hnijící
fecal	disgust	0.844	fekální
maggot	disgust	0.844	červ
feces	disgust	0.844	výkaly
murder	disgust	0.839	vražda
asshole	disgust	0.836	kretén
homicide	disgust	0.836	zabití
enslaved	disgust	0.836	zotročený
infanticide	disgust	0.836	infanticida
perverted	disgust	0.828	zvrácený
excretion	disgust	0.828	vylučování
gore	disgust	0.828	gore
slaughtering	disgust	0.828	porážení
torture	disgust	0.828	mučení
contaminate	disgust	0.821	kontaminovat
revolting	disgust	0.820	nechutný
gory	disgust	0.820	krvavý
shit	disgust	0.820	hovno
terrorist	disgust	0.820	terorista
murderer	disgust	0.820	vrah
repugnant	disgust	0.820	odporný
manure	disgust	0.820	hnůj
pervert	disgust	0.820	zvrhlík
diarrhoea	disgust	0.820	průjem
grotesque	disgust	0.820	groteskní
desecration	disgust	0.820	znesvěcení
faeces	disgust	0.812	fekálie
slavery	disgust	0.812	otroctví
sewer	disgust	0.812	kanalizace
cadaver	disgust	0.812	mrtvola
manslaughter	disgust	0.812	zabití
dismemberment	disgust	0.812	rozdělení
vomit	disgust	0.812	zvracení
perverse	disgust	0.805	perverzní
repulsive	disgust	0.805	odporný
hemorrhage	disgust	0.805	krvácení
sewage	disgust	0.797	odpadních vod
filthy	disgust	0.797	špinavý
diseased	disgust	0.797	nemocný
depravity	disgust	0.797	zkaženost
carcass	disgust	0.795	mršina
decompose	disgust	0.789	rozložit
gruesome	disgust	0.789	příšerný
mutilated	disgust	0.789	zmrzačený
puke	disgust	0.789	zvracet
herpes	disgust	0.789	opar
decayed	disgust	0.789	zchátralý
dung	disgust	0.789	hnůj
vermin	disgust	0.789	havěť
murderous	disgust	0.789	vražedný
parasite	disgust	0.789	parazit
horrific	disgust	0.789	hrůzný
carnage	disgust	0.781	krveprolití
malaria	disgust	0.781	malárie
slime	disgust	0.781	sliz
flatulence	disgust	0.781	nadýmání
pestilence	disgust	0.781	mor
crap	disgust	0.781	blbost
monstrosity	disgust	0.781	obludnost
loathsome	disgust	0.773	odporný
toxic	disgust	0.773	toxický
morgue	disgust	0.773	márnice
pus	disgust	0.773	hnis
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	malomocenství
insidious	disgust	0.773	zákeřný
cruel	disgust	0.766	krutý
regurgitation	disgust	0.766	regurgitace
anthrax	disgust	0.766	antrax
xenophobia	disgust	0.766	xenofobie
repugnance	disgust	0.766	odpor
lynch	disgust	0.766	lynčovat
revulsion	disgust	0.766	odpor
whore	disgust	0.766	děvka
dissection	disgust	0.759	pitva
mucous	disgust	0.758	hlenovitý
canker	disgust	0.758	rakovina
slum	disgust	0.758	slum
infectious	disgust	0.758	infekční
evil	disgust	0.758	zlo
phlegm	disgust	0.758	hlen
cruelty	disgust	0.758	krutost
perversion	disgust	0.758	perverze
sinister	disgust	0.750	zlověstný
leeches	disgust	0.750	pijavice
corrupting	disgust	0.750	korumpující
decomposition	disgust	0.750	rozklad
abomination	disgust	0.742	ohavnost
stinking	disgust	0.742	páchnoucí
bile	disgust	0.742	žluč
demonic	disgust	0.742	démonický
deranged	disgust	0.742	vyšinutý
abhorrence	disgust	0.742	ohavnost
soiled	disgust	0.742	zašpiněné
mucus	disgust	0.742	sliz
septic	disgust	0.742	septický
sickening	disgust	0.742	nevolnost
demon	disgust	0.742	démon
cancer	disgust	0.734	rakovina
obese	disgust	0.734	obézní
degeneracy	disgust	0.734	degenerace
despicable	disgust	0.734	opovrženíhodný
atrocity	disgust	0.734	krutost
foul	disgust	0.734	faul
sicken	disgust	0.734	nemocný
crucifixion	disgust	0.734	ukřižování
terrorism	disgust	0.734	terorismus
repulsion	disgust	0.727	odpor
morbidity	disgust	0.727	nemocnost
dysentery	disgust	0.727	úplavice
enema	disgust	0.727	klystýr
bacterium	disgust	0.727	bakterie
dirty	disgust	0.727	špinavý
adultery	disgust	0.727	cizoložství
contamination	disgust	0.727	kontaminace
grisly	disgust	0.727	příšerný
diabolical	disgust	0.727	ďábelský
autopsy	disgust	0.719	pitva
barbaric	disgust	0.719	barbarský
vulgar	disgust	0.719	vulgární
entrails	disgust	0.719	vnitřnosti
disgust	disgust	0.719	hnus
lewd	disgust	0.719	oplzlý
muck	disgust	0.719	bahno
bowels	disgust	0.719	střeva
garbage	disgust	0.719	odpadky
deterioration	disgust	0.719	zhoršení
contagion	disgust	0.719	nákaza
vicious	disgust	0.719	zlý
disfigured	disgust	0.719	znetvořený
pungent	disgust	0.719	pronikavý
gross	disgust	0.719	Hrubý
bloodshed	disgust	0.714	krveprolití
gag	disgust	0.711	gag
pollute	disgust	0.711	znečistit
nausea	disgust	0.711	nevolnost
tyrant	disgust	0.711	tyran
wretched	disgust	0.711	ubohý
mortification	disgust	0.711	umrtvování
violent	disgust	0.711	násilný
poisoned	disgust	0.711	otrávený
nauseate	disgust	0.703	zvedat žaludek
slimy	disgust	0.703	sliznatý
grope	disgust	0.703	tápat
slut	disgust	0.703	coura
nasty	disgust	0.703	ošklivý
disgusting	disgust	0.703	nechutný
depraved	disgust	0.703	zhýralý
porn	disgust	0.703	porno
hateful	disgust	0.703	nenávistný
vulgarity	disgust	0.703	vulgarita
noxious	disgust	0.703	škodlivý
grime	disgust	0.703	špína
constipation	disgust	0.703	zácpa
secretion	disgust	0.703	vylučování
poisoning	disgust	0.703	otravy
despotism	disgust	0.703	despotismus
measles	disgust	0.696	spalničky
contagious	disgust	0.695	nakažlivý
obesity	disgust	0.695	obezita
wart	disgust	0.695	bradavice
hate	disgust	0.695	nenávist
hellish	disgust	0.695	pekelný
scum	disgust	0.695	spodina
suicidal	disgust	0.695	sebevražedný
wretch	disgust	0.695	ubožák
abuse	disgust	0.695	zneužívání
waste	disgust	0.695	odpad
intestinal	disgust	0.695	střevní
heartworm	disgust	0.688	srdcovka
ooze	disgust	0.688	sliz
treason	disgust	0.688	zrada
contaminated	disgust	0.688	kontaminovaný
smut	disgust	0.688	šmejd
disease	disgust	0.688	choroba
rabid	disgust	0.688	vzteklý
deformed	disgust	0.680	deformované
hell	disgust	0.680	peklo
soulless	disgust	0.680	bezduchý
cholera	disgust	0.680	cholera
bestial	disgust	0.680	bestiální
antichrist	disgust	0.680	antikrist
freakish	disgust	0.680	náladový
germ	disgust	0.680	zárodek
detest	disgust	0.680	nenávidět
pollution	disgust	0.680	znečištění
grimy	disgust	0.680	špinavý
abhorrent	disgust	0.680	odporný
hatred	disgust	0.680	nenávist
abominate	disgust	0.680	hnusit si
sickness	disgust	0.680	nemoc
hideous	disgust	0.672	ošklivý
dictatorship	disgust	0.672	diktatura
loathful	disgust	0.672	odporný
greasy	disgust	0.672	mastný
dilapidated	disgust	0.672	zchátralý
inhuman	disgust	0.672	nelidský
loathing	disgust	0.672	ošklivost
obscene	disgust	0.672	obscénní
cess	disgust	0.670	cess
devil	disgust	0.664	ďábel
deformity	disgust	0.664	deformita
nauseous	disgust	0.664	nevolno
deadly	disgust	0.664	smrtící
swine	disgust	0.664	svině
discrimination	disgust	0.664	diskriminace
abominable	disgust	0.664	odporný
masochism	disgust	0.664	masochismus
heretic	disgust	0.664	heretik
latrines	disgust	0.656	latríny
corruption	disgust	0.656	korupce
poisonous	disgust	0.656	jedovatý
horror	disgust	0.656	hrůza
nefarious	disgust	0.656	zločinný
bacteria	disgust	0.656	bakterie
horrible	disgust	0.656	hrozný
trash	disgust	0.656	odpadky
abortion	disgust	0.656	potrat
death	disgust	0.656	smrt
prejudiced	disgust	0.656	předpojatý
poison	disgust	0.656	jed
oppression	disgust	0.656	útlak
goo	disgust	0.656	dobrý
victimized	disgust	0.656	obětí
mange	disgust	0.656	prašivina
sludge	disgust	0.648	kal
trashy	disgust	0.648	kýčovitý
vindictive	disgust	0.648	mstivý
horrid	disgust	0.648	příšerný
ugly	disgust	0.648	škaredý
immoral	disgust	0.648	nemorální
bitch	disgust	0.648	fena
outhouse	disgust	0.648	kůlna
detestation	disgust	0.648	ošklivost
horrifying	disgust	0.641	hrůzný
laxative	disgust	0.641	projímadlo
unsightly	disgust	0.641	nevzhledný
derogatory	disgust	0.641	hanlivý
slop	disgust	0.641	rozlít
malfeasance	disgust	0.641	zneužití
spew	disgust	0.641	chrlit
pimple	disgust	0.641	pupínek
criminality	disgust	0.641	kriminalita
indecency	disgust	0.641	neslušnost
cystic	disgust	0.641	cystická
villainous	disgust	0.641	darebný
queasy	disgust	0.633	nevolno
mildew	disgust	0.633	plíseň
oppressive	disgust	0.633	tísnivý
prostitution	disgust	0.633	prostituce
secrete	disgust	0.633	vylučovat
ulcer	disgust	0.633	vřed
rat	disgust	0.633	krysa
bigoted	disgust	0.633	bigotní
perpetrator	disgust	0.633	pachatel
doomsday	disgust	0.633	soudný den
sinful	disgust	0.633	hříšný
degrading	disgust	0.625	ponižující
ghastly	disgust	0.625	příšerný
suffering	disgust	0.625	utrpení
obscenity	disgust	0.625	oplzlost
devilish	disgust	0.625	ďábelský
disgraceful	disgust	0.625	hanebný
persecution	disgust	0.625	pronásledování
contemptible	disgust	0.625	opovrženíhodný
cuckold	disgust	0.625	paroháč
stools	disgust	0.625	stolice
dastardly	disgust	0.625	podlý
sin	disgust	0.625	hřích
gluttony	disgust	0.625	žravost
bloated	disgust	0.625	nafouklý
fungus	disgust	0.625	houba
aghast	disgust	0.625	zděšený
diaper	disgust	0.617	plena
malicious	disgust	0.617	zlomyslný
polygamy	disgust	0.617	mnohoženství
dying	disgust	0.617	umírající
termite	disgust	0.617	termit
fat	disgust	0.617	Tlustý
deceit	disgust	0.617	podvod
atrocious	disgust	0.617	otřesný
guillotine	disgust	0.617	gilotina
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	zkazit
crusty	disgust	0.617	křupavý
sickly	disgust	0.617	neduživý
louse	disgust	0.617	veš
strangle	disgust	0.617	uškrtit
betrayal	disgust	0.617	zrada
loathe	disgust	0.617	nenávidět
wench	disgust	0.617	děvče
infect	disgust	0.617	infikovat
violently	disgust	0.609	násilně
brothel	disgust	0.609	bordel
drool	disgust	0.609	slintat
bleeding	disgust	0.609	krvácející
deform	disgust	0.609	deformovat
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotovat
venomous	disgust	0.609	jedovatý
abhor	disgust	0.609	hnusit si
slander	disgust	0.609	pomlouvat
hostile	disgust	0.609	nepřátelský
musty	disgust	0.602	zatuchlý
illicit	disgust	0.602	nedovolený
ugliness	disgust	0.602	ošklivost
unwashed	disgust	0.602	nemytý
swampy	disgust	0.602	bažinatý
deprivation	disgust	0.602	deprivace
poaching	disgust	0.602	pytláctví
hag	disgust	0.602	čarodějnice
infidel	disgust	0.602	nevěřící
imprisonment	disgust	0.602	odnětí svobody
traitor	disgust	0.602	zrádce
lunacy	disgust	0.602	šílenství
queasiness	disgust	0.594	choulostivost
hostility	disgust	0.594	nepřátelství
repelling	disgust	0.594	odpuzující
intoxicated	disgust	0.594	opilý
thug	disgust	0.594	násilník
catastrophe	disgust	0.594	katastrofa
lunatic	disgust	0.594	blázen
misery	disgust	0.594	bída
venom	disgust	0.594	jed
butcher	disgust	0.594	řezník
toilet	disgust	0.594	toaleta
blister	disgust	0.594	puchýř
lurid	disgust	0.594	odporný
slug	disgust	0.594	slimák
gut	disgust	0.594	střevo
sinner	disgust	0.594	hříšník
deceitful	disgust	0.594	lstivý
epidemic	disgust	0.594	epidemický
deteriorated	disgust	0.586	zhoršila
lavatory	disgust	0.586	záchod
unclean	disgust	0.586	nečistý
prostitute	disgust	0.586	prostitutka
incubus	disgust	0.586	upír
appalling	disgust	0.586	otřesné
dreadful	disgust	0.586	strašlivý
pornography	disgust	0.586	pornografie
harass	disgust	0.586	obtěžovat
squeamish	disgust	0.578	háklivý
expulsion	disgust	0.578	vyhoštění
unfaithful	disgust	0.578	nevěrný
offensive	disgust	0.578	urážlivý
hypocrite	disgust	0.578	pokrytec
humiliating	disgust	0.578	ponižující
larceny	disgust	0.578	krádež
ruinous	disgust	0.578	ničivý
retard	disgust	0.578	zpomalit
rash	disgust	0.578	vyrážka
flea	disgust	0.578	blecha
debauchery	disgust	0.578	zhýralost
fiend	disgust	0.578	zloduch
quagmire	disgust	0.578	bažina
conspirator	disgust	0.578	spiklenec
sick	disgust	0.578	nemocný
mangle	disgust	0.578	mandl
dogsick	disgust	0.570	psí nemoc
egregious	disgust	0.570	křiklavý
flog	disgust	0.570	bičovat
despise	disgust	0.570	opovrhovat
treacherous	disgust	0.570	zrádný
oppress	disgust	0.570	utlačovat
swamp	disgust	0.570	bažina
messy	disgust	0.570	chaotický
spit	disgust	0.570	plivat
dank	disgust	0.570	vlhko
bastard	disgust	0.570	bastard
devastating	disgust	0.570	zničující
serpent	disgust	0.570	had
loo	disgust	0.562	hle
indecent	disgust	0.562	sprostý
insanity	disgust	0.562	šílenství
stealing	disgust	0.562	kradení
terrible	disgust	0.562	hrozný
tyrannical	disgust	0.562	tyranský
humiliation	disgust	0.562	ponížení
snake	disgust	0.562	had
sloppy	disgust	0.562	nedbalý
sinning	disgust	0.562	hřešit
harmful	disgust	0.562	škodlivý
harlot	disgust	0.562	nevěstka
sordid	disgust	0.562	špinavý
enemy	disgust	0.562	nepřítel
alcoholism	disgust	0.562	alkoholismus
awful	disgust	0.562	hrozné
ruthless	disgust	0.562	nemilosrdný
scoundrel	disgust	0.562	ničema
bloody	disgust	0.555	krvavý
flabby	disgust	0.555	ochablý
odious	disgust	0.555	odporný
beastly	disgust	0.555	brutální
collusion	disgust	0.555	koluze
ridicule	disgust	0.555	výsměch
discriminating	disgust	0.555	diskriminující
unattractive	disgust	0.555	neatraktivní
insufferable	disgust	0.555	nesnesitelný
segregate	disgust	0.555	oddělit
arsenic	disgust	0.555	arsen
threatening	disgust	0.555	hrozivý
atrophy	disgust	0.555	atrofie
varicella	disgust	0.555	plané neštovice
slayer	disgust	0.555	vrah
distaste	disgust	0.555	nechuť
coward	disgust	0.555	zbabělec
robbery	disgust	0.555	loupež
wickedness	disgust	0.555	špatnost
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	zlovolný
sty	disgust	0.547	chlívek
pillage	disgust	0.547	drancování
thief	disgust	0.547	zloděj
suffocating	disgust	0.547	dusivý
condemnation	disgust	0.547	odsouzení
deleterious	disgust	0.547	škodlivý
slur	disgust	0.547	nadávka
purgatory	disgust	0.547	očistec
attacking	disgust	0.547	útočící
burglar	disgust	0.547	zloděj
ogre	disgust	0.547	zlobr
coercion	disgust	0.547	donucování
vesicular	disgust	0.547	vezikulární
miserable	disgust	0.547	bídný
bitterly	disgust	0.547	hořce
sneer	disgust	0.539	úšklebek
greedy	disgust	0.539	chamtivý
gob	disgust	0.539	hlt
repellant	disgust	0.539	repelent
jealous	disgust	0.539	žárlivý
drunken	disgust	0.539	opilý
shame	disgust	0.539	ostuda
thrash	disgust	0.539	mlátit
fatty	disgust	0.539	mastný
liar	disgust	0.539	lhář
imprisoned	disgust	0.539	uvězněn
sloth	disgust	0.539	lenochod
repudiation	disgust	0.539	odmítnutí
disgrace	disgust	0.539	ostuda
infidelity	disgust	0.539	nevěra
pig	disgust	0.539	prase
lethal	disgust	0.536	smrtící
burnt	disgust	0.531	Spálený
brawl	disgust	0.531	hádka
withered	disgust	0.531	zvadlý
blemish	disgust	0.531	vada
hydrocephalus	disgust	0.531	hydrocefalus
aberration	disgust	0.531	aberace
smuggler	disgust	0.531	pašerák
painful	disgust	0.531	bolestivý
condescension	disgust	0.531	blahosklonnost
intolerant	disgust	0.531	intolerantní
blasphemous	disgust	0.531	rouhačský
lying	disgust	0.531	ležící
hanging	disgust	0.531	závěsný
travesty	disgust	0.531	travestie
ruined	disgust	0.531	zničený
intrusive	disgust	0.531	dotěrný
disintegrate	disgust	0.531	rozpadnout se
destructive	disgust	0.531	destruktivní
neurotic	disgust	0.531	neurotický
disparaging	disgust	0.523	znevažující
blighted	disgust	0.523	zkažená
intolerance	disgust	0.523	intolerance
mistress	disgust	0.523	paní
avarice	disgust	0.523	lakota
disgraced	disgust	0.523	zneuctěn
derogation	disgust	0.523	odchylka
rubbish	disgust	0.523	odpadky
accusation	disgust	0.523	obvinění
incarceration	disgust	0.523	uvěznění
tortious	disgust	0.516	delikventní
dishonor	disgust	0.516	hanba
stink	disgust	0.516	smrad
grim	disgust	0.516	ponurý
rob	disgust	0.516	okrást
defraud	disgust	0.516	podvést
sump	disgust	0.516	jímka
cringe	disgust	0.516	krčit se
vulture	disgust	0.516	sup
deplorable	disgust	0.516	žalostný
mite	disgust	0.516	roztoč
eradication	disgust	0.516	vymýcení
degrade	disgust	0.516	degradovat
gutter	disgust	0.516	okap
convict	disgust	0.516	odsoudit
remains	disgust	0.516	Zůstává
betray	disgust	0.516	zradit
daemon	disgust	0.516	démon
sham	disgust	0.509	falešný
distasteful	disgust	0.508	odporný
