English Word	Emotion	Emotion-Intensity-Score	Latin Word
egregious	disgust	0.570	egregius
flog	disgust	0.570	flag
despise	disgust	0.570	contemnere
treacherous	disgust	0.570	perfidus
oppress	disgust	0.570	opprimunt
swamp	disgust	0.570	palus
messy	disgust	0.570	nuntius
spit	disgust	0.570	veru
dank	disgust	0.570	umor
bastard	disgust	0.570	bastardis
devastating	disgust	0.570	vastare
serpent	disgust	0.570	serpentis
loo	disgust	0.562	loo
indecent	disgust	0.562	indecens
insanity	disgust	0.562	insaniam
stealing	disgust	0.562	furari
terrible	disgust	0.562	terribilis
tyrannical	disgust	0.562	tyrannice
humiliation	disgust	0.562	humiliatio
snake	disgust	0.562	serpens
sloppy	disgust	0.562	imperito
sinning	disgust	0.562	peccando
harmful	disgust	0.562	noxia
harlot	disgust	0.562	meretrix
sordid	disgust	0.562	sordidus
enemy	disgust	0.562	inimicus
alcoholism	disgust	0.562	alcoholismo
awful	disgust	0.562	awful
ruthless	disgust	0.562	immitis
scoundrel	disgust	0.562	nequam
bloody	disgust	0.555	sanguinum
flabby	disgust	0.555	marcidus
odious	disgust	0.555	odiosa
beastly	disgust	0.555	bestiale
collusion	disgust	0.555	praevaricatio
ridicule	disgust	0.555	ludibrium
discriminating	disgust	0.555	discernentes
unattractive	disgust	0.555	invenustum
insufferable	disgust	0.555	intolerabilis
segregate	disgust	0.555	secernere
arsenic	disgust	0.555	arsenicum
threatening	disgust	0.555	minabatur
atrophy	disgust	0.555	atrophia
varicella	disgust	0.555	varicella
slayer	disgust	0.555	interfectorem
distaste	disgust	0.555	fastidium
coward	disgust	0.555	ignavus
robbery	disgust	0.555	rapinam
wickedness	disgust	0.555	scelus
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	malevolus
sty	disgust	0.547	haras
pillage	disgust	0.547	rapina
thief	disgust	0.547	fur
suffocating	disgust	0.547	suffocans
condemnation	disgust	0.547	damnatio
deleterious	disgust	0.547	multipliciter
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatorium
attacking	disgust	0.547	oppugnare
burglar	disgust	0.547	RUPTOR
ogre	disgust	0.547	orcus
coercion	disgust	0.547	coactio
vesicular	disgust	0.547	vesicularis
miserable	disgust	0.547	miseri
bitterly	disgust	0.547	amare
sneer	disgust	0.539	rideat
greedy	disgust	0.539	avarus
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	aemulor
drunken	disgust	0.539	ebrius
shame	disgust	0.539	pudor
thrash	disgust	0.539	triturabis
fatty	disgust	0.539	pingue
liar	disgust	0.539	mendax
imprisoned	disgust	0.539	incarceratus
sloth	disgust	0.539	desidia
repudiation	disgust	0.539	repudiatio
disgrace	disgust	0.539	dedecus
infidelity	disgust	0.539	infidelitas
pig	disgust	0.539	Porcus
lethal	disgust	0.536	letalis
burnt	disgust	0.531	incensum
brawl	disgust	0.531	rixa
withered	disgust	0.531	aruit
blemish	disgust	0.531	macula
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberratio
smuggler	disgust	0.531	smuggler
painful	disgust	0.531	dolore
condescension	disgust	0.531	dignatio
intolerant	disgust	0.531	impatiens
blasphemous	disgust	0.531	blasphemus
lying	disgust	0.531	mendacem
hanging	disgust	0.531	tentorium
travesty	disgust	0.531	deridiculum
ruined	disgust	0.531	perditus
intrusive	disgust	0.531	MOLESTUS
disintegrate	disgust	0.531	dissolvere
destructive	disgust	0.531	perniciosius
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	detractare
blighted	disgust	0.523	inruisse ferunt
intolerance	disgust	0.523	intolerantia
mistress	disgust	0.523	domina
avarice	disgust	0.523	avaritia
disgraced	disgust	0.523	dedecus
derogation	disgust	0.523	derogatio
rubbish	disgust	0.523	quisquilia
accusation	disgust	0.523	accusatio
incarceration	disgust	0.523	carcer
tortious	disgust	0.516	injuriosum
dishonor	disgust	0.516	dedecus
stink	disgust	0.516	fœtor;
grim	disgust	0.516	torva
rob	disgust	0.516	rob
defraud	disgust	0.516	defraudant
sump	disgust	0.516	sump
cringe	disgust	0.516	cringe
vulture	disgust	0.516	vulturis
deplorable	disgust	0.516	miserabilis
mite	disgust	0.516	minutum
eradication	disgust	0.516	exstirpatio
degrade	disgust	0.516	degradare
gutter	disgust	0.516	stillicidium
convict	disgust	0.516	convinco
remains	disgust	0.516	reliquiae
betray	disgust	0.516	traditio
daemon	disgust	0.516	daemonium
sham	disgust	0.509	simulacrum
distasteful	disgust	0.508	foedius
prisoner	disgust	0.508	captivus
dreadfully	disgust	0.508	horribiliter
worthless	disgust	0.508	nequam
crude	disgust	0.508	rudis
delirium	disgust	0.508	delirium
incurable	disgust	0.508	insanabilis
smelling	disgust	0.508	odoriferum
idiocy	disgust	0.508	idiocy
resentment	disgust	0.508	ira
bombed	disgust	0.508	bombed
blob	disgust	0.508	blob
cheat	disgust	0.508	fraudulentus
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	repudiatio
belittle	disgust	0.508	contemnere
glut	disgust	0.508	gluto
disaster	disgust	0.508	cladis
distress	disgust	0.508	angustia
pest	disgust	0.508	pestis
endemic	disgust	0.508	endemic
theft	disgust	0.500	furtum
banish	disgust	0.500	banish
mire	disgust	0.500	lutum
flagrant	disgust	0.500	flagranti
derision	disgust	0.500	derisio
dirt	disgust	0.500	lutum
screaming	disgust	0.500	quiritatio
offense	disgust	0.500	delictum
jealousy	disgust	0.500	invidia
bribery	disgust	0.500	ambitus
polemic	disgust	0.500	polemic
blight	disgust	0.500	corrupto
impeach	disgust	0.500	accusare
bitterness	disgust	0.500	amaritudinem
taboo	disgust	0.500	religio
duress	disgust	0.500	coactus
goblin	disgust	0.500	cobolorum
shackle	disgust	0.500	alliges
idolatry	disgust	0.500	idololatria
greed	disgust	0.500	cupiditas
impurity	disgust	0.500	immunditia
tirade	disgust	0.500	tirade
idiot	disgust	0.492	stultus
boil	disgust	0.492	coquere
unconscionable	disgust	0.492	improbae
disreputable	disgust	0.492	infamis
robber	disgust	0.492	latro
malign	disgust	0.492	malignus
wreck	disgust	0.492	wreccum
recession	disgust	0.492	recessus
gorge	disgust	0.492	gorge
leer	disgust	0.492	leer
ill	disgust	0.492	ill
squirm	disgust	0.492	squirm
raging	disgust	0.484	furentes
servile	disgust	0.484	servilis
mess	disgust	0.484	pulmentum
nappy	disgust	0.484	nappy
possessed	disgust	0.484	habiti
unbearable	disgust	0.484	intolerabilis
occult	disgust	0.484	occultus
contraband	disgust	0.484	contraband
snarl	disgust	0.484	gannit
mutiny	disgust	0.484	seditionem
mad	disgust	0.484	insanire
affliction	disgust	0.484	afflictionem
stain	disgust	0.484	macula
animosity	disgust	0.484	inimicitiae
contempt	disgust	0.484	contemptus
tramp	disgust	0.484	cornipedum
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	impius
defamation	disgust	0.484	obtrectatio
inexcusable	disgust	0.484	inexcusabilis
aversation	disgust	0.484	aversatio
wasteful	disgust	0.484	prodigus
offender	disgust	0.484	delinquens
subjugation	disgust	0.484	subiugatio
illegality	disgust	0.477	contra legem
dismal	disgust	0.477	tristior
criminal	disgust	0.477	scelestus
unpleasant	disgust	0.477	ingratus
palsy	disgust	0.477	paralyticus
antagonistic	disgust	0.477	contrarius
pathetic	disgust	0.477	miserabilis
uncaring	disgust	0.477	otiosus
suppression	disgust	0.477	suppressio
immorality	disgust	0.477	fornicatio
mockery	disgust	0.477	ludibrium
outrage	disgust	0.469	iniuria
mocking	disgust	0.469	ludibrium
wallow	disgust	0.469	volutabro
cough	disgust	0.469	tussis
arrogant	disgust	0.469	arrogans
angry	disgust	0.469	Iratus
poverty	disgust	0.469	paupertās
grating	disgust	0.469	craticula sua
livid	disgust	0.469	livida
aggravation	disgust	0.469	exulceratio
repellent	disgust	0.469	abhorrens
perspiration	disgust	0.469	sudorem
banishment	disgust	0.469	exilium
furious	disgust	0.469	furens
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	fallere
fool	disgust	0.461	asinus
quack	disgust	0.461	pharmacopolam circumforaneum
distorted	disgust	0.461	deprauatum
spider	disgust	0.461	aranea
unjustifiable	disgust	0.461	iniusta
deplore	disgust	0.461	deplorare
spurious	disgust	0.461	spuria
perdition	disgust	0.461	perditio
muddy	disgust	0.461	lutulentus
fraudulent	disgust	0.461	fraudulenti
scar	disgust	0.461	cicatrix
prick	disgust	0.461	punctum
insulting	disgust	0.461	contumeliae
plunder	disgust	0.461	praeda
recklessness	disgust	0.461	temeritas
stigma	disgust	0.453	stigmata
disparage	disgust	0.453	obtrectare
unthinkable	disgust	0.453	incogitabile
disingenuous	disgust	0.453	ingenuus
bane	disgust	0.453	pernicies
dishonest	disgust	0.453	improbus
aphid	disgust	0.453	aphid
elimination	disgust	0.453	eliminatio
cur	disgust	0.453	cur
selfish	disgust	0.453	ambitiosus
eschew	disgust	0.453	eschew
dire	disgust	0.453	dire
indignation	disgust	0.453	indignatio
antipathy	disgust	0.453	antipathia
alienate	disgust	0.453	alienare
mosquito	disgust	0.445	CULEX 
piles	disgust	0.445	strues
pious	disgust	0.445	pie
lie	disgust	0.445	mendacium
opium	disgust	0.445	opium
smell	disgust	0.445	odor
iniquity	disgust	0.445	iniquitas
caries	disgust	0.445	caries
despair	disgust	0.445	desperationis
recalcitrant	disgust	0.445	recalcitrat
egotistical	disgust	0.445	egotistical
wasted	disgust	0.445	vastata
vacuous	disgust	0.445	vanus
bankruptcy	disgust	0.445	conturbauit
garish	disgust	0.445	garish
obnoxious	disgust	0.438	obnoxium
ashamed	disgust	0.438	pudet
abject	disgust	0.438	abiectio
sticky	disgust	0.438	lentum
scream	disgust	0.438	clamamus
hopelessness	disgust	0.438	desperatio
homeless	disgust	0.438	profugo
shun	disgust	0.438	shun
inmate	disgust	0.438	deversari
alien	disgust	0.438	alienus
hog	disgust	0.438	ericius
aversion	disgust	0.438	aversatio
abnormal	disgust	0.438	alius
cursing	disgust	0.430	maledictio
undesirable	disgust	0.430	malum
denounce	disgust	0.430	denuntiare
witch	disgust	0.430	maga
creature	disgust	0.430	creatura
lusty	disgust	0.430	adsiduo valentem
illegal	disgust	0.430	licet 
debris	disgust	0.430	obruta
callous	disgust	0.430	callosa
reflux	disgust	0.430	refluxus
adverse	disgust	0.430	adversis
shameless	disgust	0.430	impudens
separatist	disgust	0.430	separatist
trickery	disgust	0.430	fraudes
falsity	disgust	0.430	falsum 
pall	disgust	0.430	pallium
defiance	disgust	0.430	contumacia
incredulous	disgust	0.430	incredulus
curse	disgust	0.430	maledictio
pompous	disgust	0.422	magnificus
socialist	disgust	0.422	Socialās
mistrust	disgust	0.422	diffidentia
infantile	disgust	0.422	infantilis
wasting	disgust	0.422	vastatio
hairy	disgust	0.422	pilosus
nicotine	disgust	0.422	consectetuer
denunciation	disgust	0.422	denuntiatio
collapse	disgust	0.422	ruina
untidy	disgust	0.422	incultus
ferocious	disgust	0.422	feroces
ammonia	disgust	0.422	ammoniaci
carelessness	disgust	0.422	neglegentia
impure	disgust	0.422	immundus
contentious	disgust	0.422	litigiosa
bum	disgust	0.422	bum
affront	disgust	0.422	contumelia
offend	disgust	0.422	offendere
tarnish	disgust	0.422	obtrectare
idiotic	disgust	0.422	idiotic
badness	disgust	0.422	malitia
delinquent	disgust	0.422	delinquens
swarm	disgust	0.422	swarm
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	sclopetis
tasteless	disgust	0.422	insulsus
bovine	disgust	0.422	bubulus
slush	disgust	0.422	slush 
litigious	disgust	0.414	litigious
dishonesty	disgust	0.414	improbitas
vegetative	disgust	0.414	uegetatiua
unfavorable	disgust	0.414	iniquus
displacency	disgust	0.414	displacency
illegitimate	disgust	0.414	illegitimus
sour	disgust	0.414	uvam
socialism	disgust	0.414	socialismus
disobey	disgust	0.414	dissimulare
drivel	disgust	0.414	drivel
vampire	disgust	0.414	vampire
neglected	disgust	0.414	neglectus
murky	disgust	0.414	atris
ignorant	disgust	0.406	ignorant
disgruntled	disgust	0.406	turbatus
discontinuity	disgust	0.406	discontinuitatem
dislike	disgust	0.406	odium
unlawful	disgust	0.406	illicitus
wrongdoing	disgust	0.406	maleficium
shoplifting	disgust	0.406	shoplifting
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	abiectio
bogus	disgust	0.406	bogus
displeasure	disgust	0.406	offensio
repel	disgust	0.406	repellere
falsify	disgust	0.406	falsificare
ungrateful	disgust	0.406	ingratus
unkind	disgust	0.406	inhumanus
phony	disgust	0.406	phony
prosecution	disgust	0.406	accusatio
woe	disgust	0.398	vae
averse	disgust	0.398	abhorrere
loon	disgust	0.398	loon
worsening	disgust	0.398	crescente
paucity	disgust	0.398	paucitas
unnatural	disgust	0.398	innaturalis
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	insensati
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvertunt
failure	disgust	0.398	defectum
lick	disgust	0.398	lambere
unruly	disgust	0.398	inobedientes
woefully	disgust	0.398	lacrimabilis
stingy	disgust	0.398	avarus
crushing	disgust	0.398	opprimendi
disdain	disgust	0.398	fastidire
insult	disgust	0.393	contumelia
averseness	disgust	0.391	aversatio
disrelish	disgust	0.391	displicet
punished	disgust	0.391	poenas
critter	disgust	0.391	critter
damage	disgust	0.391	damnum
scorpion	disgust	0.391	scorpius
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	ludibrium
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	obduratus
punishment	disgust	0.391	poena
bad	disgust	0.391	malus
expel	disgust	0.391	expellere
surly	disgust	0.383	durus
lament	disgust	0.383	lamentum
illiterate	disgust	0.383	illiteratus
divorce	disgust	0.383	divortium
teeming	disgust	0.383	gravidus
plagiarism	disgust	0.383	quaestionibus iuncta an
eviction	disgust	0.383	evictionem
orc	disgust	0.383	orc *
disappoint	disgust	0.383	confundas
shabby	disgust	0.383	sordida
presumptuous	disgust	0.383	praesumptuosus
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	discordia
guilt	disgust	0.383	delictum
fugitive	disgust	0.383	fugitivorum
irrational	disgust	0.383	irrationalis
adder	disgust	0.383	vipera
fulsome	disgust	0.383	fulsome
sacrifices	disgust	0.383	sacrificia
hypocritical	disgust	0.383	hypocritica
shock	disgust	0.375	concussa
alienation	disgust	0.375	alienatio
scoff	disgust	0.375	subsannatio
plight	disgust	0.375	fortuna
irritation	disgust	0.375	irritatio
unworthy	disgust	0.375	indignus
misconduct	disgust	0.375	culpa
defective	disgust	0.375	defectivum
blame	disgust	0.375	culpa
depressing	disgust	0.375	triste
dislocated	disgust	0.375	extorsit
irritating	disgust	0.375	vexo
vainly	disgust	0.367	incassum
toad	disgust	0.367	bufonem emittunt
powerless	disgust	0.367	impotens
coerce	disgust	0.367	coerce
shuddering	disgust	0.367	horror
stripped	disgust	0.367	spoliatus
revoke	disgust	0.367	revocet
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	incuratus
exclusion	disgust	0.367	exclusio
disillusionment	disgust	0.367	inlusio
blatant	disgust	0.367	manifestus
hurtful	disgust	0.367	damnosus
hoax	disgust	0.367	dolus
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	laqueus
squelch	disgust	0.367	cupere
deserted	disgust	0.359	desertus
damn	disgust	0.359	damnare
incompatible	disgust	0.359	repugnet
dispose	disgust	0.359	dispono
oddity	disgust	0.359	oddity
rebellion	disgust	0.359	rebellionis
ineptitude	disgust	0.359	imperitia
bug	disgust	0.359	bug
disobedience	disgust	0.359	inobedientia
inept	disgust	0.352	ineptum
litigate	disgust	0.352	litigate
dismissal	disgust	0.352	dimissio
cutting	disgust	0.352	sectione
untoward	disgust	0.352	aduersus
displeased	disgust	0.352	displicuit
censor	disgust	0.352	censor
ridiculous	disgust	0.352	ridiculum
compost	disgust	0.352	STERCUS
frustrate	disgust	0.352	frustrari
misbehavior	disgust	0.352	culpae
lawyer	disgust	0.352	advocatus
crushed	disgust	0.352	oppressi
flesh	disgust	0.352	caro
uncertain	disgust	0.352	incertum
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	ferox
wrongful	disgust	0.352	iniusta
depreciate	disgust	0.344	detrahens
disapprove	disgust	0.344	improbo
tearful	disgust	0.344	flebilis
grumble	disgust	0.336	murmurare
unsettled	disgust	0.336	perturbati sunt
annoy	disgust	0.336	molestus
exigent	disgust	0.336	exigens
heartsick	disgust	0.336	heartick
lawsuit	disgust	0.336	causa
discoloration	disgust	0.336	color
lumpy	disgust	0.336	glebis
daft	disgust	0.336	daft
blunder	disgust	0.336	error
discontent	disgust	0.336	tristitia
bickering	disgust	0.336	altercatio
thoughtless	disgust	0.336	inconsideratus
disliked	disgust	0.336	invisus
disinclination	disgust	0.336	taciturnitas
distrust	disgust	0.336	diffidentia
disallowed	disgust	0.336	cluditur
instability	disgust	0.328	instabilitas
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	querantur
inhibit	disgust	0.328	inhibere
excluded	disgust	0.328	excluduntur
provoking	disgust	0.328	exasperans
grievance	disgust	0.328	gravamen
unmanageable	disgust	0.328	intractabilis
sly	disgust	0.328	subdola
exasperation	disgust	0.328	exacerbatio
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	inconveniens
disappointed	disgust	0.328	confundentur
materialist	disgust	0.328	materialist
misleading	disgust	0.321	periculosum
mishap	disgust	0.320	casum
soot	disgust	0.320	fuligo
humbug	disgust	0.320	nugatoria
disclaim	disgust	0.320	disclaim
annoyance	disgust	0.320	molestie
disapproving	disgust	0.320	improbans
disservice	disgust	0.320	disservice
reproach	disgust	0.320	opprobrium
confined	disgust	0.320	conclusus
unequal	disgust	0.320	inaequales
rags	disgust	0.320	pannis
groan	disgust	0.320	gemitus
soil	disgust	0.312	solo
inappropriate	disgust	0.312	Inconvenienter
criticize	disgust	0.312	reprehendere
disincline	disgust	0.312	disinline
theism	disgust	0.312	theismus
depreciated	disgust	0.312	reddat
inconsiderate	disgust	0.312	inconsideratus
