English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
bureaucrat	disgust	0.266	бюракрат
politic	disgust	0.266	палітычная
coldness	disgust	0.266	халоднасць
gruff	disgust	0.258	грубаваты
octopus	disgust	0.258	васьміног
chagrin	disgust	0.258	крыўда
barrow	disgust	0.258	курган
copycat	disgust	0.258	копія
incase	disgust	0.258	у выпадку
rascal	disgust	0.258	нягоднік
sarcasm	disgust	0.258	сарказм
instinctive	disgust	0.258	інстынктыўныя
misconception	disgust	0.250	памылковае ўяўленне
disinclined	disgust	0.250	нясхільны
john	disgust	0.250	Джон
hulk	disgust	0.250	халк
baboon	disgust	0.250	бабуін
shanghai	disgust	0.250	шанхай
cupping	disgust	0.250	купіраванне
lose	disgust	0.250	страціць
rook	disgust	0.242	ладдзя
entangled	disgust	0.242	заблытаны
gratuitous	disgust	0.242	бязвыплатныя
scrub	disgust	0.242	скраб
opponent	disgust	0.242	праціўнік
tariff	disgust	0.242	тарыф
questionable	disgust	0.234	сумніўнае
prolong	disgust	0.234	падоўжыць
reluctance	disgust	0.234	нежаданне
lagging	disgust	0.234	адставанне
misstatement	disgust	0.234	скажэнне
resign	disgust	0.234	сысці ў адстаўку
unlucky	disgust	0.234	няўдачлівы
backwardness	disgust	0.234	адсталасць
ineffectual	disgust	0.227	неэфектыўны
disqualified	disgust	0.227	дыскваліфікаваны
subsidy	disgust	0.227	субсідыя
reversal	disgust	0.227	разварот
default	disgust	0.227	па змаўчанні
fussy	disgust	0.227	мітуслівы
unpopular	disgust	0.227	непапулярны
petroleum	disgust	0.219	нафта
intense	disgust	0.219	інтэнсіўны
evade	disgust	0.219	ухіляцца
frowning	disgust	0.219	нахмураны
weight	disgust	0.219	вага
dame	disgust	0.219	дама
donkey	disgust	0.211	асёл
actionable	disgust	0.211	дзейсныя
tawny	disgust	0.211	карычневы
unhappy	disgust	0.211	няшчасны
dandy	disgust	0.203	дэндзі
birch	disgust	0.203	бяроза
speck	disgust	0.203	плямка
hood	disgust	0.203	капот
owing	disgust	0.203	з-за
desert	disgust	0.203	пустыня
indifference	disgust	0.203	абыякавасць
awkwardness	disgust	0.203	нязграбнасць
rave	disgust	0.203	трызніць
gnome	disgust	0.203	гном
inconvenient	disgust	0.203	нязручна
howl	disgust	0.195	выць
dabbling	disgust	0.195	плёскацца
morals	disgust	0.195	маралі
misguided	disgust	0.195	памылковы
airs	disgust	0.195	эфіры
gelatin	disgust	0.195	жэлацін
fleece	disgust	0.195	фліс
monochrome	disgust	0.195	манахромны
lush	disgust	0.188	пышныя
celebrity	disgust	0.188	знакамітасць
avoid	disgust	0.188	пазбягаць
gent	disgust	0.188	джэнтльмен
stalemate	disgust	0.188	патавая сітуацыя
lesser	disgust	0.188	меншы
sunk	disgust	0.180	затануў
nose	disgust	0.180	нос
laughable	disgust	0.180	сьмешны
claimant	disgust	0.180	прэтэндэнт
possession	disgust	0.180	валоданне
larger	disgust	0.164	большы
pregnancy	disgust	0.164	цяжарнасць
thrift	disgust	0.164	беражлівасць
undoubted	disgust	0.164	несумненна
mouthful	disgust	0.164	поўны рот
hoot	disgust	0.164	крычаць
sentence	disgust	0.156	сказ
misplace	disgust	0.156	недарэчны
clamor	disgust	0.156	шум
parrot	disgust	0.156	папугай
obliging	disgust	0.156	абавязлівы
nameless	disgust	0.148	безназоўны
bummer	disgust	0.148	аблом
elf	disgust	0.141	эльф
feeling	disgust	0.141	пачуццё
excellence	disgust	0.141	дасканаласць
gray	disgust	0.133	шэры
asymmetry	disgust	0.133	асіметрыя
turn	disgust	0.133	чарга
clumsy	disgust	0.133	нязграбны
stall	disgust	0.133	стойла
bran	disgust	0.125	вотруб'е
finally	disgust	0.125	нарэшце
lord	disgust	0.125	спадар
nurture	disgust	0.117	выхоўваць
savor	disgust	0.117	смакаваць
cove	disgust	0.117	бухта
winning	disgust	0.109	перамога
lemon	disgust	0.109	лімон
powerful	disgust	0.102	магутны
glitter	disgust	0.094	бляск
interior	disgust	0.086	інтэр'ер
mind	disgust	0.086	розум
interested	disgust	0.078	зацікаўлены
treat	disgust	0.078	лячыць
abundance	disgust	0.078	багацце
honest	disgust	0.055	сумленны
kite	disgust	0.055	паветраны змей
humble	disgust	0.047	сціплы
tree	disgust	0.039	дрэва
torture	fear	0.984	катаванні
terrorist	fear	0.972	тэрарыст
terrorists	fear	0.969	тэрарысты
horrific	fear	0.969	жахлівы
terrorism	fear	0.969	тэрарызм
suicidebombing	fear	0.967	тэракты-смяротнікі
kill	fear	0.962	забіць
homicidal	fear	0.959	забойчы
catastrophe	fear	0.953	катастрофа
annihilate	fear	0.953	знішчыць
murderer	fear	0.953	забойца
terror	fear	0.953	тэрор
dying	fear	0.948	паміраючы
war	fear	0.942	вайны
bombing	fear	0.938	бамбаванне
bomb	fear	0.935	бомба
missiles	fear	0.934	ракеты
horror	fear	0.923	жах
brutality	fear	0.922	жорсткасць
terrorize	fear	0.922	тэрарызаваць
horrified	fear	0.922	у жаху
bloodthirsty	fear	0.922	крыважэрны
murderous	fear	0.920	забойчы
massacre	fear	0.911	разня
terrifying	fear	0.906	жахлівы
fatality	fear	0.906	смяротнасць
horrifying	fear	0.906	жахлівы
demon	fear	0.906	дэман
mutilation	fear	0.906	калецтва
killing	fear	0.906	забойства
holocaust	fear	0.906	халакост
assassinate	fear	0.906	забіць
terrified	fear	0.906	напалоханы
devastation	fear	0.906	спусташэнне
murder	fear	0.906	забойства
horrors	fear	0.906	жахі
suicidal	fear	0.898	суіцыдальны
assault	fear	0.891	штурм
kidnap	fear	0.891	выкрадаць
slaughter	fear	0.891	забой
crucifixion	fear	0.891	распяцце
doomed	fear	0.888	асуджаны
poisoned	fear	0.886	атручаны
suicide	fear	0.879	самагубства
explosion	fear	0.879	выбух
deadly	fear	0.875	смяротна небяспечны
assassin	fear	0.875	забойца
annihilation	fear	0.875	анігіляцыя
savagery	fear	0.875	дзікунства
disaster	fear	0.875	катастрофа
threatening	fear	0.875	пагрозлівы
slaughtering	fear	0.875	забойства
disastrous	fear	0.875	катастрафічны
dismemberment	fear	0.875	расчляненне
suffocation	fear	0.875	удушша
rape	fear	0.870	згвалтаванне
hell	fear	0.860	пекла
homicide	fear	0.859	забойства
molestation	fear	0.859	прыставанне
bloodshed	fear	0.859	кровапраліцце
barbaric	fear	0.859	варварскі
explosive	fear	0.859	выбуховае рэчыва
warfare	fear	0.859	вядзенне вайны
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	трагедыя
anthrax	fear	0.859	сібірская язва
demonic	fear	0.859	дэманічны
executioner	fear	0.859	кат
dread	fear	0.859	страх
guillotine	fear	0.859	гільяціна
attacking	fear	0.859	атакуючы
peril	fear	0.859	небяспека
slaughterhouse	fear	0.859	бойня
annihilated	fear	0.859	знішчаны
suffocating	fear	0.858	задушлівы
treachery	fear	0.856	вераломства
fright	fear	0.853	спалох
monster	fear	0.844	пачвара
traumatic	fear	0.844	траўматычны
abomination	fear	0.844	агіднасць
apocalypse	fear	0.844	апакаліпсіс
slayer	fear	0.844	забойца
scare	fear	0.844	напалохаць
morgue	fear	0.844	морг
painful	fear	0.844	балючы
frightened	fear	0.844	напалоханы
vengeance	fear	0.844	помста
scariest	fear	0.844	самы страшны
destroying	fear	0.844	знішчаючы
execution	fear	0.844	выкананне
panicked	fear	0.844	запанікавалі
petrified	fear	0.844	скамянелая
afraid	fear	0.844	баяцца
frightening	fear	0.844	страшна
drown	fear	0.844	патануць
bombardment	fear	0.844	бамбардзіроўка
death	fear	0.843	смерць
chaos	fear	0.839	хаос
ghastly	fear	0.836	жудасны
evil	fear	0.833	зло
intruder	fear	0.828	зламыснік
hellish	fear	0.828	пякельны
brutal	fear	0.828	брутальны
cancer	fear	0.828	рак
devil	fear	0.828	д'ябал
grenade	fear	0.828	граната
eradication	fear	0.828	выкараненне
frighten	fear	0.828	палохаць
explode	fear	0.828	выбухнуць
assassination	fear	0.828	забойства
fatal	fear	0.828	смяротны зыход
paralyze	fear	0.828	паралізаваць
gunmen	fear	0.828	узброеныя людзі
violently	fear	0.828	гвалтоўна
nightmare	fear	0.828	кашмар
doomsday	fear	0.828	судны дзень
doom	fear	0.828	пагібель
manslaughter	fear	0.828	ненаўмыснае забойства
fear	fear	0.828	страх
kidnapped	fear	0.828	выкрадзены
trauma	fear	0.828	траўма
morbidity	fear	0.820	хваравітасць
crippling	fear	0.817	калечыць
savage	fear	0.814	дзікун
shooting	fear	0.812	стральба
quake	fear	0.812	землятрус
poisonous	fear	0.812	атрутныя
damnation	fear	0.812	пракляцце
violence	fear	0.812	гвалт
destructive	fear	0.812	разбуральны
aggressor	fear	0.812	агрэсар
suffering	fear	0.812	пакуты
violent	fear	0.812	гвалтоўны
frightful	fear	0.812	страшна
crushed	fear	0.812	здробнены
earthquake	fear	0.812	землятрус
heartattack	fear	0.812	сардэчны прыступ
hurricane	fear	0.811	ураган
imprisoned	fear	0.811	зняволены
exterminate	fear	0.810	вынішчаць
fearing	fear	0.808	баючыся
hemorrhage	fear	0.807	кровазліццё
torment	fear	0.806	мучыць
lethal	fear	0.806	смяротны
venom	fear	0.804	яд
claustrophobia	fear	0.803	клаўстрафобія
snakes	fear	0.802	змеі
danger	fear	0.802	небяспека
exorcism	fear	0.800	экзарцызм
obliterated	fear	0.800	сцёрты
robbery	fear	0.800	рабаванне
terrifies	fear	0.798	наводзіць жах
cyanide	fear	0.797	цыянід
incurable	fear	0.797	невылечны
anxietyattack	fear	0.797	прыступ трывогі
mortality	fear	0.797	смяротнасць
attack	fear	0.797	атака
monstrosity	fear	0.797	жахлівасць
extermination	fear	0.797	вынішчэнне
bombers	fear	0.797	бамбавікі
harmful	fear	0.797	шкодны
persecution	fear	0.797	ганенні
biggestfear	fear	0.797	самы вялікі страх
poison	fear	0.797	яд
cruelty	fear	0.797	жорсткасць
hysteria	fear	0.797	істэрыка
destruction	fear	0.797	разбурэнне
dreadfully	fear	0.796	жудасна
arson	fear	0.794	падпал
devastate	fear	0.792	спустошыць
tyrant	fear	0.788	тыран
warcrimes	fear	0.785	ваенныя злачынствы
perish	fear	0.784	загінуць
feared	fear	0.782	баяліся
maniac	fear	0.781	маньяк
bloody	fear	0.781	крывавы
freakingout	fear	0.781	хвалявацца
warlike	fear	0.781	ваяўнічы
rampage	fear	0.781	шаленства
screaming	fear	0.781	крычаць
lifeless	fear	0.781	нежывы
enslaved	fear	0.781	заняволены
venomous	fear	0.781	атрутныя
snake	fear	0.776	змяя
epidemic	fear	0.776	эпідэмія
panicattack	fear	0.774	панічная атака
crisis	fear	0.766	крызіс
hazardous	fear	0.766	небяспечныя
fearful	fear	0.766	страшны
dangerously	fear	0.766	небяспечна
shipwreck	fear	0.766	караблекрушэнне
scary	fear	0.766	страшна
tumor	fear	0.766	пухліна
invader	fear	0.766	захопнік
invade	fear	0.766	ўварвацца
die	fear	0.766	памерці
detonate	fear	0.766	дэтанаваць
violation	fear	0.766	парушэнне
reprisal	fear	0.766	расправа
criminal	fear	0.766	крымінальны
riot	fear	0.766	бунт
obliterate	fear	0.766	сцерці
inferno	fear	0.766	пекла
leprosy	fear	0.766	праказа
jihad	fear	0.766	джыхад
ohshit	fear	0.766	ой чорт
claustrophobic	fear	0.765	клаўстрафобны
hyperventilating	fear	0.762	гіпервентыляцыя
nightmares	fear	0.759	кашмары
destroyed	fear	0.754	разбураны
ghostly	fear	0.754	прывідны
treacherous	fear	0.750	вераломны
ptsd	fear	0.750	ПТСР
tragedies	fear	0.750	трагедыі
slavery	fear	0.750	рабства
cholera	fear	0.750	халера
anarchist	fear	0.750	анархіст
panic	fear	0.750	паніка
anaconda	fear	0.750	анаконда
hurricanes	fear	0.750	ураганы
wrenching	fear	0.750	мучыць
tyranny	fear	0.750	тыранія
imprisonment	fear	0.750	пазбаўленне волі
dreadful	fear	0.750	жудасны
agony	fear	0.750	агонія
dangerous	fear	0.750	небяспечныя
obliteration	fear	0.750	аблітэрацыя
projectiles	fear	0.750	снарады
destroyer	fear	0.750	эсмінец
strangle	fear	0.750	задушыць
hazard	fear	0.750	небяспека
riotous	fear	0.750	буянскі
accident	fear	0.750	няшчасны выпадак
mortuary	fear	0.750	морг
anarchy	fear	0.750	анархія
