English Word	Emotion	Emotion-Intensity-Score	Marathi Word
production	anticipation	0.469	उत्पादन
successful	anticipation	0.469	यशस्वी
immediately	anticipation	0.469	लगेच
dawn	anticipation	0.469	पहाट
starry	anticipation	0.469	तारांकित
unsurpassed	anticipation	0.469	अतुलनीय
completion	anticipation	0.469	पूर्णता
hire	anticipation	0.469	भाड्याने
fete	anticipation	0.469	उत्सव
commemorative	anticipation	0.461	स्मरणार्थ
shining	anticipation	0.461	प्रकाशमय
testament	anticipation	0.461	मृत्युपत्र
pay	anticipation	0.461	पैसे द्या
alive	anticipation	0.461	जिवंत
plight	anticipation	0.461	स्थिती
preliminary	anticipation	0.461	प्राथमिक
overture	anticipation	0.461	ओव्हरचर
sanctuary	anticipation	0.461	अभयारण्य
regatta	anticipation	0.461	रेगट्टा
draft	anticipation	0.461	मसुदा
synchronize	anticipation	0.461	सिंक्रोनाइझ करा
soundness	anticipation	0.461	सुदृढता
extricate	anticipation	0.461	बाहेर काढणे
excel	anticipation	0.461	एक्सेल
punt	anticipation	0.461	पंट
untold	anticipation	0.461	अकथित
brilliant	anticipation	0.461	हुशार
cheerfulness	anticipation	0.461	आनंदीपणा
jeopardy	anticipation	0.461	धोका
friendly	anticipation	0.461	मैत्रीपूर्ण
mail	anticipation	0.461	मेल
unexpected	anticipation	0.453	अनपेक्षित
basketball	anticipation	0.453	बास्केटबॉल
inaugural	anticipation	0.453	उद्घाटन
supremacy	anticipation	0.453	वर्चस्व
rehabilitation	anticipation	0.453	पुनर्वसन
intimately	anticipation	0.453	जवळून
career	anticipation	0.453	करिअर
prevention	anticipation	0.453	प्रतिबंध
renovate	anticipation	0.453	नूतनीकरण
compliment	anticipation	0.453	प्रशंसा
prologue	anticipation	0.453	प्रस्तावना
elegance	anticipation	0.453	अभिजातता
complement	anticipation	0.453	पूरक
flinch	anticipation	0.453	चकचकीत
infinity	anticipation	0.453	अनंत
perpetuity	anticipation	0.453	शाश्वतता
sunset	anticipation	0.453	सूर्यास्त
improve	anticipation	0.453	सुधारणे
fitting	anticipation	0.445	फिटिंग
confidence	anticipation	0.445	आत्मविश्वास
concealment	anticipation	0.445	लपविणे
sweet	anticipation	0.445	गोड
perfect	anticipation	0.445	परिपूर्ण
epidemic	anticipation	0.445	साथरोग
fain	anticipation	0.445	अशक्त
volunteer	anticipation	0.445	स्वयंसेवक
share	anticipation	0.445	शेअर
surround	anticipation	0.445	घेरणे
conjecture	anticipation	0.445	अनुमान
sun	anticipation	0.445	सूर्य
veracity	anticipation	0.445	सत्यता
serial	anticipation	0.438	मालिका
angel	anticipation	0.438	देवदूत
aloha	anticipation	0.438	अलोहा
saint	anticipation	0.438	संत
tickle	anticipation	0.438	गुदगुल्या
superstitious	anticipation	0.438	अंधश्रद्धाळू
ferment	anticipation	0.438	आंबणे
conservation	anticipation	0.438	संवर्धन
devout	anticipation	0.438	श्रद्धाळू
respect	anticipation	0.438	आदर
reconstruction	anticipation	0.438	पुनर्रचना
goodness	anticipation	0.438	चांगुलपणा
reconstruct	anticipation	0.438	पुनर्रचना
faith	anticipation	0.438	विश्वास
recombination	anticipation	0.438	पुनर्संयोजन
prepared	anticipation	0.438	तयार
rabid	anticipation	0.438	वेडसर
plea	anticipation	0.438	विनवणी
medical	anticipation	0.438	वैद्यकीय
passenger	anticipation	0.438	प्रवासी
charitable	anticipation	0.430	धर्मादाय
tabulate	anticipation	0.430	सारणी
peace	anticipation	0.430	शांतता
install	anticipation	0.430	स्थापित करा
serenity	anticipation	0.430	शांतता
venerable	anticipation	0.430	आदरणीय
spa	anticipation	0.430	स्पा
labyrinth	anticipation	0.430	चक्रव्यूह
luscious	anticipation	0.430	लुसलुशीत
perpetuate	anticipation	0.430	कायम ठेवणे
strategist	anticipation	0.430	रणनीतिकार
unverified	anticipation	0.430	असत्यापित
tribunal	anticipation	0.430	न्यायाधिकरण
clap	anticipation	0.430	टाळी
peaceful	anticipation	0.422	शांत
patience	anticipation	0.422	संयम
unresolved	anticipation	0.422	निराकरण न केलेले
worship	anticipation	0.422	पूजा
edification	anticipation	0.422	सुधारणा
oasis	anticipation	0.422	ओएसिस
grin	anticipation	0.422	हसणे
revere	anticipation	0.422	आदर
candid	anticipation	0.422	स्पष्ट
vista	anticipation	0.422	व्हिस्टा
conspirator	anticipation	0.422	कट रचणारा
adrift	anticipation	0.422	वाहून जाणे
recognizable	anticipation	0.422	ओळखण्यायोग्य
volatility	anticipation	0.422	अस्थिरता
forestall	anticipation	0.422	प्रतिबंध करणे
laughter	anticipation	0.422	हशा
continue	anticipation	0.414	सुरू
ongoing	anticipation	0.414	चालू
astrologer	anticipation	0.414	ज्योतिषी
mediate	anticipation	0.414	मध्यस्थी करणे
punctual	anticipation	0.414	वक्तशीर
grant	anticipation	0.414	अनुदान
morn	anticipation	0.414	सकाळी
pretty	anticipation	0.414	सुंदर
withstand	anticipation	0.414	सहन करणे
frisky	anticipation	0.414	भडक
thought	anticipation	0.414	विचार
probation	anticipation	0.414	परिविक्षा
ordination	anticipation	0.414	समन्वय
calls	anticipation	0.414	कॉल
detainee	anticipation	0.414	बंदीवान
craps	anticipation	0.414	craps
weigh	anticipation	0.414	वजन
proficiency	anticipation	0.414	प्राविण्य
sing	anticipation	0.411	गाणे
continuation	anticipation	0.406	सातत्य
university	anticipation	0.406	विद्यापीठ
chicane	anticipation	0.406	चिकन
nurture	anticipation	0.406	पालनपोषण
mother	anticipation	0.406	आई
punished	anticipation	0.406	शिक्षा
twinkle	anticipation	0.406	चमकणे
confession	anticipation	0.406	कबुली
outdo	anticipation	0.406	outdo
prophylactic	anticipation	0.406	रोगप्रतिबंधक
proud	anticipation	0.406	अ भी मा न
midwife	anticipation	0.406	दाई
wizard	anticipation	0.406	विझार्ड
headlight	anticipation	0.406	हेडलाइट
long	anticipation	0.406	लांब
banquet	anticipation	0.406	मेजवानी
comfort	anticipation	0.406	आराम
navigable	anticipation	0.406	नेव्हिगेट करण्यायोग्य
subscribe	anticipation	0.406	सदस्यता घ्या
opponent	anticipation	0.406	विरोधक
debenture	anticipation	0.406	डिबेंचर
deal	anticipation	0.402	करार
symphony	anticipation	0.398	सिम्फनी
saintly	anticipation	0.398	साधु
judiciary	anticipation	0.398	न्यायव्यवस्था
lettered	anticipation	0.398	पत्र दिले
vigil	anticipation	0.398	जागरण
reliance	anticipation	0.398	विश्वास
distracting	anticipation	0.398	विचलित करणारे
mortification	anticipation	0.398	मृत्यू
balm	anticipation	0.398	बाम
simmer	anticipation	0.398	उकळणे
top	anticipation	0.398	शीर्ष
obliging	anticipation	0.398	बंधनकारक
efficient	anticipation	0.398	कार्यक्षम
guillotine	anticipation	0.398	गिलोटिन
representing	anticipation	0.398	प्रतिनिधित्व करत आहे
death	anticipation	0.398	मृत्यू
assurance	anticipation	0.391	आश्वासन
familiarity	anticipation	0.391	ओळख
depraved	anticipation	0.391	भ्रष्ट
condemnation	anticipation	0.391	निंदा
undoubted	anticipation	0.391	निःसंशय
sanctify	anticipation	0.391	पवित्र करणे
diplomacy	anticipation	0.391	मुत्सद्देगिरी
antidote	anticipation	0.391	उतारा
trust	anticipation	0.391	विश्वास
linger	anticipation	0.391	रेंगाळणे
objective	anticipation	0.391	उद्देश
chuckle	anticipation	0.391	हसणे
poke	anticipation	0.391	धक्का
abeyance	anticipation	0.391	स्थगिती
maternal	anticipation	0.391	मातृत्व
art	anticipation	0.391	कला
unfulfilled	anticipation	0.391	अपूर्ण
inoculation	anticipation	0.384	लसीकरण
simplify	anticipation	0.383	सोपे करणे
depend	anticipation	0.383	अवलंबून
chant	anticipation	0.383	जप
ram	anticipation	0.383	रॅम
banger	anticipation	0.383	बँगर
playground	anticipation	0.383	खेळाचे मैदान
labor	anticipation	0.383	श्रम
scientist	anticipation	0.383	शास्त्रज्ञ
good	anticipation	0.383	चांगले
humanitarian	anticipation	0.383	मानवतावादी
failing	anticipation	0.383	अपयश
hap	anticipation	0.383	हाप
dutiful	anticipation	0.383	कर्तव्यदक्ष
hymn	anticipation	0.383	भजन
ship	anticipation	0.383	जहाज
discretion	anticipation	0.383	विवेक
undecided	anticipation	0.383	अनिर्णित
gradual	anticipation	0.375	क्रमिक
navigator	anticipation	0.375	नेव्हिगेटर
track	anticipation	0.375	ट्रॅक
cradle	anticipation	0.375	पाळणा
sterling	anticipation	0.375	स्टर्लिंग
interim	anticipation	0.375	अंतरिम
clock	anticipation	0.375	घड्याळ
mountain	anticipation	0.375	डोंगर
interminable	anticipation	0.375	अंतहीन
public	anticipation	0.375	सार्वजनिक
recurrent	anticipation	0.375	वारंवार
savor	anticipation	0.375	आस्वाद घेणे
abide	anticipation	0.367	पालन
concealed	anticipation	0.367	लपवलेले
spear	anticipation	0.367	भाला
lesson	anticipation	0.367	धडा
instructions	anticipation	0.367	सूचना
sonar	anticipation	0.367	सोनार
biennial	anticipation	0.367	द्विवार्षिक
convince	anticipation	0.367	पटवणे
whim	anticipation	0.367	लहरी
shiver	anticipation	0.367	थरथर
towering	anticipation	0.367	उंच
musical	anticipation	0.367	संगीत
offset	anticipation	0.359	ऑफसेट
theory	anticipation	0.359	सिद्धांत
theology	anticipation	0.359	धर्मशास्त्र
undying	anticipation	0.359	अमर
timidity	anticipation	0.359	भित्रापणा
plump	anticipation	0.359	मोकळा
atone	anticipation	0.359	प्रायश्चित
audience	anticipation	0.357	प्रेक्षक
