English Word	Emotion	Emotion-Intensity-Score	Russian Word
plagiarism	disgust	0.383	плагиат
eviction	disgust	0.383	выселение
orc	disgust	0.383	орк
disappoint	disgust	0.383	разочаровать
shabby	disgust	0.383	потрепанный
presumptuous	disgust	0.383	самонадеянный
anaconda	disgust	0.383	анаконда
discord	disgust	0.383	разлад
guilt	disgust	0.383	чувство вины
fugitive	disgust	0.383	беглец
irrational	disgust	0.383	иррациональный
adder	disgust	0.383	сумматор
fulsome	disgust	0.383	полный
sacrifices	disgust	0.383	жертвы
hypocritical	disgust	0.383	лицемерный
shock	disgust	0.375	шок
alienation	disgust	0.375	отчуждение
scoff	disgust	0.375	насмехаться
plight	disgust	0.375	бедственное положение
irritation	disgust	0.375	раздражение
unworthy	disgust	0.375	недостойный
misconduct	disgust	0.375	проступок
defective	disgust	0.375	дефектный
blame	disgust	0.375	обвинять
depressing	disgust	0.375	депрессивный
dislocated	disgust	0.375	вывихнутый
irritating	disgust	0.375	раздражающий
vainly	disgust	0.367	тщетно
toad	disgust	0.367	жаба
powerless	disgust	0.367	бессильный
coerce	disgust	0.367	принуждать
shuddering	disgust	0.367	дрожь
stripped	disgust	0.367	раздетый
revoke	disgust	0.367	отозвать
wimpy	disgust	0.367	слабак
unhealthy	disgust	0.367	нездоровый
exclusion	disgust	0.367	исключение
disillusionment	disgust	0.367	разочарование
blatant	disgust	0.367	вопиющий
hurtful	disgust	0.367	обидный
hoax	disgust	0.367	розыгрыш
wimp	disgust	0.367	слабак
cad	disgust	0.367	хам
pitfall	disgust	0.367	ловушка
squelch	disgust	0.367	глушить
deserted	disgust	0.359	покинутый
damn	disgust	0.359	проклятие
incompatible	disgust	0.359	несовместимый
dispose	disgust	0.359	распоряжаться
oddity	disgust	0.359	странность
rebellion	disgust	0.359	бунт
ineptitude	disgust	0.359	неумелость
bug	disgust	0.359	ошибка
disobedience	disgust	0.359	непослушание
inept	disgust	0.352	неумелый
litigate	disgust	0.352	судиться
dismissal	disgust	0.352	увольнение
cutting	disgust	0.352	резка
untoward	disgust	0.352	неблагоприятный
displeased	disgust	0.352	недоволен
censor	disgust	0.352	цензор
ridiculous	disgust	0.352	нелепый
compost	disgust	0.352	компост
frustrate	disgust	0.352	расстраивать
misbehavior	disgust	0.352	плохое поведение
lawyer	disgust	0.352	юрист
crushed	disgust	0.352	раздавленный
flesh	disgust	0.352	плоть
uncertain	disgust	0.352	неуверенный
obi	disgust	0.352	оби
flinch	disgust	0.352	вздрогнуть
fierce	disgust	0.352	яростный
wrongful	disgust	0.352	неправомерный
depreciate	disgust	0.344	обесценивать
disapprove	disgust	0.344	не одобрять
tearful	disgust	0.344	слезливый
grumble	disgust	0.336	ворчать
unsettled	disgust	0.336	неустроенный
annoy	disgust	0.336	раздражать
exigent	disgust	0.336	требовательный
heartsick	disgust	0.336	грустный
lawsuit	disgust	0.336	иск
discoloration	disgust	0.336	обесцвечивание
lumpy	disgust	0.336	комковатый
daft	disgust	0.336	дурак
blunder	disgust	0.336	ошибка
discontent	disgust	0.336	недовольство
bickering	disgust	0.336	ссора
thoughtless	disgust	0.336	легкомысленный
disliked	disgust	0.336	не любил
disinclination	disgust	0.336	нежелание
distrust	disgust	0.336	недоверие
disallowed	disgust	0.336	запрещен
instability	disgust	0.328	нестабильность
hydrophobia	disgust	0.328	гидрофобия
whine	disgust	0.328	скулить
inhibit	disgust	0.328	запрещать
excluded	disgust	0.328	Исключенный
provoking	disgust	0.328	провоцирующий
grievance	disgust	0.328	обида
unmanageable	disgust	0.328	неуправляемый
sly	disgust	0.328	хитрый
exasperation	disgust	0.328	раздражение
cacophony	disgust	0.328	какофония
unsatisfactory	disgust	0.328	неудовлетворительный
disappointed	disgust	0.328	расстроенный
materialist	disgust	0.328	материалист
misleading	disgust	0.321	вводящий в заблуждение
mishap	disgust	0.320	неудача
soot	disgust	0.320	сажа
humbug	disgust	0.320	обман
disclaim	disgust	0.320	отказываться
annoyance	disgust	0.320	раздражение
disapproving	disgust	0.320	неодобрительный
disservice	disgust	0.320	вред
reproach	disgust	0.320	упрек
confined	disgust	0.320	замкнутый
unequal	disgust	0.320	неравный
rags	disgust	0.320	тряпки
groan	disgust	0.320	стон
soil	disgust	0.312	почвы
inappropriate	disgust	0.312	неприличный
criticize	disgust	0.312	критиковать
disincline	disgust	0.312	не склоняться
theism	disgust	0.312	теизм
depreciated	disgust	0.312	обесценился
inconsiderate	disgust	0.312	невнимательный
overpriced	disgust	0.312	завышенная цена
stomach	disgust	0.312	желудок
burke	disgust	0.312	Берк
sneeze	disgust	0.312	чихать
gall	disgust	0.305	желчь
bang	disgust	0.305	хлопнуть
inadmissible	disgust	0.305	недопустимый
unfriendly	disgust	0.305	недружелюбный
unaccountable	disgust	0.305	необъяснимый
disparity	disgust	0.305	несоответствие
latent	disgust	0.305	скрытый
disliking	disgust	0.305	неприязнь
shack	disgust	0.305	лачуга
grumpy	disgust	0.305	сердитый
coop	disgust	0.304	курятник
disappointment	disgust	0.297	разочарование
scold	disgust	0.297	ругать
delay	disgust	0.297	задерживать
congress	disgust	0.297	конгресс
growling	disgust	0.297	рычание
backwards	disgust	0.297	назад
soreness	disgust	0.297	болезненность
disregarded	disgust	0.297	игнорируется
rogue	disgust	0.297	мошенник
lonely	disgust	0.297	Одинокий, уединенный
notoriety	disgust	0.289	известность
catechism	disgust	0.289	катехизис
flop	disgust	0.289	провал
infamous	disgust	0.289	печально известный
janitor	disgust	0.289	дворник
nettle	disgust	0.289	крапива
saturated	disgust	0.281	насыщенный
prohibited	disgust	0.281	запрещенный
gaby	disgust	0.281	Габи
wince	disgust	0.281	вздрагивать
desist	disgust	0.281	воздерживаться
unfair	disgust	0.281	несправедливый
aftermath	disgust	0.281	последствия
remiss	disgust	0.281	упускать
tribunal	disgust	0.273	трибунал
discolored	disgust	0.273	обесцвеченный
wrangling	disgust	0.273	споры
uneasy	disgust	0.273	беспокойный
huff	disgust	0.273	пыхтение
weird	disgust	0.266	странный
impolite	disgust	0.266	невежливый
swig	disgust	0.266	глоток
crawl	disgust	0.266	ползти
unsatisfied	disgust	0.266	неудовлетворенный
inefficiency	disgust	0.266	неэффективность
frantic	disgust	0.266	безумный
bureaucrat	disgust	0.266	бюрократ
politic	disgust	0.266	политический
coldness	disgust	0.266	холодность
gruff	disgust	0.258	грубый
octopus	disgust	0.258	осьминог
chagrin	disgust	0.258	огорчение
barrow	disgust	0.258	курган
copycat	disgust	0.258	подражатель
incase	disgust	0.258	в случае
rascal	disgust	0.258	негодяй
sarcasm	disgust	0.258	сарказм
instinctive	disgust	0.258	инстинктивный
misconception	disgust	0.250	заблуждение
disinclined	disgust	0.250	не склонный
john	disgust	0.250	Джон
hulk	disgust	0.250	Халк
baboon	disgust	0.250	бабуин
shanghai	disgust	0.250	Шанхай
cupping	disgust	0.250	купирование
lose	disgust	0.250	терять
rook	disgust	0.242	ладья
entangled	disgust	0.242	запутанный
gratuitous	disgust	0.242	безвозмездный
scrub	disgust	0.242	скраб
opponent	disgust	0.242	противник
tariff	disgust	0.242	тариф
questionable	disgust	0.234	сомнительный
prolong	disgust	0.234	продлить
reluctance	disgust	0.234	нежелание
lagging	disgust	0.234	отставание
misstatement	disgust	0.234	искажение
resign	disgust	0.234	уходить в отставку
unlucky	disgust	0.234	несчастливый
backwardness	disgust	0.234	отсталость
ineffectual	disgust	0.227	неэффективный
disqualified	disgust	0.227	дисквалифицирован
subsidy	disgust	0.227	субсидия
reversal	disgust	0.227	разворот
default	disgust	0.227	дефолт
fussy	disgust	0.227	суетливый
unpopular	disgust	0.227	непопулярный
petroleum	disgust	0.219	нефть
intense	disgust	0.219	интенсивный
evade	disgust	0.219	уклоняться
frowning	disgust	0.219	хмурый
weight	disgust	0.219	масса
dame	disgust	0.219	дама
donkey	disgust	0.211	осел
actionable	disgust	0.211	действенный
tawny	disgust	0.211	рыжевато-коричневый
unhappy	disgust	0.211	несчастный
dandy	disgust	0.203	денди
birch	disgust	0.203	береза
speck	disgust	0.203	пятнышко
hood	disgust	0.203	капот
owing	disgust	0.203	из-за
desert	disgust	0.203	пустыня
indifference	disgust	0.203	равнодушие
awkwardness	disgust	0.203	неловкость
rave	disgust	0.203	бред
gnome	disgust	0.203	гном
inconvenient	disgust	0.203	неудобно
howl	disgust	0.195	вой
dabbling	disgust	0.195	баловаться
morals	disgust	0.195	мораль
misguided	disgust	0.195	заблуждающийся
airs	disgust	0.195	воздух
gelatin	disgust	0.195	желатин
fleece	disgust	0.195	флис
monochrome	disgust	0.195	монохромный
lush	disgust	0.188	пышный
celebrity	disgust	0.188	знаменитость
avoid	disgust	0.188	избегать
gent	disgust	0.188	джентльмен
stalemate	disgust	0.188	безвыходное положение
lesser	disgust	0.188	меньший
sunk	disgust	0.180	затонул
nose	disgust	0.180	нос
laughable	disgust	0.180	смехотворный
claimant	disgust	0.180	истец
possession	disgust	0.180	владение
larger	disgust	0.164	больше
pregnancy	disgust	0.164	беременность
thrift	disgust	0.164	бережливость
undoubted	disgust	0.164	несомненный
mouthful	disgust	0.164	полный рот
hoot	disgust	0.164	улюлюкать
sentence	disgust	0.156	приговор
misplace	disgust	0.156	неуместно
clamor	disgust	0.156	шум
parrot	disgust	0.156	попугай
obliging	disgust	0.156	услужливый
nameless	disgust	0.148	безымянный
bummer	disgust	0.148	облом
elf	disgust	0.141	эльф
feeling	disgust	0.141	чувство
