English Word	Emotion	Emotion-Intensity-Score	Scots-Gaelic Word
hostility	disgust	0.594	naimhdeas
repelling	disgust	0.594	ag ath-ghairm
intoxicated	disgust	0.594	deoch làidir
thug	disgust	0.594	thug
catastrophe	disgust	0.594	mòr-thubaist
lunatic	disgust	0.594	gealaich
misery	disgust	0.594	truaighe
venom	disgust	0.594	nimh
butcher	disgust	0.594	bùidsear
toilet	disgust	0.594	taigh-beag
blister	disgust	0.594	blister
lurid	disgust	0.594	lurid
slug	disgust	0.594	slug
gut	disgust	0.594	gut
sinner	disgust	0.594	pheacach
deceitful	disgust	0.594	meallta
epidemic	disgust	0.594	galar-sgaoilte
deteriorated	disgust	0.586	crìonadh
lavatory	disgust	0.586	taigh-beag
unclean	disgust	0.586	neòghlan
prostitute	disgust	0.586	siùrsach
incubus	disgust	0.586	incubus
appalling	disgust	0.586	uamhasach
dreadful	disgust	0.586	dòrainneach
pornography	disgust	0.586	pornagraf
harass	disgust	0.586	sàrachadh
squeamish	disgust	0.578	smeorach
expulsion	disgust	0.578	cur às
unfaithful	disgust	0.578	neo-dhìleas
offensive	disgust	0.578	oilbheum
hypocrite	disgust	0.578	chealgair
humiliating	disgust	0.578	iriosal
larceny	disgust	0.578	larceny
ruinous	disgust	0.578	sgriosail
retard	disgust	0.578	cuir air ais
rash	disgust	0.578	broth
flea	disgust	0.578	fleagh
debauchery	disgust	0.578	debauchery
fiend	disgust	0.578	fiend
quagmire	disgust	0.578	crith-thalmhainn
conspirator	disgust	0.578	conspirator
sick	disgust	0.578	tinn
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	coineach
egregious	disgust	0.570	uamhasach
flog	disgust	0.570	flog
despise	disgust	0.570	tàir
treacherous	disgust	0.570	fealltach
oppress	disgust	0.570	leatrom
swamp	disgust	0.570	boglach
messy	disgust	0.570	meallta
spit	disgust	0.570	smugaid
dank	disgust	0.570	dann
bastard	disgust	0.570	bastard
devastating	disgust	0.570	sgriosail
serpent	disgust	0.570	nathair
loo	disgust	0.562	loo
indecent	disgust	0.562	mì-bheusach
insanity	disgust	0.562	gealtachd
stealing	disgust	0.562	goid
terrible	disgust	0.562	uamhasach
tyrannical	disgust	0.562	tyrannical
humiliation	disgust	0.562	irioslachd
snake	disgust	0.562	nathair
sloppy	disgust	0.562	slochd
sinning	disgust	0.562	peacachadh
harmful	disgust	0.562	cronail
harlot	disgust	0.562	strìopaich
sordid	disgust	0.562	sordid
enemy	disgust	0.562	nàmhaid
alcoholism	disgust	0.562	deoch-làidir
awful	disgust	0.562	uamhasach
ruthless	disgust	0.562	neo-thruaillidh
scoundrel	disgust	0.562	scoundrel
bloody	disgust	0.555	fuilteach
flabby	disgust	0.555	flathail
odious	disgust	0.555	gràineil
beastly	disgust	0.555	bèisteach
collusion	disgust	0.555	claon-bhreith
ridicule	disgust	0.555	magadh
discriminating	disgust	0.555	a' leth-bhreith
unattractive	disgust	0.555	neo-tharraingeach
insufferable	disgust	0.555	neo-fhulangach
segregate	disgust	0.555	sgaradh
arsenic	disgust	0.555	arsainic
threatening	disgust	0.555	a' bagairt
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	marbhaiche
distaste	disgust	0.555	sgith
coward	disgust	0.555	maorach
robbery	disgust	0.555	robaireachd
wickedness	disgust	0.555	aingidheachd
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	mi-mhodhail
sty	disgust	0.547	sty
pillage	disgust	0.547	pillage
thief	disgust	0.547	mèirleach
suffocating	disgust	0.547	a' mùchadh
condemnation	disgust	0.547	dìteadh
deleterious	disgust	0.547	sgriosail
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgadair
attacking	disgust	0.547	a' toirt ionnsaigh
burglar	disgust	0.547	borgaire
ogre	disgust	0.547	ogre
coercion	disgust	0.547	co-èigneachadh
vesicular	disgust	0.547	soitheach
miserable	disgust	0.547	bròineach
bitterly	disgust	0.547	gu goirt
sneer	disgust	0.539	sneer
greedy	disgust	0.539	sanntach
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	eudmhor
drunken	disgust	0.539	air mhisg
shame	disgust	0.539	nàire
thrash	disgust	0.539	thrash
fatty	disgust	0.539	reamhar
liar	disgust	0.539	breugaire
imprisoned	disgust	0.539	am prìosan
sloth	disgust	0.539	sloth
repudiation	disgust	0.539	dìoghaltas
disgrace	disgust	0.539	nàire
infidelity	disgust	0.539	neo-chreidimh
pig	disgust	0.539	muc
lethal	disgust	0.536	marbhtach
burnt	disgust	0.531	loisgte
brawl	disgust	0.531	brawl
withered	disgust	0.531	seargadh
blemish	disgust	0.531	gainne
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	casgradh
smuggler	disgust	0.531	cùl-mhùtaire
painful	disgust	0.531	pianail
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	neo-fhulangach
blasphemous	disgust	0.531	toibheumach
lying	disgust	0.531	luidhe
hanging	disgust	0.531	a' crochadh
travesty	disgust	0.531	trasgadh
ruined	disgust	0.531	sgrios
intrusive	disgust	0.531	sàrachail
disintegrate	disgust	0.531	sgrios
destructive	disgust	0.531	millteach
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	dìmeas
blighted	disgust	0.523	gabliail
intolerance	disgust	0.523	eas-fhulangas
mistress	disgust	0.523	bana-mhaighstir
avarice	disgust	0.523	abhag
disgraced	disgust	0.523	nàire
derogation	disgust	0.523	lasachadh
rubbish	disgust	0.523	sgudal
accusation	disgust	0.523	casaid
incarceration	disgust	0.523	prìosanachadh
tortious	disgust	0.516	cràiteach
dishonor	disgust	0.516	eas-onoir
stink	disgust	0.516	damh
grim	disgust	0.516	gruamach
rob	disgust	0.516	rob
defraud	disgust	0.516	foill
sump	disgust	0.516	sump
cringe	disgust	0.516	cradh
vulture	disgust	0.516	fultur
deplorable	disgust	0.516	dòrainneach
mite	disgust	0.516	chnuimh
eradication	disgust	0.516	cur às
degrade	disgust	0.516	crìonadh
gutter	disgust	0.516	cutair
convict	disgust	0.516	dìteadh
remains	disgust	0.516	fuigheall
betray	disgust	0.516	bhrath
daemon	disgust	0.516	deamhan
sham	disgust	0.509	sham
distasteful	disgust	0.508	mì-thaitneach
prisoner	disgust	0.508	phrìosanach
dreadfully	disgust	0.508	gu h-uamhasach
worthless	disgust	0.508	gun luach
crude	disgust	0.508	amh
delirium	disgust	0.508	delirium
incurable	disgust	0.508	do-leigheas
smelling	disgust	0.508	fàileadh
idiocy	disgust	0.508	amaideachd
resentment	disgust	0.508	dioghaltas
bombed	disgust	0.508	bomadh
blob	disgust	0.508	blob
cheat	disgust	0.508	meallta
schizophrenia	disgust	0.508	sgitsophrenia
rejection	disgust	0.508	diùltadh
belittle	disgust	0.508	creachadh
glut	disgust	0.508	glut
disaster	disgust	0.508	mòr-thubaist
distress	disgust	0.508	àmhghar
pest	disgust	0.508	plàigh
endemic	disgust	0.508	endemic
theft	disgust	0.500	goid
banish	disgust	0.500	fuadach
mire	disgust	0.500	làthaich
flagrant	disgust	0.500	bratach
derision	disgust	0.500	magadh
dirt	disgust	0.500	salachar
screaming	disgust	0.500	sgreadail
offense	disgust	0.500	cionta
jealousy	disgust	0.500	eud
bribery	disgust	0.500	brìbearachd
polemic	disgust	0.500	pòlach
blight	disgust	0.500	gaiseadh
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	searbhas
taboo	disgust	0.500	tabù
duress	disgust	0.500	èiginn
goblin	disgust	0.500	gob
shackle	disgust	0.500	geimhlean
idolatry	disgust	0.500	iodhal-aoraidh
greed	disgust	0.500	sannt
impurity	disgust	0.500	neo-thruaillidheachd
tirade	disgust	0.500	tirade
idiot	disgust	0.492	amadan
boil	disgust	0.492	goil
unconscionable	disgust	0.492	neo-mhothachail
disreputable	disgust	0.492	mi-chliùiteach
robber	disgust	0.492	robair
malign	disgust	0.492	màil
wreck	disgust	0.492	long-bhriseadh
recession	disgust	0.492	crìonadh
gorge	disgust	0.492	mòr-ghil
leer	disgust	0.492	leer
ill	disgust	0.492	tinn
squirm	disgust	0.492	sgùr
raging	disgust	0.484	creachadh
servile	disgust	0.484	seirbhiseach
mess	disgust	0.484	bùrach
nappy	disgust	0.484	naip
possessed	disgust	0.484	seilbh
unbearable	disgust	0.484	neo-fhulangach
occult	disgust	0.484	seallaidh
contraband	disgust	0.484	contrabhann
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	ceannairc
mad	disgust	0.484	cuthach
affliction	disgust	0.484	àmhghar
stain	disgust	0.484	stain
animosity	disgust	0.484	beothalachd
contempt	disgust	0.484	tàir
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	eas-urramach
defamation	disgust	0.484	mì-chliù
inexcusable	disgust	0.484	neo-sheasmhach
aversation	disgust	0.484	buaireadh
wasteful	disgust	0.484	ana-caitheamh
offender	disgust	0.484	ciontach
subjugation	disgust	0.484	uchd-mhacachd
illegality	disgust	0.477	mì-laghail
dismal	disgust	0.477	dòrainneach
criminal	disgust	0.477	eucorach
unpleasant	disgust	0.477	mì-thlachdmhor
palsy	disgust	0.477	pairilis
antagonistic	disgust	0.477	antagonist
pathetic	disgust	0.477	foighidneach
uncaring	disgust	0.477	gun chùram
suppression	disgust	0.477	uchd-mhacachd
immorality	disgust	0.477	irioslachd
mockery	disgust	0.477	magadh
outrage	disgust	0.469	feirg
mocking	disgust	0.469	magadh
wallow	disgust	0.469	ballan
cough	disgust	0.469	casadaich
arrogant	disgust	0.469	àrdanach
angry	disgust	0.469	feargach
poverty	disgust	0.469	bochdainn
grating	disgust	0.469	grathadh
livid	disgust	0.469	liobhta
aggravation	disgust	0.469	fàsachadh
repellent	disgust	0.469	ath-dhiol
perspiration	disgust	0.469	perspiration
banishment	disgust	0.469	fuadach
furious	disgust	0.469	baoghalach
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	mhealladh
fool	disgust	0.461	amadan
quack	disgust	0.461	cuach
distorted	disgust	0.461	sgiorradh
spider	disgust	0.461	damhan-allaidh
unjustifiable	disgust	0.461	neo-fhìreanta
deplore	disgust	0.461	greas
spurious	disgust	0.461	spùtach
perdition	disgust	0.461	sgrios
muddy	disgust	0.461	eabarach
fraudulent	disgust	0.461	foill
scar	disgust	0.461	scar
prick	disgust	0.461	priobadh
insulting	disgust	0.461	maslach
plunder	disgust	0.461	creachadh
recklessness	disgust	0.461	neo-chùram
stigma	disgust	0.453	stiogma
disparage	disgust	0.453	dìmeas
unthinkable	disgust	0.453	do-chreidsinneach
disingenuous	disgust	0.453	mì-mhodhail
bane	disgust	0.453	bana
dishonest	disgust	0.453	mi-onarach
aphid	disgust	0.453	aphid
elimination	disgust	0.453	cur às
cur	disgust	0.453	cur
selfish	disgust	0.453	fèineil
eschew	disgust	0.453	seachain
dire	disgust	0.453	dòrainneach
indignation	disgust	0.453	fearg
antipathy	disgust	0.453	antipathy
alienate	disgust	0.453	coimheach
mosquito	disgust	0.445	mosgìoto
piles	disgust	0.445	pònaichean
pious	disgust	0.445	diadhaidh
lie	disgust	0.445	breugan
opium	disgust	0.445	opium
smell	disgust	0.445	fàileadh
iniquity	disgust	0.445	aingidheachd
caries	disgust	0.445	caries
despair	disgust	0.445	eu-dòchas
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egotisticeach
wasted	disgust	0.445	air chall
vacuous	disgust	0.445	falamh
bankruptcy	disgust	0.445	briseadh-creideis
garish	disgust	0.445	garish
obnoxious	disgust	0.438	mi-mhodhail
ashamed	disgust	0.438	ioghnadh
abject	disgust	0.438	abaich
sticky	disgust	0.438	steigeach
scream	disgust	0.438	sgread
hopelessness	disgust	0.438	eu-dòchas
homeless	disgust	0.438	gun dachaigh
shun	disgust	0.438	shuain
inmate	disgust	0.438	prìosanach
alien	disgust	0.438	coimheach
hog	disgust	0.438	hog
aversion	disgust	0.438	naimhdeas
abnormal	disgust	0.438	neo-àbhaisteach
cursing	disgust	0.430	mallachd
undesirable	disgust	0.430	neo-mhiannach
denounce	disgust	0.430	àicheadh
witch	disgust	0.430	bana-bhuidseach
creature	disgust	0.430	creutair
lusty	disgust	0.430	lurach
illegal	disgust	0.430	mì-laghail
debris	disgust	0.430	sprùilleach
callous	disgust	0.430	callach
reflux	disgust	0.430	reflux
adverse	disgust	0.430	droch-bheusach
shameless	disgust	0.430	gun nàire
separatist	disgust	0.430	neach-sgaraidh
trickery	disgust	0.430	cleasachd
falsity	disgust	0.430	mealltaireachd
pall	disgust	0.430	paill
defiance	disgust	0.430	eas-urram
incredulous	disgust	0.430	mi-chreideach
curse	disgust	0.430	mallachd
pompous	disgust	0.422	truime
socialist	disgust	0.422	sòisealach
mistrust	disgust	0.422	mì-earbsa
infantile	disgust	0.422	leanabhail
wasting	disgust	0.422	a' caitheamh
hairy	disgust	0.422	gruagach
nicotine	disgust	0.422	nicotine
denunciation	disgust	0.422	àicheadh
collapse	disgust	0.422	tuiteam às a chèile
untidy	disgust	0.422	mì-sgiobalta
ferocious	disgust	0.422	borb
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	neo-chùram
impure	disgust	0.422	neo-ghlan
contentious	disgust	0.422	connspaideach
bum	disgust	0.422	cnap
affront	disgust	0.422	aghaidh
offend	disgust	0.422	oilbheum
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	leth-sgeul
badness	disgust	0.422	olcas
delinquent	disgust	0.422	eucoireach
swarm	disgust	0.422	snàmh
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	guis
tasteless	disgust	0.422	gun bhlas
bovine	disgust	0.422	crodh
slush	disgust	0.422	sliochd
litigious	disgust	0.414	laghail
dishonesty	disgust	0.414	eas-onair
vegetative	disgust	0.414	fàsmhorachd
unfavorable	disgust	0.414	mì-fhàbharach
displacency	disgust	0.414	eas-àiteachadh
illegitimate	disgust	0.414	dìolain
sour	disgust	0.414	goirt
socialism	disgust	0.414	sòisealachd
disobey	disgust	0.414	eas-umhail
drivel	disgust	0.414	dràibheadh
vampire	disgust	0.414	vampire
neglected	disgust	0.414	air dearmad
murky	disgust	0.414	murrach
ignorant	disgust	0.406	aineolach
disgruntled	disgust	0.406	diombach
discontinuity	disgust	0.406	neo-sheasmhachd
dislike	disgust	0.406	nach toigh
unlawful	disgust	0.406	mì-laghail
wrongdoing	disgust	0.406	euceart
shoplifting	disgust	0.406	goid
recidivism	disgust	0.406	ath-aithris
outcast	disgust	0.406	muigh
bogus	disgust	0.406	meallta
displeasure	disgust	0.406	mì-thoileachas
repel	disgust	0.406	ath-ghairm
falsify	disgust	0.406	falsachadh
ungrateful	disgust	0.406	mi-thaingeil
unkind	disgust	0.406	mì-mhodhail
phony	disgust	0.406	fonaidh
prosecution	disgust	0.406	casaid
woe	disgust	0.398	truagh
averse	disgust	0.398	aobhach
loon	disgust	0.398	leann
worsening	disgust	0.398	a' fàs nas miosa
paucity	disgust	0.398	gann
unnatural	disgust	0.398	mì-nàdarrach
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	gun chiall
rigor	disgust	0.398	cruadal
subvert	disgust	0.398	cuir thairis
failure	disgust	0.398	fàilligeadh
lick	disgust	0.398	lighich
unruly	disgust	0.398	mi-rianail
woefully	disgust	0.398	gu truagh
stingy	disgust	0.398	stingy
crushing	disgust	0.398	pronnadh
disdain	disgust	0.398	dìmeas
insult	disgust	0.393	masladh
averseness	disgust	0.391	diomhaireachd
disrelish	disgust	0.391	eas-umhail
punished	disgust	0.391	air a pheanasachadh
critter	disgust	0.391	creutair
damage	disgust	0.391	milleadh
scorpion	disgust	0.391	scorpion
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcaigeach
antisocial	disgust	0.391	mì-shòisealta
hardened	disgust	0.391	cruadhachadh
punishment	disgust	0.391	peanas
bad	disgust	0.391	dona
expel	disgust	0.391	cur as
surly	disgust	0.383	suarach
lament	disgust	0.383	cumha
illiterate	disgust	0.383	neo-litearra
divorce	disgust	0.383	sgaradh-pòsaidh
teeming	disgust	0.383	sàthadh
plagiarism	disgust	0.383	mèirle-sgrìobhaidh
eviction	disgust	0.383	fuadach
orc	disgust	0.383	orc
disappoint	disgust	0.383	briseadh-dùil
shabby	disgust	0.383	dubhach
presumptuous	disgust	0.383	amharasach
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	eas-aonta
guilt	disgust	0.383	ciont
fugitive	disgust	0.383	fògarrach
irrational	disgust	0.383	neo-riaghailteach
adder	disgust	0.383	nathair-nimhe
fulsome	disgust	0.383	fulachdach
sacrifices	disgust	0.383	ìobairtean
hypocritical	disgust	0.383	cealgach
shock	disgust	0.375	clisgeadh
alienation	disgust	0.375	coimheachadh
scoff	disgust	0.375	magadh
plight	disgust	0.375	truaighe
irritation	disgust	0.375	irioslachd
unworthy	disgust	0.375	neo-airidh
misconduct	disgust	0.375	mì-ghiùlan
defective	disgust	0.375	uireasbhuidheach
blame	disgust	0.375	coire
depressing	disgust	0.375	dubhach
dislocated	disgust	0.375	dislocation
irritating	disgust	0.375	iriosal
vainly	disgust	0.367	gu dìomhain
toad	disgust	0.367	mial-mhàgach
powerless	disgust	0.367	gun chumhachd
coerce	disgust	0.367	co-èigneachadh
shuddering	disgust	0.367	crathadh
stripped	disgust	0.367	stialladh
revoke	disgust	0.367	chùl-ghairm
wimpy	disgust	0.367	sgith
unhealthy	disgust	0.367	mì-fhallain
exclusion	disgust	0.367	toirmeasg
disillusionment	disgust	0.367	mì-thoileachas
blatant	disgust	0.367	soilleir
hurtful	disgust	0.367	gortach
hoax	disgust	0.367	hoax
wimp	disgust	0.367	cuip
cad	disgust	0.367	cad
pitfall	disgust	0.367	sloc
squelch	disgust	0.367	squelch
deserted	disgust	0.359	fhàsach
damn	disgust	0.359	damnadh
incompatible	disgust	0.359	neo-fhreagarrach
dispose	disgust	0.359	cuidhteas
oddity	disgust	0.359	neònach
rebellion	disgust	0.359	ar-a-mach
ineptitude	disgust	0.359	neo-iomlaineachd
bug	disgust	0.359	buga
disobedience	disgust	0.359	eas-ùmhlachd
inept	disgust	0.352	neo-chomasach
litigate	disgust	0.352	laghalachd
dismissal	disgust	0.352	cur as a dhreuchd
cutting	disgust	0.352	buain
untoward	disgust	0.352	a dh'ionnsaigh
displeased	disgust	0.352	mì-thoilichte
censor	disgust	0.352	censor
ridiculous	disgust	0.352	amaideach
compost	disgust	0.352	compost
frustrate	disgust	0.352	frionasach
misbehavior	disgust	0.352	mì-ghiùlan
lawyer	disgust	0.352	neach-lagh
crushed	disgust	0.352	pronnadh
flesh	disgust	0.352	feòil
uncertain	disgust	0.352	neo-chinnteach
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	fann
wrongful	disgust	0.352	ceàrr
depreciate	disgust	0.344	ìsleachadh
disapprove	disgust	0.344	eas-aontaich
tearful	disgust	0.344	deurach
grumble	disgust	0.336	gearan
unsettled	disgust	0.336	neo-shuidhichte
annoy	disgust	0.336	buaireadh
exigent	disgust	0.336	eibhinn
heartsick	disgust	0.336	tinneas-cridhe
lawsuit	disgust	0.336	lagha
discoloration	disgust	0.336	discoloration
lumpy	disgust	0.336	cnapach
daft	disgust	0.336	daft
blunder	disgust	0.336	blunder
discontent	disgust	0.336	mì-thoileachas
bickering	disgust	0.336	a' biathadh
thoughtless	disgust	0.336	gun smuain
disliked	disgust	0.336	cha do chòrd
disinclination	disgust	0.336	dì-chlaonadh
distrust	disgust	0.336	eas-earbsa
disallowed	disgust	0.336	neo-cheadaichte
instability	disgust	0.328	neo-sheasmhachd
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	caoineadh
inhibit	disgust	0.328	bacadh
excluded	disgust	0.328	air an dùnadh a-mach
provoking	disgust	0.328	brosnuchadh
grievance	disgust	0.328	gearan
unmanageable	disgust	0.328	neo-riaghlaidh
sly	disgust	0.328	glic
exasperation	disgust	0.328	exasperation
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	neo-thaitneach
disappointed	disgust	0.328	diombach
