English Word	Emotion	Emotion-Intensity-Score	Sesotho Word
mind	disgust	0.086	kelello
interested	disgust	0.078	thahasella
treat	disgust	0.078	tšoara
abundance	disgust	0.078	bongata
honest	disgust	0.055	tšepahalang
kite	disgust	0.055	khaete
humble	disgust	0.047	ikokobeditse
tree	disgust	0.039	sefate
torture	fear	0.984	tlhokofatso
terrorist	fear	0.972	sekhukhuni
terrorists	fear	0.969	likhukhuni
horrific	fear	0.969	tshosang
terrorism	fear	0.969	bokhukhuni
suicidebombing	fear	0.967	ho ipolaea ka libomo
kill	fear	0.962	bolaea
homicidal	fear	0.959	polao
catastrophe	fear	0.953	tlokotsi
annihilate	fear	0.953	felisa
murderer	fear	0.953	mmolai
terror	fear	0.953	tshoso
dying	fear	0.948	ho shoa
war	fear	0.942	ntoa
bombing	fear	0.938	ho qhomisa ka libomo
bomb	fear	0.935	bomo
missiles	fear	0.934	metsu
horror	fear	0.923	tshoso
brutality	fear	0.922	sehlōhō
terrorize	fear	0.922	tshosa
horrified	fear	0.922	tshohile
bloodthirsty	fear	0.922	e nyoretsoeng madi
murderous	fear	0.920	mmolai
massacre	fear	0.911	polao
terrifying	fear	0.906	e tshosang
fatality	fear	0.906	ho shoa
horrifying	fear	0.906	e tshosang
demon	fear	0.906	modemona
mutilation	fear	0.906	ho hlapa
killing	fear	0.906	ho bolaea
holocaust	fear	0.906	polao ya polao
assassinate	fear	0.906	bolaile
terrified	fear	0.906	tshohile
devastation	fear	0.906	tshenyo
murder	fear	0.906	polao
horrors	fear	0.906	tse tshosang
suicidal	fear	0.898	ho ipolaea
assault	fear	0.891	tlhaselo
kidnap	fear	0.891	koetela
slaughter	fear	0.891	hlaba
crucifixion	fear	0.891	thakgiso
doomed	fear	0.888	timetsoe
poisoned	fear	0.886	chefo
suicide	fear	0.879	ho ipolaea
explosion	fear	0.879	ho qhoma
deadly	fear	0.875	bolaeang
assassin	fear	0.875	mmolai
annihilation	fear	0.875	timetso
savagery	fear	0.875	bohlanya
disaster	fear	0.875	tlokotsi
threatening	fear	0.875	tshosetsang
slaughtering	fear	0.875	ho hlaba
disastrous	fear	0.875	tlokotsi
dismemberment	fear	0.875	ho kgaola
suffocation	fear	0.875	ho bipetsane
rape	fear	0.870	peto
hell	fear	0.860	lihele
homicide	fear	0.859	polao
molestation	fear	0.859	hlekefetsa
bloodshed	fear	0.859	tshollo ya madi
barbaric	fear	0.859	ya sehloho
explosive	fear	0.859	qhoma
warfare	fear	0.859	ntoa
ihatespiders	fear	0.859	ihatesspiders
tragedy	fear	0.859	tlokotsi
anthrax	fear	0.859	koatsi
demonic	fear	0.859	bodemona
executioner	fear	0.859	mophethi
dread	fear	0.859	tshoho
guillotine	fear	0.859	guillotine
attacking	fear	0.859	hlasela
peril	fear	0.859	kotsi
slaughterhouse	fear	0.859	ntlo ya mahlabelo
annihilated	fear	0.859	felisitsoe
suffocating	fear	0.858	ho bipetsane
treachery	fear	0.856	bolotsana
fright	fear	0.853	tshoso
monster	fear	0.844	setshosa
traumatic	fear	0.844	tsietsing
abomination	fear	0.844	manyala
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	mmolai
scare	fear	0.844	tshosa
morgue	fear	0.844	setopo sa setopo
painful	fear	0.844	bohloko
frightened	fear	0.844	tshohile
vengeance	fear	0.844	phetetso
scariest	fear	0.844	e tshosang ka ho fetisisa
destroying	fear	0.844	ho senya
execution	fear	0.844	phethahatso
panicked	fear	0.844	tshohile
petrified	fear	0.844	trified
afraid	fear	0.844	tshoha
frightening	fear	0.844	e tshosang
drown	fear	0.844	khangoa ke metsi
bombardment	fear	0.844	ho qhomisa
death	fear	0.843	lefu
chaos	fear	0.839	pherekano
ghastly	fear	0.836	ka bohale
evil	fear	0.833	bobe
intruder	fear	0.828	motho ya keneletseng
hellish	fear	0.828	hellish
brutal	fear	0.828	sehlōhō
cancer	fear	0.828	kankere
devil	fear	0.828	diabolose
grenade	fear	0.828	seqhomane
eradication	fear	0.828	phediso
frighten	fear	0.828	tshosa
explode	fear	0.828	qhoma
assassination	fear	0.828	polao
fatal	fear	0.828	bolaeang
paralyze	fear	0.828	holofatsa
gunmen	fear	0.828	banna ba lithunya
violently	fear	0.828	ka mabifi
nightmare	fear	0.828	toro ya bosiu
doomsday	fear	0.828	letsatsi la timelo
doom	fear	0.828	timetso
manslaughter	fear	0.828	polao
fear	fear	0.828	tshabo
kidnapped	fear	0.828	koeteloa
trauma	fear	0.828	tsietsi
morbidity	fear	0.820	ho kula
crippling	fear	0.817	hlotsa
savage	fear	0.814	e sehlōhō
shooting	fear	0.812	ho thunya
quake	fear	0.812	thothomela
poisonous	fear	0.812	chefo
damnation	fear	0.812	tsuo
violence	fear	0.812	pefo
destructive	fear	0.812	senyang
aggressor	fear	0.812	mohlasedi
suffering	fear	0.812	mahlomola
violent	fear	0.812	mabifi
frightful	fear	0.812	e tshosang
crushed	fear	0.812	petetsoe
earthquake	fear	0.812	tshisinyeho ya lefatshe
heartattack	fear	0.812	lefu la pelo
hurricane	fear	0.811	leholiotsoana
imprisoned	fear	0.811	koaletsoe
exterminate	fear	0.810	felisa
fearing	fear	0.808	tshabo
hemorrhage	fear	0.807	tšollo ea mali
torment	fear	0.806	hlokofatsa
lethal	fear	0.806	bolaeang
venom	fear	0.804	chefo
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	linoha
danger	fear	0.802	Kotsi
exorcism	fear	0.800	ho leleka meea
obliterated	fear	0.800	hlakotsoe
robbery	fear	0.800	tlatlapo
terrifies	fear	0.798	e tshosa
cyanide	fear	0.797	cyanide
incurable	fear	0.797	e sa phekoleheng
anxietyattack	fear	0.797	tlhaselo ea matšoenyeho
mortality	fear	0.797	ho shoa
attack	fear	0.797	hlasela
monstrosity	fear	0.797	monstrosity
extermination	fear	0.797	phediso
bombers	fear	0.797	baqhobi ba libomo
harmful	fear	0.797	kotsi
persecution	fear	0.797	hloriso
biggestfear	fear	0.797	tshabo e kgolo
poison	fear	0.797	chefo
cruelty	fear	0.797	sehlōhō
hysteria	fear	0.797	hysteria
destruction	fear	0.797	timetso
dreadfully	fear	0.796	ka tsela e tshabehang
arson	fear	0.794	ho chesa
devastate	fear	0.792	senya
tyrant	fear	0.788	mohatelli
warcrimes	fear	0.785	litlokotsebe tsa ntoa
perish	fear	0.784	timela
feared	fear	0.782	tshohile
maniac	fear	0.781	mahlanya
bloody	fear	0.781	madi
freakingout	fear	0.781	pherekano
warlike	fear	0.781	joalo ka ntoa
rampage	fear	0.781	pherekano
screaming	fear	0.781	ho hoeletsa
lifeless	fear	0.781	e hlokang bophelo
enslaved	fear	0.781	kentse lekgoba
venomous	fear	0.781	e chefo
snake	fear	0.776	noha
epidemic	fear	0.776	sewa
panicattack	fear	0.774	ho tshoha
crisis	fear	0.766	tsietsi
hazardous	fear	0.766	kotsi
fearful	fear	0.766	e tshabehang
dangerously	fear	0.766	ka kotsi
shipwreck	fear	0.766	ho robeha ha sekepe
scary	fear	0.766	tshosa
tumor	fear	0.766	hlahala
invader	fear	0.766	mohlasedi
invade	fear	0.766	hlasela
die	fear	0.766	shoa
detonate	fear	0.766	qhomisa
violation	fear	0.766	tlolo
reprisal	fear	0.766	boiphetetso
criminal	fear	0.766	senokoane
riot	fear	0.766	moferefere
obliterate	fear	0.766	fedisitse
inferno	fear	0.766	inferno
leprosy	fear	0.766	lepera
jihad	fear	0.766	jihad
ohshit	fear	0.766	Molimo ntate
claustrophobic	fear	0.765	claustrophobic
hyperventilating	fear	0.762	hyperventilating
nightmares	fear	0.759	ditoro tse tshosang
destroyed	fear	0.754	senyehile
ghostly	fear	0.754	sepoko
treacherous	fear	0.750	bolotsana
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	litlokotsi
slavery	fear	0.750	bokhoba
cholera	fear	0.750	k'holera
anarchist	fear	0.750	setsebi sa anarchist
panic	fear	0.750	tshabo
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	maholiotsoana
wrenching	fear	0.750	ho sotha
tyranny	fear	0.750	bohatelli
imprisonment	fear	0.750	ho koalloa chankaneng
dreadful	fear	0.750	e tshabehang
agony	fear	0.750	bohloko
dangerous	fear	0.750	kotsi
obliteration	fear	0.750	phediso
projectiles	fear	0.750	projectiles
destroyer	fear	0.750	mosenyi
strangle	fear	0.750	khama
hazard	fear	0.750	kotsi
riotous	fear	0.750	morusu
accident	fear	0.750	kotsi
mortuary	fear	0.750	setsi sa bafu
anarchy	fear	0.750	pherekano
fears	fear	0.750	tšabo
malignancy	fear	0.742	bosholu
bombard	fear	0.740	qhoqhoa
cannibal	fear	0.740	motho ea jang nama
abominable	fear	0.738	e nyonyehang
depraved	fear	0.734	tshenyehile
bomber	fear	0.734	moqhobi
crash	fear	0.734	senyehile
tornado	fear	0.734	sefefo se matla
victimized	fear	0.734	hlasetsoe
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	melee
cursed	fear	0.734	rohakiloe
mutiny	fear	0.734	pherekano
dictatorship	fear	0.734	bohatelli
shoot	fear	0.734	thunya
horrible	fear	0.734	tshosang
misery	fear	0.734	mahlomola
gore	fear	0.734	selemo
paralysis	fear	0.734	ho holofala
tyrannical	fear	0.734	mohatelli
missile	fear	0.734	misaele
gun	fear	0.734	sethunya
devilish	fear	0.734	diabolose
diseased	fear	0.734	ho kula
shot	fear	0.734	thunya
mafia	fear	0.734	mafia
beast	fear	0.734	sebata
malignant	fear	0.734	malignant
scared	fear	0.734	tshohile
hostage	fear	0.734	motshwaruwa
threaten	fear	0.734	tshosa
turmoil	fear	0.733	pherekano
combat	fear	0.728	ntoa
alligator	fear	0.727	alligator
ruin	fear	0.725	tshenyeho
shooter	fear	0.722	sethunyi
contagious	fear	0.720	e a tshwaetsana
crime	fear	0.719	botlokotsebe
scream	fear	0.719	hoeletsa
injured	fear	0.719	lemala
desperation	fear	0.719	tsieleho
struggle	fear	0.719	ntoa
shock	fear	0.719	tshoso
seizure	fear	0.719	tshoaroa
lynch	fear	0.719	lynch
mortification	fear	0.719	mortification
fight	fear	0.719	ntoa
harm	fear	0.719	kotsi
emergency	fear	0.719	tshohanyetso
phobia	fear	0.719	phobia
havoc	fear	0.719	moferefere
devastating	fear	0.719	senyang
excruciating	fear	0.719	e nyarosang
casualty	fear	0.719	kotsi
miscarriage	fear	0.719	ho senyeheloa ke mpa
starvation	fear	0.719	tlala
frantically	fear	0.717	pherekano
carnage	fear	0.717	polao
standoff	fear	0.716	standoff
infestation	fear	0.716	tlhaselo
soscary	fear	0.712	soscary
panicking	fear	0.708	ho tshoha
rupture	fear	0.706	phatlola
horrid	fear	0.705	tshosang
frantic	fear	0.705	hlanya
sabotage	fear	0.703	tshenyo
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenic
freaked	fear	0.703	freaked
burial	fear	0.703	lepato
sos	fear	0.703	sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	tshohile
harrowing	fear	0.703	harrowing
aggressive	fear	0.703	e mabifi
prey	fear	0.703	phofu
gash	fear	0.703	gash
hatred	fear	0.703	lehloyo
schizophrenia	fear	0.703	schizophrenia
upheaval	fear	0.703	pherekano
armed	fear	0.703	hlometse
collapse	fear	0.703	putlama
deranged	fear	0.703	tsielehile
assailant	fear	0.703	mohlasedi
terminal	fear	0.703	Theminale
plague	fear	0.703	lefu la seoa
malevolent	fear	0.703	malevolent
psychosis	fear	0.703	psychosis
carcinoma	fear	0.703	kankere ea matšoafo
diabolical	fear	0.703	diabolosi
wrecked	fear	0.703	robehile
grisly	fear	0.703	grisly
hysterical	fear	0.703	hysterical
fugitive	fear	0.703	mophaphathehi
neurotic	fear	0.703	methapo ea kutlo
witchcraft	fear	0.703	boloi
avalanche	fear	0.703	seqhoqhoane
anguish	fear	0.703	mahlomola
cripple	fear	0.703	sehlotsa
agonizing	fear	0.703	hlabang pelo
infectious	fear	0.703	tshoaetsanoa
crocodile	fear	0.700	kwena
forcibly	fear	0.700	ka likhoka
abduction	fear	0.700	ho koeteloa
offender	fear	0.698	mofosi
mayhem	fear	0.690	moferefere
hurt	fear	0.688	bohloko
shrapnel	fear	0.688	liqhomane
beastly	fear	0.688	ka bobatana
rabid	fear	0.688	rabid
guerilla	fear	0.688	guerilla
ambush	fear	0.688	laletse
endanger	fear	0.688	kotsi
leukemia	fear	0.688	leukemia
contagion	fear	0.688	tshoaetsano
anarchism	fear	0.688	anarchism
paranoid	fear	0.688	pherekano
cadaver	fear	0.688	lesapo
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	alamo
trepidation	fear	0.688	thothomelo
blast	fear	0.688	qhoma
gory	fear	0.688	gory
cyclone	fear	0.688	leholiotsoana
brawl	fear	0.688	robotsa
hopeless	fear	0.688	hlokang tshepo
banish	fear	0.688	leleka
disease	fear	0.688	lefu
hostile	fear	0.688	bora
oppression	fear	0.688	kgatello
wounding	fear	0.688	leqeba
socialanxiety	fear	0.688	matšoenyeho a sechaba
radiation	fear	0.688	mahlaseli
gallows	fear	0.686	sefate sa sefate
coffin	fear	0.684	lekese
madness	fear	0.675	bohlanya
spook	fear	0.673	hlaba
fury	fear	0.672	khalefo
menace	fear	0.672	kotsi
perishing	fear	0.672	timelang
victim	fear	0.672	phofu
sinister	fear	0.672	sebe
thug	fear	0.672	morusu
carcass	fear	0.672	setopo
shatter	fear	0.672	pshatla
grim	fear	0.672	e nyarosang
felon	fear	0.672	tsotsi
stab	fear	0.672	hlaba
trembling	fear	0.672	thothomela
revolver	fear	0.672	revolver
militants	fear	0.672	bahlabani
dungeon	fear	0.672	teronko
outbreak	fear	0.672	ho qhoma ha lefu
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	marabe
combatant	fear	0.672	mohlabani
vermin	fear	0.672	likokoanyana
nervouswreck	fear	0.672	ho tsieleha
menacing	fear	0.672	ho tshosetsa
hurting	fear	0.672	ho utloisa bohloko
persecute	fear	0.672	hlorisa
fangs	fear	0.672	menoana
militia	fear	0.672	sesole
injury	fear	0.672	kotsi
scarier	fear	0.672	tshosang
mangle	fear	0.672	mangle
gang	fear	0.672	sehlopha sa ditlokotsebe
crushing	fear	0.672	ho thuba
eruption	fear	0.672	ho foqoha
soscared	fear	0.672	tshohile
ghost	fear	0.672	moea
awful	fear	0.672	tšabeha
abhorrent	fear	0.672	e nyonyehang
abuse	fear	0.672	tlhekefetso
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	sehlōhō
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	bohale
battered	fear	0.667	hlapa
desolation	fear	0.667	tshenyeho
pandemic	fear	0.664	sewa se seholo
cutthroat	fear	0.664	sekotlo
volcano	fear	0.663	seretse se chesang
scares	fear	0.660	tshosa
cruelly	fear	0.658	ka sehlōhō
smash	fear	0.656	pshatla
xenophobia	fear	0.656	xenophobia
typhoon	fear	0.656	sefefo
spider	fear	0.656	sekho
alarming	fear	0.656	tshosang
nefarious	fear	0.656	bohlasoa
oppressive	fear	0.656	hatellang
treason	fear	0.656	boipelaetso
neurosis	fear	0.656	neurosis
cruel	fear	0.656	sehlōhō
crazed	fear	0.656	hlanya
coma	fear	0.656	koma
stroke	fear	0.656	setorouku
tumult	fear	0.656	moferefere
fearfully	fear	0.656	ka tšabo
battlefield	fear	0.656	lebala la ntoa
emetophobia	fear	0.656	etophobia
dictator	fear	0.656	mohatelli
armament	fear	0.656	lihlomo
blizzard	fear	0.656	leholiotsoana
purgatory	fear	0.656	pelekatori
lunatic	fear	0.656	lehlanya
bully	fear	0.656	mohlekefetsi
endangered	fear	0.656	kotsing
insane	fear	0.656	bohlanya
malicious	fear	0.656	e kotsi
selfharm	fear	0.656	ho itematsa
despotic	fear	0.656	nyatseha
revenge	fear	0.656	boiphetetso
encroachment	fear	0.656	kenyeletso
shitless	fear	0.656	shitless
ruthless	fear	0.656	e hlokang mohau
debauchery	fear	0.656	bohlola
distress	fear	0.656	mahlomola
traitor	fear	0.656	lehlabaphio
punishment	fear	0.656	kotlo
radioactive	fear	0.656	radioactive
projectile	fear	0.654	projectile
flog	fear	0.653	otla
bang	fear	0.652	bang
ransom	fear	0.644	thekollo
criminality	fear	0.642	botlokotsebe
rattlesnake	fear	0.641	rattlesnake
quivering	fear	0.641	thothomela
perturbation	fear	0.641	pherekano
tumour	fear	0.641	hlahala
conflict	fear	0.641	khohlano
injurious	fear	0.641	e kotsi
vehement	fear	0.641	vehement
antichrist	fear	0.641	antikreste
isolated	fear	0.641	ka thoko
raging	fear	0.641	khalefo
aghast	fear	0.641	tshotleha
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	cantbreathe
demented	fear	0.641	dementia
dastardly	fear	0.641	dastardly
abortion	fear	0.641	ho ntša mpa
deteriorate	fear	0.641	senyeha
warlock	fear	0.641	warlock
hanging	fear	0.641	leketla
wreck	fear	0.641	senya
demise	fear	0.641	ho timela
perilous	fear	0.641	kotsi
duress	fear	0.641	kgatello
dreading	fear	0.641	ho tshoha
raptors	fear	0.641	li-raptors
haunt	fear	0.641	haunt
punished	fear	0.641	kotloetsoe
hideous	fear	0.641	e tshabehang
wildfire	fear	0.641	mollo o hlaha
scoundrel	fear	0.641	molotsana
intimidate	fear	0.641	tshosa
targeted	fear	0.641	lebisitsoe
dementia	fear	0.641	dementia
despair	fear	0.641	tsieleha
retaliation	fear	0.641	boiphetetso
bestial	fear	0.639	phoofolo
serpent	fear	0.638	noha
condemnation	fear	0.637	nyatso
fire	fear	0.636	mollo
exclusion	fear	0.636	ho behella ka thoko
armaments	fear	0.636	lihlomo
corrosive	fear	0.636	e senyang
nervousness	fear	0.627	ho tshoha
vengeful	fear	0.625	phetetso
pneumonia	fear	0.625	nyomonea
mercenary	fear	0.625	mercenary
smuggler	fear	0.625	mokgopi
repression	fear	0.625	kgatello
prison	fear	0.625	chankana
malice	fear	0.625	lonya
incarceration	fear	0.625	ho koalla
wicked	fear	0.625	kgopo
disfigured	fear	0.625	senyehile
inhuman	fear	0.625	e hlokang botho
vampire	fear	0.625	vampire
sickening	fear	0.625	ho kula
seize	fear	0.625	phamola
landslide	fear	0.625	ho ritsa ha mobu
incendiary	fear	0.625	moqhobi
thundering	fear	0.625	lialuma
ruinous	fear	0.625	tshenyeho
spiders	fear	0.625	likho
madman	fear	0.625	lehlanya
pestilence	fear	0.625	lefu la seoa
stunned	fear	0.625	hloletsoe
manic	fear	0.625	manic
turbulent	fear	0.625	morusu
combative	fear	0.625	loantsang
injure	fear	0.625	ntša kotsi
meltdown	fear	0.625	qhibiliha
infection	fear	0.625	tšoaetso
virulence	fear	0.625	virulence
sarcoma	fear	0.625	sarcoma
revolting	fear	0.625	hlabang pelo
daemon	fear	0.625	daemon
hurtful	fear	0.625	e utloisang bohloko
lunacy	fear	0.625	lehlanya
enemy	fear	0.625	sera
artillery	fear	0.625	libetsa tsa ntoa
wracking	fear	0.625	wracking
irreparable	fear	0.625	e sa lokisitsoeng
ill	fear	0.621	kula
barbarian	fear	0.620	mobarbarian
battled	fear	0.615	loanoa
plummet	fear	0.613	phokotso
blackmail	fear	0.612	bososo
darkened	fear	0.610	fifala
contaminated	fear	0.610	silafalitsoe
hangman	fear	0.610	hangman
abandonment	fear	0.609	lahla
alienation	fear	0.609	bojaki
bleeding	fear	0.609	ho tsoa madi
oblivion	fear	0.609	ho lebala
interrogation	fear	0.609	lipotso
sufferer	fear	0.609	mohlokomedi
injuring	fear	0.609	ho lematsa
despotism	fear	0.609	bonyatsi
conflagration	fear	0.609	ho chabela
illness	fear	0.609	bokudi
disintegrate	fear	0.609	qhalanya
wrath	fear	0.609	khalefo
merciless	fear	0.609	hlokang mohau
deplorable	fear	0.609	nyatsehang
insurmountable	fear	0.609	e sa hloleheng
butcher	fear	0.609	raselakha
beating	fear	0.609	ho otla
prosecute	fear	0.609	qosa
malaria	fear	0.609	malaria
rob	fear	0.609	tlatlapa
aggression	fear	0.609	tlhekefetso
injection	fear	0.609	ente
dagger	fear	0.609	thipa
infanticide	fear	0.609	polao ea masea
ogre	fear	0.609	ogre
shackle	fear	0.609	shackle
scourge	fear	0.609	lefu la seoa
oppressor	fear	0.609	mohatelli
homeless	fear	0.609	hlokang bolulo
threat	fear	0.604	tshoso
nerves	fear	0.600	methapo
firearms	fear	0.600	lithunya
raid	fear	0.600	hlasela
eviction	fear	0.596	ho lelekoa
villain	fear	0.595	molotsana
belligerent	fear	0.594	belligerant
lightning	fear	0.594	lehalima
pounding	fear	0.594	ho otlanya
shelling	fear	0.594	ho qhotsa
tremor	fear	0.594	thothomelo
possessed	fear	0.594	tshoaroa
anxiety	fear	0.594	matšoenyeho
villainous	fear	0.594	sekhopo
ominous	fear	0.594	tshosang
masochism	fear	0.594	masochism
convict	fear	0.594	moahlodi
sepsis	fear	0.594	sepsis
omen	fear	0.594	mohlolo
cardiomyopathy	fear	0.594	lefu la pelo
burglar	fear	0.594	lesholu
pain	fear	0.594	bohloko
flee	fear	0.594	baleha
restrained	fear	0.594	thibela
deceit	fear	0.594	thetso
rot	fear	0.594	bola
dragon	fear	0.594	drakone
terrible	fear	0.594	tshabeha
haze	fear	0.594	haze
tribulation	fear	0.594	matshwenyeho
torrent	fear	0.594	torrent
sickness	fear	0.594	ho kula
hypertrophy	fear	0.594	hypertrophy
fraught	fear	0.594	qhekelletse
accursed	fear	0.594	rohakiloe
casket	fear	0.594	lekese
foe	fear	0.594	sera
euthanasia	fear	0.594	euthanasia
goblin	fear	0.594	goblin
paranoia	fear	0.594	paranoia
infidel	fear	0.594	motho ea sa lumeleng
wounded	fear	0.592	lemetse
lava	fear	0.588	seretse se chesang
elimination	fear	0.588	phediso
spank	fear	0.587	shapa
hostilities	fear	0.586	bora
dismal	fear	0.584	nyatsehile
blockade	fear	0.582	thibela
punch	fear	0.580	phunya
bacteria	fear	0.578	libaktheria
sostressed	fear	0.578	sostressed
cringe	fear	0.578	qhekella
deprivation	fear	0.578	tlhokeho
abyss	fear	0.578	mohohlo
tumultuous	fear	0.578	moferefere
demoralized	fear	0.578	nyenyefaditse
stealing	fear	0.578	ho utsoa
haunted	fear	0.578	haunted
evacuate	fear	0.578	etswa
jail	fear	0.578	chankana
desecration	fear	0.578	nyeliso
dire	fear	0.578	thothomela
curse	fear	0.578	rohaka
coward	fear	0.578	lekoala
shady	fear	0.578	moriti
volatility	fear	0.578	ho hloka botsitso
surgery	fear	0.578	ho buuoa
forbidding	fear	0.578	thibelang
failure	fear	0.578	ho hloleha
infliction	fear	0.578	tsietsi
quarantine	fear	0.578	ikwalla thoko
eatingdisorders	fear	0.578	mathata a ho ja
pained	fear	0.578	bohloko
assail	fear	0.578	hlasela
dispossessed	fear	0.578	qhaqhoa
parasite	fear	0.578	likokoana-hloko
shudder	fear	0.578	thothomela
apprehensive	fear	0.578	tshohile
grizzly	fear	0.578	grizzly
clashing	fear	0.578	qabanya
hateful	fear	0.578	lehloyo
loss	fear	0.578	tahlehelo
confined	fear	0.578	koaletsoe
jeopardy	fear	0.578	tsietsi
worry	fear	0.578	tšoenyeha
angina	fear	0.578	angina
perdition	fear	0.577	tahleho
mob	fear	0.577	mokhopi
unholy	fear	0.575	e sa halaleleng
