English Word	Emotion	Emotion-Intensity-Score	Tajik Word
atrocious	disgust	0.617	ваҳшиёна
guillotine	disgust	0.617	гильотина
tetanus	disgust	0.617	кузоз
spoil	disgust	0.617	вайрон кардан
crusty	disgust	0.617	харгӯш
sickly	disgust	0.617	бемор
louse	disgust	0.617	бит
strangle	disgust	0.617	буғи кардан
betrayal	disgust	0.617	хиёнат
loathe	disgust	0.617	нафрат кардан
wench	disgust	0.617	зан
infect	disgust	0.617	сироят кардан
violently	disgust	0.609	зӯроварона
brothel	disgust	0.609	фоҳишахона
drool	disgust	0.609	рехтан
bleeding	disgust	0.609	хунравӣ
deform	disgust	0.609	деформатсия кардан
ghetto	disgust	0.609	гетто
sabotage	disgust	0.609	саботаж
venomous	disgust	0.609	заҳрнок
abhor	disgust	0.609	нафрат
slander	disgust	0.609	тухмат
hostile	disgust	0.609	душманона
musty	disgust	0.602	лӯбиё
illicit	disgust	0.602	ғайриқонунӣ
ugliness	disgust	0.602	зишт
unwashed	disgust	0.602	ношуста
swampy	disgust	0.602	ботлоќ
deprivation	disgust	0.602	маҳрумият
poaching	disgust	0.602	шикори
hag	disgust	0.602	хаг
infidel	disgust	0.602	кофир
imprisonment	disgust	0.602	зиндон
traitor	disgust	0.602	хоин
lunacy	disgust	0.602	девонаворӣ
queasiness	disgust	0.594	хастагӣ
hostility	disgust	0.594	душманй
repelling	disgust	0.594	дафъкунанда
intoxicated	disgust	0.594	мастӣ
thug	disgust	0.594	авбош
catastrophe	disgust	0.594	фалокат
lunatic	disgust	0.594	девона
misery	disgust	0.594	бадбахтӣ
venom	disgust	0.594	заҳр
butcher	disgust	0.594	Қассоб
toilet	disgust	0.594	ҳоҷатхона
blister	disgust	0.594	блистер
lurid	disgust	0.594	девона
slug	disgust	0.594	слаг
gut	disgust	0.594	руда
sinner	disgust	0.594	гунахкор
deceitful	disgust	0.594	фиребгар
epidemic	disgust	0.594	эпидемия
deteriorated	disgust	0.586	бад шуд
lavatory	disgust	0.586	ҳоҷатхона
unclean	disgust	0.586	нопок
prostitute	disgust	0.586	фоҳиша
incubus	disgust	0.586	инкубус
appalling	disgust	0.586	даҳшатовар
dreadful	disgust	0.586	даҳшатовар
pornography	disgust	0.586	порнография
harass	disgust	0.586	таъқиб кардан
squeamish	disgust	0.578	хашмгин
expulsion	disgust	0.578	рондан
unfaithful	disgust	0.578	бевафо
offensive	disgust	0.578	хучумкунанда
hypocrite	disgust	0.578	мунофик
humiliating	disgust	0.578	хоркунанда
larceny	disgust	0.578	дуздӣ
ruinous	disgust	0.578	харобкунанда
retard	disgust	0.578	акибмонда
rash	disgust	0.578	доғ
flea	disgust	0.578	бүрга
debauchery	disgust	0.578	зинокорӣ
fiend	disgust	0.578	шайтон
quagmire	disgust	0.578	ботлок
conspirator	disgust	0.578	фитнагар
sick	disgust	0.578	бемор
mangle	disgust	0.578	манга
dogsick	disgust	0.570	саг
egregious	disgust	0.570	даҳшатнок
flog	disgust	0.570	тозиёна
despise	disgust	0.570	хор кардан
treacherous	disgust	0.570	хиёнаткор
oppress	disgust	0.570	зулм кардан
swamp	disgust	0.570	ботлоқ
messy	disgust	0.570	бесарусомон
spit	disgust	0.570	туф кардан
dank	disgust	0.570	данк
bastard	disgust	0.570	Ҳаромзода
devastating	disgust	0.570	харобиовар
serpent	disgust	0.570	мор
loo	disgust	0.562	лу
indecent	disgust	0.562	ношоиста
insanity	disgust	0.562	девонаворӣ
stealing	disgust	0.562	дуздӣ
terrible	disgust	0.562	даҳшатнок
tyrannical	disgust	0.562	золим
humiliation	disgust	0.562	таҳқир
snake	disgust	0.562	мор
sloppy	disgust	0.562	суст
sinning	disgust	0.562	гуноҳ кардан
harmful	disgust	0.562	зараровар
harlot	disgust	0.562	фоҳиша
sordid	disgust	0.562	бадбахт
enemy	disgust	0.562	душман
alcoholism	disgust	0.562	майзадагӣ
awful	disgust	0.562	даҳшатнок
ruthless	disgust	0.562	бераҳм
scoundrel	disgust	0.562	харом
bloody	disgust	0.555	хунхор
flabby	disgust	0.555	суст
odious	disgust	0.555	нафратовар
beastly	disgust	0.555	ваҳшӣ
collusion	disgust	0.555	созиш
ridicule	disgust	0.555	масхара кардан
discriminating	disgust	0.555	табъизкунанда
unattractive	disgust	0.555	љолиб
insufferable	disgust	0.555	тоқатнопазир
segregate	disgust	0.555	ҷудо кардан
arsenic	disgust	0.555	мышьяк
threatening	disgust	0.555	таҳдид кардан
atrophy	disgust	0.555	атрофия
varicella	disgust	0.555	варикелла
slayer	disgust	0.555	қотил
distaste	disgust	0.555	нафрат
coward	disgust	0.555	тарсончак
robbery	disgust	0.555	ғоратгарӣ
wickedness	disgust	0.555	бадкорӣ
anathema	disgust	0.547	анатема
malevolent	disgust	0.547	бадхоҳ
sty	disgust	0.547	ст
pillage	disgust	0.547	горат кардан
thief	disgust	0.547	дузд
suffocating	disgust	0.547	нафасгиркунанда
condemnation	disgust	0.547	маҳкумият
deleterious	disgust	0.547	зараровар
slur	disgust	0.547	дашном
purgatory	disgust	0.547	поксозӣ
attacking	disgust	0.547	хучум кардан
burglar	disgust	0.547	дузд
ogre	disgust	0.547	дев
coercion	disgust	0.547	маҷбур кардан
vesicular	disgust	0.547	везикулярӣ
miserable	disgust	0.547	бадбахт
bitterly	disgust	0.547	талх
sneer	disgust	0.539	тамасхур
greedy	disgust	0.539	хасис
gob	disgust	0.539	гов
repellant	disgust	0.539	рафъкунанда
jealous	disgust	0.539	ҳасад
drunken	disgust	0.539	масти
shame	disgust	0.539	шарм
thrash	disgust	0.539	зарба задан
fatty	disgust	0.539	фарбеҳ
liar	disgust	0.539	дурӯғгӯй
imprisoned	disgust	0.539	зиндонӣ шудааст
sloth	disgust	0.539	танбал
repudiation	disgust	0.539	рад кардан
disgrace	disgust	0.539	нангин
infidelity	disgust	0.539	бевафой
pig	disgust	0.539	хук
lethal	disgust	0.536	марговар
burnt	disgust	0.531	сӯхт
brawl	disgust	0.531	занозанӣ
withered	disgust	0.531	пажмурда
blemish	disgust	0.531	доғ
hydrocephalus	disgust	0.531	гидросефалия
aberration	disgust	0.531	аберация
smuggler	disgust	0.531	қочоқчӣ
painful	disgust	0.531	дардовар
condescension	disgust	0.531	таҳаммулпазирӣ
intolerant	disgust	0.531	таҳаммулнопазир
blasphemous	disgust	0.531	куфр
lying	disgust	0.531	дурӯғгӯй
hanging	disgust	0.531	овезон
travesty	disgust	0.531	фоҳиша
ruined	disgust	0.531	вайрон
intrusive	disgust	0.531	дахолаткунанда
disintegrate	disgust	0.531	пароканда шудан
destructive	disgust	0.531	харобиовар
neurotic	disgust	0.531	невротикӣ
disparaging	disgust	0.523	бадномкунанда
blighted	disgust	0.523	бадбахт
intolerance	disgust	0.523	таҳаммулнопазирӣ
mistress	disgust	0.523	хонум
avarice	disgust	0.523	хасис
disgraced	disgust	0.523	расво шуда
derogation	disgust	0.523	истисно
rubbish	disgust	0.523	ахлот
accusation	disgust	0.523	айбнома
incarceration	disgust	0.523	ба ҳабс гирифтан
tortious	disgust	0.516	азобкаш
dishonor	disgust	0.516	нангу номус
stink	disgust	0.516	бадбӯй
grim	disgust	0.516	даҳшатнок
rob	disgust	0.516	ғорат кардан
defraud	disgust	0.516	фиреб додан
sump	disgust	0.516	қубур
cringe	disgust	0.516	гиря кардан
vulture	disgust	0.516	гусфанд
deplorable	disgust	0.516	таассуфовар
mite	disgust	0.516	фулус
eradication	disgust	0.516	нест кардан
degrade	disgust	0.516	таназзул
gutter	disgust	0.516	ҷӯйбор
convict	disgust	0.516	маҳкумшуда
remains	disgust	0.516	боқӣ мемонад
betray	disgust	0.516	хиёнат кардан
daemon	disgust	0.516	демон
sham	disgust	0.509	шам
distasteful	disgust	0.508	нохушоянд
prisoner	disgust	0.508	маҳбус
dreadfully	disgust	0.508	даҳшатнок
worthless	disgust	0.508	беарзиш
crude	disgust	0.508	хом
delirium	disgust	0.508	делириум
incurable	disgust	0.508	табобатнашаванда
smelling	disgust	0.508	бӯй кардан
idiocy	disgust	0.508	аблаҳӣ
resentment	disgust	0.508	кина
bombed	disgust	0.508	бомбаборон карда шуд
blob	disgust	0.508	blob
cheat	disgust	0.508	фиреб додан
schizophrenia	disgust	0.508	шизофрения
rejection	disgust	0.508	рад кардан
belittle	disgust	0.508	паст кардан
glut	disgust	0.508	пурхӯрӣ
disaster	disgust	0.508	фалокат
distress	disgust	0.508	мусибат
pest	disgust	0.508	ҳашароти зараррасон
endemic	disgust	0.508	эндемикӣ
theft	disgust	0.500	дуздӣ
banish	disgust	0.500	рондан
mire	disgust	0.500	лой
flagrant	disgust	0.500	ошкоро
derision	disgust	0.500	тамасхур
dirt	disgust	0.500	лой
screaming	disgust	0.500	дод зада
offense	disgust	0.500	хафагӣ
jealousy	disgust	0.500	рашк
bribery	disgust	0.500	порахурй
polemic	disgust	0.500	полемикӣ
blight	disgust	0.500	бадбахтӣ
impeach	disgust	0.500	айбдор кардан
bitterness	disgust	0.500	талхӣ
taboo	disgust	0.500	мамнӯъ
duress	disgust	0.500	маҷбур кардан
goblin	disgust	0.500	гоблин
shackle	disgust	0.500	занҷир
idolatry	disgust	0.500	бутпарастӣ
greed	disgust	0.500	хасис
impurity	disgust	0.500	наҷосат
tirade	disgust	0.500	тирад
idiot	disgust	0.492	ахмак
boil	disgust	0.492	напазед
unconscionable	disgust	0.492	бевиҷдон
disreputable	disgust	0.492	беобрӯ
robber	disgust	0.492	горатгар
malign	disgust	0.492	бадном
wreck	disgust	0.492	фалокат
recession	disgust	0.492	таназзул
gorge	disgust	0.492	дара
leer	disgust	0.492	овора
ill	disgust	0.492	бемор
squirm	disgust	0.492	гиря кардан
raging	disgust	0.484	хашмгин
servile	disgust	0.484	хизматгор
mess	disgust	0.484	бесарусомонӣ
nappy	disgust	0.484	папка
possessed	disgust	0.484	соҳиби
unbearable	disgust	0.484	токатнопазир
occult	disgust	0.484	сеҳру ҷоду
contraband	disgust	0.484	контрабанда
snarl	disgust	0.484	гиря кардан
mutiny	disgust	0.484	шуриш
mad	disgust	0.484	девона
affliction	disgust	0.484	мусибат
stain	disgust	0.484	доғ
animosity	disgust	0.484	адоват
contempt	disgust	0.484	нафрат
tramp	disgust	0.484	саргардон
nepotism	disgust	0.484	непотизм
disrespectful	disgust	0.484	беэҳтиромӣ
defamation	disgust	0.484	бадном кардан
inexcusable	disgust	0.484	узрнопазир
aversation	disgust	0.484	нафрат
wasteful	disgust	0.484	исрофкор
offender	disgust	0.484	ҷинояткор
subjugation	disgust	0.484	мутеъ шудан
illegality	disgust	0.477	ғайриқонунӣ
dismal	disgust	0.477	ғамгин
criminal	disgust	0.477	чинояткор
unpleasant	disgust	0.477	ногувор
palsy	disgust	0.477	фалаҷ
antagonistic	disgust	0.477	антагонистй
pathetic	disgust	0.477	бадбахтона
uncaring	disgust	0.477	бепарво
suppression	disgust	0.477	пахш кардан
immorality	disgust	0.477	бадахлокй
mockery	disgust	0.477	тамасхур
outrage	disgust	0.469	хашму газаб
mocking	disgust	0.469	масхара кардан
wallow	disgust	0.469	овезон
cough	disgust	0.469	сулфа
arrogant	disgust	0.469	магрур
angry	disgust	0.469	хашмгин
poverty	disgust	0.469	камбизоатӣ
grating	disgust	0.469	торча
livid	disgust	0.469	ливид
aggravation	disgust	0.469	шиддатнокӣ
repellent	disgust	0.469	дафъкунанда
perspiration	disgust	0.469	арақ
banishment	disgust	0.469	бадарга кардан
furious	disgust	0.469	хашмгин
shoddy	disgust	0.469	паст
banshee	disgust	0.469	банши
deceive	disgust	0.461	фиреб додан
fool	disgust	0.461	аблаҳ
quack	disgust	0.461	шак
distorted	disgust	0.461	таҳрифшуда
spider	disgust	0.461	тортанак
unjustifiable	disgust	0.461	беасос
deplore	disgust	0.461	таассуф кардан
spurious	disgust	0.461	қалбакӣ
perdition	disgust	0.461	ҳалокат
muddy	disgust	0.461	лойолуд
fraudulent	disgust	0.461	қаллобӣ
scar	disgust	0.461	захм
prick	disgust	0.461	шикан
insulting	disgust	0.461	таҳқиромез
plunder	disgust	0.461	горат кардан
recklessness	disgust	0.461	бепарвоӣ
stigma	disgust	0.453	стигма
disparage	disgust	0.453	бадном кардан
unthinkable	disgust	0.453	тасаввурнашаванда
disingenuous	disgust	0.453	беинсоф
bane	disgust	0.453	бало
dishonest	disgust	0.453	бевиҷдон
aphid	disgust	0.453	aphid
elimination	disgust	0.453	бартараф кардан
cur	disgust	0.453	кур
selfish	disgust	0.453	худпараст
eschew	disgust	0.453	саркашӣ кардан
dire	disgust	0.453	даҳшатнок
indignation	disgust	0.453	хашму газаб
antipathy	disgust	0.453	антипатия
alienate	disgust	0.453	бегона кардан
mosquito	disgust	0.445	магас
