English Word	Emotion	Emotion-Intensity-Score	Polish Word
separatist	disgust	0.430	separatystyczny
trickery	disgust	0.430	naciągnięcie
falsity	disgust	0.430	fałsz
pall	disgust	0.430	całun
defiance	disgust	0.430	bunt
incredulous	disgust	0.430	niedowierzający
curse	disgust	0.430	przekleństwo
pompous	disgust	0.422	pompatyczny
socialist	disgust	0.422	socjalista
mistrust	disgust	0.422	nieufność
infantile	disgust	0.422	infantylny
wasting	disgust	0.422	zmarnowanie
hairy	disgust	0.422	włochaty
nicotine	disgust	0.422	nikotyna
denunciation	disgust	0.422	wypowiedzenie
collapse	disgust	0.422	upadek
untidy	disgust	0.422	nieporządny
ferocious	disgust	0.422	srogi
ammonia	disgust	0.422	amoniak
carelessness	disgust	0.422	nieostrożność
impure	disgust	0.422	zanieczyszczony
contentious	disgust	0.422	sporny
bum	disgust	0.422	tyłek
affront	disgust	0.422	afront
offend	disgust	0.422	obrazić
tarnish	disgust	0.422	plamić
idiotic	disgust	0.422	idiotyczny
badness	disgust	0.422	niegodziwość
delinquent	disgust	0.422	przestępca
swarm	disgust	0.422	rój
hypertrophy	disgust	0.422	hipertrofia
gush	disgust	0.422	wytrysk
tasteless	disgust	0.422	bez smaku
bovine	disgust	0.422	wołowy
slush	disgust	0.422	breja
litigious	disgust	0.414	sporny
dishonesty	disgust	0.414	nieuczciwość
vegetative	disgust	0.414	wegetatywny
unfavorable	disgust	0.414	niekorzystny
displacency	disgust	0.414	przemieszczenie
illegitimate	disgust	0.414	nieślubny
sour	disgust	0.414	kwaśny
socialism	disgust	0.414	socjalizm
disobey	disgust	0.414	być nieposłusznym
drivel	disgust	0.414	brednia
vampire	disgust	0.414	wampir
neglected	disgust	0.414	zaniedbany
murky	disgust	0.414	mroczny
ignorant	disgust	0.406	nieświadomy
disgruntled	disgust	0.406	niezadowolony
discontinuity	disgust	0.406	Nieciągłość
dislike	disgust	0.406	nie lubić
unlawful	disgust	0.406	bezprawny
wrongdoing	disgust	0.406	wykroczenie
shoplifting	disgust	0.406	kradzież sklepowa
recidivism	disgust	0.406	recydywa
outcast	disgust	0.406	wyrzutek
bogus	disgust	0.406	podrobiony
displeasure	disgust	0.406	niezadowolenie
repel	disgust	0.406	odpychać
falsify	disgust	0.406	fałszować
ungrateful	disgust	0.406	niewdzięczny
unkind	disgust	0.406	niedobry
phony	disgust	0.406	fałszywy
prosecution	disgust	0.406	oskarżenie
woe	disgust	0.398	Biada
averse	disgust	0.398	niechętny
loon	disgust	0.398	gbur
worsening	disgust	0.398	pogorszenie
paucity	disgust	0.398	niedostatek
unnatural	disgust	0.398	nienaturalny
amphetamines	disgust	0.398	amfetaminy
senseless	disgust	0.398	bezsensowny
rigor	disgust	0.398	rygor
subvert	disgust	0.398	obalić
failure	disgust	0.398	awaria
lick	disgust	0.398	lizać
unruly	disgust	0.398	niesforny
woefully	disgust	0.398	przygnębiający
stingy	disgust	0.398	skąpy
crushing	disgust	0.398	miażdżący
disdain	disgust	0.398	pogarda
insult	disgust	0.393	zniewaga
averseness	disgust	0.391	niechęć
disrelish	disgust	0.391	nieprzyjemny
punished	disgust	0.391	ukarany
critter	disgust	0.391	zwierzak
damage	disgust	0.391	szkoda
scorpion	disgust	0.391	Skorpion
diatribe	disgust	0.391	diatryba
muff	disgust	0.391	mufka
farcical	disgust	0.391	farsowy
antisocial	disgust	0.391	antyspołeczny
hardened	disgust	0.391	utwardzony
punishment	disgust	0.391	kara
bad	disgust	0.391	zły
expel	disgust	0.391	usunąć
surly	disgust	0.383	gburowaty
lament	disgust	0.383	lament
illiterate	disgust	0.383	analfabeta
divorce	disgust	0.383	rozwód
teeming	disgust	0.383	ludny
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	eksmisja
orc	disgust	0.383	ork
disappoint	disgust	0.383	zawieść
shabby	disgust	0.383	brudny
presumptuous	disgust	0.383	arogancki
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	niezgoda
guilt	disgust	0.383	wina
fugitive	disgust	0.383	zbieg
irrational	disgust	0.383	irracjonalny
adder	disgust	0.383	sumator
fulsome	disgust	0.383	przesadny
sacrifices	disgust	0.383	ofiary
hypocritical	disgust	0.383	obłudny
shock	disgust	0.375	zaszokować
alienation	disgust	0.375	alienacja
scoff	disgust	0.375	szydzić
plight	disgust	0.375	sytuacja
irritation	disgust	0.375	podrażnienie
unworthy	disgust	0.375	niegodny
misconduct	disgust	0.375	złe prowadzenie się
defective	disgust	0.375	wadliwy
blame	disgust	0.375	winić
depressing	disgust	0.375	przygnębiający
dislocated	disgust	0.375	zwichnięty
irritating	disgust	0.375	irytujący
vainly	disgust	0.367	na próżno
toad	disgust	0.367	ropucha
powerless	disgust	0.367	bezsilny
coerce	disgust	0.367	przymusić
shuddering	disgust	0.367	drżący
stripped	disgust	0.367	obnażony
revoke	disgust	0.367	unieważnić
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	niezdrowy
exclusion	disgust	0.367	wykluczenie
disillusionment	disgust	0.367	rozczarowanie
blatant	disgust	0.367	krzykliwy
hurtful	disgust	0.367	bolesny
hoax	disgust	0.367	żart
wimp	disgust	0.367	mięczak
cad	disgust	0.367	cham
pitfall	disgust	0.367	pułapka
squelch	disgust	0.367	chlupotać
deserted	disgust	0.359	opustoszały
damn	disgust	0.359	cholerny
incompatible	disgust	0.359	niekompatybilny
dispose	disgust	0.359	dysponować
oddity	disgust	0.359	kuriozum
rebellion	disgust	0.359	bunt
ineptitude	disgust	0.359	niestosowność
bug	disgust	0.359	błąd
disobedience	disgust	0.359	nieposłuszeństwo
inept	disgust	0.352	niedorzeczny
litigate	disgust	0.352	procesować się
dismissal	disgust	0.352	zwolnienie
cutting	disgust	0.352	ciąć
untoward	disgust	0.352	przewrotny
displeased	disgust	0.352	niezadowolony
censor	disgust	0.352	cenzor
ridiculous	disgust	0.352	śmieszny
compost	disgust	0.352	kompost
frustrate	disgust	0.352	paraliżować
misbehavior	disgust	0.352	sprawka
lawyer	disgust	0.352	prawnik
crushed	disgust	0.352	zgnieciony
flesh	disgust	0.352	ciało
uncertain	disgust	0.352	niepewny
obi	disgust	0.352	obi
flinch	disgust	0.352	wzdrygnąć się
fierce	disgust	0.352	dziki
wrongful	disgust	0.352	bezprawny
depreciate	disgust	0.344	deprecjonować
disapprove	disgust	0.344	potępiać
tearful	disgust	0.344	płaczliwy
grumble	disgust	0.336	narzekać
unsettled	disgust	0.336	zaburzony
annoy	disgust	0.336	drażnić
exigent	disgust	0.336	wymagający
heartsick	disgust	0.336	chore serce
lawsuit	disgust	0.336	pozew sądowy
discoloration	disgust	0.336	odbarwienie
lumpy	disgust	0.336	grudkowaty
daft	disgust	0.336	stuknięty
blunder	disgust	0.336	pomyłka
discontent	disgust	0.336	niezadowolenie
bickering	disgust	0.336	sprzeczka
thoughtless	disgust	0.336	bezmyślny
disliked	disgust	0.336	nielubiany
disinclination	disgust	0.336	niechęć
distrust	disgust	0.336	nieufność
disallowed	disgust	0.336	niedozwolone
instability	disgust	0.328	niestabilność
hydrophobia	disgust	0.328	wodowstręt
whine	disgust	0.328	skomleć
inhibit	disgust	0.328	hamować
excluded	disgust	0.328	wyłączony
provoking	disgust	0.328	irytujący
grievance	disgust	0.328	skarga
unmanageable	disgust	0.328	krnąbrny
sly	disgust	0.328	chytry
exasperation	disgust	0.328	rozdrażnienie
cacophony	disgust	0.328	kakofonia
unsatisfactory	disgust	0.328	niedostateczny
disappointed	disgust	0.328	rozczarowany
materialist	disgust	0.328	materialista
misleading	disgust	0.321	zwodniczy
mishap	disgust	0.320	nieszczęście
soot	disgust	0.320	sadza
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	zrzec się
annoyance	disgust	0.320	kłopot
disapproving	disgust	0.320	krzywy
disservice	disgust	0.320	niedźwiedzia przysługa
reproach	disgust	0.320	zarzut
confined	disgust	0.320	ograniczony
unequal	disgust	0.320	nierówny
rags	disgust	0.320	łachmany
groan	disgust	0.320	jęk
soil	disgust	0.312	gleba
inappropriate	disgust	0.312	nieodpowiedni
criticize	disgust	0.312	krytykować
disincline	disgust	0.312	niechęć
theism	disgust	0.312	teizm
depreciated	disgust	0.312	amortyzowane
inconsiderate	disgust	0.312	nieuprzejmy
overpriced	disgust	0.312	zawyżone
stomach	disgust	0.312	żołądek
burke	disgust	0.312	burke
sneeze	disgust	0.312	kichać
gall	disgust	0.305	żółć
bang	disgust	0.305	huk
inadmissible	disgust	0.305	niedopuszczalny
unfriendly	disgust	0.305	nieprzyjazny
unaccountable	disgust	0.305	niezrozumiały
disparity	disgust	0.305	różnica
latent	disgust	0.305	utajony
disliking	disgust	0.305	nie lubić
shack	disgust	0.305	buda
grumpy	disgust	0.305	zrzędliwy
coop	disgust	0.304	kooperacja
disappointment	disgust	0.297	rozczarowanie
scold	disgust	0.297	nakrzyczeć
delay	disgust	0.297	opóźnienie
congress	disgust	0.297	kongres
growling	disgust	0.297	warczenie
backwards	disgust	0.297	wstecz
soreness	disgust	0.297	ból
disregarded	disgust	0.297	pominięte
rogue	disgust	0.297	łobuz
lonely	disgust	0.297	samotny
notoriety	disgust	0.289	rozgłos
catechism	disgust	0.289	katechizm
flop	disgust	0.289	brzdęknięcie
infamous	disgust	0.289	niesławny
janitor	disgust	0.289	dozorca
nettle	disgust	0.289	pokrzywa
saturated	disgust	0.281	nasycony
prohibited	disgust	0.281	zabroniony
gaby	disgust	0.281	dureń
wince	disgust	0.281	grymas twarzy
desist	disgust	0.281	odstąpić
unfair	disgust	0.281	niesprawiedliwy
aftermath	disgust	0.281	następstwa
remiss	disgust	0.281	niedbały
tribunal	disgust	0.273	trybunał
discolored	disgust	0.273	przebarwiony
wrangling	disgust	0.273	kłótnie
uneasy	disgust	0.273	niespokojny
huff	disgust	0.273	irytacja
weird	disgust	0.266	dziwny
impolite	disgust	0.266	nieuprzejmy
swig	disgust	0.266	haust
crawl	disgust	0.266	czołgać się
unsatisfied	disgust	0.266	niezadowolony
inefficiency	disgust	0.266	nieskuteczność
frantic	disgust	0.266	oszalały
bureaucrat	disgust	0.266	biurokrata
politic	disgust	0.266	polityczny
coldness	disgust	0.266	chłód
gruff	disgust	0.258	gburowaty
octopus	disgust	0.258	ośmiornica
chagrin	disgust	0.258	zmartwienie
barrow	disgust	0.258	kurhan
copycat	disgust	0.258	naśladowca
incase	disgust	0.258	w razie
rascal	disgust	0.258	szelma
sarcasm	disgust	0.258	sarkazm
instinctive	disgust	0.258	instynktowny
misconception	disgust	0.250	nieporozumienie
disinclined	disgust	0.250	niechętny
john	disgust	0.250	Jan
hulk	disgust	0.250	ponton
baboon	disgust	0.250	pawian
shanghai	disgust	0.250	Szanghaj
cupping	disgust	0.250	bańki
lose	disgust	0.250	stracić
rook	disgust	0.242	wieża
entangled	disgust	0.242	uwikłany
gratuitous	disgust	0.242	darmowy
scrub	disgust	0.242	zarośla
opponent	disgust	0.242	przeciwnik
tariff	disgust	0.242	taryfa
questionable	disgust	0.234	wątpliwy
prolong	disgust	0.234	przedłużać
reluctance	disgust	0.234	niechęć
lagging	disgust	0.234	otulina
misstatement	disgust	0.234	nieprawidłowość
resign	disgust	0.234	rezygnować
unlucky	disgust	0.234	nieszczęśliwy
backwardness	disgust	0.234	zacofanie
ineffectual	disgust	0.227	nieudolny
disqualified	disgust	0.227	zdyskwalifikowany
subsidy	disgust	0.227	subsydium
reversal	disgust	0.227	odwrócenie
default	disgust	0.227	domyślna
fussy	disgust	0.227	wybredny
unpopular	disgust	0.227	niepopularny
petroleum	disgust	0.219	ropa naftowa
intense	disgust	0.219	intensywny
evade	disgust	0.219	uchylać się
frowning	disgust	0.219	marszcząc brwi
weight	disgust	0.219	waga
dame	disgust	0.219	dama
donkey	disgust	0.211	osioł
actionable	disgust	0.211	zaskarżalny
tawny	disgust	0.211	opalony
unhappy	disgust	0.211	nieszczęśliwy
dandy	disgust	0.203	elegant
birch	disgust	0.203	brzozowy
speck	disgust	0.203	plamka
hood	disgust	0.203	kaptur
owing	disgust	0.203	należny
desert	disgust	0.203	pustynia
indifference	disgust	0.203	obojętność
awkwardness	disgust	0.203	nieporadność
rave	disgust	0.203	zachwycać się
gnome	disgust	0.203	gnom
inconvenient	disgust	0.203	niewygodny
howl	disgust	0.195	wycie
dabbling	disgust	0.195	gadać
morals	disgust	0.195	moralność
misguided	disgust	0.195	błędny
airs	disgust	0.195	wietrzy
gelatin	disgust	0.195	żelatyna
fleece	disgust	0.195	runo
monochrome	disgust	0.195	monochromia
lush	disgust	0.188	bujny
celebrity	disgust	0.188	sława
avoid	disgust	0.188	unikać
gent	disgust	0.188	pan
stalemate	disgust	0.188	pat
lesser	disgust	0.188	pomniejszy
sunk	disgust	0.180	zatopiony
nose	disgust	0.180	nos
laughable	disgust	0.180	śmieszny
claimant	disgust	0.180	pretendent
possession	disgust	0.180	posiadanie
larger	disgust	0.164	większy
pregnancy	disgust	0.164	ciąża
thrift	disgust	0.164	oszczędność
undoubted	disgust	0.164	niewątpliwy
mouthful	disgust	0.164	łyk
hoot	disgust	0.164	trąbienie
sentence	disgust	0.156	wyrok
misplace	disgust	0.156	zapodziać
clamor	disgust	0.156	krzyk
parrot	disgust	0.156	papuga
obliging	disgust	0.156	uczynny
nameless	disgust	0.148	bezimienny
bummer	disgust	0.148	porażka
elf	disgust	0.141	elf
feeling	disgust	0.141	uczucie
excellence	disgust	0.141	doskonałość
gray	disgust	0.133	szary
asymmetry	disgust	0.133	asymetria
turn	disgust	0.133	skręcać
clumsy	disgust	0.133	niezdarny
stall	disgust	0.133	stoisko
bran	disgust	0.125	otręby
finally	disgust	0.125	wreszcie
lord	disgust	0.125	Lord
nurture	disgust	0.117	wychowanie
savor	disgust	0.117	smak
cove	disgust	0.117	zatoczka
winning	disgust	0.109	zwycięski
lemon	disgust	0.109	cytrynowy
powerful	disgust	0.102	potężny
glitter	disgust	0.094	brokat
interior	disgust	0.086	wnętrze
mind	disgust	0.086	umysł
interested	disgust	0.078	zainteresowany
treat	disgust	0.078	leczyć
abundance	disgust	0.078	obfitość
honest	disgust	0.055	uczciwy
kite	disgust	0.055	latawiec
humble	disgust	0.047	pokorny
tree	disgust	0.039	drzewo
torture	fear	0.984	torturować
terrorist	fear	0.972	terrorysta
terrorists	fear	0.969	terroryści
horrific	fear	0.969	przerażający
terrorism	fear	0.969	terroryzm
suicidebombing	fear	0.967	zamachy samobójcze
kill	fear	0.962	zabić
homicidal	fear	0.959	morderczy
catastrophe	fear	0.953	katastrofa
annihilate	fear	0.953	zniszczyć
murderer	fear	0.953	morderca
terror	fear	0.953	terror
dying	fear	0.948	umierający
war	fear	0.942	wojna
bombing	fear	0.938	bombardowanie
bomb	fear	0.935	bomba
missiles	fear	0.934	pociski
horror	fear	0.923	przerażenie
brutality	fear	0.922	brutalność
terrorize	fear	0.922	terroryzować
horrified	fear	0.922	przerażony
bloodthirsty	fear	0.922	krwiożerczy
murderous	fear	0.920	morderczy
massacre	fear	0.911	masakra
terrifying	fear	0.906	przerażający
fatality	fear	0.906	śmiertelność
horrifying	fear	0.906	przerażające
demon	fear	0.906	Demon
mutilation	fear	0.906	okaleczenie
killing	fear	0.906	zabicie
holocaust	fear	0.906	całopalenie
assassinate	fear	0.906	dokonać zamachu
terrified	fear	0.906	przerażony
devastation	fear	0.906	dewastacja
murder	fear	0.906	morderstwo
horrors	fear	0.906	horrory
suicidal	fear	0.898	samobójczy
assault	fear	0.891	napaść
kidnap	fear	0.891	porwać kogoś
slaughter	fear	0.891	ubój
crucifixion	fear	0.891	ukrzyżowanie
doomed	fear	0.888	stracony
poisoned	fear	0.886	zatruty
suicide	fear	0.879	samobójstwo
explosion	fear	0.879	eksplozja
deadly	fear	0.875	śmiertelnie
assassin	fear	0.875	morderca
annihilation	fear	0.875	unicestwienie
savagery	fear	0.875	dzikość
disaster	fear	0.875	katastrofa
threatening	fear	0.875	groźny
slaughtering	fear	0.875	ubój
disastrous	fear	0.875	fatalny
dismemberment	fear	0.875	amputacja
suffocation	fear	0.875	uduszenie
rape	fear	0.870	rzepak
hell	fear	0.860	piekło
homicide	fear	0.859	zabójstwo
molestation	fear	0.859	molestowanie
bloodshed	fear	0.859	rozlew krwi
barbaric	fear	0.859	barbarzyński
explosive	fear	0.859	materiał wybuchowy
warfare	fear	0.859	działania wojenne
ihatespiders	fear	0.859	Nienawidzę pająków
tragedy	fear	0.859	tragedia
anthrax	fear	0.859	wąglik
demonic	fear	0.859	demoniczny
executioner	fear	0.859	kat
dread	fear	0.859	strach
guillotine	fear	0.859	gilotyna
attacking	fear	0.859	napadający
peril	fear	0.859	niebezpieczeństwo
slaughterhouse	fear	0.859	rzeźnia
annihilated	fear	0.859	unicestwiony
suffocating	fear	0.858	duszący się
treachery	fear	0.856	zdrada
fright	fear	0.853	strach
monster	fear	0.844	potwór
traumatic	fear	0.844	traumatyczny
abomination	fear	0.844	wstręt
apocalypse	fear	0.844	apokalipsa
slayer	fear	0.844	pogromca
scare	fear	0.844	przestraszyć
morgue	fear	0.844	kostnica
painful	fear	0.844	bolesny
frightened	fear	0.844	przerażony
vengeance	fear	0.844	zemsta
scariest	fear	0.844	najstraszniejszy
destroying	fear	0.844	niszcząc
execution	fear	0.844	wykonanie
panicked	fear	0.844	spanikowany
petrified	fear	0.844	skamieniały
afraid	fear	0.844	przestraszony
frightening	fear	0.844	przerażający
drown	fear	0.844	utopić
bombardment	fear	0.844	bombardowanie
death	fear	0.843	śmierć
chaos	fear	0.839	chaos
ghastly	fear	0.836	upiorny
evil	fear	0.833	zło
intruder	fear	0.828	intruz
hellish	fear	0.828	piekielny
brutal	fear	0.828	brutalny
cancer	fear	0.828	nowotwór
devil	fear	0.828	diabeł
grenade	fear	0.828	granat
eradication	fear	0.828	likwidacja
frighten	fear	0.828	przestraszyć
explode	fear	0.828	eksplodować
assassination	fear	0.828	zamach
fatal	fear	0.828	fatalny
paralyze	fear	0.828	sparaliżować
gunmen	fear	0.828	bandyci
violently	fear	0.828	gwałtownie
nightmare	fear	0.828	koszmar
doomsday	fear	0.828	Dzień Sądu Ostatecznego
doom	fear	0.828	los
manslaughter	fear	0.828	zabójstwo
fear	fear	0.828	strach
kidnapped	fear	0.828	porwany
trauma	fear	0.828	uraz
morbidity	fear	0.820	zachorowalność
crippling	fear	0.817	kaleka
savage	fear	0.814	okrutny
shooting	fear	0.812	strzelanie
quake	fear	0.812	drżeć
poisonous	fear	0.812	trujący
damnation	fear	0.812	potępienie
violence	fear	0.812	przemoc
destructive	fear	0.812	destrukcyjny
aggressor	fear	0.812	agresor
suffering	fear	0.812	cierpienie
violent	fear	0.812	brutalny
frightful	fear	0.812	straszny
crushed	fear	0.812	zgnieciony
earthquake	fear	0.812	trzęsienie ziemi
heartattack	fear	0.812	atak serca
hurricane	fear	0.811	huragan
imprisoned	fear	0.811	uwięziony
exterminate	fear	0.810	wyniszczać
fearing	fear	0.808	bojąc się
hemorrhage	fear	0.807	krwotok
torment	fear	0.806	dręczyć
lethal	fear	0.806	śmiertelny
venom	fear	0.804	jad
claustrophobia	fear	0.803	klaustrofobia
snakes	fear	0.802	węże
danger	fear	0.802	zagrożenie
exorcism	fear	0.800	egzorcyzm
obliterated	fear	0.800	zatarte
robbery	fear	0.800	rozbój
terrifies	fear	0.798	przeraża
cyanide	fear	0.797	cyjanek
incurable	fear	0.797	nieuleczalny
anxietyattack	fear	0.797	atak niepokoju
mortality	fear	0.797	śmiertelność
attack	fear	0.797	atak
monstrosity	fear	0.797	potworność
extermination	fear	0.797	eksterminacja
bombers	fear	0.797	bombowce
harmful	fear	0.797	szkodliwy
persecution	fear	0.797	prześladowanie
biggestfear	fear	0.797	największy strach
poison	fear	0.797	zatruć
cruelty	fear	0.797	okrucieństwo
hysteria	fear	0.797	histeria
destruction	fear	0.797	zniszczenie
dreadfully	fear	0.796	piekielnie
arson	fear	0.794	podpalenie
devastate	fear	0.792	niszczyć
tyrant	fear	0.788	tyran
warcrimes	fear	0.785	przestępstwa wojenne
perish	fear	0.784	zginąć
feared	fear	0.782	przestraszony
maniac	fear	0.781	maniak
bloody	fear	0.781	krwawy
freakingout	fear	0.781	wariować
warlike	fear	0.781	wojowniczy
rampage	fear	0.781	szał
screaming	fear	0.781	krzyczeć
lifeless	fear	0.781	bez życia
enslaved	fear	0.781	zniewolony
venomous	fear	0.781	jadowity
snake	fear	0.776	wąż
epidemic	fear	0.776	epidemia
panicattack	fear	0.774	atak paniki
crisis	fear	0.766	kryzys
hazardous	fear	0.766	niebezpieczny
fearful	fear	0.766	straszliwy
dangerously	fear	0.766	niebezpiecznie
shipwreck	fear	0.766	Wrak statku
scary	fear	0.766	straszny
tumor	fear	0.766	guz
invader	fear	0.766	najeźdźca
invade	fear	0.766	najechać
die	fear	0.766	umierać
