English Word	Emotion	Emotion-Intensity-Score	Latvian Word
incestuous	disgust	0.859	incestīvs
sewerage	disgust	0.859	kanalizācija
filth	disgust	0.859	netīrība
bigot	disgust	0.859	lielinieks
rancid	disgust	0.859	sasmacis
infestation	disgust	0.852	invāzija
plague	disgust	0.852	mēris
holocaust	disgust	0.852	holokausts
bloodthirsty	disgust	0.852	asinskārs
rotting	disgust	0.844	pūšana
fecal	disgust	0.844	fekālijas
maggot	disgust	0.844	tārps
feces	disgust	0.844	fekālijām
murder	disgust	0.839	slepkavība
asshole	disgust	0.836	dupsis
homicide	disgust	0.836	slepkavība
enslaved	disgust	0.836	paverdzināts
infanticide	disgust	0.836	zīdaiņu slepkavība
perverted	disgust	0.828	perverss
excretion	disgust	0.828	izdalīšanos
gore	disgust	0.828	gore
slaughtering	disgust	0.828	kaušana
torture	disgust	0.828	spīdzināšanu
contaminate	disgust	0.821	piesārņot
revolting	disgust	0.820	dumpīgs
gory	disgust	0.820	asiņains
shit	disgust	0.820	sūdi
terrorist	disgust	0.820	terorists
murderer	disgust	0.820	slepkava
repugnant	disgust	0.820	pretīgs
manure	disgust	0.820	kūtsmēsli
pervert	disgust	0.820	perverss
diarrhoea	disgust	0.820	caureja
grotesque	disgust	0.820	groteska
desecration	disgust	0.820	apgānīšana
faeces	disgust	0.812	fekālijām
slavery	disgust	0.812	verdzība
sewer	disgust	0.812	kanalizācija
cadaver	disgust	0.812	līķis
manslaughter	disgust	0.812	slepkavība
dismemberment	disgust	0.812	sadalīšana
vomit	disgust	0.812	vemt
perverse	disgust	0.805	perverss
repulsive	disgust	0.805	atbaidošs
hemorrhage	disgust	0.805	asinsizplūdums
sewage	disgust	0.797	kanalizācija
filthy	disgust	0.797	netīrs
diseased	disgust	0.797	slims
depravity	disgust	0.797	samaitātība
carcass	disgust	0.795	karkass
decompose	disgust	0.789	sadalīties
gruesome	disgust	0.789	šausmīgi
mutilated	disgust	0.789	sakropļots
puke	disgust	0.789	vemšana
herpes	disgust	0.789	herpes
decayed	disgust	0.789	sabrukusi
dung	disgust	0.789	mēsli
vermin	disgust	0.789	kaitēklis
murderous	disgust	0.789	slepkavniecisks
parasite	disgust	0.789	parazīts
horrific	disgust	0.789	šausminoši
carnage	disgust	0.781	asinspirts
malaria	disgust	0.781	malārija
slime	disgust	0.781	gļotas
flatulence	disgust	0.781	meteorisms
pestilence	disgust	0.781	mēris
crap	disgust	0.781	muļķības
monstrosity	disgust	0.781	zvērība
loathsome	disgust	0.773	riebīgs
toxic	disgust	0.773	toksisks
morgue	disgust	0.773	morgs
pus	disgust	0.773	strutas
herpesvirus	disgust	0.773	herpes vīruss
leprosy	disgust	0.773	spitālība
insidious	disgust	0.773	mānīgs
cruel	disgust	0.766	nežēlīgi
regurgitation	disgust	0.766	regurgitācija
anthrax	disgust	0.766	Sibīrijas mēris
xenophobia	disgust	0.766	ksenofobija
repugnance	disgust	0.766	riebumu
lynch	disgust	0.766	linča
revulsion	disgust	0.766	riebums
whore	disgust	0.766	prostitūta
dissection	disgust	0.759	preparēšana
mucous	disgust	0.758	gļotādas
canker	disgust	0.758	vēzis
slum	disgust	0.758	grausts
infectious	disgust	0.758	infekciozs
evil	disgust	0.758	ļaunums
phlegm	disgust	0.758	flegma
cruelty	disgust	0.758	cietsirdība
perversion	disgust	0.758	perversija
sinister	disgust	0.750	draudīgs
leeches	disgust	0.750	dēles
corrupting	disgust	0.750	sabojājošs
decomposition	disgust	0.750	sadalīšanās
abomination	disgust	0.742	negantība
stinking	disgust	0.742	smirdošs
bile	disgust	0.742	žults
demonic	disgust	0.742	dēmonisks
deranged	disgust	0.742	apjukusi
abhorrence	disgust	0.742	riebums
soiled	disgust	0.742	netīrs
mucus	disgust	0.742	gļotas
septic	disgust	0.742	septisks
sickening	disgust	0.742	slimīgi
demon	disgust	0.742	dēmons
cancer	disgust	0.734	vēzis
obese	disgust	0.734	aptaukošanās
degeneracy	disgust	0.734	deģenerācija
despicable	disgust	0.734	nicināms
atrocity	disgust	0.734	zvērība
foul	disgust	0.734	nediena
sicken	disgust	0.734	slimot
crucifixion	disgust	0.734	krustā sišana
terrorism	disgust	0.734	terorisms
repulsion	disgust	0.727	atgrūšanās
morbidity	disgust	0.727	saslimstība
dysentery	disgust	0.727	dizentērija
enema	disgust	0.727	klizma
bacterium	disgust	0.727	baktērija
dirty	disgust	0.727	netīrs
adultery	disgust	0.727	laulības pārkāpšana
contamination	disgust	0.727	piesārņojums
grisly	disgust	0.727	šausmīgi
diabolical	disgust	0.727	velnišķīgs
autopsy	disgust	0.719	autopsija
barbaric	disgust	0.719	barbarisks
vulgar	disgust	0.719	vulgāra
entrails	disgust	0.719	iekšām
disgust	disgust	0.719	riebums
lewd	disgust	0.719	netikls
muck	disgust	0.719	muļķis
bowels	disgust	0.719	zarnas
garbage	disgust	0.719	atkritumi
deterioration	disgust	0.719	pasliktināšanās
contagion	disgust	0.719	inficēšanās
vicious	disgust	0.719	ļauns
disfigured	disgust	0.719	izkropļots
pungent	disgust	0.719	asa
gross	disgust	0.719	bruto
bloodshed	disgust	0.714	asinsizliešana
gag	disgust	0.711	rīstīties
pollute	disgust	0.711	piesārņot
nausea	disgust	0.711	slikta dūša
tyrant	disgust	0.711	tirāns
wretched	disgust	0.711	nožēlojams
mortification	disgust	0.711	mortifikāciju
violent	disgust	0.711	vardarbīgs
poisoned	disgust	0.711	saindēts
nauseate	disgust	0.703	slikta dūša
slimy	disgust	0.703	gļotains
grope	disgust	0.703	taustīties
slut	disgust	0.703	slampa
nasty	disgust	0.703	šķebinošs
disgusting	disgust	0.703	pretīgi
depraved	disgust	0.703	samaitāts
porn	disgust	0.703	porno
hateful	disgust	0.703	naidīgs
vulgarity	disgust	0.703	vulgaritāte
noxious	disgust	0.703	kaitīgs
grime	disgust	0.703	netīrumi
constipation	disgust	0.703	aizcietējums
secretion	disgust	0.703	sekrēciju
poisoning	disgust	0.703	saindēšanās
despotism	disgust	0.703	despotisms
measles	disgust	0.696	masalām
contagious	disgust	0.695	infekciozs
obesity	disgust	0.695	aptaukošanās
wart	disgust	0.695	kārpu
hate	disgust	0.695	ienīst
hellish	disgust	0.695	ellišķīgi
scum	disgust	0.695	sārņi
suicidal	disgust	0.695	pašnāvniecisks
wretch	disgust	0.695	nožēlojams
abuse	disgust	0.695	ļaunprātīga izmantošana
waste	disgust	0.695	atkritumi
intestinal	disgust	0.695	zarnu
heartworm	disgust	0.688	sirdstārpi
ooze	disgust	0.688	izplūst
treason	disgust	0.688	nodevība
contaminated	disgust	0.688	piesārņots
smut	disgust	0.688	smuki
disease	disgust	0.688	slimība
rabid	disgust	0.688	nikns
deformed	disgust	0.680	deformēta
hell	disgust	0.680	elle
soulless	disgust	0.680	bez dvēseles
cholera	disgust	0.680	holēra
bestial	disgust	0.680	dzīvnieks
antichrist	disgust	0.680	antikrists
freakish	disgust	0.680	dīvains
germ	disgust	0.680	dīglis
detest	disgust	0.680	ienīst
pollution	disgust	0.680	piesārņojums
grimy	disgust	0.680	netīrs
abhorrent	disgust	0.680	pretīgs
hatred	disgust	0.680	naidu
abominate	disgust	0.680	riebīgs
sickness	disgust	0.680	slimība
hideous	disgust	0.672	riebīgs
dictatorship	disgust	0.672	diktatūra
loathful	disgust	0.672	riebīgs
greasy	disgust	0.672	taukainas
dilapidated	disgust	0.672	noplucis
inhuman	disgust	0.672	necilvēcīgi
loathing	disgust	0.672	riebums
obscene	disgust	0.672	neķītrs
cess	disgust	0.670	cess
devil	disgust	0.664	velns
deformity	disgust	0.664	deformācija
nauseous	disgust	0.664	slikta dūša
deadly	disgust	0.664	nāvējošs
swine	disgust	0.664	cūkas
discrimination	disgust	0.664	diskriminācija
abominable	disgust	0.664	riebīgs
masochism	disgust	0.664	mazohisms
heretic	disgust	0.664	ķeceris
latrines	disgust	0.656	tualetes
corruption	disgust	0.656	korupciju
poisonous	disgust	0.656	indīgs
horror	disgust	0.656	šausmas
nefarious	disgust	0.656	nelietīgs
bacteria	disgust	0.656	baktērijas
horrible	disgust	0.656	šausmīgi
trash	disgust	0.656	atkritumi
abortion	disgust	0.656	aborts
death	disgust	0.656	nāvi
prejudiced	disgust	0.656	aizspriedumaina
poison	disgust	0.656	inde
oppression	disgust	0.656	apspiešanu
goo	disgust	0.656	goo
victimized	disgust	0.656	upuris
mange	disgust	0.656	mange
sludge	disgust	0.648	dūņas
trashy	disgust	0.648	netīrs
vindictive	disgust	0.648	atriebīgs
horrid	disgust	0.648	šausmīgi
ugly	disgust	0.648	neglīts
immoral	disgust	0.648	amorāls
bitch	disgust	0.648	kuce
outhouse	disgust	0.648	piebūve
detestation	disgust	0.648	riebums
horrifying	disgust	0.641	šausminoši
laxative	disgust	0.641	caurejas līdzeklis
unsightly	disgust	0.641	neizskatīgs
derogatory	disgust	0.641	nievājoši
slop	disgust	0.641	nolaidība
malfeasance	disgust	0.641	ļaunprātība
spew	disgust	0.641	izspļaut
pimple	disgust	0.641	pūtīte
criminality	disgust	0.641	noziedzība
indecency	disgust	0.641	nepieklājība
cystic	disgust	0.641	cistiskā
villainous	disgust	0.641	nelietis
queasy	disgust	0.633	rūgts
mildew	disgust	0.633	miltrasa
oppressive	disgust	0.633	nomācošs
prostitution	disgust	0.633	prostitūcija
secrete	disgust	0.633	izdalīt
ulcer	disgust	0.633	čūla
rat	disgust	0.633	žurka
bigoted	disgust	0.633	fanātisks
perpetrator	disgust	0.633	pāridarītājs
doomsday	disgust	0.633	pastardiena
sinful	disgust	0.633	grēcīgs
degrading	disgust	0.625	pazemojoši
ghastly	disgust	0.625	drausmīgi
suffering	disgust	0.625	ciešanas
obscenity	disgust	0.625	neķītrība
devilish	disgust	0.625	velnišķīgs
disgraceful	disgust	0.625	apkaunojoši
persecution	disgust	0.625	vajāšanu
contemptible	disgust	0.625	nicināms
cuckold	disgust	0.625	dzeguze
stools	disgust	0.625	izkārnījumi
dastardly	disgust	0.625	nekaunīgi
sin	disgust	0.625	grēks
gluttony	disgust	0.625	rijība
bloated	disgust	0.625	uzpampis
fungus	disgust	0.625	sēnīte
aghast	disgust	0.625	satriekts
diaper	disgust	0.617	autiņš
malicious	disgust	0.617	ļaunprātīga
polygamy	disgust	0.617	daudzsievība
dying	disgust	0.617	mirst
termite	disgust	0.617	termīts
fat	disgust	0.617	tauki
deceit	disgust	0.617	viltība
atrocious	disgust	0.617	zvērīgi
guillotine	disgust	0.617	giljotīna
tetanus	disgust	0.617	stingumkrampji
spoil	disgust	0.617	sabojāt
crusty	disgust	0.617	garozains
sickly	disgust	0.617	slimīgi
louse	disgust	0.617	utis
strangle	disgust	0.617	nožņaugt
betrayal	disgust	0.617	nodevība
loathe	disgust	0.617	riebjas
wench	disgust	0.617	sita
infect	disgust	0.617	inficēt
violently	disgust	0.609	vardarbīgi
brothel	disgust	0.609	bordelis
drool	disgust	0.609	drebuļi
bleeding	disgust	0.609	asiņošana
deform	disgust	0.609	deformēties
ghetto	disgust	0.609	geto
sabotage	disgust	0.609	sabotāža
venomous	disgust	0.609	indīgs
abhor	disgust	0.609	riebjas
slander	disgust	0.609	apmelošana
hostile	disgust	0.609	naidīgs
musty	disgust	0.602	sasmērējis
illicit	disgust	0.602	nelikumīgi
ugliness	disgust	0.602	neglītums
unwashed	disgust	0.602	nemazgāts
swampy	disgust	0.602	purvains
deprivation	disgust	0.602	atņemšanu
poaching	disgust	0.602	malumedniecība
hag	disgust	0.602	hag
infidel	disgust	0.602	neticīgs
imprisonment	disgust	0.602	ieslodzījums
traitor	disgust	0.602	nodevējs
lunacy	disgust	0.602	vājprāts
queasiness	disgust	0.594	vājums
hostility	disgust	0.594	naidīgums
repelling	disgust	0.594	atbaidīšanas
intoxicated	disgust	0.594	saindējies
thug	disgust	0.594	slepkava
catastrophe	disgust	0.594	katastrofa
lunatic	disgust	0.594	vājprātīgs
misery	disgust	0.594	posts
venom	disgust	0.594	inde
butcher	disgust	0.594	miesnieks
toilet	disgust	0.594	tualete
blister	disgust	0.594	tulznas
lurid	disgust	0.594	trakulīgs
slug	disgust	0.594	gliemeža
gut	disgust	0.594	zarnas
sinner	disgust	0.594	grēcinieks
deceitful	disgust	0.594	mānīgs
epidemic	disgust	0.594	epidēmija
deteriorated	disgust	0.586	pasliktinājies
lavatory	disgust	0.586	tualete
unclean	disgust	0.586	netīrs
prostitute	disgust	0.586	prostitūta
incubus	disgust	0.586	inkubuss
appalling	disgust	0.586	šausminoši
dreadful	disgust	0.586	drausmīgi
pornography	disgust	0.586	pornogrāfija
harass	disgust	0.586	uzmākties
squeamish	disgust	0.578	čīkstošs
expulsion	disgust	0.578	izraidīšana
unfaithful	disgust	0.578	neuzticīgs
offensive	disgust	0.578	aizskaroši
hypocrite	disgust	0.578	liekulis
humiliating	disgust	0.578	pazemojoši
larceny	disgust	0.578	zādzība
ruinous	disgust	0.578	postošs
retard	disgust	0.578	aizkavēt
rash	disgust	0.578	izsitumi
flea	disgust	0.578	blusu
debauchery	disgust	0.578	izvirtība
fiend	disgust	0.578	velns
quagmire	disgust	0.578	purvs
conspirator	disgust	0.578	sazvērnieks
sick	disgust	0.578	slims
mangle	disgust	0.578	manglis
dogsick	disgust	0.570	suns slims
egregious	disgust	0.570	nežēlīgs
flog	disgust	0.570	pērt
despise	disgust	0.570	nicināt
treacherous	disgust	0.570	nodevīgs
oppress	disgust	0.570	apspiest
swamp	disgust	0.570	purvs
messy	disgust	0.570	nekārtīgs
spit	disgust	0.570	nospļauties
dank	disgust	0.570	danks
bastard	disgust	0.570	bastards
devastating	disgust	0.570	postoši
serpent	disgust	0.570	čūska
loo	disgust	0.562	loo
indecent	disgust	0.562	nepiedienīgi
insanity	disgust	0.562	ārprāts
stealing	disgust	0.562	zagšana
terrible	disgust	0.562	šausmīgi
tyrannical	disgust	0.562	tirānisks
humiliation	disgust	0.562	pazemojums
snake	disgust	0.562	čūska
sloppy	disgust	0.562	apliets
sinning	disgust	0.562	grēkojot
harmful	disgust	0.562	kaitīgs
harlot	disgust	0.562	netikle
sordid	disgust	0.562	slikts
enemy	disgust	0.562	ienaidnieks
alcoholism	disgust	0.562	alkoholisms
awful	disgust	0.562	šausmīgi
ruthless	disgust	0.562	nežēlīgs
scoundrel	disgust	0.562	nelietis
bloody	disgust	0.555	asiņaina
flabby	disgust	0.555	ļengans
odious	disgust	0.555	odiozs
beastly	disgust	0.555	lopisks
collusion	disgust	0.555	slepena vienošanās
ridicule	disgust	0.555	izsmiekls
discriminating	disgust	0.555	diskriminējoša
unattractive	disgust	0.555	nepievilcīgs
insufferable	disgust	0.555	neciešams
segregate	disgust	0.555	segregēt
arsenic	disgust	0.555	arsēns
threatening	disgust	0.555	draudošs
atrophy	disgust	0.555	atrofija
varicella	disgust	0.555	vējbakas
slayer	disgust	0.555	slepkava
distaste	disgust	0.555	nepatika
coward	disgust	0.555	gļēvulis
robbery	disgust	0.555	laupīšana
wickedness	disgust	0.555	nelietība
anathema	disgust	0.547	anatēma
malevolent	disgust	0.547	ļaundabīgs
sty	disgust	0.547	sty
pillage	disgust	0.547	laupīšana
thief	disgust	0.547	zaglis
suffocating	disgust	0.547	smacējošs
condemnation	disgust	0.547	nosodījumu
deleterious	disgust	0.547	kaitīgs
slur	disgust	0.547	netīrība
purgatory	disgust	0.547	šķīstītavā
attacking	disgust	0.547	uzbrūkot
burglar	disgust	0.547	kramplauzis
ogre	disgust	0.547	ogre
coercion	disgust	0.547	piespiešana
vesicular	disgust	0.547	vezikulārs
miserable	disgust	0.547	nožēlojams
bitterly	disgust	0.547	rūgti
sneer	disgust	0.539	smieties
greedy	disgust	0.539	mantkārīgs
gob	disgust	0.539	gob
repellant	disgust	0.539	atbaidīšanas līdzeklis
jealous	disgust	0.539	greizsirdīgs
drunken	disgust	0.539	piedzēries
shame	disgust	0.539	kauns
thrash	disgust	0.539	thrash
fatty	disgust	0.539	taukains
liar	disgust	0.539	melis
imprisoned	disgust	0.539	ieslodzīts
sloth	disgust	0.539	slinķis
repudiation	disgust	0.539	noraidīšana
disgrace	disgust	0.539	negods
infidelity	disgust	0.539	neuzticība
pig	disgust	0.539	cūka
lethal	disgust	0.536	nāvējošs
burnt	disgust	0.531	sadedzis
brawl	disgust	0.531	kautiņš
withered	disgust	0.531	nokalta
blemish	disgust	0.531	plankums
hydrocephalus	disgust	0.531	hidrocefālija
aberration	disgust	0.531	aberācija
smuggler	disgust	0.531	kontrabandists
painful	disgust	0.531	sāpīgi
condescension	disgust	0.531	piekāpšanās
intolerant	disgust	0.531	neiecietīgs
blasphemous	disgust	0.531	zaimojošs
lying	disgust	0.531	melo
hanging	disgust	0.531	karājas
travesty	disgust	0.531	travestija
ruined	disgust	0.531	sagrauta
intrusive	disgust	0.531	uzmācīgs
disintegrate	disgust	0.531	sadalīties
destructive	disgust	0.531	destruktīva
neurotic	disgust	0.531	neirotisks
disparaging	disgust	0.523	nievājoši
blighted	disgust	0.523	izpostīts
intolerance	disgust	0.523	neiecietība
mistress	disgust	0.523	saimniece
avarice	disgust	0.523	skopums
disgraced	disgust	0.523	apkaunots
derogation	disgust	0.523	atkāpe
rubbish	disgust	0.523	atkritumi
accusation	disgust	0.523	apsūdzība
incarceration	disgust	0.523	ieslodzījums
tortious	disgust	0.516	dedzīgs
dishonor	disgust	0.516	negods
stink	disgust	0.516	smirdēt
grim	disgust	0.516	drūms
rob	disgust	0.516	aplaupīt
defraud	disgust	0.516	apkrāpt
sump	disgust	0.516	karteris
cringe	disgust	0.516	sarauties
vulture	disgust	0.516	grifs
deplorable	disgust	0.516	nožēlojami
mite	disgust	0.516	ērce
eradication	disgust	0.516	izskaušanu
degrade	disgust	0.516	degradēties
gutter	disgust	0.516	noteka
convict	disgust	0.516	notiesāts
remains	disgust	0.516	paliek
betray	disgust	0.516	nodot
daemon	disgust	0.516	dēmons
sham	disgust	0.509	viltus
distasteful	disgust	0.508	pretīgi
prisoner	disgust	0.508	ieslodzītais
dreadfully	disgust	0.508	drausmīgi
worthless	disgust	0.508	nevērtīgs
crude	disgust	0.508	jēlnaftas
delirium	disgust	0.508	delīrijs
