English Word	Emotion	Emotion-Intensity-Score	Uyghur Word
awkwardness	disgust	0.203	ئوڭايسىزلىق
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	قولايسىز
howl	disgust	0.195	ھۇۋلاش
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	ئەخلاق
misguided	disgust	0.195	خاتا
airs	disgust	0.195	airs
gelatin	disgust	0.195	ھايۋانات يىلىمى
fleece	disgust	0.195	يۇڭ
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	ياپيېشىل
celebrity	disgust	0.188	داڭلىق شەخس
avoid	disgust	0.188	ساقلىنىڭ
gent	disgust	0.188	مۇلايىم
stalemate	disgust	0.188	stalemate
lesser	disgust	0.188	lesser
sunk	disgust	0.180	چۆكۈپ كەتتى
nose	disgust	0.180	بۇرۇن
laughable	disgust	0.180	كۈلكە
claimant	disgust	0.180	تۆلەم تەلەپ قىلغۇچى
possession	disgust	0.180	ئىگە بولۇش
larger	disgust	0.164	چوڭراق
pregnancy	disgust	0.164	ھامىلدارلىق
thrift	disgust	0.164	تېجەشلىك
undoubted	disgust	0.164	شۈبھىسىز
mouthful	disgust	0.164	ئېغىز
hoot	disgust	0.164	hoot
sentence	disgust	0.156	جۈملە
misplace	disgust	0.156	misplace
clamor	disgust	0.156	دەپ توۋلىدى
parrot	disgust	0.156	پوپايكا
obliging	disgust	0.156	مەجبۇرى
nameless	disgust	0.148	ئىسىمسىز
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	ھېسسىيات
excellence	disgust	0.141	مۇنەۋۋەر
gray	disgust	0.133	كۈلرەڭ
asymmetry	disgust	0.133	asimmetry
turn	disgust	0.133	بۇرۇلۇش
clumsy	disgust	0.133	تۇتۇق
stall	disgust	0.133	stall
bran	disgust	0.125	كېپەك
finally	disgust	0.125	ئاخىرى
lord	disgust	0.125	خوجايىن
nurture	disgust	0.117	بېقىش
savor	disgust	0.117	پۇراق
cove	disgust	0.117	cove
winning	disgust	0.109	غەلىبە
lemon	disgust	0.109	لىمون
powerful	disgust	0.102	كۈچلۈك
glitter	disgust	0.094	يالتىراق
interior	disgust	0.086	ئىچى
mind	disgust	0.086	mind
interested	disgust	0.078	قىزىقىدۇ
treat	disgust	0.078	داۋالاش
abundance	disgust	0.078	مول
honest	disgust	0.055	سەمىمىي
kite	disgust	0.055	kite
humble	disgust	0.047	كەمتەرلىك
tree	disgust	0.039	دەرەخ
torture	fear	0.984	قىيناش
terrorist	fear	0.972	تېرورچى
terrorists	fear	0.969	تېرورچىلار
horrific	fear	0.969	قورقۇنچلۇق
terrorism	fear	0.969	تېرورلۇق
suicidebombing	fear	0.967	ئۆزىنى ئۆلتۈرۈۋېلىش
kill	fear	0.962	قاتىل
homicidal	fear	0.959	قاتىللىق
catastrophe	fear	0.953	ئاپەت
annihilate	fear	0.953	يوقىتىش
murderer	fear	0.953	قاتىل
terror	fear	0.953	تېرورلۇق
dying	fear	0.948	ئۆلۈۋاتىدۇ
war	fear	0.942	ئۇرۇش
bombing	fear	0.938	بومبا
bomb	fear	0.935	بومبا
missiles	fear	0.934	باشقۇرۇلىدىغان بومبا
horror	fear	0.923	قورقۇنچلۇق
brutality	fear	0.922	ۋەھشىيلىك
terrorize	fear	0.922	ۋەھىمە
horrified	fear	0.922	قورقۇنچلۇق
bloodthirsty	fear	0.922	قانخور
murderous	fear	0.920	قاتىل
massacre	fear	0.911	قىرغىنچىلىق
terrifying	fear	0.906	قورقۇنچلۇق
fatality	fear	0.906	fatality
horrifying	fear	0.906	قورقۇنچلۇق
demon	fear	0.906	جىن
mutilation	fear	0.906	كېسىش
killing	fear	0.906	قاتىل
holocaust	fear	0.906	چوڭ قىرغىنچىلىق
assassinate	fear	0.906	قاتىل
terrified	fear	0.906	قورقۇپ كەتتى
devastation	fear	0.906	بۇزغۇنچىلىق
murder	fear	0.906	قاتىل
horrors	fear	0.906	قورقۇنچلۇق
suicidal	fear	0.898	ئۆزىنى ئۆلتۈرىۋېلىش
assault	fear	0.891	ھۇجۇم قىلىش
kidnap	fear	0.891	تۇتقۇن قىلىش
slaughter	fear	0.891	بوغۇزلاش
crucifixion	fear	0.891	كرېستكە مىخلىنىش
doomed	fear	0.888	ھالاك بولدى
poisoned	fear	0.886	زەھەرلىك
suicide	fear	0.879	ئۆزىنى ئۆلتۈرىۋېلىش
explosion	fear	0.879	پارتىلاش
deadly	fear	0.875	ئەجەللىك
assassin	fear	0.875	قاتىل
annihilation	fear	0.875	يوقىتىش
savagery	fear	0.875	ۋەھشىيلىك
disaster	fear	0.875	ئاپەت
threatening	fear	0.875	تەھدىد
slaughtering	fear	0.875	بوغۇزلاش
disastrous	fear	0.875	ئاپەت
dismemberment	fear	0.875	dismemberment
suffocation	fear	0.875	بوغۇلۇش
rape	fear	0.870	باسقۇنچىلىق
hell	fear	0.860	دوزاخ
homicide	fear	0.859	قاتىللىق
molestation	fear	0.859	خورلاش
bloodshed	fear	0.859	قان تۆكۈش
barbaric	fear	0.859	ۋەھشىي
explosive	fear	0.859	پارتىلاتقۇچ دورا
warfare	fear	0.859	ئۇرۇش
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	پاجىئە
anthrax	fear	0.859	anthrax
demonic	fear	0.859	جىن
executioner	fear	0.859	جاللات
dread	fear	0.859	قورقۇنچ
guillotine	fear	0.859	guillotine
attacking	fear	0.859	ھۇجۇم قىلىش
peril	fear	0.859	خەتەر
slaughterhouse	fear	0.859	بوغۇزلاش ئۆيى
annihilated	fear	0.859	يوقىتىلدى
suffocating	fear	0.858	بوغۇلۇش
treachery	fear	0.856	خىيانەت
fright	fear	0.853	قورقۇنچ
monster	fear	0.844	ئالۋاستى
traumatic	fear	0.844	جاراھەت
abomination	fear	0.844	يىرگىنچلىك
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	قاتىل
scare	fear	0.844	قورقۇنچ
morgue	fear	0.844	morgue
painful	fear	0.844	ئازابلىق
frightened	fear	0.844	قورقۇپ كەتتى
vengeance	fear	0.844	ئۆچ ئېلىش
scariest	fear	0.844	ئەڭ قورقۇنچلۇق
destroying	fear	0.844	بۇزغۇنچىلىق
execution	fear	0.844	ئىجرا
panicked	fear	0.844	ئالاقزادە بولۇپ كەتتى
petrified	fear	0.844	petrified
afraid	fear	0.844	قورقىدۇ
frightening	fear	0.844	قورقۇنچلۇق
drown	fear	0.844	تۇنجۇقۇپ قالدى
bombardment	fear	0.844	بومبا
death	fear	0.843	ئۆلۈم
chaos	fear	0.839	قالايمىقانچىلىق
ghastly	fear	0.836	ghastly
evil	fear	0.833	يامان
intruder	fear	0.828	تاجاۋۇزچى
hellish	fear	0.828	جەھەننەم
brutal	fear	0.828	رەھىمسىز
cancer	fear	0.828	راك
devil	fear	0.828	ئىبلىس
grenade	fear	0.828	قول بومبىسى
eradication	fear	0.828	يوقىتىش
frighten	fear	0.828	قورقۇش
explode	fear	0.828	پارتىلىدى
assassination	fear	0.828	قەستلەپ ئۆلتۈرۈش
fatal	fear	0.828	fatal
paralyze	fear	0.828	پالەچ
gunmen	fear	0.828	قوراللىق ئۇنسۇرلار
violently	fear	0.828	زوراۋان
nightmare	fear	0.828	قاباھەتلىك چۈش
doomsday	fear	0.828	قىيامەت كۈنى
doom	fear	0.828	ھالاكەت
manslaughter	fear	0.828	قاتىل
fear	fear	0.828	قورقۇنچ
kidnapped	fear	0.828	تۇتقۇن قىلىنغان
trauma	fear	0.828	جاراھەت
morbidity	fear	0.820	كېسەللىك
crippling	fear	0.817	مېيىپ
savage	fear	0.814	ۋەھشىي
shooting	fear	0.812	ئوق چىقىرىش
quake	fear	0.812	يەر تەۋرەش
poisonous	fear	0.812	زەھەرلىك
damnation	fear	0.812	damnation
violence	fear	0.812	زوراۋانلىق
destructive	fear	0.812	بۇزغۇنچىلىق
aggressor	fear	0.812	تاجاۋۇزچى
suffering	fear	0.812	ئازاب
violent	fear	0.812	زوراۋان
frightful	fear	0.812	قورقۇنچلۇق
crushed	fear	0.812	ئېزىلدى
earthquake	fear	0.812	يەر تەۋرەش
heartattack	fear	0.812	heartattack
hurricane	fear	0.811	بوران
imprisoned	fear	0.811	تۈرمىگە تاشلاندى
exterminate	fear	0.810	يوقىتىش
fearing	fear	0.808	قورقۇش
hemorrhage	fear	0.807	قاناش
torment	fear	0.806	ئازاب
lethal	fear	0.806	ئەجەللىك
venom	fear	0.804	زەھەرلىك
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	يىلان
danger	fear	0.802	خەتەر
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	ئەمەلدىن قالدۇرۇلدى
robbery	fear	0.800	بۇلاڭچىلىق
terrifies	fear	0.798	قورقۇنچ
cyanide	fear	0.797	cyanide
incurable	fear	0.797	ساقايماس
anxietyattack	fear	0.797	تەشۋىشلىنىش
mortality	fear	0.797	ئۆلۈم
attack	fear	0.797	ھۇجۇم
monstrosity	fear	0.797	monstrosity
extermination	fear	0.797	يوقىتىش
bombers	fear	0.797	بومبا پارتىلاتقۇچى
harmful	fear	0.797	زىيانلىق
persecution	fear	0.797	زىيانكەشلىك
biggestfear	fear	0.797	ئەڭ چوڭ قورقۇنچ
poison	fear	0.797	زەھەرلىك
cruelty	fear	0.797	رەھىمسىزلىك
hysteria	fear	0.797	hysteria
destruction	fear	0.797	بۇزغۇنچىلىق
dreadfully	fear	0.796	قورقۇنچلۇق
arson	fear	0.794	ئوت قويۇش
devastate	fear	0.792	بۇزغۇنچىلىق
tyrant	fear	0.788	زالىم
warcrimes	fear	0.785	warcrimes
perish	fear	0.784	ھالاك بولۇش
feared	fear	0.782	قورقۇپ كەتتى
maniac	fear	0.781	maniac
bloody	fear	0.781	قېنى
freakingout	fear	0.781	freakingout
warlike	fear	0.781	جەڭگىۋار
rampage	fear	0.781	قالايمىقانچىلىق
screaming	fear	0.781	- دەپ ۋاقىرىدى
lifeless	fear	0.781	جانسىز
enslaved	fear	0.781	قۇل قىلىندى
venomous	fear	0.781	زەھەرلىك
snake	fear	0.776	يىلان
epidemic	fear	0.776	يۇقۇم ئەھۋالى
panicattack	fear	0.774	ۋەھىمە
crisis	fear	0.766	كرىزىس
hazardous	fear	0.766	خەتەرلىك
fearful	fear	0.766	قورقۇنچلۇق
dangerously	fear	0.766	خەتەرلىك
shipwreck	fear	0.766	پاراخوت چۆكۈپ كېتىش
scary	fear	0.766	قورقۇنچلۇق
tumor	fear	0.766	ئۆسمە
invader	fear	0.766	تاجاۋۇزچى
invade	fear	0.766	تاجاۋۇز قىلىش
die	fear	0.766	ئۆل
detonate	fear	0.766	پارتىلاش
violation	fear	0.766	خىلاپلىق قىلىش
reprisal	fear	0.766	ئۆچ ئېلىش
criminal	fear	0.766	جىنايەتچى
riot	fear	0.766	مالىمانچىلىق
obliterate	fear	0.766	ئەمەلدىن قالدۇرۇڭ
inferno	fear	0.766	inferno
leprosy	fear	0.766	ماخاۋ كېسىلى
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	claustrophobic
hyperventilating	fear	0.762	hyperventilating
nightmares	fear	0.759	قاباھەتلىك چۈش
destroyed	fear	0.754	ۋەيران بولدى
ghostly	fear	0.754	ئەرۋاھ
treacherous	fear	0.750	خىيانەتچى
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	پاجىئەلەر
slavery	fear	0.750	قۇللۇق
cholera	fear	0.750	خولېرا
anarchist	fear	0.750	anarchist
panic	fear	0.750	ۋەھىمە
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	بوران
wrenching	fear	0.750	wrenching
tyranny	fear	0.750	زالىم
imprisonment	fear	0.750	قاماق جازاسى
dreadful	fear	0.750	قورقۇنچلۇق
agony	fear	0.750	ئازاب
dangerous	fear	0.750	خەتەرلىك
obliteration	fear	0.750	ئەمەلدىن قالدۇرۇش
projectiles	fear	0.750	زەمبىرەك
destroyer	fear	0.750	بۇزغۇچى
strangle	fear	0.750	بوغۇش
hazard	fear	0.750	خەتەر
riotous	fear	0.750	مالىمانچىلىق
accident	fear	0.750	ھادىسە
mortuary	fear	0.750	جەسەت ساندۇقى
anarchy	fear	0.750	anarchy
fears	fear	0.750	قورقۇنچ
malignancy	fear	0.742	يامان سۈپەتلىك ئۆسمە
bombard	fear	0.740	بومبا
cannibal	fear	0.740	كاناي
abominable	fear	0.738	يىرگىنچلىك
depraved	fear	0.734	بۇزۇلغان
bomber	fear	0.734	بومبا پارتىلاتقۇچى
crash	fear	0.734	ھادىسە
tornado	fear	0.734	tornado
victimized	fear	0.734	زىيانكەشلىككە ئۇچرىغان
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	melee
cursed	fear	0.734	لەنەت قىلىندى
mutiny	fear	0.734	توپىلاڭ
dictatorship	fear	0.734	دىكتاتۇرا
shoot	fear	0.734	ئوق
horrible	fear	0.734	قورقۇنچلۇق
misery	fear	0.734	بەختسىزلىك
gore	fear	0.734	gore
paralysis	fear	0.734	پالەچ
tyrannical	fear	0.734	زالىم
missile	fear	0.734	باشقۇرۇلىدىغان بومبا
gun	fear	0.734	مىلتىق
devilish	fear	0.734	شەيتان
diseased	fear	0.734	كېسەل
shot	fear	0.734	ئوق
mafia	fear	0.734	mafia
beast	fear	0.734	ھايۋان
malignant	fear	0.734	يامان سۈپەتلىك
scared	fear	0.734	قورقۇپ كەتتى
hostage	fear	0.734	تۇتقۇن
threaten	fear	0.734	تەھدىد
turmoil	fear	0.733	مالىمانچىلىق
combat	fear	0.728	جەڭ
alligator	fear	0.727	alligator
ruin	fear	0.725	خارابىلىك
shooter	fear	0.722	مەرگەن
contagious	fear	0.720	يۇقۇملۇق
crime	fear	0.719	جىنايەت
scream	fear	0.719	دەپ ۋاقىرىغىن
injured	fear	0.719	يارىلانغان
desperation	fear	0.719	ئۈمىدسىزلىك
struggle	fear	0.719	كۈرەش
shock	fear	0.719	چۆچۈش
seizure	fear	0.719	تۇتقاقلىق
lynch	fear	0.719	lynch
mortification	fear	0.719	mortification
fight	fear	0.719	ئۇرۇش
harm	fear	0.719	زىيان
emergency	fear	0.719	جىددى ئەھۋال
phobia	fear	0.719	قورقۇنچ
havoc	fear	0.719	بۇزغۇنچىلىق
devastating	fear	0.719	ۋەيران قىلغۇچ
excruciating	fear	0.719	كىشىنى ھەيران قالدۇرىدۇ
casualty	fear	0.719	تالاپەتكە ئۇچرىغان
miscarriage	fear	0.719	بالا چۈشۈرۈش
starvation	fear	0.719	ئاچارچىلىق
frantically	fear	0.717	جىددىيلىك بىلەن
carnage	fear	0.717	قىرغىنچىلىق
standoff	fear	0.716	standoff
infestation	fear	0.716	infestation
soscary	fear	0.712	soscary
panicking	fear	0.708	ئالاقزادە بولۇش
rupture	fear	0.706	يېرىلىش
horrid	fear	0.705	قورقۇنچلۇق
frantic	fear	0.705	جىددىيلىك
sabotage	fear	0.703	بۇزغۇنچىلىق
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenic
freaked	fear	0.703	توڭلاپ قالدى
burial	fear	0.703	دەپنە قىلىش
sos	fear	0.703	sos
cobra	fear	0.703	كوبرا
dreaded	fear	0.703	قورقۇنچلۇق
harrowing	fear	0.703	harrowing
aggressive	fear	0.703	تاجاۋۇزچى
prey	fear	0.703	ئولجى
gash	fear	0.703	gash
hatred	fear	0.703	ئۆچمەنلىك
schizophrenia	fear	0.703	روھىي توسالغۇ
upheaval	fear	0.703	upheaval
armed	fear	0.703	قوراللىق
collapse	fear	0.703	يىمىرىلىش
deranged	fear	0.703	deranged
assailant	fear	0.703	ھۇجۇم قىلغۇچى
terminal	fear	0.703	تېرمىنال
plague	fear	0.703	ۋابا
malevolent	fear	0.703	يامان نىيەتلىك
psychosis	fear	0.703	پىسخىكا
carcinoma	fear	0.703	راك
diabolical	fear	0.703	diabolical
wrecked	fear	0.703	بۇزۇلغان
grisly	fear	0.703	grisly
hysterical	fear	0.703	hysterical
fugitive	fear	0.703	قاچقۇن
neurotic	fear	0.703	نېرۋا خاراكتېرلىك
witchcraft	fear	0.703	سېھىرگەرلىك
avalanche	fear	0.703	قار كۆچكۈنى
anguish	fear	0.703	ئازاب
cripple	fear	0.703	مېيىپ
agonizing	fear	0.703	ئازابلىق
infectious	fear	0.703	يۇقۇملۇق
crocodile	fear	0.700	تىمساھ
forcibly	fear	0.700	زورلۇق بىلەن
abduction	fear	0.700	تۇتقۇن قىلىش
offender	fear	0.698	جىنايەتچى
mayhem	fear	0.690	mayhem
hurt	fear	0.688	جاراھەت
shrapnel	fear	0.688	shrapnel
beastly	fear	0.688	ھايۋان
rabid	fear	0.688	rabid
guerilla	fear	0.688	پارتىزانلار
ambush	fear	0.688	ambush
endanger	fear	0.688	خەتەر
leukemia	fear	0.688	ئاق قان كېسىلى
contagion	fear	0.688	يۇقۇملىنىش
anarchism	fear	0.688	anarchism
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	cadaver
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	ئاگاھلاندۇرۇش
trepidation	fear	0.688	trepidation
blast	fear	0.688	پارتىلاش
gory	fear	0.688	gory
cyclone	fear	0.688	بوران
brawl	fear	0.688	جېدەل
hopeless	fear	0.688	ئۈمىدسىز
banish	fear	0.688	قوغلاش
disease	fear	0.688	كېسەل
hostile	fear	0.688	دۈشمەن
oppression	fear	0.688	زۇلۇم
wounding	fear	0.688	جاراھەت
socialanxiety	fear	0.688	socialanxiety
radiation	fear	0.688	رادىئاتسىيە
gallows	fear	0.686	gallows
coffin	fear	0.684	جەسەت ساندۇقى
madness	fear	0.675	ساراڭ
spook	fear	0.673	spook
fury	fear	0.672	غەزەپ
menace	fear	0.672	menace
perishing	fear	0.672	يوقىلىدۇ
victim	fear	0.672	زىيانكەشلىككە ئۇچرىغۇچى
sinister	fear	0.672	گۇناھكار
thug	fear	0.672	thug
carcass	fear	0.672	carcass
shatter	fear	0.672	shatter
grim	fear	0.672	grim
felon	fear	0.672	felon
stab	fear	0.672	پىچاق
trembling	fear	0.672	تىترەپ كەتتى
revolver	fear	0.672	revolver
militants	fear	0.672	قوراللىق ئۇنسۇرلار
dungeon	fear	0.672	زىندان
outbreak	fear	0.672	تارقىلىش
frankenstorm	fear	0.672	ئوچۇق-ئاشكارە
viper	fear	0.672	viper
combatant	fear	0.672	جەڭچى
vermin	fear	0.672	vermin
nervouswreck	fear	0.672	nervwreck
menacing	fear	0.672	menacing
hurting	fear	0.672	جاراھەت
persecute	fear	0.672	زىيانكەشلىك قىلىش
fangs	fear	0.672	fangs
militia	fear	0.672	خەلق ئەسكەرلىرى
injury	fear	0.672	يارىلىنىش
scarier	fear	0.672	قورقۇنچلۇق
mangle	fear	0.672	mangle
gang	fear	0.672	gang
crushing	fear	0.672	ئېزىش
eruption	fear	0.672	پارتىلاش
soscared	fear	0.672	soscared
ghost	fear	0.672	ئەرۋاھ
awful	fear	0.672	قورقۇنچلۇق
abhorrent	fear	0.672	يىرگىنچلىك
abuse	fear	0.672	خورلاش
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	ۋەھشىيلىك
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	رەھىمسىز
battered	fear	0.667	تاياق يېگەن
desolation	fear	0.667	چۆلدەرەپ قالدى
pandemic	fear	0.664	يۇقۇملۇق كېسەل
cutthroat	fear	0.664	cutthroat
volcano	fear	0.663	يانار تاغ
scares	fear	0.660	قورقىدۇ
cruelly	fear	0.658	رەھىمسىز
smash	fear	0.656	smash
xenophobia	fear	0.656	xenophobia
typhoon	fear	0.656	تەيفېڭ بورىنى
spider	fear	0.656	ئۆمۈچۈك
alarming	fear	0.656	ئاگاھلاندۇرۇش
nefarious	fear	0.656	nefarious
oppressive	fear	0.656	زالىم
treason	fear	0.656	خىيانەت
neurosis	fear	0.656	نېرۋا كېسەللىكى
cruel	fear	0.656	رەھىمسىز
crazed	fear	0.656	ساراڭ
coma	fear	0.656	coma
stroke	fear	0.656	سەكتە
tumult	fear	0.656	قالايمىقانچىلىق
fearfully	fear	0.656	قورقۇپ
battlefield	fear	0.656	جەڭ مەيدانى
emetophobia	fear	0.656	emetophobia
dictator	fear	0.656	دىكتاتور
armament	fear	0.656	قورال-ياراغ
blizzard	fear	0.656	بوران
purgatory	fear	0.656	purgatory
lunatic	fear	0.656	ساراڭ
bully	fear	0.656	بوزەك قىلىش
endangered	fear	0.656	خەتەر ئاستىدا قالدى
insane	fear	0.656	ساراڭ
malicious	fear	0.656	يامان غەرەزلىك
selfharm	fear	0.656	selfharm
despotic	fear	0.656	پەسكەش
revenge	fear	0.656	ئۆچ ئېلىش
encroachment	fear	0.656	دەخلى-تەرۇز قىلىش
shitless	fear	0.656	shitless
ruthless	fear	0.656	رەھىمسىز
debauchery	fear	0.656	debauchery
distress	fear	0.656	ئازاب
traitor	fear	0.656	ساتقۇن
punishment	fear	0.656	جازا
radioactive	fear	0.656	رادىئوئاكتىپلىق
projectile	fear	0.654	زەمبىرەك
flog	fear	0.653	flog
