English Word	Emotion	Emotion-Intensity-Score	Estonian Word
errand	anticipation	0.344	ülesanne
archaeology	anticipation	0.344	arheoloogia
mutable	anticipation	0.344	muutuv
wireless	anticipation	0.344	juhtmevaba
meditate	anticipation	0.344	mediteerida
mobile	anticipation	0.344	mobiilne
germ	anticipation	0.336	idu
brotherly	anticipation	0.336	vennalik
lessen	anticipation	0.336	vähendada
unbeaten	anticipation	0.336	löömata
pare	anticipation	0.336	pare
buddy	anticipation	0.336	sõber
unaccountable	anticipation	0.336	vastutustundetu
dove	anticipation	0.328	tuvi
patient	anticipation	0.328	patsient
secular	anticipation	0.328	ilmalik
digress	anticipation	0.328	kõrvale kalduda
chastity	anticipation	0.328	kasinus
council	anticipation	0.328	nõukogu
olfactory	anticipation	0.328	lõhnataju
ribbon	anticipation	0.328	Pael
possess	anticipation	0.328	omama
disposed	anticipation	0.320	kõrvaldatud
scrutinize	anticipation	0.320	kontrollima
immature	anticipation	0.320	ebaküps
mediator	anticipation	0.320	vahendaja
regularity	anticipation	0.320	regulaarsus
cove	anticipation	0.320	abajas
infanticide	anticipation	0.320	lapsetapp
paddle	anticipation	0.320	mõla
heft	anticipation	0.320	heft
fancy	anticipation	0.320	peen
preservative	anticipation	0.320	säilitusaine
unpublished	anticipation	0.312	avaldamata
church	anticipation	0.312	kirik
bugle	anticipation	0.312	bugle
grim	anticipation	0.312	sünge
denying	anticipation	0.312	eitades
analyst	anticipation	0.312	analüütik
judicial	anticipation	0.305	kohtulik
priesthood	anticipation	0.305	preesterlus
broadside	anticipation	0.305	lai külg
mill	anticipation	0.305	mill
dismay	anticipation	0.297	nördimus
cap	anticipation	0.297	kork
thermocouple	anticipation	0.297	termopaar
tributary	anticipation	0.297	lisajõgi
instructor	anticipation	0.297	juhendaja
exhaustion	anticipation	0.297	kurnatus
saliva	anticipation	0.297	sülg
cataract	anticipation	0.289	katarakt
network	anticipation	0.289	võrku
visor	anticipation	0.289	visiir
shackle	anticipation	0.289	köidikuga
wont	anticipation	0.289	ei kombeks
addresses	anticipation	0.289	aadressid
discreet	anticipation	0.289	diskreetne
noncompliance	anticipation	0.289	mittevastavus
bruise	anticipation	0.289	verevalum
homeless	anticipation	0.289	kodutu
astronomer	anticipation	0.281	astronoom
skewed	anticipation	0.281	viltu
neighbor	anticipation	0.281	naaber
holiness	anticipation	0.273	pühadus
devil	anticipation	0.273	kurat
picket	anticipation	0.273	pikett
sentence	anticipation	0.273	lause
latent	anticipation	0.273	latentne
cream	anticipation	0.273	kreem
immaturity	anticipation	0.273	ebaküpsus
habitual	anticipation	0.266	harjumuspärane
morals	anticipation	0.266	moraali
neighborhood	anticipation	0.266	naabruskond
lull	anticipation	0.266	vaikne
bye	anticipation	0.258	hüvasti
weight	anticipation	0.258	kaal
organ	anticipation	0.250	orel
clown	anticipation	0.250	kloun
forearm	anticipation	0.250	küünarvarre
commonplace	anticipation	0.242	tavaline
quote	anticipation	0.242	tsitaat
rail	anticipation	0.234	raudtee
dictatorship	anticipation	0.234	diktatuur
treadmill	anticipation	0.234	jooksulint
board	anticipation	0.234	juhatus
tree	anticipation	0.227	puu
sundial	anticipation	0.227	päikesekell
paralysis	anticipation	0.211	halvatus
cement	anticipation	0.203	tsement
worm	anticipation	0.203	uss
organization	anticipation	0.203	organisatsioon
lagging	anticipation	0.180	mahajäänud
neutral	anticipation	0.148	neutraalne
cannibalism	disgust	0.953	kannibalism
mutilation	disgust	0.930	moonutamine
molestation	disgust	0.914	ahistamine
incest	disgust	0.914	intsest
rape	disgust	0.906	vägistamine
gonorrhea	disgust	0.906	gonorröa
cannibal	disgust	0.898	kannibal
rot	disgust	0.891	mädanema
corpse	disgust	0.883	laip
massacre	disgust	0.883	veresaun
excrement	disgust	0.883	väljaheited
barf	disgust	0.875	barf
slaughter	disgust	0.875	tapmine
slaughterhouse	disgust	0.867	tapamaja
incestuous	disgust	0.859	verepilastaja
sewerage	disgust	0.859	kanalisatsioon
filth	disgust	0.859	räpasus
bigot	disgust	0.859	suurkuju
rancid	disgust	0.859	rääsunud
infestation	disgust	0.852	nakatumine
plague	disgust	0.852	katk
holocaust	disgust	0.852	holokaust
bloodthirsty	disgust	0.852	verejanuline
rotting	disgust	0.844	mädanema
fecal	disgust	0.844	fekaalne
maggot	disgust	0.844	tõukas
feces	disgust	0.844	väljaheited
murder	disgust	0.839	mõrva
asshole	disgust	0.836	sitapea
homicide	disgust	0.836	tapmine
enslaved	disgust	0.836	orjastatud
infanticide	disgust	0.836	lapsetapp
perverted	disgust	0.828	väärastunud
excretion	disgust	0.828	eritumist
gore	disgust	0.828	gore
slaughtering	disgust	0.828	tapmine
torture	disgust	0.828	piinamine
contaminate	disgust	0.821	saastama
revolting	disgust	0.820	mässuline
gory	disgust	0.820	verine
shit	disgust	0.820	jama
terrorist	disgust	0.820	terrorist
murderer	disgust	0.820	mõrvar
repugnant	disgust	0.820	vastumeelne
manure	disgust	0.820	sõnnik
pervert	disgust	0.820	pervert
diarrhoea	disgust	0.820	kõhulahtisus
grotesque	disgust	0.820	groteskne
desecration	disgust	0.820	rüvetamine
faeces	disgust	0.812	väljaheited
slavery	disgust	0.812	orjus
sewer	disgust	0.812	kanalisatsioon
cadaver	disgust	0.812	laip
manslaughter	disgust	0.812	tapmine
dismemberment	disgust	0.812	tükeldamine
vomit	disgust	0.812	oksendama
perverse	disgust	0.805	perversne
repulsive	disgust	0.805	eemaletõukav
hemorrhage	disgust	0.805	hemorraagia
sewage	disgust	0.797	kanalisatsioon
filthy	disgust	0.797	räpane
diseased	disgust	0.797	haigestunud
depravity	disgust	0.797	rikutus
carcass	disgust	0.795	rümp
decompose	disgust	0.789	lagunema
gruesome	disgust	0.789	õudne
mutilated	disgust	0.789	moonutatud
puke	disgust	0.789	oksendama
herpes	disgust	0.789	herpes
decayed	disgust	0.789	lagunenud
dung	disgust	0.789	sõnnik
vermin	disgust	0.789	kahjurid
murderous	disgust	0.789	mõrvarlik
parasite	disgust	0.789	parasiit
horrific	disgust	0.789	kohutav
carnage	disgust	0.781	tapatalgud
malaria	disgust	0.781	malaaria
slime	disgust	0.781	lima
flatulence	disgust	0.781	kõhupuhitus
pestilence	disgust	0.781	katk
crap	disgust	0.781	jama
monstrosity	disgust	0.781	koletisus
loathsome	disgust	0.773	vastik
toxic	disgust	0.773	mürgine
morgue	disgust	0.773	surnukuuri
pus	disgust	0.773	mäda
herpesvirus	disgust	0.773	herpesviirus
leprosy	disgust	0.773	pidalitõbi
insidious	disgust	0.773	salakaval
cruel	disgust	0.766	julm
regurgitation	disgust	0.766	regurgitatsioon
anthrax	disgust	0.766	siberi katk
xenophobia	disgust	0.766	ksenofoobia
repugnance	disgust	0.766	vastumeelsus
lynch	disgust	0.766	lintšima
revulsion	disgust	0.766	vastumeelsus
whore	disgust	0.766	hoor
dissection	disgust	0.759	lahkamine
mucous	disgust	0.758	limane
canker	disgust	0.758	vähk
slum	disgust	0.758	slumm
infectious	disgust	0.758	nakkav
evil	disgust	0.758	kurjast
phlegm	disgust	0.758	flegm
cruelty	disgust	0.758	julmus
perversion	disgust	0.758	perverssus
sinister	disgust	0.750	kurjakuulutav
leeches	disgust	0.750	kaanid
corrupting	disgust	0.750	rikkuv
decomposition	disgust	0.750	lagunemine
abomination	disgust	0.742	jälkus
stinking	disgust	0.742	haisev
bile	disgust	0.742	sapi
demonic	disgust	0.742	deemonlik
deranged	disgust	0.742	segaduses
abhorrence	disgust	0.742	vastikus
soiled	disgust	0.742	määrdunud
mucus	disgust	0.742	lima
septic	disgust	0.742	septik
sickening	disgust	0.742	haiget tekitav
demon	disgust	0.742	deemon
cancer	disgust	0.734	vähk
obese	disgust	0.734	rasvunud
degeneracy	disgust	0.734	degeneratsioon
despicable	disgust	0.734	põlastusväärne
atrocity	disgust	0.734	julmus
foul	disgust	0.734	vale
sicken	disgust	0.734	haigeks jääma
crucifixion	disgust	0.734	ristilöömine
terrorism	disgust	0.734	terrorism
repulsion	disgust	0.727	tõrjumine
morbidity	disgust	0.727	haigestumust
dysentery	disgust	0.727	düsenteeria
enema	disgust	0.727	klistiir
bacterium	disgust	0.727	bakter
dirty	disgust	0.727	määrdunud
adultery	disgust	0.727	abielurikkumine
contamination	disgust	0.727	saastumine
grisly	disgust	0.727	õudne
diabolical	disgust	0.727	kuratlik
autopsy	disgust	0.719	lahkamine
barbaric	disgust	0.719	barbaarne
vulgar	disgust	0.719	labane
entrails	disgust	0.719	sisikond
disgust	disgust	0.719	vastikust
lewd	disgust	0.719	nilbe
muck	disgust	0.719	sodi
bowels	disgust	0.719	sooled
garbage	disgust	0.719	prügi
deterioration	disgust	0.719	halvenemine
contagion	disgust	0.719	nakkus
vicious	disgust	0.719	tige
disfigured	disgust	0.719	moonutatud
pungent	disgust	0.719	terav
gross	disgust	0.719	jäme
bloodshed	disgust	0.714	verevalamine
gag	disgust	0.711	kägistama
pollute	disgust	0.711	saastama
nausea	disgust	0.711	iiveldus
tyrant	disgust	0.711	türann
wretched	disgust	0.711	armetu
mortification	disgust	0.711	surm
violent	disgust	0.711	vägivaldne
poisoned	disgust	0.711	mürgitatud
nauseate	disgust	0.703	iiveldama
slimy	disgust	0.703	limane
grope	disgust	0.703	kobama
slut	disgust	0.703	lits
nasty	disgust	0.703	vastik
disgusting	disgust	0.703	vastik
depraved	disgust	0.703	rikutud
porn	disgust	0.703	porno
hateful	disgust	0.703	vihkav
vulgarity	disgust	0.703	vulgaarsus
noxious	disgust	0.703	mürgine
grime	disgust	0.703	mustus
constipation	disgust	0.703	kõhukinnisus
secretion	disgust	0.703	sekretsioon
poisoning	disgust	0.703	mürgistus
despotism	disgust	0.703	despotism
measles	disgust	0.696	leetrid
contagious	disgust	0.695	nakkav
obesity	disgust	0.695	ülekaalulisus
wart	disgust	0.695	soolatüügas
hate	disgust	0.695	vihkama
hellish	disgust	0.695	põrgulik
scum	disgust	0.695	saast
suicidal	disgust	0.695	suitsiidne
wretch	disgust	0.695	armetu
abuse	disgust	0.695	kuritarvitamine
waste	disgust	0.695	jäätmed
intestinal	disgust	0.695	soolestiku
heartworm	disgust	0.688	südameuss
ooze	disgust	0.688	tilkuma
treason	disgust	0.688	riigireetmine
contaminated	disgust	0.688	saastunud
smut	disgust	0.688	sodi
disease	disgust	0.688	haigus
rabid	disgust	0.688	raevukas
deformed	disgust	0.680	deformeerunud
hell	disgust	0.680	põrgu
soulless	disgust	0.680	hingetu
cholera	disgust	0.680	koolera
bestial	disgust	0.680	loomalik
antichrist	disgust	0.680	antikristus
freakish	disgust	0.680	veider
germ	disgust	0.680	idu
detest	disgust	0.680	vihkama
pollution	disgust	0.680	reostus
grimy	disgust	0.680	räpane
abhorrent	disgust	0.680	vastik
hatred	disgust	0.680	vihkamine
abominate	disgust	0.680	jälk
sickness	disgust	0.680	haigus
hideous	disgust	0.672	kole
dictatorship	disgust	0.672	diktatuur
loathful	disgust	0.672	vastik
greasy	disgust	0.672	rasvane
dilapidated	disgust	0.672	lagunenud
inhuman	disgust	0.672	ebainimlik
loathing	disgust	0.672	vastikust
obscene	disgust	0.672	nilbe
cess	disgust	0.670	cess
devil	disgust	0.664	kurat
deformity	disgust	0.664	deformatsioon
nauseous	disgust	0.664	iiveldab
deadly	disgust	0.664	surmav
swine	disgust	0.664	siga
discrimination	disgust	0.664	diskrimineerimine
abominable	disgust	0.664	jälk
masochism	disgust	0.664	masohhism
heretic	disgust	0.664	ketser
latrines	disgust	0.656	käimlad
corruption	disgust	0.656	korruptsioon
poisonous	disgust	0.656	mürgine
horror	disgust	0.656	õudus
nefarious	disgust	0.656	alatu
bacteria	disgust	0.656	bakterid
horrible	disgust	0.656	kohutav
trash	disgust	0.656	prügikast
abortion	disgust	0.656	abort
death	disgust	0.656	surma
prejudiced	disgust	0.656	eelarvamusega
poison	disgust	0.656	mürk
oppression	disgust	0.656	rõhumine
goo	disgust	0.656	goo
victimized	disgust	0.656	ohvriks langenud
mange	disgust	0.656	mange
sludge	disgust	0.648	muda
trashy	disgust	0.648	prügikas
vindictive	disgust	0.648	kättemaksuhimuline
horrid	disgust	0.648	õudne
ugly	disgust	0.648	kole
immoral	disgust	0.648	ebamoraalne
bitch	disgust	0.648	lits
outhouse	disgust	0.648	välismaja
detestation	disgust	0.648	taunimine
horrifying	disgust	0.641	õõvastav
laxative	disgust	0.641	lahtistav
unsightly	disgust	0.641	inetu
derogatory	disgust	0.641	halvustav
slop	disgust	0.641	lohk
malfeasance	disgust	0.641	kuritegu
spew	disgust	0.641	sülitama
pimple	disgust	0.641	vistrik
criminality	disgust	0.641	kuritegevus
indecency	disgust	0.641	sündsusetust
cystic	disgust	0.641	tsüstiline
villainous	disgust	0.641	pahatahtlik
queasy	disgust	0.633	kiuslik
mildew	disgust	0.633	hallituse
oppressive	disgust	0.633	rõhuv
prostitution	disgust	0.633	prostitutsioon
secrete	disgust	0.633	eritama
ulcer	disgust	0.633	haavand
rat	disgust	0.633	rott
bigoted	disgust	0.633	fanaatik
perpetrator	disgust	0.633	kurjategija
doomsday	disgust	0.633	maailmalõpupäev
sinful	disgust	0.633	patune
degrading	disgust	0.625	alandav
ghastly	disgust	0.625	õudne
suffering	disgust	0.625	kannatused
obscenity	disgust	0.625	nilbus
devilish	disgust	0.625	kuratlik
disgraceful	disgust	0.625	häbiväärne
persecution	disgust	0.625	tagakiusamine
contemptible	disgust	0.625	põlastusväärne
cuckold	disgust	0.625	kukeseen
stools	disgust	0.625	väljaheide
dastardly	disgust	0.625	räpane
sin	disgust	0.625	patt
gluttony	disgust	0.625	ahnus
bloated	disgust	0.625	punnis
fungus	disgust	0.625	seen
aghast	disgust	0.625	jahmunud
diaper	disgust	0.617	mähe
malicious	disgust	0.617	pahatahtlik
polygamy	disgust	0.617	polügaamia
dying	disgust	0.617	suremas
termite	disgust	0.617	termiit
fat	disgust	0.617	rasv
deceit	disgust	0.617	pettus
atrocious	disgust	0.617	julm
guillotine	disgust	0.617	giljotiin
tetanus	disgust	0.617	teetanus
spoil	disgust	0.617	rikkuma
crusty	disgust	0.617	koorikjas
sickly	disgust	0.617	haiglane
louse	disgust	0.617	täi
strangle	disgust	0.617	kägistama
betrayal	disgust	0.617	reetmine
loathe	disgust	0.617	jälestama
wench	disgust	0.617	neitsimees
infect	disgust	0.617	nakatada
violently	disgust	0.609	vägivaldselt
brothel	disgust	0.609	bordell
drool	disgust	0.609	sulistama
bleeding	disgust	0.609	verejooks
deform	disgust	0.609	deformeeruda
ghetto	disgust	0.609	geto
sabotage	disgust	0.609	sabotaaži
venomous	disgust	0.609	mürgine
abhor	disgust	0.609	jälestus
slander	disgust	0.609	laim
hostile	disgust	0.609	vaenulik
musty	disgust	0.602	kopitanud
illicit	disgust	0.602	ebaseaduslik
ugliness	disgust	0.602	inetus
unwashed	disgust	0.602	pesemata
swampy	disgust	0.602	soine
deprivation	disgust	0.602	ilmajätmine
poaching	disgust	0.602	salaküttimine
hag	disgust	0.602	hag
infidel	disgust	0.602	uskmatu
imprisonment	disgust	0.602	vangistus
traitor	disgust	0.602	reetur
lunacy	disgust	0.602	hullumeelsus
queasiness	disgust	0.594	iiveldustunne
hostility	disgust	0.594	vaenulikkus
repelling	disgust	0.594	tõrjuv
intoxicated	disgust	0.594	joobes
thug	disgust	0.594	pätt
catastrophe	disgust	0.594	katastroofi
lunatic	disgust	0.594	hull
misery	disgust	0.594	viletsus
venom	disgust	0.594	mürk
butcher	disgust	0.594	lihunik
toilet	disgust	0.594	tualettruum
blister	disgust	0.594	blister
lurid	disgust	0.594	õudne
slug	disgust	0.594	nälkjas
gut	disgust	0.594	sisikond
sinner	disgust	0.594	patune
deceitful	disgust	0.594	petlik
epidemic	disgust	0.594	epideemia
deteriorated	disgust	0.586	halvenenud
lavatory	disgust	0.586	tualettruum
unclean	disgust	0.586	roojane
prostitute	disgust	0.586	prostituut
incubus	disgust	0.586	inkubus
appalling	disgust	0.586	kohutav
dreadful	disgust	0.586	kohutav
pornography	disgust	0.586	pornograafia
harass	disgust	0.586	ahistama
squeamish	disgust	0.578	kiuslik
expulsion	disgust	0.578	väljasaatmine
unfaithful	disgust	0.578	truudusetu
offensive	disgust	0.578	solvav
hypocrite	disgust	0.578	silmakirjatseja
humiliating	disgust	0.578	alandav
larceny	disgust	0.578	vargused
ruinous	disgust	0.578	rusuv
retard	disgust	0.578	hälvik
rash	disgust	0.578	lööve
flea	disgust	0.578	kirp
debauchery	disgust	0.578	liiderlikkus
fiend	disgust	0.578	kurat
quagmire	disgust	0.578	raba
conspirator	disgust	0.578	vandenõulane
sick	disgust	0.578	haige
mangle	disgust	0.578	mangel
dogsick	disgust	0.570	koerahaige
egregious	disgust	0.570	kohutav
flog	disgust	0.570	piitsutama
despise	disgust	0.570	põlata
treacherous	disgust	0.570	reetlik
oppress	disgust	0.570	rõhuma
swamp	disgust	0.570	soo
messy	disgust	0.570	segane
spit	disgust	0.570	sülitada
dank	disgust	0.570	dank
bastard	disgust	0.570	värdjas
devastating	disgust	0.570	laastav
serpent	disgust	0.570	madu
loo	disgust	0.562	loo
indecent	disgust	0.562	sündsusetu
insanity	disgust	0.562	hullumeelsus
stealing	disgust	0.562	varastamine
terrible	disgust	0.562	kohutav
tyrannical	disgust	0.562	türanniline
humiliation	disgust	0.562	alandus
snake	disgust	0.562	madu
sloppy	disgust	0.562	lohakas
sinning	disgust	0.562	patustamist
harmful	disgust	0.562	kahjulikud
harlot	disgust	0.562	hoora
sordid	disgust	0.562	kurb
enemy	disgust	0.562	vaenlane
alcoholism	disgust	0.562	alkoholism
awful	disgust	0.562	kohutav
ruthless	disgust	0.562	halastamatu
scoundrel	disgust	0.562	lurjus
bloody	disgust	0.555	verine
flabby	disgust	0.555	lõtv
odious	disgust	0.555	vastik
