English Word	Emotion	Emotion-Intensity-Score	Georgian Word
immerse	anticipation	0.586	ჩაეფლო
endeavor	anticipation	0.586	მცდელობა
experiment	anticipation	0.580	ექსპერიმენტი
enjoy	anticipation	0.578	ისიამოვნეთ
completing	anticipation	0.578	სრულდება
clamor	anticipation	0.578	ხმაური
angling	anticipation	0.578	დათრევა
majestic	anticipation	0.578	დიდებული
divination	anticipation	0.578	მკითხაობა
transcendence	anticipation	0.578	ტრანსცენდენცია
thriving	anticipation	0.578	აყვავებული
excavation	anticipation	0.578	გათხრები
thirst	anticipation	0.578	წყურვილი
remedy	anticipation	0.578	წამალია
harvest	anticipation	0.578	მოსავალი
risk	anticipation	0.578	რისკი
healing	anticipation	0.578	სამკურნალო
heavenly	anticipation	0.578	ზეციური
inviting	anticipation	0.578	მოწვევა
precarious	anticipation	0.578	საეჭვო
attainable	anticipation	0.578	მიღწევადი
blessing	anticipation	0.578	კურთხევა
prosper	anticipation	0.578	აყვავება
tease	anticipation	0.570	ცელქი
plan	anticipation	0.570	გეგმა
sweetheart	anticipation	0.570	საყვარელო
zest	anticipation	0.570	ბუდე
magnificence	anticipation	0.570	დიდებულება
ultimate	anticipation	0.570	საბოლოო
emancipation	anticipation	0.570	ემანსიპაცია
restlessness	anticipation	0.570	მოუსვენრობა
finally	anticipation	0.570	ბოლოს და ბოლოს
intimate	anticipation	0.570	ინტიმური
omen	anticipation	0.570	ნიშანი
matchmaker	anticipation	0.570	მაჭანკალი
gambler	anticipation	0.570	აზარტული მოთამაშე
prospectively	anticipation	0.570	პერსპექტიულად
dare	anticipation	0.570	გაბედე
warned	anticipation	0.570	გაფრთხილებული
invite	anticipation	0.570	მოიწვიე
mysterious	anticipation	0.562	იდუმალი
accolade	anticipation	0.562	აღიარება
lover	anticipation	0.562	შეყვარებული
expose	anticipation	0.562	გამოამჟღავნონ
enchant	anticipation	0.562	მოჯადოება
attempt	anticipation	0.562	მცდელობა
festival	anticipation	0.562	ფესტივალი
exalt	anticipation	0.562	ამაღლებს
rejoice	anticipation	0.562	გაიხარე
independence	anticipation	0.562	დამოუკიდებლობა
expected	anticipation	0.562	მოსალოდნელია
fanfare	anticipation	0.562	ფანფარი
immortality	anticipation	0.562	უკვდავება
quicken	anticipation	0.562	აჩქარება
parade	anticipation	0.562	აღლუმი
fun	anticipation	0.562	გართობა
predilection	anticipation	0.562	მიდრეკილება
champion	anticipation	0.562	ჩემპიონი
forewarned	anticipation	0.562	წინასწარ გააფრთხილა
hypothesis	anticipation	0.562	ჰიპოთეზა
trophy	anticipation	0.562	თასი
shopping	anticipation	0.555	შოპინგი
salvation	anticipation	0.555	ხსნა
feeling	anticipation	0.555	განცდა
speculative	anticipation	0.555	სპეკულაციური
oracle	anticipation	0.555	ორაკული
heroism	anticipation	0.555	გმირობა
boisterous	anticipation	0.555	ხმაურიანი
grasping	anticipation	0.555	დაჭერა
uneasiness	anticipation	0.555	უხერხულობა
curiosity	anticipation	0.555	ცნობისმოყვარეობა
happy	anticipation	0.555	ბედნიერი
rejoicing	anticipation	0.555	გახარებული
fate	anticipation	0.555	ბედი
liberty	anticipation	0.555	თავისუფლება
unfold	anticipation	0.555	გაშლა
amour	anticipation	0.555	სიყვარული
lovely	anticipation	0.555	საყვარელი
splendor	anticipation	0.555	ბრწყინვალება
grow	anticipation	0.555	იზრდება
glimmer	anticipation	0.547	ციმციმი
incite	anticipation	0.547	წაქეზება
abundance	anticipation	0.547	სიმრავლე
resultant	anticipation	0.547	შედეგიანი
probability	anticipation	0.547	ალბათობა
recreational	anticipation	0.547	რეკრეაციული
glory	anticipation	0.547	დიდება
agape	anticipation	0.547	აგაპე
delighted	anticipation	0.547	აღფრთოვანებული
changeable	anticipation	0.547	ცვალებადი
convergence	anticipation	0.547	კონვერგენცია
bountiful	anticipation	0.547	უხვად
warn	anticipation	0.547	გაფრთხილება
monetary	anticipation	0.547	ფულადი
sorcery	anticipation	0.547	ჯადოქრობა
morrow	anticipation	0.547	ხვალ
apprehensive	anticipation	0.547	შეშინებული
hungry	anticipation	0.547	მშიერი
vote	anticipation	0.547	ხმის მიცემა
suspicious	anticipation	0.547	საეჭვო
pray	anticipation	0.547	ილოცე
leisure	anticipation	0.547	დასვენება
hunting	anticipation	0.539	ნადირობა
sensual	anticipation	0.539	სენსუალური
tempest	anticipation	0.539	ქარიშხალი
auction	anticipation	0.539	აუქციონი
ballot	anticipation	0.539	ბიულეტენი
grandchildren	anticipation	0.539	შვილიშვილები
hankering	anticipation	0.539	მონდომება
entertainment	anticipation	0.539	გასართობი
merge	anticipation	0.539	შერწყმა
exceed	anticipation	0.539	გადააჭარბოს
vindication	anticipation	0.539	გამართლება
blessings	anticipation	0.539	კურთხევა
inquiry	anticipation	0.539	გამოკითხვა
bounty	anticipation	0.539	სიკეთე
worrying	anticipation	0.539	შემაშფოთებელი
contingent	anticipation	0.539	კონტიგენტი
glad	anticipation	0.536	გახარებული
harbinger	anticipation	0.531	წინამძღვარი
magnificent	anticipation	0.531	დიდებული
virginity	anticipation	0.531	ქალწულობა
stealthy	anticipation	0.531	მალულად
appeal	anticipation	0.531	მიმართვა
forming	anticipation	0.531	ფორმირება
celestial	anticipation	0.531	ციური
raving	anticipation	0.531	ბრაზი
deliverance	anticipation	0.531	ხსნა
feat	anticipation	0.531	feat
cheer	anticipation	0.531	გაიხარე
responsive	anticipation	0.531	საპასუხო
hurried	anticipation	0.531	აჩქარდა
betrothed	anticipation	0.531	გათხოვილი
overthrow	anticipation	0.531	დამხობა
spirits	anticipation	0.531	სულები
dread	anticipation	0.531	შიში
visitor	anticipation	0.531	სტუმარი
wait	anticipation	0.523	დაელოდე
revive	anticipation	0.523	აღორძინება
watch	anticipation	0.523	უყურებს
hunter	anticipation	0.523	მონადირე
radiance	anticipation	0.523	ბზინვარება
planning	anticipation	0.523	დაგეგმვა
germination	anticipation	0.523	გაღივება
competition	anticipation	0.523	კონკურსი
preparatory	anticipation	0.523	მოსამზადებელი
prognostic	anticipation	0.523	პროგნოზული
beaming	anticipation	0.523	ნათება
cheery	anticipation	0.523	მხიარული
prevail	anticipation	0.523	ჭარბობს
importance	anticipation	0.523	მნიშვნელობა
notification	anticipation	0.523	შეტყობინება
explosive	anticipation	0.523	ასაფეთქებელი
pleasant	anticipation	0.523	სასიამოვნო
ultimately	anticipation	0.523	საბოლოო ჯამში
child	anticipation	0.523	ბავშვი
haste	anticipation	0.523	აჩქარება
prophet	anticipation	0.523	წინასწარმეტყველი
recreation	anticipation	0.516	დასვენება
present	anticipation	0.516	აწმყო
time	anticipation	0.516	დრო
sensuality	anticipation	0.516	სენსუალურობა
owing	anticipation	0.516	დავალიანება
loom	anticipation	0.516	ზეწარი
begun	anticipation	0.516	დაიწყო
salary	anticipation	0.516	ხელფასი
celebrity	anticipation	0.516	სახელგანთქმული
treat	anticipation	0.516	მკურნალობა
chocolate	anticipation	0.516	შოკოლადი
caution	anticipation	0.516	სიფრთხილით
fermentation	anticipation	0.516	ფერმენტაცია
uncontrollable	anticipation	0.516	უკონტროლო
