English Word	Emotion	Emotion-Intensity-Score	Maltese Word
disincline	disgust	0.312	discline
theism	disgust	0.312	teiżmu
depreciated	disgust	0.312	deprezzat
inconsiderate	disgust	0.312	inkonsiderat
overpriced	disgust	0.312	eżaġerat
stomach	disgust	0.312	istonku
burke	disgust	0.312	burke
sneeze	disgust	0.312	tagħtas
gall	disgust	0.305	marrara
bang	disgust	0.305	bang
inadmissible	disgust	0.305	inammissibbli
unfriendly	disgust	0.305	mhux faċli
unaccountable	disgust	0.305	bla kont
disparity	disgust	0.305	disparità
latent	disgust	0.305	moħbija
disliking	disgust	0.305	ma togħġobx
shack	disgust	0.305	barrakka
grumpy	disgust	0.305	qarmeċ
coop	disgust	0.304	coop
disappointment	disgust	0.297	diżappunt
scold	disgust	0.297	ċanfar
delay	disgust	0.297	dewmien
congress	disgust	0.297	kungress
growling	disgust	0.297	jgħajjar
backwards	disgust	0.297	lura
soreness	disgust	0.297	uġigħ
disregarded	disgust	0.297	injorat
rogue	disgust	0.297	diżonest
lonely	disgust	0.297	solitarju
notoriety	disgust	0.289	notorjetà
catechism	disgust	0.289	katekiżmu
flop	disgust	0.289	flop
infamous	disgust	0.289	infami
janitor	disgust	0.289	purtinar
nettle	disgust	0.289	ħurrieq
saturated	disgust	0.281	saturati
prohibited	disgust	0.281	projbit
gaby	disgust	0.281	gaby
wince	disgust	0.281	wince
desist	disgust	0.281	nieqes
unfair	disgust	0.281	inġust
aftermath	disgust	0.281	wara
remiss	disgust	0.281	traskurat
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	ikkulurit
wrangling	disgust	0.273	tbatija
uneasy	disgust	0.273	inċerti
huff	disgust	0.273	huff
weird	disgust	0.266	stramb
impolite	disgust	0.266	impolit
swig	disgust	0.266	daqqa
crawl	disgust	0.266	jitkaxkru
unsatisfied	disgust	0.266	mhux sodisfatt
inefficiency	disgust	0.266	ineffiċjenza
frantic	disgust	0.266	sfrenat
bureaucrat	disgust	0.266	burokrat
politic	disgust	0.266	politika
coldness	disgust	0.266	kesħa
gruff	disgust	0.258	goff
octopus	disgust	0.258	Qarnita
chagrin	disgust	0.258	dispjaċir
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopjatur
incase	disgust	0.258	fil-kas
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	sarkasm
instinctive	disgust	0.258	istintiv
misconception	disgust	0.250	kunċett żbaljat
disinclined	disgust	0.250	disclined
john	disgust	0.250	John
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babbu
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cupping
lose	disgust	0.250	titlef
rook	disgust	0.242	ganja
entangled	disgust	0.242	imħabbbil
gratuitous	disgust	0.242	gratwita
scrub	disgust	0.242	Scrub
opponent	disgust	0.242	avversarju
tariff	disgust	0.242	tariffa
questionable	disgust	0.234	dubjuż
prolong	disgust	0.234	ittawwal
reluctance	disgust	0.234	riluttanza
lagging	disgust	0.234	lura
misstatement	disgust	0.234	dikjarazzjoni żbaljata
resign	disgust	0.234	jirriżenja
unlucky	disgust	0.234	sfortunati
backwardness	disgust	0.234	lura
ineffectual	disgust	0.227	ineffettiv
disqualified	disgust	0.227	skwalifikat
subsidy	disgust	0.227	sussidju
reversal	disgust	0.227	treġġigħ lura
default	disgust	0.227	default
fussy	disgust	0.227	mħawda
unpopular	disgust	0.227	mhux popolari
petroleum	disgust	0.219	pitrolju
intense	disgust	0.219	intensa
evade	disgust	0.219	jevadi
frowning	disgust	0.219	ċawża
weight	disgust	0.219	piż
dame	disgust	0.219	dama
donkey	disgust	0.211	ħmar
actionable	disgust	0.211	azzjonabbli
tawny	disgust	0.211	lewn
unhappy	disgust	0.211	kuntent
dandy	disgust	0.203	dandy
birch	disgust	0.203	betula
speck	disgust	0.203	speck
hood	disgust	0.203	barnuża
owing	disgust	0.203	minħabba
desert	disgust	0.203	deżert
indifference	disgust	0.203	indifferenza
awkwardness	disgust	0.203	skomda
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	inkonvenjenti
howl	disgust	0.195	howl
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	morali
misguided	disgust	0.195	żbaljat
airs	disgust	0.195	arja
gelatin	disgust	0.195	ġelatina
fleece	disgust	0.195	suf
monochrome	disgust	0.195	monokromu
lush	disgust	0.188	lush
celebrity	disgust	0.188	ċelebrità
avoid	disgust	0.188	evita
gent	disgust	0.188	ġent
stalemate	disgust	0.188	staġnar
lesser	disgust	0.188	inqas
sunk	disgust	0.180	għereq
nose	disgust	0.180	imnieħer
laughable	disgust	0.180	laughable
claimant	disgust	0.180	attur
possession	disgust	0.180	pussess
larger	disgust	0.164	akbar
pregnancy	disgust	0.164	tqala
thrift	disgust	0.164	tfaddil
undoubted	disgust	0.164	bla dubju
mouthful	disgust	0.164	ħalq
hoot	disgust	0.164	hoot
sentence	disgust	0.156	sentenza
misplace	disgust	0.156	ħażin
clamor	disgust	0.156	clamor
parrot	disgust	0.156	pappagall
obliging	disgust	0.156	tobbliga
nameless	disgust	0.148	bla isem
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	tħossok
excellence	disgust	0.141	eċċellenza
gray	disgust	0.133	griż
asymmetry	disgust	0.133	asimetrija
turn	disgust	0.133	dawran
clumsy	disgust	0.133	goff
stall	disgust	0.133	stall
bran	disgust	0.125	nuħħala
finally	disgust	0.125	finalment
lord	disgust	0.125	Mulej
nurture	disgust	0.117	trawwem
savor	disgust	0.117	nduqu
cove	disgust	0.117	cove
winning	disgust	0.109	rebbieħa
lemon	disgust	0.109	lumi
powerful	disgust	0.102	qawwija
glitter	disgust	0.094	glitter
interior	disgust	0.086	ġewwa
mind	disgust	0.086	moħħ
interested	disgust	0.078	interessati
treat	disgust	0.078	kura
abundance	disgust	0.078	abbundanza
honest	disgust	0.055	onest
kite	disgust	0.055	astun
humble	disgust	0.047	umli
tree	disgust	0.039	siġra
torture	fear	0.984	tortura
terrorist	fear	0.972	terroristiku
terrorists	fear	0.969	terroristi
horrific	fear	0.969	orribbli
terrorism	fear	0.969	terroriżmu
suicidebombing	fear	0.967	attakk suwiċidju
kill	fear	0.962	joqtlu
homicidal	fear	0.959	omiċidju
catastrophe	fear	0.953	diżastru
annihilate	fear	0.953	annihilate
murderer	fear	0.953	qattiel
terror	fear	0.953	terrur
dying	fear	0.948	imutu
war	fear	0.942	gwerra
bombing	fear	0.938	bumbardament
bomb	fear	0.935	bomba
missiles	fear	0.934	missili
horror	fear	0.923	orrur
brutality	fear	0.922	brutalità
terrorize	fear	0.922	terrorize
horrified	fear	0.922	imwerwer
bloodthirsty	fear	0.922	għatxan tad-demm
murderous	fear	0.920	qattiel
massacre	fear	0.911	massakru
terrifying	fear	0.906	tal-biża'
fatality	fear	0.906	fatalità
horrifying	fear	0.906	tal-biża'
demon	fear	0.906	dimostrazzjoni
mutilation	fear	0.906	mutilazzjoni
killing	fear	0.906	qtil
holocaust	fear	0.906	olokawst
assassinate	fear	0.906	joqtol
terrified	fear	0.906	imwerwer
devastation	fear	0.906	devastazzjoni
murder	fear	0.906	qtil
horrors	fear	0.906	orruri
suicidal	fear	0.898	suwiċidali
assault	fear	0.891	attakk
kidnap	fear	0.891	ħtif
slaughter	fear	0.891	qatla
crucifixion	fear	0.891	tislib
doomed	fear	0.888	ddestinat
poisoned	fear	0.886	ivvelenat
suicide	fear	0.879	suwiċidju
explosion	fear	0.879	splużjoni
deadly	fear	0.875	fatali
assassin	fear	0.875	assassin
annihilation	fear	0.875	annihilation
savagery	fear	0.875	savagery
disaster	fear	0.875	diżastru
threatening	fear	0.875	thedded
slaughtering	fear	0.875	qtil
disastrous	fear	0.875	diżastruż
dismemberment	fear	0.875	smembrament
suffocation	fear	0.875	soffokazzjoni
rape	fear	0.870	stupru
hell	fear	0.860	infern
homicide	fear	0.859	omiċidju
molestation	fear	0.859	molestazzjoni
bloodshed	fear	0.859	tixrid tad-demm
barbaric	fear	0.859	barbaru
explosive	fear	0.859	splussiv
warfare	fear	0.859	gwerra
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	traġedja
anthrax	fear	0.859	antraċi
demonic	fear	0.859	demoniku
executioner	fear	0.859	eżekutur
dread	fear	0.859	biża’
guillotine	fear	0.859	giljottina
attacking	fear	0.859	jattakkaw
peril	fear	0.859	periklu
slaughterhouse	fear	0.859	biċċerija
annihilated	fear	0.859	annihilat
suffocating	fear	0.858	soffokanti
treachery	fear	0.856	tradiment
fright	fear	0.853	biża
monster	fear	0.844	mostru
traumatic	fear	0.844	trawmatika
abomination	fear	0.844	abominazzjoni
apocalypse	fear	0.844	apokalissi
slayer	fear	0.844	qattiel
scare	fear	0.844	biża
morgue	fear	0.844	morgue
painful	fear	0.844	bl-uġigħ
frightened	fear	0.844	imbeżża
vengeance	fear	0.844	vendetta
scariest	fear	0.844	scariest
destroying	fear	0.844	jeqirdu
execution	fear	0.844	eżekuzzjoni
panicked	fear	0.844	paniku
petrified	fear	0.844	petrifikat
afraid	fear	0.844	jibżgħu
frightening	fear	0.844	tal-biża
drown	fear	0.844	għerqu
bombardment	fear	0.844	bumbardament
death	fear	0.843	mewt
chaos	fear	0.839	kaos
ghastly	fear	0.836	ghastly
evil	fear	0.833	ħażen
intruder	fear	0.828	intruż
hellish	fear	0.828	infernali
brutal	fear	0.828	brutali
cancer	fear	0.828	kanċer
devil	fear	0.828	xitan
grenade	fear	0.828	granati
eradication	fear	0.828	eradikazzjoni
frighten	fear	0.828	imbeżża’
explode	fear	0.828	tisplodi
assassination	fear	0.828	qtil
fatal	fear	0.828	fatali
paralyze	fear	0.828	jipparalizza
gunmen	fear	0.828	irġiel armati
violently	fear	0.828	vjolenti
nightmare	fear	0.828	ħmar il-lejl
doomsday	fear	0.828	doomsday
doom	fear	0.828	doom
manslaughter	fear	0.828	qtil involontarju
fear	fear	0.828	biża
kidnapped	fear	0.828	maħtufa
trauma	fear	0.828	trawma
morbidity	fear	0.820	morbożità
crippling	fear	0.817	tfixkil
savage	fear	0.814	selvaġġ
shooting	fear	0.812	sparar
quake	fear	0.812	terremot
poisonous	fear	0.812	velenuż
damnation	fear	0.812	damnazzjoni
violence	fear	0.812	vjolenza
destructive	fear	0.812	distruttiv
aggressor	fear	0.812	aggressur
suffering	fear	0.812	tbatija
violent	fear	0.812	vjolenti
frightful	fear	0.812	tal-biża
crushed	fear	0.812	imfarrak
earthquake	fear	0.812	terremot
heartattack	fear	0.812	attak tal-qalb
hurricane	fear	0.811	uragan
imprisoned	fear	0.811	ħabs
exterminate	fear	0.810	teqred
fearing	fear	0.808	jibżgħu
hemorrhage	fear	0.807	emorraġija
torment	fear	0.806	turment
lethal	fear	0.806	letali
venom	fear	0.804	velenu
claustrophobia	fear	0.803	klawstrofobija
snakes	fear	0.802	sriep
danger	fear	0.802	periklu
exorcism	fear	0.800	eżorċiżmu
obliterated	fear	0.800	imħassar
robbery	fear	0.800	serq
terrifies	fear	0.798	terifika
cyanide	fear	0.797	ċjanur
incurable	fear	0.797	inkurabbli
anxietyattack	fear	0.797	attakk ta' ansjetà
mortality	fear	0.797	mortalità
attack	fear	0.797	attakk
monstrosity	fear	0.797	mostrużità
extermination	fear	0.797	sterminazzjoni
bombers	fear	0.797	bombi
harmful	fear	0.797	li jagħmel ħsara
persecution	fear	0.797	persekuzzjoni
biggestfear	fear	0.797	l-akbar biża
poison	fear	0.797	velenu
cruelty	fear	0.797	moħqrija
hysteria	fear	0.797	isteriżmu
destruction	fear	0.797	qerda
dreadfully	fear	0.796	tal-biża’
arson	fear	0.794	ħruq
devastate	fear	0.792	qerdu
tyrant	fear	0.788	tirann
warcrimes	fear	0.785	reati tal-gwerra
perish	fear	0.784	jitħassru
feared	fear	0.782	beżgħu
maniac	fear	0.781	manijaku
bloody	fear	0.781	imdemmi
freakingout	fear	0.781	freakingout
warlike	fear	0.781	gwerra
rampage	fear	0.781	sfawra
screaming	fear	0.781	jgħajjat
lifeless	fear	0.781	bla ħajja
enslaved	fear	0.781	skjavi
venomous	fear	0.781	velenuż
snake	fear	0.776	serp
epidemic	fear	0.776	epidemija
panicattack	fear	0.774	panicattack
crisis	fear	0.766	kriżi
hazardous	fear	0.766	perikoluż
fearful	fear	0.766	jibżgħu
dangerously	fear	0.766	perikoluż
shipwreck	fear	0.766	nawfraġju
scary	fear	0.766	tal-biża
tumor	fear	0.766	tumur
invader	fear	0.766	invażur
invade	fear	0.766	tinvadi
die	fear	0.766	imutu
detonate	fear	0.766	tisplodi
violation	fear	0.766	ksur
reprisal	fear	0.766	tpattija
criminal	fear	0.766	kriminali
riot	fear	0.766	irvell
obliterate	fear	0.766	iħassar
inferno	fear	0.766	infern
leprosy	fear	0.766	lebbra
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	klawstrofobiku
hyperventilating	fear	0.762	iperventilazzjoni
nightmares	fear	0.759	inkubi
destroyed	fear	0.754	meqruda
ghostly	fear	0.754	ghostly
treacherous	fear	0.750	traditur
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	traġedji
slavery	fear	0.750	skjavitù
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkista
panic	fear	0.750	paniku
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	uragani
wrenching	fear	0.750	tkissir
tyranny	fear	0.750	tirannija
imprisonment	fear	0.750	priġunerija
dreadful	fear	0.750	koroh
agony	fear	0.750	agunija
dangerous	fear	0.750	perikolużi
obliteration	fear	0.750	obliterazzjoni
projectiles	fear	0.750	projettili
destroyer	fear	0.750	qerrieda
strangle	fear	0.750	strangle
hazard	fear	0.750	periklu
riotous	fear	0.750	rewwixta
accident	fear	0.750	aċċident
mortuary	fear	0.750	mortwarju
anarchy	fear	0.750	anarkija
fears	fear	0.750	biżgħat
malignancy	fear	0.742	tumuri malinni
bombard	fear	0.740	bombard
cannibal	fear	0.740	kannibali
abominable	fear	0.738	abominabbli
depraved	fear	0.734	depravat
bomber	fear	0.734	bomber
crash	fear	0.734	ħabta
tornado	fear	0.734	tornado
victimized	fear	0.734	vittimizzati
hyperventilate	fear	0.734	iperventila
melee	fear	0.734	melee
cursed	fear	0.734	misħuta
mutiny	fear	0.734	ammutinament
dictatorship	fear	0.734	dittatorjat
shoot	fear	0.734	rimja
horrible	fear	0.734	orribbli
misery	fear	0.734	miżerja
gore	fear	0.734	gore
paralysis	fear	0.734	paraliżi
tyrannical	fear	0.734	tiraniku
missile	fear	0.734	missila
gun	fear	0.734	pistola
devilish	fear	0.734	devilish
diseased	fear	0.734	morda
shot	fear	0.734	sparatura
mafia	fear	0.734	mafja
beast	fear	0.734	kruha
malignant	fear	0.734	malinn
scared	fear	0.734	jibża’
hostage	fear	0.734	ostaġġ
threaten	fear	0.734	jheddu
turmoil	fear	0.733	taqlib
combat	fear	0.728	miġġielda
alligator	fear	0.727	alligatur
ruin	fear	0.725	rovina
shooter	fear	0.722	shooter
contagious	fear	0.720	li jittieħed
crime	fear	0.719	kriminalità
scream	fear	0.719	scream
injured	fear	0.719	midruba
desperation	fear	0.719	id-disprazzjoni
struggle	fear	0.719	ġlieda
shock	fear	0.719	xokk
seizure	fear	0.719	qbid
lynch	fear	0.719	linċi
mortification	fear	0.719	mortifikazzjoni
fight	fear	0.719	ġlieda
harm	fear	0.719	ħsara
emergency	fear	0.719	emerġenza
phobia	fear	0.719	fobija
havoc	fear	0.719	ħasra
devastating	fear	0.719	devastanti
excruciating	fear	0.719	ħżiena
casualty	fear	0.719	diżgrazzja
miscarriage	fear	0.719	korriment
starvation	fear	0.719	ġuħ
frantically	fear	0.717	b’mod sfrenat
carnage	fear	0.717	qatgħa
standoff	fear	0.716	standoff
infestation	fear	0.716	infestazzjoni
soscary	fear	0.712	soscary
panicking	fear	0.708	paniku
rupture	fear	0.706	qsim
horrid	fear	0.705	orribbli
frantic	fear	0.705	sfrenat
sabotage	fear	0.703	sabotaġġ
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arseniku
freaked	fear	0.703	freaked
burial	fear	0.703	dfin
sos	fear	0.703	sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	jibżgħu
harrowing	fear	0.703	ħeġġa
aggressive	fear	0.703	aggressiv
prey	fear	0.703	priża
gash	fear	0.703	gash
hatred	fear	0.703	mibegħda
schizophrenia	fear	0.703	skizofrenija
upheaval	fear	0.703	taqlib
armed	fear	0.703	armati
collapse	fear	0.703	kollass
deranged	fear	0.703	imqalleb
assailant	fear	0.703	aggressur
terminal	fear	0.703	terminali
plague	fear	0.703	pesta
malevolent	fear	0.703	malevoli
psychosis	fear	0.703	psikożi
carcinoma	fear	0.703	karċinoma
diabolical	fear	0.703	diabolika
wrecked	fear	0.703	mġarrfa
grisly	fear	0.703	griż
hysterical	fear	0.703	isteriku
fugitive	fear	0.703	maħrub
neurotic	fear	0.703	newrotiku
witchcraft	fear	0.703	sħaħar
avalanche	fear	0.703	valanga
anguish	fear	0.703	dieqa
cripple	fear	0.703	iddgħajjef
agonizing	fear	0.703	agonizzanti
infectious	fear	0.703	infettiv
crocodile	fear	0.700	kukkudrill
forcibly	fear	0.700	bil-forza
abduction	fear	0.700	ħtif
offender	fear	0.698	ħati
mayhem	fear	0.690	mayhem
hurt	fear	0.688	iweġġgħu
shrapnel	fear	0.688	shrapnel
beastly	fear	0.688	beastly
rabid	fear	0.688	rabid
guerilla	fear	0.688	guerilla
ambush	fear	0.688	ambush
endanger	fear	0.688	jipperikolaw
leukemia	fear	0.688	lewkimja
contagion	fear	0.688	kontaġju
anarchism	fear	0.688	anarkiżmu
paranoid	fear	0.688	paranojde
cadaver	fear	0.688	kadavru
agoraphobia	fear	0.688	agorafobija
alarm	fear	0.688	allarm
trepidation	fear	0.688	trepidation
blast	fear	0.688	blast
gory	fear	0.688	gory
cyclone	fear	0.688	ċiklun
brawl	fear	0.688	ġlied
hopeless	fear	0.688	bla tama
banish	fear	0.688	tkeċċi
disease	fear	0.688	mard
hostile	fear	0.688	ostili
oppression	fear	0.688	oppressjoni
wounding	fear	0.688	ferita
socialanxiety	fear	0.688	ansjetà soċjali
radiation	fear	0.688	radjazzjoni
gallows	fear	0.686	forka
coffin	fear	0.684	tebut
madness	fear	0.675	ġenn
spook	fear	0.673	spook
fury	fear	0.672	fury
menace	fear	0.672	theddida
perishing	fear	0.672	jitħassru
victim	fear	0.672	vittma
sinister	fear	0.672	sinister
thug	fear	0.672	thug
carcass	fear	0.672	karkassa
shatter	fear	0.672	tifrik
grim	fear	0.672	skura
felon	fear	0.672	felon
stab	fear	0.672	sikkina
trembling	fear	0.672	rogħda
revolver	fear	0.672	revolver
militants	fear	0.672	militanti
dungeon	fear	0.672	Dungeon
outbreak	fear	0.672	tifqigħa
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	vipera
combatant	fear	0.672	kumbattant
vermin	fear	0.672	dud
nervouswreck	fear	0.672	nawfraġju nervuż
menacing	fear	0.672	theddida
hurting	fear	0.672	iweġġgħu
persecute	fear	0.672	jippersegwitaw
fangs	fear	0.672	denk
militia	fear	0.672	milizzja
injury	fear	0.672	korriment
scarier	fear	0.672	aktar tal-biża’
mangle	fear	0.672	mangle
gang	fear	0.672	gang
crushing	fear	0.672	tgħaffiġ
eruption	fear	0.672	eruzzjoni
soscared	fear	0.672	soscared
ghost	fear	0.672	ghost
awful	fear	0.672	orribbli
abhorrent	fear	0.672	mistkerr
abuse	fear	0.672	abbuż
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	atroċità
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	feroċi
battered	fear	0.667	msawta
desolation	fear	0.667	desolazzjoni
pandemic	fear	0.664	pandemija
cutthroat	fear	0.664	maqtugħin
volcano	fear	0.663	vulkan
scares	fear	0.660	beżgħat
cruelly	fear	0.658	krudelment
smash	fear	0.656	smash
xenophobia	fear	0.656	ksenofobija
typhoon	fear	0.656	tifun
spider	fear	0.656	brimba
alarming	fear	0.656	allarmanti
nefarious	fear	0.656	nefarious
oppressive	fear	0.656	oppressiv
treason	fear	0.656	tradiment
neurosis	fear	0.656	newrożi
cruel	fear	0.656	krudili
crazed	fear	0.656	crazed
coma	fear	0.656	koma
stroke	fear	0.656	puplesija
tumult	fear	0.656	tumult
fearfully	fear	0.656	bil-biża’
battlefield	fear	0.656	kamp tal-battalja
emetophobia	fear	0.656	emetofobija
dictator	fear	0.656	dittatur
armament	fear	0.656	armament
blizzard	fear	0.656	blizzard
purgatory	fear	0.656	purgatorju
lunatic	fear	0.656	lunatic
bully	fear	0.656	bully
endangered	fear	0.656	fil-periklu
insane	fear	0.656	tal-ġenn
malicious	fear	0.656	malizzjuż
selfharm	fear	0.656	awtokorriment
despotic	fear	0.656	despotiku
revenge	fear	0.656	vendetta
encroachment	fear	0.656	invażjoni
shitless	fear	0.656	bla ħmieġ
ruthless	fear	0.656	bla ħniena
debauchery	fear	0.656	debauchery
distress	fear	0.656	dwejjaq
traitor	fear	0.656	traditur
punishment	fear	0.656	kastig
radioactive	fear	0.656	radjuattiv
projectile	fear	0.654	projettili
flog	fear	0.653	flog
bang	fear	0.652	bang
ransom	fear	0.644	fidwa
criminality	fear	0.642	kriminalità
rattlesnake	fear	0.641	rattlesnake
quivering	fear	0.641	kivering
perturbation	fear	0.641	perturbazzjoni
tumour	fear	0.641	tumur
conflict	fear	0.641	kunflitt
injurious	fear	0.641	inġurja
vehement	fear	0.641	vehement
antichrist	fear	0.641	antikrist
isolated	fear	0.641	iżolati
raging	fear	0.641	raging
aghast	fear	0.641	aghast
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	ma tistax tieħu n-nifs
demented	fear	0.641	dementata
dastardly	fear	0.641	mimli
abortion	fear	0.641	abort
deteriorate	fear	0.641	tiddeterjora
warlock	fear	0.641	warlock
hanging	fear	0.641	mdendlin
wreck	fear	0.641	relitt
demise	fear	0.641	mewt
perilous	fear	0.641	perikolużi
duress	fear	0.641	tensjoni
dreading	fear	0.641	jibżgħu
raptors	fear	0.641	rapturi
haunt	fear	0.641	haunt
punished	fear	0.641	ikkastigat
hideous	fear	0.641	hideous
wildfire	fear	0.641	nirien mifruxa
scoundrel	fear	0.641	qarn
intimidate	fear	0.641	jintimidaw
