English Word	Emotion	Emotion-Intensity-Score	Finnish Word
rigor	disgust	0.398	kurinalaisuutta
subvert	disgust	0.398	horjuttaa
failure	disgust	0.398	epäonnistuminen
lick	disgust	0.398	nuolla
unruly	disgust	0.398	kuriton
woefully	disgust	0.398	surkeasti
stingy	disgust	0.398	niukka
crushing	disgust	0.398	murskaamalla
disdain	disgust	0.398	halveksuntaa
insult	disgust	0.393	loukkaus
averseness	disgust	0.391	vastenmielisyyttä
disrelish	disgust	0.391	epämiellyttävä
punished	disgust	0.391	rangaistaan
critter	disgust	0.391	otus
damage	disgust	0.391	vahingoittaa
scorpion	disgust	0.391	skorpioni
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muffi
farcical	disgust	0.391	farssi
antisocial	disgust	0.391	epäsosiaalinen
hardened	disgust	0.391	kovettunut
punishment	disgust	0.391	rangaistus
bad	disgust	0.391	huono
expel	disgust	0.391	karkottaa
surly	disgust	0.383	äreä
lament	disgust	0.383	valittaa
illiterate	disgust	0.383	lukutaidoton
divorce	disgust	0.383	avioero
teeming	disgust	0.383	täynnä
plagiarism	disgust	0.383	plagiointi
eviction	disgust	0.383	häätö
orc	disgust	0.383	ork
disappoint	disgust	0.383	pettää
shabby	disgust	0.383	nuhjuinen
presumptuous	disgust	0.383	röyhkeä
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	ristiriitaa
guilt	disgust	0.383	syyllisyys
fugitive	disgust	0.383	pakolainen
irrational	disgust	0.383	irrationaalinen
adder	disgust	0.383	lisäin
fulsome	disgust	0.383	äitelä
sacrifices	disgust	0.383	uhrauksia
hypocritical	disgust	0.383	tekopyhä
shock	disgust	0.375	shokki
alienation	disgust	0.375	vieraantuminen
scoff	disgust	0.375	pilkata
plight	disgust	0.375	ahdinko
irritation	disgust	0.375	ärsytys
unworthy	disgust	0.375	arvoton
misconduct	disgust	0.375	rikkomus
defective	disgust	0.375	viallinen
blame	disgust	0.375	syyttää
depressing	disgust	0.375	masentava
dislocated	disgust	0.375	sijoiltaan sijoiltaan
irritating	disgust	0.375	ärsyttävä
vainly	disgust	0.367	turhaan
toad	disgust	0.367	rupikonna
powerless	disgust	0.367	voimaton
coerce	disgust	0.367	pakottaa
shuddering	disgust	0.367	vapina
stripped	disgust	0.367	riisuttu
revoke	disgust	0.367	peruuttaa
wimpy	disgust	0.367	nuhjuinen
unhealthy	disgust	0.367	epäterveellistä
exclusion	disgust	0.367	poissulkeminen
disillusionment	disgust	0.367	pettymys
blatant	disgust	0.367	räikeä
hurtful	disgust	0.367	loukkaavaa
hoax	disgust	0.367	huijaus
wimp	disgust	0.367	nynny
cad	disgust	0.367	cad
pitfall	disgust	0.367	sudenkuoppa
squelch	disgust	0.367	squelch
deserted	disgust	0.359	autio
damn	disgust	0.359	pahuksen
incompatible	disgust	0.359	yhteensopimaton
dispose	disgust	0.359	hävittää
oddity	disgust	0.359	kummajainen
rebellion	disgust	0.359	kapina
ineptitude	disgust	0.359	taitamattomuus
bug	disgust	0.359	bugi
disobedience	disgust	0.359	tottelemattomuus
inept	disgust	0.352	kyvytön
litigate	disgust	0.352	riitauttaa
dismissal	disgust	0.352	hylkääminen
cutting	disgust	0.352	leikkaus
untoward	disgust	0.352	epäsuotuisa
displeased	disgust	0.352	ärsyyntynyt
censor	disgust	0.352	sensuroida
ridiculous	disgust	0.352	naurettavaa
compost	disgust	0.352	komposti
frustrate	disgust	0.352	turhauttaa
misbehavior	disgust	0.352	kurittomuus
lawyer	disgust	0.352	lakimies
crushed	disgust	0.352	murskattu
flesh	disgust	0.352	lihaa
uncertain	disgust	0.352	epävarma
obi	disgust	0.352	obi
flinch	disgust	0.352	säpsähtää
fierce	disgust	0.352	kovaa
wrongful	disgust	0.352	väärin
depreciate	disgust	0.344	alentaa
disapprove	disgust	0.344	hylätä
tearful	disgust	0.344	itkuinen
grumble	disgust	0.336	marmattaa
unsettled	disgust	0.336	epävakaa
annoy	disgust	0.336	ärsyttää
exigent	disgust	0.336	vaativa
heartsick	disgust	0.336	sydänsairaita
lawsuit	disgust	0.336	oikeusjuttu
discoloration	disgust	0.336	värjäytymistä
lumpy	disgust	0.336	möykkyinen
daft	disgust	0.336	hölmö
blunder	disgust	0.336	kömmähdys
discontent	disgust	0.336	tyytymättömyys
bickering	disgust	0.336	kinastelu
thoughtless	disgust	0.336	ajattelematon
disliked	disgust	0.336	ei pitänyt
disinclination	disgust	0.336	haluttomuus
distrust	disgust	0.336	epäluottamus
disallowed	disgust	0.336	kielletty
instability	disgust	0.328	epävakautta
hydrophobia	disgust	0.328	vesikauhu
whine	disgust	0.328	kitistä
inhibit	disgust	0.328	estää
excluded	disgust	0.328	ulkopuolelle
provoking	disgust	0.328	provosoivaa
grievance	disgust	0.328	epäkohta
unmanageable	disgust	0.328	hallitsematon
sly	disgust	0.328	ovela
exasperation	disgust	0.328	ärtymys
cacophony	disgust	0.328	kakofonia
unsatisfactory	disgust	0.328	epätyydyttävä
disappointed	disgust	0.328	pettynyt
materialist	disgust	0.328	materialisti
misleading	disgust	0.321	harhaanjohtavaa
mishap	disgust	0.320	vahinko
soot	disgust	0.320	noki
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	kieltäytyä
annoyance	disgust	0.320	ärsyttävyys
disapproving	disgust	0.320	paheksuttavaa
disservice	disgust	0.320	karhunpalvelus
reproach	disgust	0.320	moittia
confined	disgust	0.320	rajoitettu
unequal	disgust	0.320	epätasa-arvoinen
rags	disgust	0.320	lumput
groan	disgust	0.320	notkua
soil	disgust	0.312	maaperää
inappropriate	disgust	0.312	sopimatonta
criticize	disgust	0.312	arvostella
disincline	disgust	0.312	viedä halu jhk
theism	disgust	0.312	teismi
depreciated	disgust	0.312	poistetut
inconsiderate	disgust	0.312	ajattelematon
overpriced	disgust	0.312	ylihinnoiteltu
stomach	disgust	0.312	vatsa
burke	disgust	0.312	burke
sneeze	disgust	0.312	aivastaa
gall	disgust	0.305	sappi
bang	disgust	0.305	pamaus
inadmissible	disgust	0.305	tutkimatta
unfriendly	disgust	0.305	epäystävällinen
unaccountable	disgust	0.305	vastuuton
disparity	disgust	0.305	eriarvoisuutta
latent	disgust	0.305	piilevä
disliking	disgust	0.305	vastenmielistä
shack	disgust	0.305	hökkeli
grumpy	disgust	0.305	töykeä
coop	disgust	0.304	coop
disappointment	disgust	0.297	pettymys
scold	disgust	0.297	moittia
delay	disgust	0.297	viive
congress	disgust	0.297	kongressi
growling	disgust	0.297	murisee
backwards	disgust	0.297	taaksepäin
soreness	disgust	0.297	arkuus
disregarded	disgust	0.297	huomioimatta
rogue	disgust	0.297	roisto
lonely	disgust	0.297	yksinäinen
notoriety	disgust	0.289	kuuluisuus
catechism	disgust	0.289	katekismus
flop	disgust	0.289	floppi
infamous	disgust	0.289	pahamaineinen
janitor	disgust	0.289	talonmies
nettle	disgust	0.289	nokkonen
saturated	disgust	0.281	kylläinen
prohibited	disgust	0.281	kielletty
gaby	disgust	0.281	gaby
wince	disgust	0.281	säpsähtää
desist	disgust	0.281	luopua
unfair	disgust	0.281	epäreilua
aftermath	disgust	0.281	jälkimainingeissa
remiss	disgust	0.281	huolimaton
tribunal	disgust	0.273	tuomioistuin
discolored	disgust	0.273	värjäytynyt
wrangling	disgust	0.273	kiistelyä
uneasy	disgust	0.273	levoton
huff	disgust	0.273	puuskahtaa
weird	disgust	0.266	outo
impolite	disgust	0.266	epäkohtelias
swig	disgust	0.266	huikka
crawl	disgust	0.266	ryömiä
unsatisfied	disgust	0.266	tyytymätön
inefficiency	disgust	0.266	tehottomuutta
frantic	disgust	0.266	hätääntynyt
bureaucrat	disgust	0.266	byrokraatti
politic	disgust	0.266	viisas
coldness	disgust	0.266	kylmyys
gruff	disgust	0.258	karhea
octopus	disgust	0.258	mustekala
chagrin	disgust	0.258	harmissaan
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopioida
incase	disgust	0.258	varalta
rascal	disgust	0.258	roisto
sarcasm	disgust	0.258	sarkasmia
instinctive	disgust	0.258	vaistomainen
misconception	disgust	0.250	väärinkäsitys
disinclined	disgust	0.250	epäluuloinen
john	disgust	0.250	John
hulk	disgust	0.250	hulk
baboon	disgust	0.250	paviaani
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	kuppaus
lose	disgust	0.250	menettää
rook	disgust	0.242	torni
entangled	disgust	0.242	sotkeutunut
gratuitous	disgust	0.242	maksutonta
scrub	disgust	0.242	hangata
opponent	disgust	0.242	vastustaja
tariff	disgust	0.242	tariffi
questionable	disgust	0.234	kyseenalainen
prolong	disgust	0.234	pidentää
reluctance	disgust	0.234	haluttomuus
lagging	disgust	0.234	jäljessä
misstatement	disgust	0.234	virheellisyyttä
resign	disgust	0.234	erota
unlucky	disgust	0.234	epäonninen
backwardness	disgust	0.234	takapajuutta
ineffectual	disgust	0.227	tehotonta
disqualified	disgust	0.227	hylätty
subsidy	disgust	0.227	tuki
reversal	disgust	0.227	kääntyminen
default	disgust	0.227	oletuksena
fussy	disgust	0.227	kranttu
unpopular	disgust	0.227	epäsuosittu
petroleum	disgust	0.219	maaöljy
intense	disgust	0.219	intensiivistä
evade	disgust	0.219	kiertää
frowning	disgust	0.219	rypistää kulmiaan
weight	disgust	0.219	paino
dame	disgust	0.219	neiti
donkey	disgust	0.211	aasi
actionable	disgust	0.211	toimintakelpoinen
tawny	disgust	0.211	kellertävänruskea
unhappy	disgust	0.211	onneton
dandy	disgust	0.203	dandy
birch	disgust	0.203	koivu
speck	disgust	0.203	pilkku
hood	disgust	0.203	huppu
owing	disgust	0.203	velkaa
desert	disgust	0.203	aavikko
indifference	disgust	0.203	välinpitämättömyys
awkwardness	disgust	0.203	kiusallisuus
rave	disgust	0.203	rave
gnome	disgust	0.203	tonttu
inconvenient	disgust	0.203	epämukavaa
howl	disgust	0.195	ulvoa
dabbling	disgust	0.195	puuhailua
morals	disgust	0.195	moraalia
misguided	disgust	0.195	harhaan johdettu
airs	disgust	0.195	ilmaistaan
gelatin	disgust	0.195	gelatiini
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	yksivärinen
lush	disgust	0.188	rehevä
celebrity	disgust	0.188	julkkis
avoid	disgust	0.188	välttää
gent	disgust	0.188	herra
stalemate	disgust	0.188	umpikuja
lesser	disgust	0.188	vähemmän
sunk	disgust	0.180	upposi
nose	disgust	0.180	nenä
laughable	disgust	0.180	naurettava
claimant	disgust	0.180	kantaja
possession	disgust	0.180	hallinta
larger	disgust	0.164	suurempi
pregnancy	disgust	0.164	raskaus
thrift	disgust	0.164	säästäväisyys
undoubted	disgust	0.164	kiistaton
mouthful	disgust	0.164	suupala
hoot	disgust	0.164	viheltää
sentence	disgust	0.156	tuomita
misplace	disgust	0.156	väärässä paikassa
clamor	disgust	0.156	meteli
parrot	disgust	0.156	papukaija
obliging	disgust	0.156	velvoittava
nameless	disgust	0.148	nimetön
bummer	disgust	0.148	tyhmä
elf	disgust	0.141	tonttu
feeling	disgust	0.141	tunne
excellence	disgust	0.141	erinomaisuutta
gray	disgust	0.133	harmaa
asymmetry	disgust	0.133	epäsymmetria
turn	disgust	0.133	vuoro
clumsy	disgust	0.133	kömpelö
stall	disgust	0.133	pilttuu
bran	disgust	0.125	leseet
finally	disgust	0.125	vihdoinkin
lord	disgust	0.125	herra
nurture	disgust	0.117	vaalia
savor	disgust	0.117	maistella
cove	disgust	0.117	lahti
winning	disgust	0.109	voittaa
lemon	disgust	0.109	sitruuna
powerful	disgust	0.102	voimakas
glitter	disgust	0.094	kimallus
interior	disgust	0.086	sisätilat
mind	disgust	0.086	mieleen
interested	disgust	0.078	kiinnostunut
treat	disgust	0.078	kohdella
abundance	disgust	0.078	yltäkylläisyys
honest	disgust	0.055	rehellinen
kite	disgust	0.055	leija
humble	disgust	0.047	nöyrä
tree	disgust	0.039	puu
torture	fear	0.984	kiduttaa
terrorist	fear	0.972	terroristi
terrorists	fear	0.969	terroristeja
horrific	fear	0.969	kauheaa
terrorism	fear	0.969	terrorismia
suicidebombing	fear	0.967	itsemurhapommi
kill	fear	0.962	tappaa
homicidal	fear	0.959	tappava
catastrophe	fear	0.953	katastrofi
annihilate	fear	0.953	tuhota
murderer	fear	0.953	murhaaja
terror	fear	0.953	terrori
dying	fear	0.948	kuolee
war	fear	0.942	sota
bombing	fear	0.938	pommitukset
bomb	fear	0.935	pommi
missiles	fear	0.934	ohjuksia
horror	fear	0.923	kauhu
brutality	fear	0.922	julmuutta
terrorize	fear	0.922	terrorisoida
horrified	fear	0.922	kauhistuneena
bloodthirsty	fear	0.922	verenhimoinen
murderous	fear	0.920	murhaaja
massacre	fear	0.911	verilöyly
terrifying	fear	0.906	kauhistuttava
fatality	fear	0.906	kuolemantapaus
horrifying	fear	0.906	kauhistuttava
demon	fear	0.906	demoni
mutilation	fear	0.906	silpominen
killing	fear	0.906	tappaminen
holocaust	fear	0.906	holokausti
assassinate	fear	0.906	murhata
terrified	fear	0.906	kauhuissaan
devastation	fear	0.906	tuhoa
murder	fear	0.906	murhata
horrors	fear	0.906	kauhuja
suicidal	fear	0.898	itsemurha-
assault	fear	0.891	hyökkäys
kidnap	fear	0.891	siepata
slaughter	fear	0.891	teurastus
crucifixion	fear	0.891	ristiinnaulitseminen
doomed	fear	0.888	tuhoon tuomittu
poisoned	fear	0.886	myrkytetty
suicide	fear	0.879	itsemurha
explosion	fear	0.879	räjähdys
deadly	fear	0.875	tappava
assassin	fear	0.875	salamurhaaja
annihilation	fear	0.875	tuhoaminen
savagery	fear	0.875	villiys
disaster	fear	0.875	katastrofi
threatening	fear	0.875	uhkaava
slaughtering	fear	0.875	teurastus
disastrous	fear	0.875	tuhoisa
dismemberment	fear	0.875	pilkkominen
suffocation	fear	0.875	tukehtuminen
rape	fear	0.870	raiskata
hell	fear	0.860	helvetti
homicide	fear	0.859	murha
molestation	fear	0.859	ahdistelu
bloodshed	fear	0.859	verenvuodatusta
barbaric	fear	0.859	barbaarinen
explosive	fear	0.859	räjähtävä
warfare	fear	0.859	sodankäynti
ihatespiders	fear	0.859	inhoan hämähäkkejä
tragedy	fear	0.859	tragedia
anthrax	fear	0.859	pernarutto
demonic	fear	0.859	demoninen
executioner	fear	0.859	pyöveli
dread	fear	0.859	kauhu
guillotine	fear	0.859	giljotiini
attacking	fear	0.859	hyökkäämällä
peril	fear	0.859	vaarassa
slaughterhouse	fear	0.859	teurastamo
annihilated	fear	0.859	tuhottu
suffocating	fear	0.858	tukahduttava
treachery	fear	0.856	petosta
fright	fear	0.853	pelko
monster	fear	0.844	hirviö
traumatic	fear	0.844	traumaattinen
abomination	fear	0.844	kauhistus
apocalypse	fear	0.844	apokalypsi
slayer	fear	0.844	tappaja
scare	fear	0.844	pelästyttää
morgue	fear	0.844	ruumishuone
painful	fear	0.844	tuskallista
frightened	fear	0.844	peloissaan
vengeance	fear	0.844	kosto
scariest	fear	0.844	pelottavin
destroying	fear	0.844	tuhoamalla
execution	fear	0.844	teloitus
panicked	fear	0.844	panikoi
petrified	fear	0.844	kivettynyt
afraid	fear	0.844	peloissaan
frightening	fear	0.844	pelottava
drown	fear	0.844	hukkua
bombardment	fear	0.844	pommitukset
death	fear	0.843	kuolema
chaos	fear	0.839	kaaos
ghastly	fear	0.836	kamala
evil	fear	0.833	paha
intruder	fear	0.828	tunkeilija
hellish	fear	0.828	helvettiä
brutal	fear	0.828	julma
cancer	fear	0.828	syöpä
devil	fear	0.828	paholainen
grenade	fear	0.828	kranaatti
eradication	fear	0.828	hävittäminen
frighten	fear	0.828	pelotella
explode	fear	0.828	räjähtää
assassination	fear	0.828	salamurha
fatal	fear	0.828	kohtalokas
paralyze	fear	0.828	halvaantua
gunmen	fear	0.828	pyssymiehiä
violently	fear	0.828	väkivaltaisesti
nightmare	fear	0.828	painajainen
doomsday	fear	0.828	tuomiopäivä
doom	fear	0.828	tuho
manslaughter	fear	0.828	tappo
fear	fear	0.828	pelko
kidnapped	fear	0.828	kidnapattu
trauma	fear	0.828	trauma
morbidity	fear	0.820	sairastuvuus
crippling	fear	0.817	lamauttavaa
savage	fear	0.814	villi
shooting	fear	0.812	ammunta
quake	fear	0.812	järistys
poisonous	fear	0.812	Varo myrkyllistä
damnation	fear	0.812	kadotus
violence	fear	0.812	väkivaltaa
destructive	fear	0.812	tuhoisa
aggressor	fear	0.812	hyökkääjä
suffering	fear	0.812	kärsimystä
violent	fear	0.812	väkivaltainen
frightful	fear	0.812	pelottavaa
crushed	fear	0.812	murskattu
earthquake	fear	0.812	maanjäristys
heartattack	fear	0.812	sydänkohtaus
hurricane	fear	0.811	Hurrikaani
imprisoned	fear	0.811	vangittu
exterminate	fear	0.810	tuhota
fearing	fear	0.808	peläten
hemorrhage	fear	0.807	verenvuoto
torment	fear	0.806	piinaa
lethal	fear	0.806	tappava
venom	fear	0.804	myrkky
claustrophobia	fear	0.803	klaustrofobia
snakes	fear	0.802	käärmeitä
danger	fear	0.802	vaara
exorcism	fear	0.800	manaamista
obliterated	fear	0.800	hävitetty
robbery	fear	0.800	ryöstö
terrifies	fear	0.798	kauhistuttaa
cyanide	fear	0.797	syanidi
incurable	fear	0.797	parantumaton
anxietyattack	fear	0.797	paniikkikohtaus
mortality	fear	0.797	kuolleisuus
attack	fear	0.797	hyökkäys
monstrosity	fear	0.797	hirviö
extermination	fear	0.797	tuhoaminen
bombers	fear	0.797	pommikoneet
harmful	fear	0.797	haitallista
persecution	fear	0.797	vaino
biggestfear	fear	0.797	suurin pelko
poison	fear	0.797	myrkyttää
cruelty	fear	0.797	julmuutta
hysteria	fear	0.797	hysteria
destruction	fear	0.797	tuhoaminen
dreadfully	fear	0.796	hirveästi
arson	fear	0.794	tuhopoltto
devastate	fear	0.792	tuhota
tyrant	fear	0.788	tyranni
warcrimes	fear	0.785	sotarikokset
perish	fear	0.784	hukkua
feared	fear	0.782	pelätty
maniac	fear	0.781	hullu
bloody	fear	0.781	verinen
freakingout	fear	0.781	seota
warlike	fear	0.781	sotaisa
rampage	fear	0.781	riehua
screaming	fear	0.781	huutaa
lifeless	fear	0.781	eloton
enslaved	fear	0.781	orjuutettu
venomous	fear	0.781	myrkyllinen
snake	fear	0.776	käärme
epidemic	fear	0.776	epideeminen
panicattack	fear	0.774	paniikkikohtaus
crisis	fear	0.766	kriisi
hazardous	fear	0.766	vaarallinen
fearful	fear	0.766	pelottava
dangerously	fear	0.766	vaarallisesti
shipwreck	fear	0.766	haaksirikko
scary	fear	0.766	pelottava
tumor	fear	0.766	kasvain
invader	fear	0.766	hyökkääjä
invade	fear	0.766	hyökätä
die	fear	0.766	kuolla
detonate	fear	0.766	räjäyttää
violation	fear	0.766	rikkominen
reprisal	fear	0.766	kosto
criminal	fear	0.766	rikollinen
riot	fear	0.766	mellakka
obliterate	fear	0.766	hävittää
inferno	fear	0.766	helvetti
leprosy	fear	0.766	lepra
jihad	fear	0.766	jihad
ohshit	fear	0.766	Voi paska
claustrophobic	fear	0.765	klaustrofobinen
hyperventilating	fear	0.762	hyperventiloiva
nightmares	fear	0.759	painajaisia
destroyed	fear	0.754	tuhottu
ghostly	fear	0.754	aavemainen
treacherous	fear	0.750	petollinen
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedioita
slavery	fear	0.750	orjuutta
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkisti
panic	fear	0.750	paniikki
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	hurrikaanit
wrenching	fear	0.750	vääntöä
tyranny	fear	0.750	tyrannia
imprisonment	fear	0.750	vankeutta
dreadful	fear	0.750	kauheaa
agony	fear	0.750	tuska
dangerous	fear	0.750	vaarallinen
obliteration	fear	0.750	täystuho
projectiles	fear	0.750	ammukset
destroyer	fear	0.750	hävittäjä
strangle	fear	0.750	kuristaa
hazard	fear	0.750	vaara
riotous	fear	0.750	riehakas
accident	fear	0.750	onnettomuus
mortuary	fear	0.750	ruumishuone
anarchy	fear	0.750	anarkia
fears	fear	0.750	pelot
malignancy	fear	0.742	pahanlaatuisuus
bombard	fear	0.740	pommittaa
cannibal	fear	0.740	kannibaali
abominable	fear	0.738	inhottavaa
depraved	fear	0.734	turmeltunut
bomber	fear	0.734	pommikone
crash	fear	0.734	kaatua
tornado	fear	0.734	tornado
victimized	fear	0.734	uhriksi joutunut
hyperventilate	fear	0.734	hyperventiloida
melee	fear	0.734	nujakka
cursed	fear	0.734	kirottu
mutiny	fear	0.734	kapina
dictatorship	fear	0.734	diktatuuri
shoot	fear	0.734	ampua
horrible	fear	0.734	kamalaa
misery	fear	0.734	kurjuutta
gore	fear	0.734	gore
paralysis	fear	0.734	halvaus
tyrannical	fear	0.734	tyrannimainen
missile	fear	0.734	ohjus
gun	fear	0.734	ase
devilish	fear	0.734	pirullinen
diseased	fear	0.734	sairaana
shot	fear	0.734	ammuttu
mafia	fear	0.734	mafia
beast	fear	0.734	peto
malignant	fear	0.734	pahanlaatuinen
scared	fear	0.734	peloissaan
hostage	fear	0.734	panttivangiksi
threaten	fear	0.734	uhkailla
turmoil	fear	0.733	myllerrystä
combat	fear	0.728	taistella
alligator	fear	0.727	alligaattori
ruin	fear	0.725	pilata
shooter	fear	0.722	ampuja
contagious	fear	0.720	tarttuva
crime	fear	0.719	rikos
scream	fear	0.719	huutaa
injured	fear	0.719	loukkaantunut
desperation	fear	0.719	epätoivo
struggle	fear	0.719	kamppailu
shock	fear	0.719	shokki
seizure	fear	0.719	kohtaus
lynch	fear	0.719	lynkkailla
mortification	fear	0.719	häpeä
fight	fear	0.719	taistella
harm	fear	0.719	vahingoittaa
emergency	fear	0.719	hätä
phobia	fear	0.719	fobia
havoc	fear	0.719	tuhoa
devastating	fear	0.719	tuhoisa
excruciating	fear	0.719	tuskallista
casualty	fear	0.719	uhri
miscarriage	fear	0.719	keskenmeno
starvation	fear	0.719	nälkä
frantically	fear	0.717	kiihkeästi
carnage	fear	0.717	verilöyly
standoff	fear	0.716	vastakohta
infestation	fear	0.716	tartunta
soscary	fear	0.712	niin pelottava
