English Word	Emotion	Emotion-Intensity-Score	French Word
blemish	disgust	0.531	défaut
hydrocephalus	disgust	0.531	hydrocéphalie
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	contrebandier
painful	disgust	0.531	douloureux
condescension	disgust	0.531	condescendance
intolerant	disgust	0.531	intolérant
blasphemous	disgust	0.531	blasphématoire
lying	disgust	0.531	mensonge
hanging	disgust	0.531	suspendu
travesty	disgust	0.531	travestir
ruined	disgust	0.531	ruiné
intrusive	disgust	0.531	intrusif
disintegrate	disgust	0.531	désintégrer
destructive	disgust	0.531	destructeur
neurotic	disgust	0.531	névrosé
disparaging	disgust	0.523	désobligeant
blighted	disgust	0.523	gâté
intolerance	disgust	0.523	intolérance
mistress	disgust	0.523	maîtresse
avarice	disgust	0.523	avarice
disgraced	disgust	0.523	disgracié
derogation	disgust	0.523	dérogation
rubbish	disgust	0.523	déchets
accusation	disgust	0.523	accusation
incarceration	disgust	0.523	incarcération
tortious	disgust	0.516	tortueux
dishonor	disgust	0.516	déshonorer
stink	disgust	0.516	puer
grim	disgust	0.516	sombre
rob	disgust	0.516	Rob
defraud	disgust	0.516	frauder
sump	disgust	0.516	puisard
cringe	disgust	0.516	grimacer
vulture	disgust	0.516	vautour
deplorable	disgust	0.516	déplorable
mite	disgust	0.516	mite
eradication	disgust	0.516	éradication
degrade	disgust	0.516	dégrader
gutter	disgust	0.516	gouttière
convict	disgust	0.516	condamné
remains	disgust	0.516	restes
betray	disgust	0.516	trahir
daemon	disgust	0.516	démon
sham	disgust	0.509	faux
distasteful	disgust	0.508	désagréable
prisoner	disgust	0.508	prisonnier
dreadfully	disgust	0.508	terriblement
worthless	disgust	0.508	sans valeur
crude	disgust	0.508	brut
delirium	disgust	0.508	délire
incurable	disgust	0.508	incurable
smelling	disgust	0.508	odeur
idiocy	disgust	0.508	idiotie
resentment	disgust	0.508	ressentiment
bombed	disgust	0.508	bombardé
blob	disgust	0.508	goutte
cheat	disgust	0.508	Tricher
schizophrenia	disgust	0.508	la schizophrénie
rejection	disgust	0.508	rejet
belittle	disgust	0.508	rabaisser
glut	disgust	0.508	surabondance
disaster	disgust	0.508	un sinistre
distress	disgust	0.508	détresse
pest	disgust	0.508	ravageur
endemic	disgust	0.508	endémique
theft	disgust	0.500	vol
banish	disgust	0.500	bannir
mire	disgust	0.500	boue
flagrant	disgust	0.500	flagrant
derision	disgust	0.500	dérision
dirt	disgust	0.500	saleté
screaming	disgust	0.500	en hurlant
offense	disgust	0.500	infraction
jealousy	disgust	0.500	jalousie
bribery	disgust	0.500	corruption
polemic	disgust	0.500	polémique
blight	disgust	0.500	brûlure
impeach	disgust	0.500	accuser
bitterness	disgust	0.500	amertume
taboo	disgust	0.500	tabou
duress	disgust	0.500	contrainte
goblin	disgust	0.500	lutin
shackle	disgust	0.500	manille
idolatry	disgust	0.500	idolâtrie
greed	disgust	0.500	avidité
impurity	disgust	0.500	impureté
tirade	disgust	0.500	tirade
idiot	disgust	0.492	idiot
boil	disgust	0.492	ébullition
unconscionable	disgust	0.492	déraisonnable
disreputable	disgust	0.492	de mauvaise réputation
robber	disgust	0.492	voleur
malign	disgust	0.492	calomnier
wreck	disgust	0.492	détruire
recession	disgust	0.492	récession
gorge	disgust	0.492	gorge
leer	disgust	0.492	lorgner
ill	disgust	0.492	malade
squirm	disgust	0.492	se tortiller
raging	disgust	0.484	rage
servile	disgust	0.484	servile
mess	disgust	0.484	désordre
nappy	disgust	0.484	couche
possessed	disgust	0.484	possédé
unbearable	disgust	0.484	insupportable
occult	disgust	0.484	occulte
contraband	disgust	0.484	contrebande
snarl	disgust	0.484	gronder
mutiny	disgust	0.484	mutinerie
mad	disgust	0.484	fou
affliction	disgust	0.484	affliction
stain	disgust	0.484	tache
animosity	disgust	0.484	animosité
contempt	disgust	0.484	mépris
tramp	disgust	0.484	clochard
nepotism	disgust	0.484	népotisme
disrespectful	disgust	0.484	irrespectueux
defamation	disgust	0.484	diffamation
inexcusable	disgust	0.484	inexcusable
aversation	disgust	0.484	aversion
wasteful	disgust	0.484	gaspilleur
offender	disgust	0.484	délinquant
subjugation	disgust	0.484	assujettissement
illegality	disgust	0.477	illégalité
dismal	disgust	0.477	lugubre
criminal	disgust	0.477	criminel
unpleasant	disgust	0.477	désagréable
palsy	disgust	0.477	paralysie
antagonistic	disgust	0.477	antagoniste
pathetic	disgust	0.477	pathétique
uncaring	disgust	0.477	indifférent
suppression	disgust	0.477	suppression
immorality	disgust	0.477	immoralité
mockery	disgust	0.477	moquerie
outrage	disgust	0.469	outrage
mocking	disgust	0.469	railleur
wallow	disgust	0.469	se complaire
cough	disgust	0.469	toux
arrogant	disgust	0.469	arrogant
angry	disgust	0.469	fâché
poverty	disgust	0.469	la pauvreté
grating	disgust	0.469	grille
livid	disgust	0.469	livide
aggravation	disgust	0.469	aggravation
repellent	disgust	0.469	repoussant
perspiration	disgust	0.469	transpiration
banishment	disgust	0.469	bannissement
furious	disgust	0.469	furieux
shoddy	disgust	0.469	de mauvaise qualité
banshee	disgust	0.469	banshee
deceive	disgust	0.461	tromper
fool	disgust	0.461	idiot
quack	disgust	0.461	charlatan
distorted	disgust	0.461	déformé
spider	disgust	0.461	araignée
unjustifiable	disgust	0.461	injustifiable
deplore	disgust	0.461	déplorer
spurious	disgust	0.461	faux
perdition	disgust	0.461	perdition
muddy	disgust	0.461	boueux
fraudulent	disgust	0.461	frauduleux
scar	disgust	0.461	cicatrice
prick	disgust	0.461	piquer
insulting	disgust	0.461	insultant
plunder	disgust	0.461	pillage
recklessness	disgust	0.461	insouciance
stigma	disgust	0.453	stigmate
disparage	disgust	0.453	dénigrer
unthinkable	disgust	0.453	impensable
disingenuous	disgust	0.453	fourbe
bane	disgust	0.453	fléau
dishonest	disgust	0.453	malhonnête
aphid	disgust	0.453	puceron
elimination	disgust	0.453	élimination
cur	disgust	0.453	cur
selfish	disgust	0.453	égoïste
eschew	disgust	0.453	éviter
dire	disgust	0.453	terrible
indignation	disgust	0.453	indignation
antipathy	disgust	0.453	antipathie
alienate	disgust	0.453	aliéner
mosquito	disgust	0.445	moustique
piles	disgust	0.445	pieux
pious	disgust	0.445	pieux
lie	disgust	0.445	mentir
opium	disgust	0.445	opium
smell	disgust	0.445	sentir
iniquity	disgust	0.445	iniquité
caries	disgust	0.445	carie
despair	disgust	0.445	désespoir
recalcitrant	disgust	0.445	récalcitrant
egotistical	disgust	0.445	égoïste
wasted	disgust	0.445	gaspillé
vacuous	disgust	0.445	vide
bankruptcy	disgust	0.445	la faillite
garish	disgust	0.445	criard
obnoxious	disgust	0.438	odieux
ashamed	disgust	0.438	honteux
abject	disgust	0.438	abject
sticky	disgust	0.438	collant
scream	disgust	0.438	pousser un cri
hopelessness	disgust	0.438	désespoir
homeless	disgust	0.438	sans-abri
shun	disgust	0.438	éviter
inmate	disgust	0.438	détenu
alien	disgust	0.438	extraterrestre
hog	disgust	0.438	porc
aversion	disgust	0.438	aversion
abnormal	disgust	0.438	anormal
cursing	disgust	0.430	maudire
undesirable	disgust	0.430	indésirable
denounce	disgust	0.430	dénoncer
witch	disgust	0.430	sorcière
creature	disgust	0.430	créature
lusty	disgust	0.430	vigoureux
illegal	disgust	0.430	illégal
debris	disgust	0.430	débris
callous	disgust	0.430	insensible
reflux	disgust	0.430	reflux
adverse	disgust	0.430	négatif
shameless	disgust	0.430	éhonté
separatist	disgust	0.430	séparatiste
trickery	disgust	0.430	tromperie
falsity	disgust	0.430	fausseté
pall	disgust	0.430	voile
defiance	disgust	0.430	défi
incredulous	disgust	0.430	incrédule
curse	disgust	0.430	malédiction
pompous	disgust	0.422	pompeux
socialist	disgust	0.422	socialiste
mistrust	disgust	0.422	méfiance
infantile	disgust	0.422	infantile
wasting	disgust	0.422	gaspillage
hairy	disgust	0.422	poilu
nicotine	disgust	0.422	nicotine
denunciation	disgust	0.422	dénonciation
collapse	disgust	0.422	effondrement
untidy	disgust	0.422	désordonné
ferocious	disgust	0.422	féroce
ammonia	disgust	0.422	ammoniac
carelessness	disgust	0.422	négligence
impure	disgust	0.422	impur
contentious	disgust	0.422	litigieux
bum	disgust	0.422	clochard
affront	disgust	0.422	affront
offend	disgust	0.422	offenser
tarnish	disgust	0.422	ternir
idiotic	disgust	0.422	idiot
badness	disgust	0.422	méchanceté
delinquent	disgust	0.422	délinquant
swarm	disgust	0.422	essaim
hypertrophy	disgust	0.422	hypertrophie
gush	disgust	0.422	jet
tasteless	disgust	0.422	insipide
bovine	disgust	0.422	bovine
slush	disgust	0.422	neige fondu
litigious	disgust	0.414	litigieux
dishonesty	disgust	0.414	malhonnêteté
vegetative	disgust	0.414	végétatif
unfavorable	disgust	0.414	défavorable
displacency	disgust	0.414	déplacement
illegitimate	disgust	0.414	illégitime
sour	disgust	0.414	acide
socialism	disgust	0.414	socialisme
disobey	disgust	0.414	désobéir
drivel	disgust	0.414	radotage
vampire	disgust	0.414	vampire
neglected	disgust	0.414	négligé
murky	disgust	0.414	sombre
ignorant	disgust	0.406	ignorant
disgruntled	disgust	0.406	mécontent
discontinuity	disgust	0.406	discontinuité
dislike	disgust	0.406	Ne pas aimer
unlawful	disgust	0.406	illicite
wrongdoing	disgust	0.406	méfait
shoplifting	disgust	0.406	vol à l'étalage
recidivism	disgust	0.406	récidive
outcast	disgust	0.406	banni
bogus	disgust	0.406	faux
displeasure	disgust	0.406	mécontentement
repel	disgust	0.406	repousser
falsify	disgust	0.406	falsifier
ungrateful	disgust	0.406	ingrat
unkind	disgust	0.406	méchant
phony	disgust	0.406	faux
prosecution	disgust	0.406	poursuite
woe	disgust	0.398	malheur
averse	disgust	0.398	averse
loon	disgust	0.398	plongeon
worsening	disgust	0.398	détérioration
paucity	disgust	0.398	manque
unnatural	disgust	0.398	non naturel
amphetamines	disgust	0.398	amphétamines
senseless	disgust	0.398	insensé
rigor	disgust	0.398	rigueur
subvert	disgust	0.398	subvertir
failure	disgust	0.398	échec
lick	disgust	0.398	lécher
unruly	disgust	0.398	indiscipliné
woefully	disgust	0.398	lamentablement
stingy	disgust	0.398	avare
crushing	disgust	0.398	écrasement
disdain	disgust	0.398	mépris
insult	disgust	0.393	insulte
averseness	disgust	0.391	aversion
disrelish	disgust	0.391	dédaigner
punished	disgust	0.391	puni
critter	disgust	0.391	bestiole
damage	disgust	0.391	dégâts
scorpion	disgust	0.391	Scorpion
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	manchon
farcical	disgust	0.391	grotesque
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	endurci
punishment	disgust	0.391	Châtiment
bad	disgust	0.391	mal
expel	disgust	0.391	expulser
surly	disgust	0.383	bourru
lament	disgust	0.383	complainte
illiterate	disgust	0.383	analphabète
divorce	disgust	0.383	divorcer
teeming	disgust	0.383	grouillant
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	expulsion
orc	disgust	0.383	orque
disappoint	disgust	0.383	décevoir
shabby	disgust	0.383	minable
presumptuous	disgust	0.383	présomptueux
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	discorde
guilt	disgust	0.383	culpabilité
fugitive	disgust	0.383	fugitif
irrational	disgust	0.383	irrationnel
adder	disgust	0.383	additionneur
fulsome	disgust	0.383	complet
sacrifices	disgust	0.383	sacrifices
hypocritical	disgust	0.383	hypocrite
shock	disgust	0.375	choc
alienation	disgust	0.375	aliénation
scoff	disgust	0.375	moquerie
plight	disgust	0.375	situation critique
irritation	disgust	0.375	irritation
unworthy	disgust	0.375	indigne
misconduct	disgust	0.375	inconduite
defective	disgust	0.375	défectueux
blame	disgust	0.375	faire des reproches
depressing	disgust	0.375	déprimant
dislocated	disgust	0.375	disloqué
irritating	disgust	0.375	irritant
vainly	disgust	0.367	vainement
toad	disgust	0.367	crapaud
powerless	disgust	0.367	impuissant
coerce	disgust	0.367	contraindre
shuddering	disgust	0.367	frissonnant
stripped	disgust	0.367	dépouillé
revoke	disgust	0.367	révoquer
wimpy	disgust	0.367	mauviette
unhealthy	disgust	0.367	mauvais pour la santé
exclusion	disgust	0.367	exclusion
disillusionment	disgust	0.367	désillusion
blatant	disgust	0.367	flagrant
hurtful	disgust	0.367	nuisible
hoax	disgust	0.367	canular
wimp	disgust	0.367	mauviette
cad	disgust	0.367	goujat
pitfall	disgust	0.367	piège
squelch	disgust	0.367	écraser
deserted	disgust	0.359	déserté
damn	disgust	0.359	Zut
incompatible	disgust	0.359	incompatible
dispose	disgust	0.359	disposer
oddity	disgust	0.359	singularité
rebellion	disgust	0.359	rébellion
ineptitude	disgust	0.359	ineptie
bug	disgust	0.359	punaise
disobedience	disgust	0.359	désobéissance
inept	disgust	0.352	inepte
litigate	disgust	0.352	plaider
dismissal	disgust	0.352	congédiement
cutting	disgust	0.352	Coupe
untoward	disgust	0.352	fâcheux
displeased	disgust	0.352	mécontent
censor	disgust	0.352	censurer
ridiculous	disgust	0.352	ridicule
compost	disgust	0.352	compost
frustrate	disgust	0.352	frustrer
misbehavior	disgust	0.352	mauvaise conduite
lawyer	disgust	0.352	avocat
crushed	disgust	0.352	écrasé
flesh	disgust	0.352	chair
uncertain	disgust	0.352	incertain
obi	disgust	0.352	obi
flinch	disgust	0.352	reculer
fierce	disgust	0.352	féroce
wrongful	disgust	0.352	injustifié
depreciate	disgust	0.344	déprécier
disapprove	disgust	0.344	désapprouver
tearful	disgust	0.344	en larmes
grumble	disgust	0.336	plaindre
unsettled	disgust	0.336	instable
annoy	disgust	0.336	ennuyer
exigent	disgust	0.336	exigeant
heartsick	disgust	0.336	le cœur brisé
lawsuit	disgust	0.336	procès
discoloration	disgust	0.336	décoloration
lumpy	disgust	0.336	grumeleux
daft	disgust	0.336	idiot
blunder	disgust	0.336	gaffe
discontent	disgust	0.336	mécontentement
bickering	disgust	0.336	se chamailler
thoughtless	disgust	0.336	irréfléchi
disliked	disgust	0.336	détesté
disinclination	disgust	0.336	répugnance
distrust	disgust	0.336	méfiance
disallowed	disgust	0.336	refusé
instability	disgust	0.328	instabilité
hydrophobia	disgust	0.328	hydrophobie
whine	disgust	0.328	gémissement
inhibit	disgust	0.328	inhiber
excluded	disgust	0.328	exclu
provoking	disgust	0.328	provoquant
grievance	disgust	0.328	grief
unmanageable	disgust	0.328	ingérable
sly	disgust	0.328	sournois
exasperation	disgust	0.328	exaspération
cacophony	disgust	0.328	cacophonie
unsatisfactory	disgust	0.328	insatisfaisant
disappointed	disgust	0.328	désappointé
materialist	disgust	0.328	matérialiste
misleading	disgust	0.321	trompeur
mishap	disgust	0.320	mésaventure
soot	disgust	0.320	suie
humbug	disgust	0.320	fumisterie
disclaim	disgust	0.320	désavouer
annoyance	disgust	0.320	contrariété
disapproving	disgust	0.320	désapprobateur
disservice	disgust	0.320	mauvais service
reproach	disgust	0.320	reproche
confined	disgust	0.320	confiné
unequal	disgust	0.320	inégal
rags	disgust	0.320	chiffons
groan	disgust	0.320	gémissement
soil	disgust	0.312	sol
inappropriate	disgust	0.312	inapproprié
criticize	disgust	0.312	critiquer
disincline	disgust	0.312	répugner
theism	disgust	0.312	théisme
depreciated	disgust	0.312	déprécié
inconsiderate	disgust	0.312	inconsidéré
overpriced	disgust	0.312	trop cher
stomach	disgust	0.312	estomac
burke	disgust	0.312	burke
sneeze	disgust	0.312	éternuement
gall	disgust	0.305	fiel
bang	disgust	0.305	pan
inadmissible	disgust	0.305	inadmissible
unfriendly	disgust	0.305	hostile
unaccountable	disgust	0.305	inexplicable
disparity	disgust	0.305	disparité
latent	disgust	0.305	latent
disliking	disgust	0.305	ne pas aimer
shack	disgust	0.305	cabane
grumpy	disgust	0.305	grincheux
coop	disgust	0.304	coopérative
disappointment	disgust	0.297	déception
scold	disgust	0.297	gronder
delay	disgust	0.297	retard
congress	disgust	0.297	congrès
growling	disgust	0.297	grondement
backwards	disgust	0.297	en arrière
soreness	disgust	0.297	douleur
disregarded	disgust	0.297	ignoré
rogue	disgust	0.297	voyou
lonely	disgust	0.297	solitaire
notoriety	disgust	0.289	notoriété
catechism	disgust	0.289	catéchisme
flop	disgust	0.289	fiasco
infamous	disgust	0.289	infâme
janitor	disgust	0.289	concierge
nettle	disgust	0.289	ortie
saturated	disgust	0.281	saturé
prohibited	disgust	0.281	interdit
gaby	disgust	0.281	gaby
wince	disgust	0.281	grimacer
desist	disgust	0.281	cesser
unfair	disgust	0.281	injuste
aftermath	disgust	0.281	conséquences
remiss	disgust	0.281	négligent
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	décoloré
wrangling	disgust	0.273	dispute
uneasy	disgust	0.273	inquiet
huff	disgust	0.273	souffler
weird	disgust	0.266	bizarre
impolite	disgust	0.266	impoli
swig	disgust	0.266	lampée
crawl	disgust	0.266	crawl
unsatisfied	disgust	0.266	insatisfait
inefficiency	disgust	0.266	inefficacité
frantic	disgust	0.266	frénétique
bureaucrat	disgust	0.266	bureaucrate
politic	disgust	0.266	politique
coldness	disgust	0.266	froideur
gruff	disgust	0.258	bourru
octopus	disgust	0.258	poulpe
chagrin	disgust	0.258	dépit
barrow	disgust	0.258	brouette
copycat	disgust	0.258	imitateur
incase	disgust	0.258	au cas où
rascal	disgust	0.258	coquin
sarcasm	disgust	0.258	sarcasme
instinctive	disgust	0.258	instinctif
misconception	disgust	0.250	idée fausse
disinclined	disgust	0.250	peu disposé
john	disgust	0.250	Jean
hulk	disgust	0.250	ponton
baboon	disgust	0.250	babouin
