English Word	Emotion	Emotion-Intensity-Score	Kannada Word
deteriorated	disgust	0.586	ಹದಗೆಟ್ಟಿದೆ
lavatory	disgust	0.586	ಶೌಚಾಲಯ
unclean	disgust	0.586	ಅಶುದ್ಧ
prostitute	disgust	0.586	ವೇಶ್ಯೆ
incubus	disgust	0.586	ಇನ್ಕ್ಯುಬಸ್
appalling	disgust	0.586	ಭಯಾನಕ
dreadful	disgust	0.586	ಘೋರ
pornography	disgust	0.586	ಅಶ್ಲೀಲತೆ
harass	disgust	0.586	ಕಿರುಕುಳ ನೀಡುತ್ತವೆ
squeamish	disgust	0.578	ಕೀರಲು
expulsion	disgust	0.578	ಹೊರಹಾಕುವಿಕೆ
unfaithful	disgust	0.578	ವಿಶ್ವಾಸದ್ರೋಹಿ
offensive	disgust	0.578	ಆಕ್ರಮಣಕಾರಿ
hypocrite	disgust	0.578	ಕಪಟಿ
humiliating	disgust	0.578	ಅವಮಾನಕರ
larceny	disgust	0.578	ಕಳ್ಳತನ
ruinous	disgust	0.578	ಹಾಳುಮಾಡುವ
retard	disgust	0.578	ಹಿಂದುಳಿದ
rash	disgust	0.578	ದದ್ದು
flea	disgust	0.578	ಅಲ್ಪಬೆಲೆಯ
debauchery	disgust	0.578	ದುರಾಚಾರ
fiend	disgust	0.578	ದೆವ್ವ
quagmire	disgust	0.578	ಕೊಳಕು
conspirator	disgust	0.578	ಪಿತೂರಿಗಾರ
sick	disgust	0.578	ಅನಾರೋಗ್ಯ
mangle	disgust	0.578	ಮಂಗಲ್
dogsick	disgust	0.570	ನಾಯಿ ರೋಗಿ
egregious	disgust	0.570	ಅತಿರೇಕದ
flog	disgust	0.570	ಕೊರಡೆ
despise	disgust	0.570	ಧಿಕ್ಕರಿಸುತ್ತಾರೆ
treacherous	disgust	0.570	ವಿಶ್ವಾಸಘಾತುಕ
oppress	disgust	0.570	ದಬ್ಬಾಳಿಕೆ ಮಾಡುತ್ತಾರೆ
swamp	disgust	0.570	ಜೌಗು ಪ್ರದೇಶ
messy	disgust	0.570	ಗೊಂದಲಮಯ
spit	disgust	0.570	ಉಗುಳು
dank	disgust	0.570	ಡ್ಯಾಂಕ್
bastard	disgust	0.570	ಬಾಸ್ಟರ್ಡ್
devastating	disgust	0.570	ವಿನಾಶಕಾರಿ
serpent	disgust	0.570	ಸರ್ಪ
loo	disgust	0.562	ಲೂ
indecent	disgust	0.562	ಅಸಭ್ಯ
insanity	disgust	0.562	ಹುಚ್ಚುತನ
stealing	disgust	0.562	ಕದಿಯುವುದು
terrible	disgust	0.562	ಭಯಾನಕ
tyrannical	disgust	0.562	ದಬ್ಬಾಳಿಕೆಯ
humiliation	disgust	0.562	ಅವಮಾನ
snake	disgust	0.562	ಹಾವು
sloppy	disgust	0.562	ದೊಗಲೆ
sinning	disgust	0.562	ಪಾಪ ಮಾಡುವುದು
harmful	disgust	0.562	ಹಾನಿಕಾರಕ
harlot	disgust	0.562	ವೇಶ್ಯೆ
sordid	disgust	0.562	ಕ್ಷುಲ್ಲಕ
enemy	disgust	0.562	ಶತ್ರು
alcoholism	disgust	0.562	ಮದ್ಯಪಾನ
awful	disgust	0.562	ಭೀಕರವಾದ
ruthless	disgust	0.562	ನಿರ್ದಯ
scoundrel	disgust	0.562	ಕಿಡಿಗೇಡಿ
bloody	disgust	0.555	ರಕ್ತಸಿಕ್ತ
flabby	disgust	0.555	ಮಂದವಾದ
odious	disgust	0.555	ಅಸಹ್ಯಕರ
beastly	disgust	0.555	ಮೃಗವಾಗಿ
collusion	disgust	0.555	ಒಳಸಂಚು
ridicule	disgust	0.555	ಅಪಹಾಸ್ಯ
discriminating	disgust	0.555	ತಾರತಮ್ಯ ಮಾಡುವುದು
unattractive	disgust	0.555	ಸುಂದರವಲ್ಲದ
insufferable	disgust	0.555	ಅಸಹನೀಯ
segregate	disgust	0.555	ಪ್ರತ್ಯೇಕಿಸಿ
arsenic	disgust	0.555	ಆರ್ಸೆನಿಕ್
threatening	disgust	0.555	ಬೆದರಿಕೆ ಹಾಕುತ್ತಿದ್ದಾರೆ
atrophy	disgust	0.555	ಕ್ಷೀಣತೆ
varicella	disgust	0.555	ವರಿಸೆಲ್ಲಾ
slayer	disgust	0.555	ಸಂಹಾರಕ
distaste	disgust	0.555	ಅಸಹ್ಯ
coward	disgust	0.555	ಹೇಡಿ
robbery	disgust	0.555	ದರೋಡೆ
wickedness	disgust	0.555	ದುಷ್ಟತನ
anathema	disgust	0.547	ಅನಾಥೆಮಾ
malevolent	disgust	0.547	ದುರುದ್ದೇಶಪೂರಿತ
sty	disgust	0.547	ಸೊಗಸಾದ
pillage	disgust	0.547	ಲೂಟಿ
thief	disgust	0.547	ಕಳ್ಳ
suffocating	disgust	0.547	ಉಸಿರುಗಟ್ಟಿಸುತ್ತಿದೆ
condemnation	disgust	0.547	ಖಂಡನೆ
deleterious	disgust	0.547	ಹಾನಿಕಾರಕ
slur	disgust	0.547	ನಿಂದೆ
purgatory	disgust	0.547	ಶುದ್ಧೀಕರಣ
attacking	disgust	0.547	ದಾಳಿ ಮಾಡುತ್ತಿದೆ
burglar	disgust	0.547	ಕಳ್ಳ
ogre	disgust	0.547	ಓಗ್ರೆ
coercion	disgust	0.547	ಬಲಾತ್ಕಾರ
vesicular	disgust	0.547	ವೆಸಿಕ್ಯುಲರ್
miserable	disgust	0.547	ಶೋಚನೀಯ
bitterly	disgust	0.547	ಕಟುವಾಗಿ
sneer	disgust	0.539	ಮುನಿಸು
greedy	disgust	0.539	ದುರಾಸೆಯ
gob	disgust	0.539	ಗೋಬ್
repellant	disgust	0.539	ನಿವಾರಕ
jealous	disgust	0.539	ಹೊಟ್ಟೆಕಿಚ್ಚು
drunken	disgust	0.539	ಕುಡುಕ
shame	disgust	0.539	ಅವಮಾನ
thrash	disgust	0.539	ಥಳಿಸು
fatty	disgust	0.539	ಕೊಬ್ಬಿನ
liar	disgust	0.539	ಸುಳ್ಳುಗಾರ
imprisoned	disgust	0.539	ಬಂಧಿತನಾದ
sloth	disgust	0.539	ಸೋಮಾರಿ
repudiation	disgust	0.539	ನಿರಾಕರಣೆ
disgrace	disgust	0.539	ಅವಮಾನ
infidelity	disgust	0.539	ದಾಂಪತ್ಯ ದ್ರೋಹ
pig	disgust	0.539	ಹಂದಿ
lethal	disgust	0.536	ಮಾರಕ
burnt	disgust	0.531	ಸುಟ್ಟರು
brawl	disgust	0.531	ಜಗಳ
withered	disgust	0.531	ಬತ್ತಿ ಹೋಗಿತ್ತು
blemish	disgust	0.531	ಕಳಂಕ
hydrocephalus	disgust	0.531	ಜಲಮಸ್ತಿಷ್ಕ ರೋಗ
aberration	disgust	0.531	ವಿಪಥನ
smuggler	disgust	0.531	ಕಳ್ಳಸಾಗಾಣಿಕೆದಾರ
painful	disgust	0.531	ನೋವಿನಿಂದ ಕೂಡಿದೆ
condescension	disgust	0.531	ಸಮಾಧಾನ
intolerant	disgust	0.531	ಅಸಹಿಷ್ಣುತೆ
blasphemous	disgust	0.531	ಧರ್ಮನಿಂದೆಯ
lying	disgust	0.531	ಸುಳ್ಳು
hanging	disgust	0.531	ನೇತಾಡುತ್ತಿದೆ
travesty	disgust	0.531	ವಿಡಂಬನೆ
ruined	disgust	0.531	ಹಾಳಾಗಿದೆ
intrusive	disgust	0.531	ಗೊಂದಲಮಯ
disintegrate	disgust	0.531	ವಿಘಟಿಸುತ್ತವೆ
destructive	disgust	0.531	ವಿನಾಶಕಾರಿ
neurotic	disgust	0.531	ನರಸಂಬಂಧಿ
disparaging	disgust	0.523	ಅವಹೇಳನಕಾರಿ
blighted	disgust	0.523	ಕ್ಷೀಣಿಸಿದೆ
intolerance	disgust	0.523	ಅಸಹಿಷ್ಣುತೆ
mistress	disgust	0.523	ಪ್ರೇಯಸಿ
avarice	disgust	0.523	ದುರಾಸೆ
disgraced	disgust	0.523	ಅವಮಾನಿತರಾದರು
derogation	disgust	0.523	ಅವಹೇಳನ
rubbish	disgust	0.523	ಕಸ
accusation	disgust	0.523	ಆರೋಪ
incarceration	disgust	0.523	ಸೆರೆವಾಸ
tortious	disgust	0.516	ಹಿಂಸೆಯ
dishonor	disgust	0.516	ಅವಮಾನ
stink	disgust	0.516	ಗಬ್ಬು
grim	disgust	0.516	ಕಠೋರ
rob	disgust	0.516	ದೋಚುತ್ತಾರೆ
defraud	disgust	0.516	ವಂಚನೆ
sump	disgust	0.516	ಸಂಪ್
cringe	disgust	0.516	ಭಯಭೀತರಾಗುತ್ತಾರೆ
vulture	disgust	0.516	ರಣಹದ್ದು
deplorable	disgust	0.516	ಶೋಚನೀಯ
mite	disgust	0.516	ಹುಳ
eradication	disgust	0.516	ನಿರ್ಮೂಲನೆ
degrade	disgust	0.516	ಕೆಳಮಟ್ಟಕ್ಕಿಳಿಸು
gutter	disgust	0.516	ಗಟಾರ
convict	disgust	0.516	ಅಪರಾಧಿ
remains	disgust	0.516	ಉಳಿದಿದೆ
betray	disgust	0.516	ವಿಶ್ವಾಸಘಾತ
daemon	disgust	0.516	ಡೀಮನ್
sham	disgust	0.509	ನೆಪ
distasteful	disgust	0.508	ಅಸಹ್ಯಕರ
prisoner	disgust	0.508	ಖೈದಿ
dreadfully	disgust	0.508	ಭಯಂಕರವಾಗಿ
worthless	disgust	0.508	ನಿಷ್ಪ್ರಯೋಜಕ
crude	disgust	0.508	ಕಚ್ಚಾ
delirium	disgust	0.508	ಸನ್ನಿವೇಶ
incurable	disgust	0.508	ಗುಣಪಡಿಸಲಾಗದ
smelling	disgust	0.508	ವಾಸನೆ ಬರುತ್ತಿದೆ
idiocy	disgust	0.508	ಮೂರ್ಖತನ
resentment	disgust	0.508	ಅಸಮಾಧಾನ
bombed	disgust	0.508	ಬಾಂಬ್ ಹಾಕಿದರು
blob	disgust	0.508	ಬೊಟ್ಟು
cheat	disgust	0.508	ಮೋಸ
schizophrenia	disgust	0.508	ಸ್ಕಿಜೋಫ್ರೇನಿಯಾ
rejection	disgust	0.508	ನಿರಾಕರಣೆ
belittle	disgust	0.508	ಕಡಿಮೆ
glut	disgust	0.508	ಹೊಟ್ಟೆಬಾಕ
disaster	disgust	0.508	ದುರಂತದ
distress	disgust	0.508	ಯಾತನೆ
pest	disgust	0.508	ಕೀಟ
endemic	disgust	0.508	ಸ್ಥಳೀಯ
theft	disgust	0.500	ಕಳ್ಳತನ
banish	disgust	0.500	ಗಡಿಪಾರು
mire	disgust	0.500	ಕೆಸರು
flagrant	disgust	0.500	ಎದ್ದುಕಾಣುವ
derision	disgust	0.500	ಅಪಹಾಸ್ಯ
dirt	disgust	0.500	ಕೊಳಕು
screaming	disgust	0.500	ಕಿರುಚುತ್ತಿದ್ದಾರೆ
offense	disgust	0.500	ಅಪರಾಧ
jealousy	disgust	0.500	ಅಸೂಯೆ
bribery	disgust	0.500	ಲಂಚ
polemic	disgust	0.500	ವಿವಾದಾತ್ಮಕ
blight	disgust	0.500	ಕೊಳೆರೋಗ
impeach	disgust	0.500	ದೋಷಾರೋಪಣೆ
bitterness	disgust	0.500	ಕಹಿ
taboo	disgust	0.500	ನಿಷೇಧ
duress	disgust	0.500	ಒತ್ತಾಯ
goblin	disgust	0.500	ತುಂಟ
shackle	disgust	0.500	ಸಂಕೋಲೆ
idolatry	disgust	0.500	ವಿಗ್ರಹಾರಾಧನೆ
greed	disgust	0.500	ದುರಾಸೆ
impurity	disgust	0.500	ಅಶುದ್ಧತೆ
tirade	disgust	0.500	ಆಲಸ್ಯ
idiot	disgust	0.492	ಮೂರ್ಖ
boil	disgust	0.492	ಕುದಿಸಿ
unconscionable	disgust	0.492	ಪ್ರಜ್ಞೆಯಿಲ್ಲದ
disreputable	disgust	0.492	ಅಪಖ್ಯಾತಿ
robber	disgust	0.492	ದರೋಡೆಕೋರ
malign	disgust	0.492	ಕೆಡುಕು
wreck	disgust	0.492	ಧ್ವಂಸ
recession	disgust	0.492	ಹಿಂಜರಿತ
gorge	disgust	0.492	ಕೊರಕಲು
leer	disgust	0.492	ಲೀರ್
ill	disgust	0.492	ಅನಾರೋಗ್ಯ
squirm	disgust	0.492	ಸುಳಿಯುತ್ತಾರೆ
raging	disgust	0.484	ಕೆರಳಿದ
servile	disgust	0.484	ಸೇವಕ
mess	disgust	0.484	ಅವ್ಯವಸ್ಥೆ
nappy	disgust	0.484	ನ್ಯಾಪಿ
possessed	disgust	0.484	ಹೊಂದಿತ್ತು
unbearable	disgust	0.484	ಅಸಹನೀಯ
occult	disgust	0.484	ಅತೀಂದ್ರಿಯ
contraband	disgust	0.484	ನಿಷಿದ್ಧ
snarl	disgust	0.484	ಗೊಣಗುತ್ತಾರೆ
mutiny	disgust	0.484	ದಂಗೆ
mad	disgust	0.484	ಹುಚ್ಚು
affliction	disgust	0.484	ಸಂಕಟ
stain	disgust	0.484	ಕಲೆ
animosity	disgust	0.484	ಹಗೆತನ
contempt	disgust	0.484	ತಿರಸ್ಕಾರ
tramp	disgust	0.484	ಅಲೆಮಾರಿ
nepotism	disgust	0.484	ಸ್ವಜನಪಕ್ಷಪಾತ
disrespectful	disgust	0.484	ಅಗೌರವ
defamation	disgust	0.484	ಮಾನಹಾನಿ
inexcusable	disgust	0.484	ಅಕ್ಷಮ್ಯ
aversation	disgust	0.484	ನಿವಾರಣೆ
wasteful	disgust	0.484	ವ್ಯರ್ಥ
offender	disgust	0.484	ಅಪರಾಧಿ
subjugation	disgust	0.484	ಅಧೀನಗೊಳಿಸುವಿಕೆ
illegality	disgust	0.477	ಅಕ್ರಮ
dismal	disgust	0.477	ನಿರಾಶಾದಾಯಕ
criminal	disgust	0.477	ಕ್ರಿಮಿನಲ್
unpleasant	disgust	0.477	ಅಹಿತಕರ
palsy	disgust	0.477	ಪಾರ್ಶ್ವವಾಯು
antagonistic	disgust	0.477	ವಿರೋಧದ
pathetic	disgust	0.477	ಕರುಣಾಜನಕ
uncaring	disgust	0.477	ಕಾಳಜಿಯಿಲ್ಲದ
suppression	disgust	0.477	ನಿಗ್ರಹ
immorality	disgust	0.477	ಅನೈತಿಕತೆ
mockery	disgust	0.477	ಅಪಹಾಸ್ಯ
outrage	disgust	0.469	ಆಕ್ರೋಶ
mocking	disgust	0.469	ಅಣಕಿಸುತ್ತಿದ್ದಾರೆ
wallow	disgust	0.469	ವಾಲ್ಲೋ
cough	disgust	0.469	ಕೆಮ್ಮು
arrogant	disgust	0.469	ದಾರ್ಷ್ಟ್ಯ
angry	disgust	0.469	ಕೋಪಗೊಂಡ
poverty	disgust	0.469	ಬಡತನ
grating	disgust	0.469	ತುರಿಯುವ
livid	disgust	0.469	ಉತ್ಸಾಹಭರಿತ
aggravation	disgust	0.469	ಉಲ್ಬಣಗೊಳ್ಳುವಿಕೆ
repellent	disgust	0.469	ನಿವಾರಕ
perspiration	disgust	0.469	ಬೆವರು
banishment	disgust	0.469	ಗಡಿಪಾರು
furious	disgust	0.469	ಉಗ್ರ
shoddy	disgust	0.469	ಕಳಪೆ
banshee	disgust	0.469	banshee
deceive	disgust	0.461	ಮೋಸ ಮಾಡು
fool	disgust	0.461	ಮೂರ್ಖ
quack	disgust	0.461	ಕ್ವಾಕ್
distorted	disgust	0.461	ವಿಕೃತ
spider	disgust	0.461	ಜೇಡ
unjustifiable	disgust	0.461	ಸಮರ್ಥನೀಯವಲ್ಲ
deplore	disgust	0.461	ಖಂಡನೆ
spurious	disgust	0.461	ನಕಲಿ
perdition	disgust	0.461	ವಿನಾಶ
muddy	disgust	0.461	ಮಣ್ಣಿನ
fraudulent	disgust	0.461	ಮೋಸದ
scar	disgust	0.461	ಗಾಯದ ಗುರುತು
prick	disgust	0.461	ಮುಳ್ಳು
insulting	disgust	0.461	ಅವಮಾನಿಸುವ
plunder	disgust	0.461	ಲೂಟಿ
recklessness	disgust	0.461	ಅಜಾಗರೂಕತೆ
stigma	disgust	0.453	ಕಳಂಕ
disparage	disgust	0.453	ಅವಹೇಳನ
unthinkable	disgust	0.453	ಯೋಚಿಸಲಾಗದ
disingenuous	disgust	0.453	ಅವಿವೇಕದ
bane	disgust	0.453	ನಿಷೇಧ
dishonest	disgust	0.453	ಅಪ್ರಾಮಾಣಿಕ
aphid	disgust	0.453	ಗಿಡಹೇನು
elimination	disgust	0.453	ನಿವಾರಣೆ
cur	disgust	0.453	ಕರ್
selfish	disgust	0.453	ಸ್ವಾರ್ಥಿ
eschew	disgust	0.453	ಬಿಟ್ಟುಬಿಡಿ
dire	disgust	0.453	ಭೀಕರ
indignation	disgust	0.453	ಆಕ್ರೋಶ
antipathy	disgust	0.453	ವಿರೋಧಾಭಾಸ
alienate	disgust	0.453	ದೂರಮಾಡು
mosquito	disgust	0.445	ಸೊಳ್ಳೆ
piles	disgust	0.445	ರಾಶಿಗಳು
pious	disgust	0.445	ಪುಣ್ಯಾತ್ಮರು
lie	disgust	0.445	ಸುಳ್ಳು
opium	disgust	0.445	ಅಫೀಮು
smell	disgust	0.445	ವಾಸನೆ
iniquity	disgust	0.445	ಅಧರ್ಮ
caries	disgust	0.445	ಕ್ಷಯ
despair	disgust	0.445	ಹತಾಶೆ
recalcitrant	disgust	0.445	ಮರುಕಪಡುವ
egotistical	disgust	0.445	ಅಹಂಕಾರಿ
wasted	disgust	0.445	ವ್ಯರ್ಥವಾಯಿತು
vacuous	disgust	0.445	ನಿರ್ವಾತ
bankruptcy	disgust	0.445	ದಿವಾಳಿತನದ
garish	disgust	0.445	ಸೊಗಸುಗಾರ
obnoxious	disgust	0.438	ಅಸಹ್ಯಕರ
ashamed	disgust	0.438	ನಾಚಿಕೆಯಾಯಿತು
abject	disgust	0.438	ನಿಕೃಷ್ಟ
sticky	disgust	0.438	ಜಿಗುಟಾದ
scream	disgust	0.438	ಕಿರುಚುತ್ತಾರೆ
hopelessness	disgust	0.438	ಹತಾಶತೆ
homeless	disgust	0.438	ನಿರಾಶ್ರಿತರು
shun	disgust	0.438	ದೂರವಿರಿ
inmate	disgust	0.438	ಕೈದಿ
alien	disgust	0.438	ಅನ್ಯಲೋಕದ
hog	disgust	0.438	ಹಂದಿ
aversion	disgust	0.438	ತಿರಸ್ಕಾರ
abnormal	disgust	0.438	ಅಸಹಜ
cursing	disgust	0.430	ಶಪಿಸುತ್ತಿದ್ದಾರೆ
undesirable	disgust	0.430	ಅನಪೇಕ್ಷಿತ
denounce	disgust	0.430	ಖಂಡಿಸುತ್ತಾರೆ
witch	disgust	0.430	ಮಾಟಗಾತಿ
creature	disgust	0.430	ಜೀವಿ
lusty	disgust	0.430	ಕಾಮಭರಿತ
illegal	disgust	0.430	ಅಕ್ರಮ
debris	disgust	0.430	ಅವಶೇಷಗಳು
callous	disgust	0.430	ಕಠೋರ
reflux	disgust	0.430	ಹಿಮ್ಮುಖ ಹರಿವು
adverse	disgust	0.430	ಪ್ರತಿಕೂಲ
shameless	disgust	0.430	ನಾಚಿಕೆಯಿಲ್ಲದ
separatist	disgust	0.430	ಪ್ರತ್ಯೇಕತಾವಾದಿ
trickery	disgust	0.430	ಕುತಂತ್ರ
falsity	disgust	0.430	ಸುಳ್ಳುತನ
pall	disgust	0.430	ಪಲ್ಟಿ
defiance	disgust	0.430	ಪ್ರತಿಭಟನೆ
incredulous	disgust	0.430	ನಂಬಲಾಗದ
curse	disgust	0.430	ಶಾಪ
pompous	disgust	0.422	ಆಡಂಬರದ
socialist	disgust	0.422	ಸಮಾಜವಾದಿ
mistrust	disgust	0.422	ಅಪನಂಬಿಕೆ
infantile	disgust	0.422	ಶಿಶು
wasting	disgust	0.422	ವ್ಯರ್ಥವಾಗುತ್ತಿದೆ
hairy	disgust	0.422	ಕೂದಲುಳ್ಳ
nicotine	disgust	0.422	ನಿಕೋಟಿನ್
denunciation	disgust	0.422	ಖಂಡನೆ
collapse	disgust	0.422	ಕುಸಿತ
untidy	disgust	0.422	ಅಶುದ್ಧ
ferocious	disgust	0.422	ಉಗ್ರವಾದ
ammonia	disgust	0.422	ಅಮೋನಿಯ
carelessness	disgust	0.422	ಅಜಾಗರೂಕತೆ
impure	disgust	0.422	ಅಶುದ್ಧ
contentious	disgust	0.422	ವಿವಾದಾತ್ಮಕ
bum	disgust	0.422	ಬಮ್
affront	disgust	0.422	ಮುಖಭಂಗ
offend	disgust	0.422	ಅಪರಾಧ
tarnish	disgust	0.422	ಕಳಂಕ
idiotic	disgust	0.422	ಮೂರ್ಖ
badness	disgust	0.422	ಕೆಟ್ಟತನ
delinquent	disgust	0.422	ಅಪರಾಧಿ
swarm	disgust	0.422	ಸಮೂಹ
hypertrophy	disgust	0.422	ಹೈಪರ್ಟ್ರೋಫಿ
gush	disgust	0.422	ಚಿಮ್ಮು
tasteless	disgust	0.422	ರುಚಿಯಿಲ್ಲದ
bovine	disgust	0.422	ಗೋವಿನ
slush	disgust	0.422	ಕೆಸರು
litigious	disgust	0.414	ವ್ಯಾಜ್ಯ
dishonesty	disgust	0.414	ಅಪ್ರಾಮಾಣಿಕತೆ
vegetative	disgust	0.414	ಸಸ್ಯಕ
unfavorable	disgust	0.414	ಪ್ರತಿಕೂಲವಾದ
displacency	disgust	0.414	ಸ್ಥಳಾಂತರ
illegitimate	disgust	0.414	ನ್ಯಾಯಸಮ್ಮತವಲ್ಲದ
sour	disgust	0.414	ಹುಳಿ
socialism	disgust	0.414	ಸಮಾಜವಾದ
disobey	disgust	0.414	ಅವಿಧೇಯತೆ
drivel	disgust	0.414	ಚಾಲನೆ
vampire	disgust	0.414	ರಕ್ತಪಿಶಾಚಿ
neglected	disgust	0.414	ನಿರ್ಲಕ್ಷಿಸಲಾಗಿದೆ
murky	disgust	0.414	ಮಸುಕಾದ
ignorant	disgust	0.406	ಅಜ್ಞಾನಿ
disgruntled	disgust	0.406	ಅತೃಪ್ತರು
discontinuity	disgust	0.406	ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
dislike	disgust	0.406	ಇಷ್ಟವಿಲ್ಲ
unlawful	disgust	0.406	ಕಾನೂನುಬಾಹಿರ
wrongdoing	disgust	0.406	ತಪ್ಪು ಮಾಡುವುದು
shoplifting	disgust	0.406	ಅಂಗಡಿ ಕಳ್ಳತನ
recidivism	disgust	0.406	ಪುನರಾವರ್ತನೆ
outcast	disgust	0.406	ಬಹಿಷ್ಕಾರ
bogus	disgust	0.406	ಬೋಗಸ್
displeasure	disgust	0.406	ಅಸಮಾಧಾನ
repel	disgust	0.406	ಹಿಮ್ಮೆಟ್ಟಿಸುತ್ತದೆ
falsify	disgust	0.406	ಸುಳ್ಳಾಗಿಸು
ungrateful	disgust	0.406	ಕೃತಘ್ನ
unkind	disgust	0.406	ನಿರ್ದಯ
phony	disgust	0.406	ಫೋನಿ
prosecution	disgust	0.406	ಕಾನೂನು ಕ್ರಮ
woe	disgust	0.398	ಸಂಕಟ
averse	disgust	0.398	ವಿಮುಖ
loon	disgust	0.398	ಲೂನ್
worsening	disgust	0.398	ಹದಗೆಡುತ್ತಿದೆ
paucity	disgust	0.398	ಕೊರತೆ
unnatural	disgust	0.398	ಅಸ್ವಾಭಾವಿಕ
amphetamines	disgust	0.398	ಆಂಫೆಟಮೈನ್ಗಳು
senseless	disgust	0.398	ಅರ್ಥಹೀನ
rigor	disgust	0.398	ಕಠಿಣತೆ
subvert	disgust	0.398	ಬುಡಮೇಲು
failure	disgust	0.398	ವೈಫಲ್ಯ
lick	disgust	0.398	ನೆಕ್ಕಲು
unruly	disgust	0.398	ಅಶಿಸ್ತಿನ
woefully	disgust	0.398	ಶೋಚನೀಯವಾಗಿ
stingy	disgust	0.398	ಜಿಪುಣ
crushing	disgust	0.398	ಹತ್ತಿಕ್ಕುವುದು
disdain	disgust	0.398	ತಿರಸ್ಕಾರ
insult	disgust	0.393	ಅವಮಾನ
averseness	disgust	0.391	ವಿಮುಖತೆ
disrelish	disgust	0.391	ಅಸಹ್ಯಕರ
punished	disgust	0.391	ಶಿಕ್ಷಿಸಲಾಗಿದೆ
critter	disgust	0.391	ಕ್ರಿಟ್ಟರ್
damage	disgust	0.391	ಹಾನಿ
scorpion	disgust	0.391	ಚೇಳು
diatribe	disgust	0.391	ಡಯಾಟ್ರಿಬ್
muff	disgust	0.391	ಮಫ್
farcical	disgust	0.391	ಹಾಸ್ಯಾಸ್ಪದ
antisocial	disgust	0.391	ಸಮಾಜವಿರೋಧಿ
hardened	disgust	0.391	ಗಟ್ಟಿಯಾಯಿತು
punishment	disgust	0.391	ಶಿಕ್ಷೆ
bad	disgust	0.391	ಕೆಟ್ಟ
expel	disgust	0.391	ಹೊರಹಾಕು
surly	disgust	0.383	ವಿಪರೀತ
lament	disgust	0.383	ಕೊರಗುತ್ತಾರೆ
illiterate	disgust	0.383	ಅನಕ್ಷರಸ್ಥ
divorce	disgust	0.383	ವಿಚ್ಛೇದನ
teeming	disgust	0.383	ತುಂಬಿ ತುಳುಕುತ್ತಿದೆ
plagiarism	disgust	0.383	ಕೃತಿಚೌರ್ಯ
eviction	disgust	0.383	ಹೊರಹಾಕುವಿಕೆ
orc	disgust	0.383	orc
disappoint	disgust	0.383	ನಿರಾಶೆ
shabby	disgust	0.383	ಕಳಪೆ
presumptuous	disgust	0.383	ದುರಹಂಕಾರಿ
anaconda	disgust	0.383	ಅನಕೊಂಡ
discord	disgust	0.383	ಅಪಶ್ರುತಿ
guilt	disgust	0.383	ಅಪರಾಧ
fugitive	disgust	0.383	ಪಲಾಯನಗೈದ
irrational	disgust	0.383	ಅಭಾಗಲಬ್ಧ
adder	disgust	0.383	ಸೇರಿಸುವವನು
fulsome	disgust	0.383	ಪೂರ್ಣವಾದ
sacrifices	disgust	0.383	ತ್ಯಾಗಗಳು
hypocritical	disgust	0.383	ಬೂಟಾಟಿಕೆ
shock	disgust	0.375	ಆಘಾತ
alienation	disgust	0.375	ಪರಕೀಯತೆ
scoff	disgust	0.375	ಅಪಹಾಸ್ಯ
plight	disgust	0.375	ಅವಸ್ಥೆ
irritation	disgust	0.375	ಕೆರಳಿಕೆ
unworthy	disgust	0.375	ಅಯೋಗ್ಯ
misconduct	disgust	0.375	ದುರ್ನಡತೆ
defective	disgust	0.375	ದೋಷಪೂರಿತ
blame	disgust	0.375	ದೂರುತ್ತಾರೆ
depressing	disgust	0.375	ಖಿನ್ನನಾಗುತ್ತಿದೆ
dislocated	disgust	0.375	ಸ್ಥಳಾಂತರಿಸಲಾಯಿತು
irritating	disgust	0.375	ಕೆರಳಿಸುವ
vainly	disgust	0.367	ವ್ಯರ್ಥವಾಗಿ
toad	disgust	0.367	ಟೋಡ್
powerless	disgust	0.367	ಶಕ್ತಿಹೀನ
coerce	disgust	0.367	ಒತ್ತಾಯ
shuddering	disgust	0.367	ನಡುಗುತ್ತಿದೆ
stripped	disgust	0.367	ಹೊರತೆಗೆಯಲಾದ
revoke	disgust	0.367	ರದ್ದು
wimpy	disgust	0.367	ಹುಚ್ಚುತನದ
unhealthy	disgust	0.367	ಅನಾರೋಗ್ಯಕರ
exclusion	disgust	0.367	ಹೊರಗಿಡುವಿಕೆ
disillusionment	disgust	0.367	ಭ್ರಮನಿರಸನ
blatant	disgust	0.367	ಅಬ್ಬರದ
hurtful	disgust	0.367	ನೋವುಂಟುಮಾಡುತ್ತದೆ
