Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20190402,,20190399,N-5-2019,"if I remember correctly, it was the GRTU during the PeNe days that was complaining of Sicilians and produce of Sicily that was invading the Maltese markets bil-katamaran. But anyhow, now it's today's PeNe that is demonizing foreigners. Ohhh deliar was so clear about that in his Sunday sermons. So the high tech factory, medical factories, currency factories, furniture factories are so yessssterrrdayyyy's labour ? They are manufacturing you know ! Is it old fashioned to take medicines, use technology, pay with money, sit down on chairs, wear clothes ? Should they close down or shall we place a bet that they will close down like the PeNe minister did ? Now listen dear boy, the PeNe was thrashed, and keeps getting thrashed, at the polls not only because JM is charismatic, but because the PeNe is rotten to the core and has no idea on how to run a country. Understand that and there is a new world out there for you.",1,negative,anger,0,1,0,1,2
20190403,,20190399,N-5-2019,"And here we have a perfect example of Maltese political thinking; point out the obvious about the 80s and you're automatically a nationalist, assume they have some man-crush on Delia like they themselves have on 'il-leader' Muscat..while I have your attention and you seem to fit the description, maybe you can tell me why so many male PN and MLP supporters have homoerotic tendencies for their leaders? As for a new world, I am in a new world, a world free of car horns, house alarms, ugly buildings and construction sites constantly barking dogs and terrible, politically stupid people, you should try it too.",1,negative,disgust,1,0,0,1,2
20190404,,20190399,N-5-2019,"Dear Lord you really are a fricken nut case ! No thank you......please continue living in your world. I want my car and I want to honk my horn at the bastards out there, i want to live in the ugly buildings and have it secured by an alarm. I love dogs. And i will not mention politically stupid people......there is definetly one in your own world !",1,negative,disgust,1,0,0,1,0
20190405,,20190399,N-5-2019,"Well,the billions in black and liri Maltin left by the MLP turned to red during the 25 years of PN administrations.",1,negative,sadness,1,0,0,1,0
20190406,,20190399,N-5-2019,"You're absolutely right, Xandru, however, is it coincidence that Zimbabwe and similar countries are alone in the world as far as having no sovereign debt to speak about? It was precisely that debt that turned the old Luqa a'port from what resembled a north African bazaar to the international airport it is today - foreigners' first impression etc, Mater dei, as opposed to the morgue of st.Luke's, a few half decent roads instead of the dust bowl we used to live in and get this...even a water supply. Maybe a review of Economics 101 and the need for debt when your country IS third world, and maybe a little medicine to help with that memory of yours, it's so annoying having to spoon feed the latest batch of labour arrivista.",1,positive,joy,0,0,0,1,3
20190407,,20190397,N-5-2019,Common sense tells me just that.,1,neutral,joy,0,0,0,1,0
20190408,,20190407,N-5-2019,Gahan ? Common Sense ?,1,negative,surprise,0,0,0,1,0
20190409,,,N-5-2019,"The money first policy in Malta has made it the top of europe, and this is only the declared money!",1,positive,surprise,0,0,0,0,0
20190410,,,N-5-2019,If I am not mistaken Maastricht Treaty states that national debt to GDP ratio should not exceed 70% and not 60%. Maybe I am wrong or there has been adjustments in the criteria.,1,neutral,surprise,0,0,0,0,0
20190411,,,N-5-2019,Meanwhile while travelling around Europe people ask this guy about corruption. Who cares about surplus?,1,negative,sadness,0,1,0,1,0
20190412,,20190411,N-5-2019,Really? You seem to be bumping to the envious ones lolli p,1,negative,surprise,0,1,0,1,0
20190413,,,N-6-2019,Another destructive budget...to the PN's hope of ever getting back into power. Well done Dr Muscat.,1,positive,joy,0,0,0,0,0
20190414,,,N-6-2019,...simen is busy preparing in his caldron some conspiracy theory 😂 ...and DeLiar trying to join the witch,1,negative,anticipation,0,1,0,1,0
20190417,,,N-6-2019,"Tislohx u ssawwatx, u kuntenti. Izda niftakru, li xejn mhu garantit. Jekk tipprova tibdel, tirriskja li terga' trid tibda thallas b'lura sad-dejn li haddiehor hu mifni bih.",1,positive,anticipation,0,0,0,1,1
20190418,,,N-6-2019,That’s what your master simen tell you lolli p,1,negative,joy,0,1,0,1,0
20190419,,20190414,N-6-2019,How utterly childish. Grow up.,1,negative,disgust,0,0,0,1,0
20190420,,20190419,N-6-2019,Gahan..,1,negative,disgust,0,0,0,1,1
20190421,,20190419,N-6-2019,I know simen is childish lolli p,1,negative,joy,0,1,0,1,0
20190422,,,N-6-2019,KILL THEM WITH SUCCESS AND BURY THEM WITH A SMILE !!!!!,1,positive,joy,0,0,0,1,0
20190423,,,N-6-2019,"Min jaf x'jinharqu il-poodle tas-sahhara, Azz il-qaddis, Casa imniehru, Metsola l-innocenti, u d-demel barranin, li bhal daw jobghodu lil Malta. Infiskaw zibel, ghax hekk haqkhom!",1,negative,disgust,0,0,0,1,1
20190424,,,N-6-2019,Great rental scheme to be introduced next year!,1,positive,joy,0,0,0,0,0
20190425,,,N-6-2019,U dwardu jerga jaghmila... well done mr.minister.. xma jghidulekx biex tirrezenja.. hallejthom bla kliem..,1,positive,joy,0,0,1,0,2
20190427,,,N-6-2019,Ma smajtux sew cikk.. il mater dei jaghti il hearing aids bxej lil pensjonanti ukoll.. forsi tibbukja appuntament?,1,negative,anticipation,0,1,0,1,2
20190428,,,N-6-2019,"You're completly wrong Cikk as pension will be free of tax on the first €13,400 in income. So you will be receiving your pension increase in full without any deductions.",1,positive,joy,0,0,0,0,0
20190429,,20190428,N-6-2019,agree,1,positive,joy,0,0,0,0,0
20190430,,,N-6-2019,Today is the first time in my life that I am sorry for the Leader of the Opposition (LOO) . How in the name of everything that is good is Delia going to counter this budget?,1,positive,fear,0,0,0,1,0
20190431,,20190430,N-6-2019,Is sena lohra kellu skuza tajba biex ma jaghmilx diskors guq il budget.. dis sena xi skuza ha juza tghid? Pero veru miskin inzerta luniku kap tal opposition li kwazi ghandu task impossibli jaghmel diskors fuq budget li ma tantx ghandu xtikritika.,1,positive,sadness,0,1,0,1,2
20190432,,,N-6-2019,"How boring, he keeps using the same words - give, giving, we give. We are so accustomed, for 27 years, to hearing the words - pay, taxes, tariffs. sacrifices etc",1,negative,joy,0,1,0,0,0
20190433,,20190432,N-6-2019,...black clouds...storms...we’re not on our own...it’s not our fault...we’re predicting a surplus (oops) etc etc,1,negative,fear,0,1,1,0,0
20190434,,20190432,N-6-2019,Ux?? Anki lili qisu dejjaqni il hin kollu jghid xse jaghti.. :),1,positive,joy,0,1,0,0,1
20190435,,20190434,N-6-2019,"X'differenza min dawk il qatta sangue sugi, ikkalpestatti.",1,negative,anger,0,0,0,1,1
20190436,,,N-6-2019,I bet the PN would come out and say that this budget was based on their ideas and they will sure say that they could have done better. Bad losers 😂,1,negative,anticipation,0,1,0,1,0
20190438,,,N-6-2019,"YES THANK YOU. TOMORROW its time to go and buy 30 euros worth of medicine. 2.13cents x 4 = 8.52cents. Then gbejniet, rikotta, milk, and hobz.",1,negative,disgust,0,1,0,0,2
20190439,,20190438,N-6-2019,Dawn huma il.kalkuli tan net ? Anqas id dejn tal pn ma kellhom il hilla jikoluhaw ahseb u ara kemm jistaw jitkelmu fuq il finazzi ....halina,1,negative,disgust,0,0,0,1,1
20190440,,20190438,N-6-2019,Yes you will need medicine for your sudden attack of pissing from your behind.,1,negative,disgust,0,0,0,1,0
20190441,,20190438,N-6-2019,Pastizz tal-haxu,1,neutral,joy,0,1,0,1,1
20190442,,20190438,N-6-2019,At least not out of stock lolly p,1,positive,joy,0,1,1,1,0
20190443,,,N-6-2019,"One of the budget schemes :' Public spaces to be converted into green areas.' To give an idea, we may start with the ITS site and Zonqor.",1,negative,anger,0,1,0,0,0
20190444,,20190443,N-6-2019,issa namlu il qwartiri tal pn ghax hemm biz zejjed hdura hemm u jixraqilhom ghal mibeda li hemm ...,1,negative,anger,1,0,0,1,1
20190445,,20190444,N-6-2019,Your chosen corrosive words are a vivid example of exemplified HATE at its best.,1,negative,disgust,0,0,0,1,0
20190446,,20190445,N-6-2019,I can’t blame him after so many years reading the....running hatred 😂,1,positive,joy,0,1,0,1,0
20190447,,20190445,N-6-2019,"You come to his aid because your track record isn't any much better, though not as bad.",1,negative,sadness,0,0,1,1,0
20190448,,20190445,N-6-2019,I didn’t come to his aid but I came to your rescue by sharing with you useful information.,1,neutral,joy,0,0,0,1,0
20190449,,20190445,N-6-2019,Only the gullible are thankful for being fed absurdity. Your altruistic comment really touched my heart.,1,negative,disgust,1,0,0,1,0
20190450,,20190443,N-6-2019,Tider li ma tantx sibt xtikritikalu il budget GAHAN.,1,negative,disgust,0,0,1,0,2
20190451,,20190450,N-6-2019,It seems you're more interested in pushing for more shady deals like the ITS and AUM than anything else. Are you a PA board member by any chance. In such case I won't blame you.,1,negative,sadness,0,0,0,1,0
20190452,,,N-6-2019,Incentivi għall-ħolqien ta' iktar impjiegi f'Għawdex. Gvern f'direzzjoni tajba!,1,positive,joy,0,0,0,0,1
20190453,,20190452,N-6-2019,"Yes, if the last six years are of any reference, then there wouldn't be much to boast about.",1,negative,sadness,0,0,1,0,0
20190454,,20190453,N-6-2019,Gahan.,1,negative,disgust,0,0,0,1,1
20190455,,20190453,N-6-2019,"Last six years your PN got drubbed at elections with record margins, now if that isn't something to boast about you really are a flamed up dickhead.",1,negative,disgust,0,1,1,1,0
20190456,,,N-6-2019,"i think people here are living in a parallel universe. Here is the way i see our future. In order for the government to sustain an aging population he has invested in sectors that heavily rely on younger workers and in order to maintain a competitive advantage he is getting cheap labour from abroad. this means that he can sustain imminent pensions but in the mean time, the housing & rents sky rocketed in such a ways that no one affords them and wages have remained untouched if not worsened due to cheap labour. Hence we are getting paid less with no chance of finding accommodation and with very hazy pension schemes for our future. Banks have decreased credit rates to keep cash flow within the population in order to sustain spending due to the risen cost living and housing inflation. There is no possible means for us to save up money or buy property cause interest rates are the lowest ever held in order to sustain these credit loans for the increased property prices. Is this what we call success?",1,negative,fear,0,0,0,0,0
20190457,,,N-6-2019,"Although I cannot say that this is not a good budget, I am still disappointed to the fact that the local service pensioners will receive only the €4.50 increase in their pension. There was no mention on the discrimination that these pensioners had experienced through the years when more then half of their entitlement of the National Insurance Pension is reduced with the banal excuse that they have a service pension. We paid all the N.I.contributions through our entire working life to have a full pension and since we paid the full amount to have a full pension, we pretend that we should have a full pension and not have a reduced pension.",1,negative,sadness,0,0,1,0,0
20190458,,,N-6-2019,Daqs SimonePN jaf immexxi Muscat!,1,positive,trust,0,1,0,1,1
20190459,,,N-6-2019,Peanuts for the monkeys.,1,negative,disgust,0,1,0,0,0
20190460,,20190459,N-6-2019,Marid habib int mela meta konha iridu nidraw il.kontijiet ola kont tifrah !! Sewwa jighdu li l iblah taqlalu ghajnu jibqa jifrah u int wiehed minhom,1,negative,disgust,0,0,0,1,1
20190461,,20190459,N-6-2019,Time for bed !!!!! WE'LL WAKE YOU UP WHEN ITS ALL OVER FOR YOUR DEFUNCT PARTY TOGETHER WITH THEIR ACOLYTES !!!,1,negative,disgust,0,0,0,1,0
20190462,,20190461,N-6-2019,What party?,1,neutral,surprise,0,0,0,1,0
20190463,,20190462,N-6-2019,Il-budget tal-lejla kien jonqsok. What party? Where has it gone...,1,negative,surprise,0,1,0,1,2
20190464,,20190459,N-6-2019,"Haha go back to Times of Malta, you have all your negative friends there so you can all enjoy each others company moaning and groaning about everything.",1,negative,disgust,0,0,0,1,0
20190465,,20190459,N-6-2019,Said like the true monkey that you are,1,negative,disgust,1,0,0,1,0
20190466,,,N-7-2019,Another great budget with a social conscience which does not harm our ever continuing great economic leap onwards and forwards.,1,positive,joy,0,0,1,0,0
20190467,,20190466,N-7-2019,Can you please explain what one can do after paying 10% National Insurance and 15% Income tax on the monthly amount of €10.09 do you know how many food items went up in price in the last few weeks? Do you buy food or is it given to you for free? Do you and your family eat for free at Victory Kitchens? . P.S Are your family members vegetarians? Or to save your money you take them to mow roundabout and traffic Islands?,1,negative,anger,0,0,0,1,0
20190468,,20190467,N-7-2019,Can you please explain what one can do after paying 10% National Insurance and 15% Income tax on the monthly amount of €10.09 Do you live on pocket Money? What is your job? Lazing about on a bench in the village square? .....,1,negative,anticipation,0,0,0,1,0
20190469,,20190468,N-7-2019,"If you do the work I do you will always complain about how much you work.
I have been saying that I don't live on charity and I work 3 times what you work. I never had the habit of staying on any bench in any village. After quitting the Party of Opportunist I started to work more than ever since I used to give all my free time as a secretary and cashier for the REAL Malta Labour Party which today has ended up as a Corrupt / Scandalous / Opportunistic / Abusive and bullying party. I left after the 2013 elections. Are you happy?

I don't beg ANY charity from anyone. I can fend for myself. I don't fight for myself but for others who need to start living and not exisitng",1,negative,sadness,0,0,0,1,0
20190470,,20190468,N-7-2019,A monthly Wage amount of 10 Euro means you do nothing ....and you do not even pay tax or social security ..... all school boys and girls get more than that amount as pocket money from their parents ...besides if you really are earning such wage it means that you are unemployed in a Country that has full- employment .... surely you will find other work with a higher wage in a situation where there is FULL-EMPLOYMENT ...... simple DEMAND and SUPPLY ECONOMICS .....,1,negative,disgust,0,0,0,1,0
