Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20200316,,20200313,N-5-2020,"Jien niftakar id- dettalji tal-ahhar budget, niftakar wkoll kief gholew l-affarijiet WARA il- budget. Nahseb int ma kontx imdejjaq meta gholew il- hobz, il-halib, il-fuel, il-hajja, u ma jonqos il- kirjiet. Himma ghal- leader irridu naghmlu wicc ferhan.",1,negative,disgust,0,0,1,0,2
20200317,,20200286,N-5-2020,I fully agree with you just block the subhumans,1,negative,sadness,0,0,0,1,0
20200318,,20200317,N-5-2020,Written in true Nazi fashion.,1,negative,disgust,0,0,0,1,0
20200319,,20200317,N-5-2020,You calling me names ?,1,negative,surprise,0,0,0,1,0
20200320,,20200317,N-5-2020,"It's your miserable ,frustrated self who's calling others names. And it was the Nazis who called others 'subhumans' ,the Russians to be exact. And the Russians soon showed the mad Nazi leader who were the subhumans. Remember what the blogger and other Natters used to call the Labourites? A good number of drubbings soon showed them what the Labourites are.",1,negative,anger,0,0,0,1,0
20200321,,20200317,N-5-2020,Joe real laburisti are long gone .... the best of real politicans gone too . Good bye and keep on trolling .,1,negative,sadness,0,0,0,1,2
20200323,,,N-5-2020,Corrupt is the current lot we have in power,1,negative,disgust,0,0,0,1,0
20200325,,,N-5-2020,"There is only oner corrupt party in Malta: your beloved PL which has stolen so many public properties, amongst which Australia Hall.",1,negative,anger,0,0,0,1,0
20200326,,,N-5-2020,Tiskanta ---25 sena taht in-Nats u ghadu ma jistax jaffordja karrozza. Veru joker dal bniedem.,1,negative,disgust,1,0,1,1,2
20200327,,20200286,N-5-2020,"You just made my day. You just wrote something which goes against what you're uttering. You're contradicting yourself. If it were true to what you said, then you wouln't have said it. Think before you leap, my friend.",1,positive,joy,0,0,0,1,0
20200328,,20200327,N-5-2020,I write because I do not care about online insults from Labour trolls. But there are many who keep their thoughts to themselves because they do not want to be subject to systematic character assassination - more so when their names are in the public domain. The message of Carabott was very clear - shut up or expect a barrage of insults.,1,negative,anger,0,0,1,1,0
20200329,,20200327,N-5-2020,"True, but I've been noticing this, under every government.",1,neutral,anticipation,0,0,0,1,0
20200330,,20200327,N-5-2020,No sorry. Not under any government. Under the PN administration of 2008-2013 there was no systematic pilfering of critics. There were people who chose not to criticise but that was their choice and not something forced onto them by any political party. Under the PN free speech was real and genuine.,1,positive,trust,0,0,1,1,0
20200331,,20200327,N-5-2020,"Bil-kemm kontu taghtu kaz il-parlament biex tghaddu ligi.Tiftakar x'kien qal il-pisser' tad-dar centrali meta kellkom maggoranza ta' xi erba? Tiftakar il-Gonz izomm il-parlament maghluq minhabba Franco? Insejt x'kienet tikteb il-blogger , iktar gideb milli veru,anki taht gvern tal-labour? Tiftakar min qal li l-labour spicca? (Hint ---wiehed miljunarju joqghod go palazz) Faccoli. U wara kollox , qed taljenaw mill-budget . Mela meta tisimghu id-dettalji biex se tohorgu? Komplu paxxu lil PLers .",1,negative,anger,0,0,0,1,2
20200332,,20200327,N-5-2020,"Tghidx hmerijiet. Il- hazen, l-insulti u l-mibeghda tal-magna propganda tal-Labour hi bla limitu. Dak li qed tghid int dwar il-PN tal-passat, parti mhux minnu u parti huwa farka hdejn il mibeghda tal-Labour.",1,negative,anger,0,0,1,1,2
20200333,,20200286,N-5-2020,"Yes, I've noticed that too. If one doesn't support Toxic Joey, one has to keep their opinions to them selves.",1,negative,fear,0,0,1,1,0
20200334,,20200333,N-5-2020,"Qed narakom tiktbu li tridu ,sa tghajjru lil PM 'toxic ' u fl-istess sentenza tghidu li ma tistghux titkellmu. Ghidli kif qatt tista' tkun supporter tal-partit Nazzi? Trid tkun faccol izjed mil-Farisej li salbu li Kristu.",1,negative,disgust,0,0,0,1,2
20200335,,20200333,N-5-2020,"Ghax Joe huwa ALLA,qed tifhemmmm.",1,neutral,trust,0,1,0,1,1
20200336,,20200333,N-5-2020,Fhimt -- alla tal-korrotti.,1,negative,disgust,1,0,0,1,1
20200337,,20200333,N-5-2020,Another one with the same idiotic idea. If it were true you wouldn't have answered your friend that way. Which means that even you and your friend don't believe what you're writing.,1,negative,anger,0,0,1,1,0
20200338,,20200333,N-5-2020,"It seems you never read bf vulgar offensive insults ,like bf there are heaps ,malti pure,graduate, toto,joecarbon,and the list is a mile long",1,negative,disgust,0,0,1,1,2
20200339,,,N-5-2020,Aqra t-ToM u tara kif ikun 'gastric acidity' bil-qawwi.,1,negative,anticipation,0,0,0,1,2
20200340,,20200339,N-5-2020,That's something you feel all the time.,1,neutral,anticipation,0,1,0,1,0
20200341,,20200340,N-5-2020,"Not me ,my frustrated friend, In fact I'm on lager.",1,neutral,joy,0,1,1,1,0
20200342,,,N-5-2020,"X'differenza min seba snin ilu il primministru,Joseph il gingell u iwa il boccu.U issa skeletru f'inqas min seba snin,tghid biex hux?Hemm qieghed il bitter bahnan.",1,negative,disgust,0,0,0,1,2
20200344,,,N-5-2020,"X'ma jiggeninx ---f'sitt snin qeridhom. Ma kienx terrimot ghax difinhom u meta jitlaq xorta jibqghu isofru mix-xebgha li tahom. Iharsu lejn il-polls u jarawh dejjem izid ,x'ma jtihomx ferh ta' genn. Imnalla ghandhom it-ToM jinfexxu l-hdura fiha ghax kieku jkollna nibnu sptar gdid ghal-kazi mentali.",1,negative,trust,0,0,1,1,2
20200345,,20200342,N-5-2020,L-ghira gennitek u l-hdura bazwritek. Kompli ndanna .,1,negative,disgust,0,0,0,1,1
20200346,,,N-5-2020,Turd.,1,negative,disgust,0,0,0,1,0
20200347,,,N-5-2020,Im an independent but one thing that I don't like is the government telling me what to do. The other is buying an electric car that is too expansive compared to gasoline . Why not reduce the price first.,1,negative,sadness,0,0,1,0,0
20200348,,20200347,N-5-2020,Couldn't agree more! It's not the date that is most important but how on earth one can imagine buying a decent Electric car costing between 30k to 40k. They are still very expensive and surely not intended for the middle and low class earners.,1,negative,sadness,0,0,1,0,0
20200349,,20200348,N-5-2020,"Only the rich, amongst them the current , can buy those cars.",1,negative,sadness,0,0,0,0,0
20200350,,20200348,N-5-2020,"Let's see the date, its. Ight be 2040 😊 some years to reduce the prices.",1,positive,trust,0,0,0,0,0
20200351,,20200347,N-5-2020,"For one thing, the PM said that no one is forcing you to buy an electric car. The second one is that it is going to be done in stages. The third one is that in a few years time the price of electric cars, as other objects tends to go down.",1,positive,joy,0,0,1,0,0
20200352,,20200351,N-5-2020,Well if the gov set a cutoff date.. than yes we are forced to buy Electric. Secondly hoping the price will go down.. well it's a wishful thought. They are very expensive to produce. my concern is that we will start be taxed on our present cars old and not so old so to force the introduction of electric cars,1,negative,fear,0,0,1,0,0
20200353,,20200351,N-5-2020,"My same worries. I am predicting that year after year the license fees will keep going up to force us indirectly to buy an electric car. I agree with the idea, as long as it is heavily subsidised.",1,negative,trust,0,0,0,0,0
20200354,,20200351,N-5-2020,"The haters don't understand logic, they just see one sentence and come up with shite.",1,negative,disgust,0,0,1,1,0
20200355,,20200347,N-5-2020,Added to what Paul Schembri down here wrote there will also be incentives (like there are in other countries when one uses an electric or hybrid car). Also start saving now to get your new car. This change will take years to come about.,1,positive,anticipation,0,0,0,0,0
20200356,,20200355,N-5-2020,"I don't need to save I""m well off but that don't mean I will spend my hard earned money on meaning less stuff when I can have a choice to buy the same cheaper .",1,negative,anger,0,0,1,0,0
20200357,,,N-5-2020,"HOW ABOUT STARTING ABOUT PROTECTING OUR LIMITED LAND RESOURCES AND STOP THE BUILDING MADNESS HERE IN MALTA AND NOW GOZO. Malta and Gozo today have become the land of half a million polluted cars, trucks, tractors and other vechiles, cruise liners, ships, etc erc...So much harm has been done to Malta and Gozo in the past 5-10 years that anything you put in place will not help one bit. Let us now be hypocritical and say one thing and do the other",1,negative,anger,0,0,1,0,0
20200358,,,N-5-2020,"What about the “other taxes”?? 1) 1000 persons of trust at a cost of €50 MILLION per annum 2) Sai mizzi salary at €150,000 per annum 3) €70 million per annum to electrogas to azerbaijan / Dubai? 4) tens of millions in direct orderS 5) millions beinf paid by various govt agencies to try and repair damage to financial services industry? These add up to hundreds of millions per annum = lower taxes!! Etc etc",1,negative,disgust,0,0,0,1,0
20200359,,,N-5-2020,"Muscat, you can pave the streets and the walls with gold but I shall continue to enjoy denying you and your unscrupulous cronies my vote. Keep your word and quit.",1,negative,disgust,0,0,0,1,0
